"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","202088_at","202089_s_at","203963_at","204508_s_at","205009_at","205029_s_at","205225_at","205440_s_at","205862_at","206378_at","206754_s_at","206799_at","207626_s_at","209173_at","209443_at","209602_s_at","209603_at","209604_s_at","210735_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","215729_s_at","215867_x_at","217838_s_at","39549_at"
12.0866,8.8091,7.8527,10.2094,6.6364,8.734,7.2967,5.0491,9.9429,6.3853,6.9454,9.3154,10.9096,10.4036,8.7439,3.8038,7.28,11.2436,9.0738,2.7208,6.406,4.9813,7.4451,4.4501,6.2418,4.0719,7.6502,8.6518,7.8664,11.9892,7.844,9.2594,8.4845,7.0966,9.0181,9.0591,7.4796,9.1299,8.5906,6.5401
12.0421,9.0085,6.3289,10.3453,6.3169,8.6985,8.1716,6.2319,10.7309,6.1746,9.6587,8.4622,10.9477,10.1036,7.4371,3.5465,6.8646,5.5081,8.9677,7.1947,6.4707,6.5221,5.6621,3.9521,5.7737,3.1516,9.4012,7.1309,7.5786,9.7365,7.7047,9.6087,8.3695,8.5889,7.5327,8.6281,10.3429,8.3024,8.1355,6.2251
12.0653,8.1614,6.6753,10.5544,6.976,8.8336,7.18,6.6443,4.4726,4.9585,7.466,9.0446,14.9415,14.3438,11.9414,10.235,14.9675,5.8097,12.9696,9.056,9.0976,8.6697,12.4497,4.4312,10.684,11.552,10.1209,11.7829,11.8311,14.639,11.6419,13.312,10.8105,5.054,12.8998,14.4837,1.356,12.5712,10.8445,4.8917
11.6125,7.5817,7.7215,10.5264,6.2512,8.1738,7.6679,4.7221,4.7153,5.1251,7.182,10.1509,13.9108,12.8007,11.2041,8.3783,14.2314,1.041,12.6311,8.885,7.9027,15.6543,8.8733,14.9199,3.3381,11.3997,8.5497,11.2097,11.2871,14.6195,9.2559,12.2282,10.1635,5.1474,11.4617,11.5411,4.579,11.5409,11.2483,2.7696
11.8752,8.1642,7.8343,10.802,5.8704,8.6283,6.577,6.567,4.6728,6.2393,6.1979,8.6334,14.2026,13.5115,12.2609,10.4104,12.1879,4.8274,13.8544,12.1748,8.8866,13.8956,7.465,12.624,6.9667,11.5582,9.5506,11.083,10.8398,14.0292,11.7322,13.6781,11.2488,4.6156,12.9611,13.6356,5.4642,12.6061,11.1312,2.3341
12.2996,8.5171,8.0176,10.8882,6.6318,9.718,8.3362,6.385,8.8997,6.3881,8.1709,8.6987,14.9361,14.2585,11.7844,9.8327,15.5452,3.4856,13.5618,8.4265,7.19,13.5956,11.9148,13.2848,6.8521,15.3556,12.3805,11.2232,10.7851,14.4498,10.8803,12.3461,9.9691,9.3796,12.9039,13.1479,4.7537,12.6699,11.6875,6.8928
12.3869,8.4071,8.0141,10.5859,6.1521,7.9373,7.2223,6.9511,8.2316,6.2908,10.1018,10.0435,12.4003,11.1821,8.8072,5.6005,7.2903,5.9105,7.8646,7.3411,7.2091,13.2654,4.9465,11.2546,4.3045,8.4765,5.1329,7.1987,5.5279,10.3847,7.8393,9.0089,7.8809,8.2061,9.2465,6.49,10.2946,9.4503,9.0201,8.0181
11.8751,7.9059,7.4239,10.8336,6.7024,9.3057,7.994,5.6154,9.9847,5.2395,7.9205,9.2131,13.0609,11.883,11.0044,8.922,11.8111,9.099,11.5611,8.1643,7.8686,8.4672,8.1142,3.8936,7.1909,11.685,6.6868,10.3969,10.2249,13.9413,9.7352,12.0361,9.636,8.1211,11.4765,12.8862,2.0104,11.2266,10.9813,4.3678
12.2129,7.6896,7.7091,10.4067,6.3709,9.4955,7.8991,5.0003,10.3541,7.1065,7.5838,9.3338,12.273,10.8106,12.8694,9.7447,12.0863,4.1542,12.3547,6.0408,9.6719,14.4426,11.5898,13.0779,4.6494,12.9798,10.2184,10.5789,10.4605,14.3246,10.995,12.7646,10.5538,9.6175,12.789,13.701,3.1339,12.8086,11.5595,4.3634
11.5913,9.9503,7.1183,10.4632,5.9959,8.6413,7.0513,6.601,9.1174,5.793,10.6154,9.0005,10.6008,9.7014,7.4626,3.8208,6.8344,2.3825,7.3536,7.8629,4.4383,12.9868,5.4581,7.6037,3.6912,5.3255,4.7015,8.395,8.0759,11.2951,7.5732,8.1965,7.8936,4.2222,8.3656,6.8374,8.1741,8.6197,9.4162,6.7787
11.954,7.914,7.9862,11.2998,7.158,9.0645,8.6157,5.7134,8.7653,7.3067,10.0966,9.2885,10.8093,10.0862,8.3527,4.5014,8.18,4.3054,8.1917,9.5374,5.0723,7.1953,6.0547,4.7873,7.6643,5.2065,5.6405,7.3265,5.7232,10.5017,8.1753,8.736,8.6947,5.7698,8.2833,7.9201,9.1545,9.392,9.09,6.7023
12.1595,8.425,7.7688,11.4043,6.4659,8.967,8.6711,7.2056,9.16,6.9175,8.0873,8.4753,13.5466,12.1426,11.1319,8.9709,14.7959,3.8589,13.2489,6.7096,7.2659,8.6295,8.3222,5.1807,8.2793,12.223,7.0301,10.3298,9.9662,13.7316,10.2669,11.845,9.695,6.0886,11.9448,13.5207,3.266,12.0584,10.813,3.8161
11.9564,6.838,7.9928,10.8636,7.3389,8.9134,7.8408,7.7603,6.7125,6.6676,8.6066,9.1219,11.1257,10.1196,9.0521,4.998,10.6069,6.2992,8.9833,3.324,4.8206,13.765,7.5481,10.4618,7.4407,12.8604,4.9098,8.5504,8.1141,11.9141,8.775,10.8705,8.7907,4.5832,9.4902,9.2626,8.1018,9.6844,8.3992,7.2337
12.1499,7.8347,5.3019,10.931,6.662,9.0369,7.9883,7.7652,6.4562,6.4212,9.7432,8.8097,14.8206,13.8567,11.2459,9.0212,12.9011,3.024,13.0124,9.9712,8.0266,8.5874,11.6878,4.2508,9.124,13.3603,5.499,12.4508,12.5177,15.222,10.4834,13.3811,11.0262,7.9131,11.7493,14.3454,1.3298,11.5182,12.0618,5.6211
11.8839,7.0411,8.4763,10.7322,6.5616,9.649,8.3978,7.1347,9.6767,6.6059,8.2201,9.3664,11.1527,10.0387,8.1781,4.368,8.4384,3.3631,8.5951,9.7359,6.1378,6.9455,7.624,4.1427,5.1944,5.3604,5.738,7.8813,7.9319,11.3661,8.5244,10.0212,8.9912,4.4852,8.9249,8.7948,9.7757,9.1443,9.5862,4.5629
12.7356,7.8143,7.3539,10.7412,5.8676,8.9647,7.842,7.0982,5.7929,6.8017,7.6664,8.8041,12.4099,11.9054,10.6516,8.5372,11.5183,1.1877,13.0147,7.1415,7.85,12.2237,9.8576,11.3314,5.9819,12.0754,10.2479,10.917,10.8802,14.1921,9.0532,13.1573,10.7948,8.3576,11.1682,11.2621,3.5209,11.2601,10.4721,5.6685
12.1771,8.3576,7.6182,10.4202,6.138,8.9284,7.7849,4.8181,4.2524,6.5382,7.1359,8.5375,14.7083,14.0027,12.6648,11.019,9.9826,1.4144,12.4514,12.114,8.5473,8.8934,7.0101,4.5951,10.1577,12.1631,9.9781,10.8791,11.7911,14.4429,11.7672,13.6726,11.0658,10.5715,13.5164,13.3889,0.9008,13.3787,9.192,4.6862
11.6306,8.7054,7.5483,10.5137,6.2623,9.5893,7.5387,6.2947,4.5369,6.5396,8.352,8.6043,14.3112,12.9865,12.1664,10.3132,10.9416,2.1154,13.1648,9.4473,7.9839,1.333,10.9327,3.9548,7.1211,12.8863,5.0333,11.8652,11.4665,14.8381,11.2628,12.805,10.6673,10.1969,12.7153,11.559,2.3728,12.4702,10.5493,3.5118
12.1274,8.7217,8.3809,10.6423,6.7888,8.7655,7.7819,7.3268,8.4924,5.6774,7.8432,9.2336,10.3692,9.3832,7.5228,4.2482,8.0593,2.9509,7.2934,5.5188,5.185,6.4421,6.4378,6.0273,3.834,5.0304,5.1334,7.8548,6.9991,10.9706,7.8259,8.1995,7.9817,8.8784,8.2417,7.3386,7.6396,8.4328,9.5441,3.9896
12.5949,7.8179,7.5622,10.369,6.6165,8.6123,7.6342,6.4897,4.965,7.021,7.9621,7.9157,13.6652,13.0088,13.1152,10.9903,12.8962,5.4589,11.514,13.1827,10.0118,13.0001,12.9019,7.6637,8.1752,14.1503,9.2305,11.4289,11.5206,14.6411,12.3671,13.3285,10.8079,11.0542,13.5806,8.0621,2.8214,13.3901,9.954,6.3305
11.0304,7.6113,8.4018,11.3001,6.7776,9.5766,8.7248,5.4711,10.5626,7.1455,7.6777,9.1067,13.5862,12.7155,9.8503,7.3388,10.7675,3.1541,10.5752,8.2365,8.0215,7.1944,6.2417,4.2041,4.6082,7.6098,8.66,9.7411,9.374,13.0389,9.6912,12.0188,10.2235,5.253,10.6804,10.7254,4.3842,10.943,11.2768,3.1921
12.4597,7.7361,7.9245,10.7944,7.3149,8.6794,8.2902,5.3635,4.9987,6.4734,9.8429,9.5098,15.1478,14.0707,12.5305,10.4579,13.9306,4.7285,12.9474,9.4671,7.9671,12.9495,9.3094,10.495,7.1589,14.2875,10.7317,10.5459,11.0125,14.4864,11.0926,12.5319,10.0962,5.4151,13.1077,12.5974,4.381,12.9145,10.7069,6.8226
12.1696,7.7427,10.1666,11.0755,8.0945,9.266,8.5538,8.3475,6.5283,7.12,9.0366,8.7806,15.0531,14.0128,12.3071,9.7538,12.8817,4.6586,12.5366,8.5422,9.7474,3.617,12.5,5.1272,8.8421,13.7924,11.5558,10.6476,10.4784,13.9689,11.7477,12.3395,9.9394,9.6038,13.1647,11.4049,2.4005,13.1952,9.4763,3.3488
12.4202,7.8715,7.5772,11.3879,7.2712,8.8896,8.8871,7.6034,10.5428,7.26,9.0737,9.1187,13.8795,12.8508,10.87,8.6446,11.3006,2.5155,12.2221,5.6468,2.8416,12.9773,9.1604,11.7491,7.9402,12.5467,6.0449,10.3505,10.0836,13.8432,10.1454,12.829,10.0206,8.4073,12.0015,12.442,5.5252,12.0116,11.0714,6.9035
11.9979,7.7001,6.4521,10.9807,7.1452,8.7454,7.6245,4.8684,6.1015,6.7864,8.0313,8.8852,15.249,14.6715,12.7479,11.0725,13.0541,2.2995,13.6248,14.4983,8.7927,11.5175,6.9684,9.7339,8.0886,13.773,9.3818,10.6376,11.1768,14.191,11.8694,13.6042,11.6646,4.572,13.7664,9.9845,2.07,13.4781,11.4006,5.0798
11.9181,6.8594,8.429,11.5083,7.0283,9.237,8.6568,7.9025,8.6419,7.0755,6.541,9.7433,13.5411,11.9515,10.8506,9.2554,13.3145,2.5908,11.4629,7.8008,8.6307,12.4722,11.0155,11.73,5.4846,10.9161,8.1904,10.2295,10.2244,13.8913,9.8313,11.8887,9.6105,5.9896,11.9236,12.1331,3.3747,12.0543,11.6344,5.8957
11.9971,7.1246,8.224,10.7761,6.9619,8.6127,7.5888,6.8234,7.4552,6.1992,7.8506,9.0612,12.4934,11.5392,11.2694,8.7978,11.1441,4.2314,12.0708,5.8334,9.6684,14.3196,9.4397,11.5165,7.9432,12.5006,9.7562,10.7216,9.932,13.8067,10.2106,11.2556,8.9373,5.2104,12.0267,11.808,4.5574,12.2357,9.2436,6.1694
11.8023,7.8182,8.0532,11.2096,6.7603,10.0453,8.3714,4.8747,10.312,7.1426,8.042,8.0206,12.4272,11.1636,11.9604,9.4939,14.2398,3.4763,11.3971,11.1944,6.1291,14.7957,12.4601,10.0918,7.1657,13.8195,6.3317,10.7626,10.9843,14.3569,10.9497,12.8832,10.4209,4.2453,12.6125,12.652,2.4756,12.5264,10.518,5.8167
11.4574,8.0488,8.2875,11.0754,6.8105,9.0332,8.4071,5.3538,11.2255,6.3486,8.1661,8.811,10.8674,9.629,10.9718,8.5265,10.4152,3.6397,13.2511,4.0449,8.5982,7.0435,10.5182,4.3181,6.8591,10.0185,6.225,11.3251,10.7429,14.808,10.1313,11.7287,9.4504,10.1796,12.0551,8.8441,1.7527,11.8742,9.4141,3.1929
11.9181,7.389,8.2965,10.8386,6.735,8.939,8.2275,5.9537,11.9945,6.14,8.6099,8.7531,11.5441,10.3247,9.1371,4.8506,7.5758,3.9372,12.1679,3.3636,5.7397,8.945,8.962,8.0387,6.5991,8.2524,5.4593,10.4067,11.1496,14.0629,8.2756,12.2949,9.8512,10.0258,9.9491,10.0683,1.2091,10.1786,10.5639,2.9538
11.7012,7.7375,8.5987,11.3588,7.5786,9.5624,8.5748,8.1305,6.7621,6.8786,6.5703,9.0656,15.3428,14.4364,12.8005,10.9406,13.5047,3.4133,11.8665,10.2147,9.7487,6.9088,8.781,4.429,8.2029,11.3642,12.6852,10.5229,10.415,14.0113,11.8078,13.1773,10.6143,10.6924,13.6554,12.4113,1.9382,13.6142,11.1589,3.6889
11.9795,7.9905,7.4312,10.9263,7.2528,9.4436,8.1317,5.569,8.896,7.1017,8.7922,9.0667,10.906,9.5086,11.6986,9.1084,14.3249,4.6781,12.3368,10.4994,8.0337,7.0351,8.241,3.9523,5.3924,13.4346,5.6371,10.04,9.9737,13.6365,10.9835,12.7605,10.4231,5.2712,12.6882,8.5816,2.6365,12.507,9.877,5.5825
