"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","177_at","179_at","1861_at","200000_s_at","200001_at","200002_at","200003_s_at","200004_at","200005_at","200006_at","201983_s_at","202018_s_at","202088_at","202089_s_at","203256_at","203628_at","203963_at","204508_s_at","204623_at","204863_s_at","205009_at","205029_s_at","205225_at","205440_s_at","205472_s_at","205696_s_at","205862_at","205916_at","206378_at","206754_s_at","206799_at","207038_at","207626_s_at","209173_at","209443_at","209602_s_at","209603_at","209604_s_at","210096_at","210735_s_at","211000_s_at","211233_x_at","212148_at","212195_at","212496_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","214552_s_at","215552_s_at","215729_s_at","215867_x_at","217528_at","217838_s_at","218195_at","218259_at","218807_at","220414_at","221765_at","39549_at"
11.7422,8.3868,7.0016,10.2935,6.3874,8.5742,7.5293,6.7464,5.7107,6.6221,7.7011,8.5411,8.3461,11.1475,9.5436,9.2656,7.7301,7.0509,9.9012,7.9584,10.2815,12.1731,13.6313,14.3745,12.793,11.1871,12.8732,7.5562,10.5729,14.3521,13.7677,9.7639,10.119,12.1092,10.076,11.5244,10.37,12.8873,5.3168,12.7341,11.7697,7.5896,9.3567,10.8913,10.323,8.2907,7.0218,3.9211,9.9091,8.7955,12.8912,9.8304,10.9844,11.1457,14.3155,9.3548,11.5397,9.7912,8.2817,11.5708,12.3112,11.2598,12.6052,10.1141,8.9135,12.2213,11.942,9.2843,8.8302,1.6071,12.3123,8.6522,10.8835,10.4596,10.7859,11.8633,7.533,9.8328,5.9411
12.1271,7.2132,7.9736,10.9648,6.1438,9.4323,8.5276,6.3717,7.539,7.4931,8.5073,8.8522,8.9289,10.0888,9.8854,9.6013,8.23,8.2585,11.0302,8.5006,9.5879,11.1203,12.7157,14.0762,12.1338,10.6304,12.4294,7.7752,6.5705,14.6268,13.4121,5.8088,9.7976,11.6731,8.0906,12.6893,8.1351,11.5199,3.2306,12.9117,7.0192,9.0157,7.7112,8.8619,13.7864,13.4582,8.3354,10.6593,9.4439,7.3792,10.1942,8.6693,11.3471,10.9915,14.9286,6.8585,11.2167,8.1922,7.6755,11.5808,9.8862,9.5429,12.7904,10.6801,6.5507,11.885,11.2301,8.7476,9.5355,3.94,12.1451,2.4997,11.5948,10.4496,11.1199,12.6619,7.7179,10.3784,3.7556
11.9852,7.7999,8.0232,10.4751,6.0201,8.6265,7.0972,6.1842,4.6252,6.7049,7.9032,8.6658,8.4117,11.3044,9.4632,9.0039,7.0766,6.7919,10.1277,8.1329,10.2706,11.9148,12.9209,13.0334,13.087,11.2292,13.0822,6.5727,4.638,14.6215,13.7118,6.4944,10.4411,13.0861,11.4458,14.9775,9.1509,14.5542,0.7843,13.8611,3.2194,6.5549,10.8799,9.2879,2.8762,13.5604,8.2143,11.9052,8.5205,7.1047,14.6352,10.0145,11.4407,11.4351,14.3454,5.746,12.572,8.08,9.6782,11.8618,11.705,11.5598,13.3609,10.7132,7.5989,13.5777,12.9845,8.7749,10.1611,1.5849,13.3377,5.7984,11.375,13.1833,10.6188,12.3172,10.4555,9.4373,2.108
11.831,7.5973,7.9636,10.3086,3.9819,9.2248,8.3119,4.5094,8.5723,6.6006,7.803,8.3713,9.0472,10.2091,9.4609,9.1231,7.8282,7.7512,10.2702,8.1434,10.526,11.6379,13.8489,14.4457,13.2384,11.4575,13.0815,6.9257,10.3387,14.5849,13.5653,5.0626,10.1586,12.2741,9.7068,13.2984,11.6872,14.3963,3.3148,11.6071,14.3158,8.0885,10.502,8.2527,3.7632,6.4024,12.9351,3.628,7.7991,7.656,13.5063,10.0563,10.8253,11.157,14.4465,7.5205,11.2184,11.2485,7.4226,10.7861,12.8748,11.0208,12.8879,10.1562,8.3551,12.6334,14.0729,10.3356,7.8888,3.4418,12.4268,5.2722,12.5505,12.1323,10.719,11.7564,7.0518,11.4367,4.7677
11.9298,6.9393,8.6826,11.1207,7.2069,9.045,8.8439,5.089,8.2054,7.541,8.8032,9.4167,8.9572,10.9467,9.537,9.0028,5.4525,7.9257,10.4607,7.9484,9.5678,11.5932,14.196,15.0917,12.4765,11.1585,12.4516,7.4022,6.9218,12.272,10.9032,9.7619,8.2562,11.9837,9.3395,9.1658,9.5861,8.9114,3.6023,12.9999,9.9379,6.6714,9.0638,9.0777,3.3955,3.2624,11.1861,4.193,8.2306,5.8981,10.5679,8.0852,10.7504,11.0987,14.404,9.0258,11.1162,8.709,8.3992,11.3412,12.0238,10.493,11.3677,8.4909,5.1455,12.2108,12.3862,8.746,8.563,2.2721,12.156,6.6983,12.1861,9.4675,10.559,12.7905,5.5304,8.6282,3.5396
11.5563,8.5456,7.1632,10.3012,6.4049,8.6548,7.781,7.0353,4.3758,6.2408,9.228,8.3581,8.2636,9.4228,9.1108,8.3771,7.7609,6.9372,10.4637,8.921,10.8989,11.9196,13.3557,14.0768,12.528,11.2197,13.3207,5.7415,12.8419,14.6166,14.0442,4.3802,10.7554,12.1658,9.8688,12.872,10.2815,11.7011,8.183,14.1548,12.9115,8.6022,9.9024,9.2368,2.6422,13.8311,10.1335,12.7435,7.4836,7.8581,13.1252,10.5088,11.2149,11.3986,14.3343,6.8154,11.73,10.8391,10.5961,12.0494,12.8381,11.7892,13.2225,10.0517,8.8349,12.3533,14.3388,10.8312,10.4376,2.6906,12.3598,8.1887,10.7861,10.7806,11.599,13.2121,11.5056,9.4813,1.6548
12.3898,8.2476,8.0326,10.5134,5.3924,8.1164,7.9979,4.8716,7.7394,6.8398,8.2578,8.7604,8.8876,10.2979,9.8293,8.5529,7.0107,6.8125,10.3118,7.7965,11.1615,11.9135,13.6411,13.4335,13.0133,11.4953,12.7364,6.8964,11.8279,13.5248,12.5275,6.7781,8.2252,11.7799,9.4071,14.3842,8.3545,14.4898,5.171,11.7896,9.6092,6.7507,8.8339,7.0331,8.9081,10.6391,8.3816,8.3475,8.0604,7.419,15.2752,5.299,10.5645,10.7427,14.2872,7.4066,10.7053,8.2247,8.2913,11.2753,10.5754,9.6867,12.177,8.2661,9.4362,11.7466,11.5947,9.4148,7.5456,4.5106,11.7531,3.6324,10.8032,9.5435,10.0253,10.8692,10.7443,9.1093,4.2214
12.2223,8.2085,6.9243,10.6213,6.4243,8.1863,7.6972,5.2509,6.6306,5.8929,9.0887,9.0371,8.5975,9.9443,9.4665,9.3887,7.5015,6.4403,9.5981,8.4265,9.9748,12.0685,13.4918,14.2479,13.0069,11.7433,12.6047,6.5298,9.4324,14.1483,13.6885,6.2268,10.0395,12.0982,10.1436,10.5767,10.3415,12.5176,3.2335,13.1663,10.9252,8.3361,6.5267,9.2656,11.0497,12.2143,13.0941,8.8498,9.4697,8.1493,11.7927,9.7109,11.4773,12.036,14.4551,7.1717,11.1614,10.0655,9.0824,11.8226,12.6476,10.8089,13.0678,10.6223,9.4897,12.6511,11.9927,9.1826,9.013,2.1948,12.4881,1.4204,11.0543,10.6317,10.1936,10.0033,11.5186,12.1734,5.6723
12.2161,8.3784,9.2722,10.2165,6.3052,8.6948,8.0228,6.6273,9.0395,6.6244,10.5251,9.2971,8.7027,9.3682,9.3717,9.6604,7.111,7.3103,10.2233,8.0443,9.6894,11.4552,14.2542,14.5539,12.114,12.3619,12.7629,8.7545,11.14,9.1827,8.807,11.1185,9.4743,7.3925,3.1318,7.6347,7.7077,7.6229,7.5902,7.4166,3.8593,3.4898,6.2507,5.7083,12.3957,8.935,5.3369,3.3653,3.8101,4.4086,3.553,6.1218,7.8565,7.7591,11.528,3.3879,7.8961,7.5678,5.4809,9.4481,9.0385,8.0221,9.2101,8.3023,7.8973,7.8891,6.9822,7.4246,6.6848,10.8661,7.8491,6.1997,9.5212,8.6636,9.2656,9.3224,11.6752,6.9921,3.2293
11.3958,9.0461,7.7128,10.5946,5.9523,9.7664,7.8164,6.5998,10.243,6.2809,10.4048,9.1636,8.6115,9.5468,9.3718,9.5035,7.6112,8.2805,10.141,7.2473,10.2572,11.4179,13.7968,14.5784,12.6513,11.9346,12.5621,8.8483,9.3073,10.9274,9.6906,9.5173,8.5987,7.9611,4.7862,7.837,7.949,7.6033,7.1734,8.6856,10.7432,3.8868,3.6644,6.1798,3.832,5.5278,6.7483,4.6158,6.1812,4.1337,8.3373,5.5584,5.773,5.3853,9.4435,3.2665,8.7508,7.9979,6.6813,9.7944,9.9881,9.4482,8.8312,7.99,3.9969,8.2866,8.159,8.1882,3.6285,6.6686,8.7277,3.5388,9.7588,8.6621,8.9358,9.6071,11.936,7.5935,6.1143
11.9744,8.3758,7.0766,10.8679,6.8361,9.6753,8.2426,5.1371,8.2829,6.4484,9.1156,9.1713,9.3323,10.3977,9.8459,8.8546,8.0899,7.6077,11.0969,8.0345,10.1695,12.1108,13.1061,15.0097,12.6135,10.8269,12.6908,4.9106,14.5406,13.5231,12.0902,6.09,9.4791,11.8307,9.3766,13.8518,10.6974,14.0673,2.1234,12.0832,13.0675,5.4091,9.0476,8.8133,3.2478,10.7941,9.9301,8.5691,7.8687,8.4158,14.1774,10.6956,10.3976,10.4631,14.7315,7.6809,11.1342,9.9885,8.7475,10.5556,12.0752,12.2203,12.2257,10.2502,5.7185,12.2398,14.7162,9.2208,8.784,2.6082,12.3237,6.4544,13.0999,8.9522,10.3158,11.8582,4.4774,9.192,3.6365
11.7052,8.1315,8.3681,10.8449,3.8701,10.0139,8.0314,6.7988,9.0597,6.5377,10.6929,8.8065,9.3574,11.1905,9.8109,9.4688,8.1636,6.807,10.6089,8.4556,9.9504,11.4527,12.8849,13.8712,12.3916,11.1576,12.5638,9.8788,12.1036,11.337,10.3754,10.9988,7.0101,8.0296,3.5843,7.6518,8.7409,5.4989,7.3938,8.1952,5.6536,2.1383,6.6152,2.664,4.6529,5.7888,4.486,4.2622,5.1372,7.0917,6.6653,5.5753,7.2402,7.2157,11.3759,5.176,8.11,7.8357,5.3263,9.4249,10.2378,6.4121,8.6669,8.4119,4.6241,8.1543,8.7538,7.7189,7.2991,6.1628,8.8596,5.7005,9.4687,7.4783,8.6437,10.0948,5.0355,7.9526,5.5353
12.7443,8.4647,7.8223,10.5702,5.4462,9.6306,7.9954,5.0945,9.2264,5.9951,8.7336,8.6847,8.9623,8.7422,9.4497,8.0765,7.6333,6.1578,10.3391,8.04,9.7889,12.113,13.0406,13.7959,12.2405,11.528,12.4058,4.6514,7.3695,11.9665,11.1186,6.2285,4.1982,11.5362,8.9374,13.4074,8.1693,11.159,5.3151,10.719,1.9116,4.5086,6.3311,5.3361,4.3055,14.4826,5.5528,14.1834,7.9784,4.7332,11.7801,8.4886,10.4453,9.6384,14.1977,7.9356,10.285,7.8221,6.5336,10.0333,9.7338,8.7681,10.5998,8.7242,8.756,11.4492,9.3593,8.2829,7.6068,3.5924,11.3998,8.1862,9.3471,9.5644,9.9684,10.0707,11.8734,8.1815,3.8283
12.2154,8.3121,7.2899,10.1917,6.2535,8.3476,7.8315,4.248,6.798,5.9374,8.1621,8.7758,8.6652,11.1737,8.7004,9.8993,4.7694,7.3138,10.4563,8.4826,9.5301,12.5321,12.523,14.3402,12.684,11.9971,13.14,3.8544,10.077,12.5746,10.8328,4.8085,9.39,12.0082,10.1122,15.6275,10.1343,15.1283,5.6973,12.9374,11.46,8.3943,1.9752,9.328,4.0371,8.5251,6.7119,5.9254,9.5559,4.3627,14.2068,11.8487,11.2285,12.2846,14.8685,5.4877,10.8788,9.5004,7.1967,11.9824,12.0772,10.4406,13.022,10.5886,9.4491,12.5708,9.436,7.7502,7.975,1.6383,12.2942,4.6143,12.9724,7.6909,9.7882,10.9744,6.9343,9.0788,2.9299
13.312,7.8254,6.9466,10.4662,6.848,9.5929,8.022,7.1205,7.4278,7.3725,9.0078,8.5027,9.6079,10.7923,9.5388,6.6957,7.5294,7.3074,11.2658,8.5315,10.356,12.15,12.6914,14.595,12.2476,11.0858,12.9649,5.264,6.1134,14.5636,13.7449,6.5111,9.9992,13.321,11.2929,9.2267,9.2737,7.9923,3.8335,12.5191,14.7333,8.6287,11.4275,6.7728,4.4597,8.1157,13.6082,8.0746,9.2461,7.4375,12.4865,5.6274,11.2332,11.2264,14.8729,8.3169,12.4535,8.6124,6.4941,11.5608,11.5511,11.2042,13.4395,11.0586,10.0338,13.7442,8.6102,9.3933,8.9631,2.9893,13.5062,3.3544,9.9225,9.7987,10.3804,11.8726,6.7623,10.6886,4.8006
12.2111,9.0572,8.5728,10.062,6.2139,9.6644,7.0238,6.6909,7.8728,7.1817,8.4561,8.973,8.3603,9.9974,9.3471,9.0879,7.9095,7.6085,10.3594,8.503,10.9032,11.5021,14.5859,14.8176,11.7599,11.9191,12.3064,9.1271,12.8552,12.0894,10.6339,9.6587,9.0128,8.8828,6.8452,9.2769,7.5126,5.4583,4.0575,3.6784,4.6527,4.0016,6.4629,6.0758,15.3609,15.0898,3.9488,13.285,7.0147,3.4461,11.402,7.238,6.7967,7.164,11.1143,7.2998,8.3163,7.8934,5.4026,9.4503,7.6908,8.3613,8.8364,8.2816,5.5353,9.882,8.2756,7.9698,5.9411,1.7282,9.9496,7.2266,8.6887,5.2967,9.064,10.704,10.3472,7.7591,6.0841
11.175,7.5085,6.6375,9.8587,5.1536,7.6266,7.558,7.4825,8.0259,6.5518,8.6835,8.5064,7.9145,9.5349,8.142,9.6777,7.5412,5.7553,9.6635,7.8985,9.6837,12.8846,13.8825,14.3159,12.7634,10.6738,13.3455,6.5102,4.098,13.293,12.0619,4.2153,11.8109,11.0726,9.1324,13.4853,9.4073,13.8246,3.8768,12.0389,10.6663,9.4209,9.3333,10.3847,3.1521,6.9035,10.7713,3.1352,8.733,7.4713,13.3625,10.944,10.9272,11.0791,14.2505,6.5208,9.8943,8.9823,7.4417,12.7296,11.6479,11.3627,13.5637,10.8038,7.0928,11.2563,8.6438,9.4815,8.1781,3.1802,11.2328,2.9789,11.4232,11.5731,11.4126,11.9333,5.4381,10.1947,3.6231
12.1514,8.1922,7.162,9.8131,5.6407,7.8944,6.1357,6.8133,8.3269,6.4509,7.8662,9.259,8.2066,9.4723,8.0749,9.7183,7.0438,6.5582,10.0423,8.4208,9.8982,12.3194,13.3912,14.1009,12.8803,11.699,13.4514,8.2248,5.272,11.7379,10.5638,8.824,7.5772,8.5622,7.0044,15.0957,7.9706,14.8624,5.7111,8.2599,4.3719,2.8277,5.2885,2.6665,13.9848,11.8124,6.3018,6.5105,6.9382,5.1242,14.1808,4.3705,8.2617,7.8118,11.6584,5.7708,7.7867,7.4521,5.9167,11.5574,9.9765,8.7266,11.359,8.3448,4.0524,9.4506,7.7187,8.3237,6.4237,9.8613,9.7074,7.667,9.5392,8.3504,9.462,9.0201,12.3457,9.0158,6.6631
11.4223,7.4375,7.9292,10.0836,5.4157,9.0406,6.9798,7.0511,7.6577,6.0906,7.338,9.3501,8.3155,9.7538,8.8076,9.4558,7.4394,4.0962,9.9646,8.6113,10.0197,11.9056,13.4675,14.3537,12.6116,10.8675,13.1259,9.2909,9.2812,13.9358,12.8618,4.6006,10.4012,11.5175,9.7578,11.3565,6.9281,10.9416,2.5227,13.6226,11.5748,8.6926,10.5906,10.0776,3.656,12.0712,8.5557,8.3304,7.4852,6.7751,13.2253,9.8154,10.4623,10.6735,13.9018,8.9479,10.7831,6.2171,9.0902,12.0274,7.3028,11.4901,12.5382,10.4601,4.1395,12.0394,11.5999,9.2497,9.9076,2.6362,11.5032,12.5915,9.264,10.0501,10.7653,12.339,7.9779,9.3431,4.1765
12.0307,8.4269,7.7089,9.721,4.8613,8.5239,7.1219,5.0632,8.3368,5.938,8.4986,9.6447,7.923,9.3261,9.0993,8.0612,6.7281,6.6907,9.4945,8.1282,10.3145,12.0387,13.5142,14.3327,12.8834,11.515,13.0271,4.1252,12.0481,13.4694,11.9585,8.5259,7.119,10.3906,8.353,10.1025,8.3829,10.636,3.8878,10.8245,2.8139,6.9843,5.9502,5.2106,11.3491,14.8774,4.495,13.7739,7.8805,4.8009,13.6606,4.1741,9.3914,9.0168,12.9159,7.0577,8.5793,7.3856,6.8683,11.1959,9.977,9.959,11.1295,8.1114,2.9514,11.076,8.3304,8.2711,7.0612,3.3684,11.2002,8.6215,11.3047,10.7916,9.0908,10.734,10.7823,7.8924,2.2808
12.7472,9.0996,7.3965,10.1024,5.4298,9.1688,6.777,7.0498,8.5157,6.7085,9.1524,8.6491,8.6276,9.586,9.588,10.1559,6.8923,6.8193,9.9374,8.3082,10.4561,12.2378,13.7897,14.1379,11.517,11.9745,12.4755,8.799,14.0031,12.009,10.677,11.2777,6.2579,11.86,10.3654,14.3358,4.4275,13.4355,3.4613,7.4097,2.9088,4.2278,4.6478,4.9951,14.5426,14.1887,6.8992,11.3628,7.5892,6.9435,13.5065,5.5209,7.5495,8.0759,12.7958,4.3586,11.0401,6.7959,7.7391,10.1212,8.0674,8.4925,9.6608,8.8188,8.2043,12.7615,8.0431,7.782,3.8235,8.5637,12.6609,9.2271,9.0761,7.1592,8.4264,9.3795,10.6091,8.3823,4.1233
11.2817,8.9329,7.7798,9.6646,4.9849,7.6899,7.7264,3.4814,6.4753,5.754,6.0916,7.9109,7.2946,8.7063,8.2301,8.5573,7.7487,6.6867,9.2892,8.0151,9.9757,12.6541,13.4853,13.7085,12.278,11.1111,13.2251,3.0805,4.5986,13.5839,12.8539,6.7188,9.5526,12.4411,10.7588,14.3237,9.254,14.0402,2.2075,13.5035,6.9738,4.5152,11.7225,7.2195,2.1798,10.9679,12.1784,9.5795,8.265,8.3198,13.0059,11.3604,10.4448,10.629,13.7334,6.1816,11.7114,9.3928,9.6551,10.6307,11.5437,10.5825,12.2744,10.1967,4.5086,12.7348,12.8065,9.3145,10.145,-0.4146,12.4754,2.7407,10.88,11.8679,10.2136,10.9875,5.7509,9.1768,5.8943
13.2494,8.3434,8.0536,10.0269,6.5806,8.9744,8.1692,6.9459,6.6733,6.3809,8.5297,9.9045,10.8708,10.7159,9.5872,9.4834,7.2944,6.6319,9.3107,8.3125,11.2654,12.0782,14.7668,14.622,11.8222,11.4571,12.5844,7.1445,13.3423,11.7664,10.5498,9.518,9.3018,11.8202,10.1203,11.6955,8.8708,8.681,2.5782,12.0186,4.8975,8.2387,6.5669,6.4805,14.7553,13.837,13.1538,11.2394,9.8901,7.7662,12.3969,8.6025,9.9629,10.7869,14.2651,8.1449,10.8935,8.7043,4.7982,11.3881,8.8683,9.6554,10.9664,9.4758,9.8769,12.2847,12.0965,8.0765,8.8157,5.1159,12.3601,6.93,9.9765,9.6853,9.5735,11.083,7.83,8.957,3.0701
13.9012,8.0363,8.07,10.1831,4.6155,8.8238,7.5931,3.7546,7.9239,6.3637,9.021,9.3547,8.1129,10.5282,8.638,10.3255,6.005,6.7953,9.598,8.8524,9.9309,12.3754,13.5557,13.9519,11.7845,11.8082,12.6303,6.3695,12.7463,13.9572,12.9901,5.8805,10.2279,12.7794,10.8232,14.6126,9.6922,13.4326,6.1219,13.483,8.1088,8.3822,9.0521,6.6332,7.8033,14.9511,10.4051,14.4949,8.4985,7.0505,14.4849,10.1426,9.9886,11.1849,14.5038,11.0482,11.8609,9.8677,9.9316,11.4162,10.4083,10.5855,12.3577,11.1463,9.7626,13.5292,13.1922,9.2849,10.6026,4.824,12.9799,5.3309,9.7597,7.5947,9.861,11.5952,5.74,9.5458,5.7722
12.8156,7.6095,7.8763,10.0088,5.1124,10.1426,7.5027,5.5994,7.4945,7.3868,8.0802,9.2385,8.3943,9.2779,8.1544,9.2407,7.0966,6.1687,10.0816,8.4779,10.8031,12.1182,14.149,14.4623,11.3455,11.7081,12.6365,4.779,7.6582,12.3134,11.0425,9.3181,8.2331,11.7608,10.2651,11.8929,9.2968,10.3757,4.7032,12.1408,7.383,3.9067,8.36,5.5035,2.4423,13.9515,13.6021,12.667,8.4266,5.8322,12.7312,7.6985,9.4858,10.725,14.5693,3.3405,10.9715,9.6606,5.6053,12.0936,9.7196,8.9424,11.6939,10.3844,11.0877,12.8285,10.7519,8.3691,8.0566,2.5159,12.1248,4.1535,10.2444,7.6044,9.331,11.4746,11.5965,9.4477,2.768
13.0941,8.2012,7.7559,10.3299,4.7353,10.2102,7.3013,4.7611,8.2215,6.5646,7.7407,8.2111,8.8646,10.9165,9.2988,9.2755,6.8753,6.9778,9.6439,8.1778,11.5893,11.7373,14.4894,14.5886,12.1412,11.4121,12.1741,7.286,10.5681,13.21,12.3137,7.8846,12.7105,12.1047,10.1747,14.6846,8.4152,14.5772,5.6457,12.2749,9.63,5.8922,9.8425,5.8866,3.6231,9.7807,8.7143,8.9276,10.0367,3.7826,15.0447,10.3352,9.4651,10.7588,13.8295,5.7487,11.3171,8.8123,8.3616,11.5354,9.3407,10.5984,12.2083,11.3707,7.6053,13.0173,12.7617,9.9868,8.6376,1.701,12.5534,6.0531,12.1172,8.6416,9.8416,11.8745,7.1226,11.155,3.7246
11.3834,9.0703,9.1601,10.0044,5.6649,8.1921,7.6541,5.511,10.3984,5.696,8.6588,9.4454,8.1472,8.3752,8.5679,10.4183,7.4716,7.6402,10.0451,7.9436,10.6116,11.1749,13.5513,14.3471,12.7454,11.4216,12.9481,7.7062,7.8244,12.4048,11.4741,11.0444,6.2098,9.659,7.6257,8.0033,7.5862,6.3782,1.8203,7.7153,5.048,3.3626,5.8142,2.8125,12.2448,7.9466,8.8027,3.4286,7.1675,3.9639,14.1475,5.436,7.2383,7.6964,11.0267,6.4045,8.6828,7.4478,4.0973,8.6597,9.5489,8.6673,9.8368,8.438,5.074,9.9437,8.568,8.4823,5.2149,2.6172,9.9286,8.4606,7.9828,8.1433,9.1613,9.7894,10.1125,9.3451,5.9992
12.129,7.4496,8.8902,10.7078,7.6729,10.1611,7.4945,5.1442,6.7283,7.3074,8.3044,8.9293,9.0149,11.4593,10.0384,9.6188,7.2333,7.4022,10.5531,8.3497,10.9454,11.3219,13.922,14.6695,11.7094,11.6951,12.5888,7.9752,9.4773,13.1868,11.9571,5.8673,11.0676,11.8247,10.746,12.2665,8.6548,9.9193,3.9006,13.0559,9.2967,7.9183,8.0342,6.7253,4.8186,8.8837,11.1075,5.8542,8.393,6.2631,12.1792,9.7978,9.6359,10.9914,14.3148,5.6353,10.8518,8.9915,6.1999,11.4661,10.1568,10.1243,12.9762,10.5611,8.6156,12.2478,8.4377,9.562,7.3367,2.7682,12.313,2.6309,12.5353,7.5246,10.404,10.6268,4.4948,10.5003,7.2674
12.773,6.7233,7.9394,10.25,6.2095,10.0817,8.4165,6.6682,7.4288,7.4026,7.4201,9.599,8.5848,9.8658,8.5427,10.2575,7.0947,7.7832,10.3448,8.9151,11.0858,11.828,14.1016,14.6192,11.6887,11.8001,12.2975,3.6881,9.3456,12.7765,12.047,8.4171,9.8635,13.5149,11.6026,14.3098,9.4593,12.5198,3.7642,14.0098,6.5173,6.7505,8.1563,7.3717,3.3865,11.0894,13.7228,9.171,8.997,4.8396,12.8061,12.6551,7.9591,9.569,13.8379,7.8212,12.8864,9.5603,9.2603,11.2295,10.528,9.7017,10.3379,10.3516,10.7164,14.0764,11.0875,9.603,11.0435,3.7095,13.9752,6.9271,9.8219,9.0443,9.3987,11.8013,11.125,8.972,4.4607
11.8927,8.0734,7.7017,10.047,3.2102,9.781,7.4058,6.0592,7.9105,6.8931,8.3911,9.0896,8.2954,10.0556,8.8688,9.0946,6.5345,6.4634,9.6716,8.5606,9.9451,11.9632,13.4386,14.4107,12.3851,11.082,13.3896,7.473,9.1174,14.1245,13.3041,4.777,10.9983,12.1587,10.7002,9.5297,11.1404,10.4686,4.1736,14.0217,7.4954,8.0377,11.1199,8.0169,3.0822,6.5719,14.6157,4.1446,10.8216,4.1319,13.0796,10.1681,10.8931,11.3047,14.4673,8.3607,11.1198,10.4977,8.7544,12.2221,12.6289,11.5541,12.5246,10.062,8.5691,12.7134,13.3407,9.5749,9.6556,0.816,12.4954,4.3366,11.7453,11.5855,10.9502,11.5208,4.2484,12.037,5.9327
11.6298,9.2991,5.5157,10.3062,5.0891,7.5662,7.1694,4.2975,5.3686,6.1596,8.2974,9.2605,14.3513,9.1435,8.4868,8.9208,8.3844,6.3996,9.9353,8.4152,9.5826,12.0912,13.8981,14.307,12.9208,11.2297,13.2788,4.2514,3.2111,13.8195,13.1583,4.2822,12.556,9.5252,7.4145,13.4441,8.2421,12.1257,0.9597,12.5402,7.8973,8.7133,10.3665,8.1114,3.4972,7.2909,13.6878,7.0608,4.7969,7.7871,11.3817,12.3856,11.0902,11.802,14.3213,7.4728,8.7158,8.0425,8.5039,12.6983,10.259,10.7529,12.7891,10.1193,8.5687,9.4755,8.5419,8.3635,9.3443,3.267,9.8276,4.7705,10.9317,9.6235,10.9612,12.397,10.0851,10.1165,1.4356
12.3467,6.9379,8.1185,10.6482,6.9164,8.6094,8.8043,5.604,6.4255,6.9105,6.8325,8.8211,9.6664,10.16,9.7873,9.3913,4.758,5.9897,10.3951,8.6288,9.3741,10.4025,13.4085,13.7952,12.8597,11.4226,12.7681,7.2311,4.1304,12.5364,10.6078,5.532,10.2914,11.466,9.0546,13.453,9.2096,13.2856,2.3956,10.9442,6.6514,6.1704,8.4682,10.0662,8.1,12.4,8.8658,9.6694,9.4743,6.481,10.4101,7.8631,10.3524,11.272,14.8717,13.1172,9.5679,9.1572,8.2054,11.3471,11.8427,11.8173,9.9531,8.4802,9.9305,11.4074,8.8882,8.8068,7.2837,2.7492,11.7004,2.676,9.1999,9.0539,10.1725,12.8353,4.0128,9.9723,5.5923
11.6358,8.4829,7.9534,10.0925,6.1355,8.8942,7.9352,6.5137,8.1933,6.127,9.0511,8.7995,8.3584,10.3441,8.0976,9.2621,5.5139,6.203,9.9908,7.7038,10.5897,12.1104,13.3524,14.2968,12.7701,11.1339,12.202,9.4489,8.4801,12.0185,10.5588,9.8489,4.347,8.0705,6.5162,6.3919,6.8914,7.0815,2.6561,7.2509,7.758,6.3157,5.9739,5.7394,7.853,5.3842,5.4812,2.9789,4.3267,3.8187,5.1813,5.169,6.1696,7.3315,10.5023,3.667,7.171,7.0602,4.5262,9.2846,9.4479,8.9902,7.9427,7.8309,4.3715,8.871,8.4273,6.5407,6.0222,8.8624,9.7538,8.9125,9.714,7.6275,9.529,10.7465,9.3266,7.5894,6.1976
10.33,6.5923,8.3097,10.6239,5.4715,8.9825,8.1461,6.959,7.705,6.9008,7.0522,8.8417,8.4147,11.4304,9.0695,8.7338,6.9422,7.8457,10.0185,8.2474,10.79,12.3487,13.4397,13.7463,12.5975,10.9924,12.9468,9.1422,9.4753,11.6994,10.5662,4.9137,8.2314,9.8024,8.0046,8.6565,9.0809,9.1971,2.4842,7.895,9.3266,4.409,6.0413,3.5514,3.5018,13.3922,8.8766,12.0573,6.7716,5.6733,11.0196,4.7548,7.9057,8.0909,11.6816,8.6643,9.2265,8.8198,5.0831,9.3743,11.8481,9.4416,11.4561,8.7074,5.3789,10.6555,10.689,7.9218,5.6864,3.1297,10.6948,1.9287,10.6316,7.4777,9.8749,9.4504,3.8658,8.0915,5.1239
