"1007_s_at","1053_at","117_at","121_at","1316_at","1431_at","1438_at","1487_at","160020_at","1773_at","200000_s_at","200001_at","200002_at","200005_at","200006_at","201983_s_at","202088_at","203256_at","203628_at","203963_at","204508_s_at","204863_s_at","205029_s_at","205472_s_at","205696_s_at","205862_at","206754_s_at","207626_s_at","209602_s_at","209603_at","209604_s_at","210735_s_at","211000_s_at","212148_at","212195_at","212956_at","213201_s_at","215552_s_at","215729_s_at","215867_x_at","217528_at","220414_at","221765_at","39549_at","Class"
12.7551,7.7959,8.5725,10.9763,8.3681,7.4252,7.0283,9.3073,10.0422,8.0256,9.5724,12.1571,12.2,11.2221,12.7532,5.3209,14.874,4.7438,8.5343,11.5136,9.7046,9.8299,3.1052,7.0674,7.7738,8.4962,12.3207,5.8354,11.2158,11.3949,14.6885,10.8409,9.4245,11.5054,11.0849,12.9057,9.425,9.7092,2.9162,12.4093,3.9897,5.4557,9.289,2.6864,"2"
11.9883,7.7519,8.6974,11.1198,8.1614,6.5623,8.8565,8.6408,9.5606,7.8131,9.1587,12.066,12.8207,11.2684,12.4408,7.2907,11.4368,6.9583,9.2725,8.9947,7.569,9.162,2.761,5.1678,7.4949,7.0835,9.1966,8.4307,9.5353,9.5043,13.4794,9.1752,8.0028,10.1337,10.0028,10.9192,9.9689,7.6127,2.592,10.2875,7.8152,9.0248,8.1085,3.7332,"2"
12.0864,8.1094,8.0351,10.5097,7.7409,6.5634,8.7221,8.973,9.5575,7.3999,10.6613,12.3254,13.5974,11.4923,12.6999,7.7809,14.9264,6.1583,11.4441,10.8395,8.4344,10.1069,3.2726,8.0896,9.3571,10.1068,10.4358,8.0183,11.8146,12.7051,14.8864,9.346,9.3101,11.5975,11.3517,14.0948,8.2472,8.1863,5.4828,11.0852,1.9927,5.5906,11.6025,6.5274,"2"
11.9235,7.5099,8.514,10.9006,7.9997,6.6046,7.2276,9.1455,10.4589,6.8356,8.7226,11.6339,13.6988,10.3543,12.7728,9.2432,11.9731,9.7519,7.0208,8.5804,4.4874,9.1801,3.2884,3.8704,6.6105,8.5838,6.0087,7.3098,9.4299,9.3373,12.9919,8.2949,8.5112,10.156,10.1268,10.3159,7.9914,7.4116,7.7407,8.8986,9.16,5.567,7.3942,2.875,"1"
11.9922,8.9165,8.1214,10.7784,7.6785,6.6327,6.7562,8.9059,9.7072,7.4906,9.9653,11.9508,13.286,11.9625,12.4877,5.2036,13.8759,6.0356,8.8926,9.7646,7.3645,9.4672,1.3786,7.9742,10.1195,8.9769,5.4413,6.1719,10.6982,9.5157,14.0646,8.8543,8.3149,9.4973,10.5997,11.6761,9.5234,7.5875,4.7745,10.8125,5.3903,4.4888,8.015,5.546,"2"
11.9809,7.9313,9.3479,11.1509,7.5501,7.5302,10.1233,8.6469,10.6059,7.7932,9.0848,11.4083,11.8001,10.6566,11.6249,8.8816,10.3844,11.5374,7.9447,8.9342,4.621,8.5315,6.639,5.9266,7.3311,3.5257,5.8108,5.1527,6.9871,5.7116,10.9437,9.3786,8.8222,10.3521,9.6264,8.8847,5.8108,8.3493,6.6003,9.4512,4.6631,6.0918,7.6705,6.4632,"1"
11.9526,8.126,7.3146,10.6894,7.7819,6.765,8.0753,8.6228,8.8524,7.7646,11.0069,12.4474,13.9324,10.427,13.1845,4.5254,14.2486,4.8677,9.4475,12.26,10.6938,9.6893,2.7814,8.3803,11.0849,8.6749,11.4088,7.572,11.7803,12.5287,14.8459,11.5847,10.4004,9.975,12.1309,12.6705,10.0317,9.6204,2.5212,12.6447,2.2931,3.2972,11.5575,7.1329,"1"
12.0866,8.8091,7.8527,10.2094,7.2967,6.3853,6.9454,9.3154,9.4819,7.356,10.6374,12.1675,13.5649,11.3299,13.2981,9.4933,10.9096,9.8433,6.9133,8.7439,3.8038,8.8134,11.2436,3.854,6.7252,6.406,7.4451,6.2418,8.6518,7.8664,11.9892,7.844,8.7079,9.7614,9.6758,9.2594,7.0966,6.2545,7.4796,9.1299,8.5493,11.8539,7.2528,6.5401,"1"
12.0421,9.0085,6.3289,10.3453,8.1716,6.1746,9.6587,8.4622,10.449,7.0776,9.925,11.4781,13.8232,11.3747,13.0095,8.5141,10.9477,11.4047,8.1674,7.4371,3.5465,8.3503,5.5081,2.1789,5.8767,6.4707,5.6621,5.7737,7.1309,7.5786,9.7365,7.7047,8.2465,11.4158,9.5373,9.6087,8.5889,6.0718,10.3429,8.3024,5.1662,11.2818,7.1044,6.2251,"1"
12.0653,8.1614,6.6753,10.5544,7.18,4.9585,7.466,9.0446,9.5422,7.2774,9.7631,11.9942,14.5094,11.1877,13.6515,4.5558,14.9415,5.1751,8.9959,11.9414,10.235,10.5732,5.8097,7.5112,7.5974,9.0976,12.4497,10.684,11.7829,11.8311,14.639,11.6419,10.7885,10.9985,12.7818,13.312,5.054,9.0039,1.356,12.5712,3.335,6.5255,9.9888,4.8917,"2"
11.6125,7.5817,7.7215,10.5264,7.6679,5.1251,7.182,10.1509,9.1158,6.6449,9.2149,10.7845,14.0204,11.018,13.3344,4.2212,13.9108,9.4411,8.5023,11.2041,8.3783,10.6173,1.041,6.2304,8.066,7.9027,8.8733,3.3381,11.2097,11.2871,14.6195,9.2559,9.9548,12.525,11.9251,12.2282,5.1474,8.0377,4.579,11.5409,10.4717,2.2608,8.7863,2.7696,"1"
11.8752,8.1642,7.8343,10.802,6.577,6.2393,6.1979,8.6334,8.5627,7.0543,10.2802,11.79,13.2865,10.8815,13.5742,4.2569,14.2026,5.6457,9.8825,12.2609,10.4104,11.3064,4.8274,5.7184,10.2678,8.8866,7.465,6.9667,11.083,10.8398,14.0292,11.7322,10.9629,12.1441,12.9034,13.6781,4.6156,9.9794,5.4642,12.6061,7.6565,8.1737,9.8593,2.3341,"2"
12.2996,8.5171,8.0176,10.8882,8.3362,6.3881,8.1709,8.6987,9.5729,7.8838,10.4395,11.708,13.3082,10.6548,12.7503,5.0106,14.9361,4.9729,8.9981,11.7844,9.8327,10.8473,3.4856,5.009,9.1985,7.19,11.9148,6.8521,11.2232,10.7851,14.4498,10.8803,10.4848,10.352,12.5402,12.3461,9.3796,9.5169,4.7537,12.6699,4.3623,9.9081,9.7119,6.8928,"2"
12.3869,8.4071,8.0141,10.5859,7.2223,6.2908,10.1018,10.0435,9.281,7.1021,11.6237,12.1404,13.7692,12.5636,12.4752,9.4806,12.4003,6.2011,4.3836,8.8072,5.6005,8.3181,5.9105,3.4385,5.918,7.2091,4.9465,4.3045,7.1987,5.5279,10.3847,7.8393,7.7826,11.024,9.0238,9.0089,8.2061,6.6534,10.2946,9.4503,3.2207,5.1498,6.8123,8.0181,"1"
11.8751,7.9059,7.4239,10.8336,7.994,5.2395,7.9205,9.2131,10.2128,7.3028,10.0522,12.269,13.8974,11.3771,13.1404,8.0274,13.0609,6.2595,9.139,11.0044,8.922,10.0076,9.099,6.8686,7.6994,7.8686,8.1142,7.1909,10.3969,10.2249,13.9413,9.7352,9.5668,10.7544,11.3294,12.0361,8.1211,7.2446,2.0104,11.2266,7.6974,7.7285,9.3084,4.3678,"2"
12.2129,7.6896,7.7091,10.4067,7.8991,7.1065,7.5838,9.3338,9.9264,7.8315,9.4759,11.9637,13.5128,11.2451,13.1519,6.4781,12.273,5.7201,9.0423,12.8694,9.7447,10.0867,4.1542,4.7725,10.8024,9.6719,11.5898,4.6494,10.5789,10.4605,14.3246,10.995,9.6293,11.5768,11.5288,12.7646,9.6175,8.7936,3.1339,12.8086,2.2811,7.4766,8.0566,4.3634,"2"
11.5913,9.9503,7.1183,10.4632,7.0513,5.793,10.6154,9.0005,9.7658,7.5495,9.9723,12.9859,13.5654,11.5729,12.4041,14.6793,10.6008,11.1263,7.6812,7.4626,3.8208,7.9334,2.3825,5.3227,6.0157,4.4383,5.4581,3.6912,8.395,8.0759,11.2951,7.5732,8.155,10.6043,9.4546,8.1965,4.2222,6.3467,8.1741,8.6197,4.7141,12.2913,6.9578,6.7787,"1"
11.954,7.914,7.9862,11.2998,8.6157,7.3067,10.0966,9.2885,10.4165,7.0424,10.4201,11.7251,13.6467,10.3982,12.6764,8.2955,10.8093,7.698,7.2241,8.3527,4.5014,8.1646,4.3054,3.2917,6.2202,5.0723,6.0547,7.6643,7.3265,5.7232,10.5017,8.1753,7.8691,10.331,9.0566,8.736,5.7698,7.542,9.1545,9.392,4.9198,9.1559,7.8528,6.7023,"1"
12.1595,8.425,7.7688,11.4043,8.6711,6.9175,8.0873,8.4753,10.3815,7.9398,8.8264,11.8126,12.9375,11.0566,12.2282,5.6091,13.5466,6.1013,8.2905,11.1319,8.9709,9.5993,3.8589,7.5632,8.3525,7.2659,8.3222,8.2793,10.3298,9.9662,13.7316,10.2669,9.0027,11.6666,11.008,11.845,6.0886,8.4714,3.266,12.0584,2.486,4.8235,8.4573,3.8161,"2"
11.9564,6.838,7.9928,10.8636,7.8408,6.6676,8.6066,9.1219,10.3706,7.3387,9.083,11.6567,13.1324,11.1817,12.0346,9.8466,11.1257,10.7451,8.2702,9.0521,4.998,9.1062,6.2992,3.8742,6.7416,4.8206,7.5481,7.4407,8.5504,8.1141,11.9141,8.775,8.6153,10.6293,9.4007,10.8705,4.5832,7.2864,8.1018,9.6844,10.3556,9.9319,8.1264,7.2337,"2"
12.1499,7.8347,5.3019,10.931,7.9883,6.4212,9.7432,8.8097,9.7079,7.4173,10.1502,12.1141,14.0083,11.7737,12.9216,4.0121,14.8206,6.0619,9.9206,11.2459,9.0212,11.0715,3.024,7.1005,8.1825,8.0266,11.6878,9.124,12.4508,12.5177,15.222,10.4834,10.8338,11.4987,12.7088,13.3811,7.9131,8.7888,1.3298,11.5182,8.3515,6.314,9.7054,5.6211,"2"
11.8839,7.0411,8.4763,10.7322,8.3978,6.6059,8.2201,9.3664,10.075,5.4461,9.6699,10.4943,12.8533,11.0832,11.8177,8.5025,11.1527,10.9581,8.3453,8.1781,4.368,9.2793,3.3631,4.3559,5.9312,6.1378,7.624,5.1944,7.8813,7.9319,11.3661,8.5244,8.5975,10.4821,10.1876,10.0212,4.4852,7.063,9.7757,9.1443,5.8408,9.8023,8.7642,4.5629,"1"
12.7356,7.8143,7.3539,10.7412,7.842,6.8017,7.6664,8.8041,9.5615,7.668,9.8752,11.901,12.7969,11.3504,12.6528,7.3067,12.4099,7.3317,9.2947,10.6516,8.5372,8.7566,1.1877,8.8714,7.119,7.85,9.8576,5.9819,10.917,10.8802,14.1921,9.0532,9.2169,11.6887,10.9425,13.1573,8.3576,8.9334,3.5209,11.2601,6.0666,5.1776,9.2892,5.6685,"2"
12.1771,8.3576,7.6182,10.4202,7.7849,6.5382,7.1359,8.5375,9.8748,7.766,10.4742,12.0397,13.8116,10.997,13.1645,4.4336,14.7083,5.11,9.4695,12.6648,11.019,10.4307,1.4144,7.2053,9.6375,8.5473,7.0101,10.1577,10.8791,11.7911,14.4429,11.7672,10.7493,11.6308,12.6651,13.6726,10.5715,8.4056,0.9008,13.3787,3.4505,4.1652,10.7242,4.6862,"2"
11.6306,8.7054,7.5483,10.5137,7.5387,6.5396,8.352,8.6043,9.3217,7.347,9.606,11.7258,14.2196,10.6262,13.0735,6.3282,14.3112,5.5947,13.4662,12.1664,10.3132,9.7154,2.1154,7.8115,8.6096,7.9839,10.9327,7.1211,11.8652,11.4665,14.8381,11.2628,9.9818,11.1506,11.58,12.805,10.1969,8.933,2.3728,12.4702,2.8444,5.3972,11.1661,3.5118,"2"
12.1274,8.7217,8.3809,10.6423,7.7819,5.6774,7.8432,9.2336,9.7878,5.7568,10.5914,11.538,14.3284,11.7417,12.8081,9.2398,10.3692,10.3718,6.8871,7.5228,4.2482,8.1375,2.9509,3.6563,6.7457,5.185,6.4378,3.834,7.8548,6.9991,10.9706,7.8259,7.1169,11.3782,8.8382,8.1995,8.8784,7.5475,7.6396,8.4328,3.1217,9.8079,7.2341,3.9896,"1"
12.5949,7.8179,7.5622,10.369,7.6342,7.021,7.9621,7.9157,10.0957,7.5909,9.1269,11.5308,14.209,11.0149,13.5214,6.4757,13.6652,5.1733,9.9689,13.1152,10.9903,10.8392,5.4589,8.564,10.7587,10.0118,12.9019,8.1752,11.4289,11.5206,14.6411,12.3671,10.8934,10.776,12.8337,13.3285,11.0542,7.4888,2.8214,13.3901,5.68,5.6588,10.9732,6.3305,"2"
11.0304,7.6113,8.4018,11.3001,8.7248,7.1455,7.6777,9.1067,10.2224,6.9061,10.2667,11.5452,14.4546,12.1964,12.6611,5.1125,13.5862,4.6943,7.9576,9.8503,7.3388,9.2609,3.1541,5.0917,8.0142,8.0215,6.2417,4.6082,9.7411,9.374,13.0389,9.6912,8.8541,9.8862,10.7701,12.0188,5.253,7.502,4.3842,10.943,2.4929,4.7018,9.0394,3.1921,"2"
12.4597,7.7361,7.9245,10.7944,8.2902,6.4734,9.8429,9.5098,9.7679,7.6367,10.5555,12.0825,13.6163,11.2823,13.1817,4.908,15.1478,7.3335,10.5135,12.5305,10.4579,11.4585,4.7285,8.3112,7.6694,7.9671,9.3094,7.1589,10.5459,11.0125,14.4864,11.0926,10.9975,11.2532,13.2256,12.5319,5.4151,8.8507,4.381,12.9145,5.18,5.6666,10.0145,6.8226,"2"
12.1696,7.7427,10.1666,11.0755,8.5538,7.12,9.0366,8.7806,10.6267,8.4678,10.7821,11.4435,12.6812,10.2517,12.6493,7.1451,15.0531,6.465,9.4933,12.3071,9.7538,10.0056,4.6586,5.9965,8.0425,9.7474,12.5,8.8421,10.6476,10.4784,13.9689,11.7477,9.639,12.0132,11.8061,12.3395,9.6038,7.6055,2.4005,13.1952,5.1719,5.5199,8.2545,3.3488,"2"
12.4202,7.8715,7.5772,11.3879,8.8871,7.26,9.0737,9.1187,10.5612,8.0329,9.1577,11.9603,12.4688,11.2347,12.3594,7.914,13.8795,7.1077,7.9548,10.87,8.6446,10.2089,2.5155,4.2075,8.225,2.8416,9.1604,7.9402,10.3505,10.0836,13.8432,10.1454,9.7172,10.3595,11.7001,12.829,8.4073,8.049,5.5252,12.0116,7.6611,9.2802,7.7308,6.9035,"2"
11.9979,7.7001,6.4521,10.9807,7.6245,6.7864,8.0313,8.8852,10.0744,7.0012,10.2,12.3685,12.9091,11.4312,13.072,8.7736,15.249,8.5237,9.6106,12.7479,11.0725,10.6813,2.2995,7.6893,7.2911,8.7927,6.9684,8.0886,10.6376,11.1768,14.191,11.8694,10.5137,10.795,12.6086,13.6042,4.572,8.4843,2.07,13.4781,2.4254,4.7429,8.6486,5.0798,"2"
11.9181,6.8594,8.429,11.5083,8.6568,7.0755,6.541,9.7433,9.8408,7.9425,8.9854,11.193,12.5614,10.8701,12.5314,8.1406,13.5411,5.8308,8.8567,10.8506,9.2554,10.1213,2.5908,3.2387,6.8331,8.6307,11.0155,5.4846,10.2295,10.2244,13.8913,9.8313,9.1461,10.4111,10.5296,11.8887,5.9896,8.7971,3.3747,12.0543,5.8941,5.9651,9.3978,5.8957,"2"
11.9971,7.1246,8.224,10.7761,7.5888,6.1992,7.8506,9.0612,10.0241,7.732,9.2032,12.1168,11.7969,10.6334,13.1447,6.8878,12.4934,7.1422,8.8804,11.2694,8.7978,9.4042,4.2314,8.996,7.5061,9.6684,9.4397,7.9432,10.7216,9.932,13.8067,10.2106,9.7623,12.0791,11.7413,11.2556,5.2104,8.5144,4.5574,12.2357,12.9012,5.4603,7.7078,6.1694,"2"
11.8023,7.8182,8.0532,11.2096,8.3714,7.1426,8.042,8.0206,10.2261,7.8814,9.9471,11.7398,14.0484,11.2274,12.6894,6.2118,12.4272,4.9229,8.7057,11.9604,9.4939,10.1725,3.4763,7.2889,7.7234,6.1291,12.4601,7.1657,10.7626,10.9843,14.3569,10.9497,10.2214,10.6516,11.5451,12.8832,4.2453,7.7339,2.4756,12.5264,6.0538,5.7238,9.7922,5.8167,"2"
11.4574,8.0488,8.2875,11.0754,8.4071,6.3486,8.1661,8.811,10.5118,7.568,9.431,11.4903,12.7873,10.7992,13.1015,5.6903,10.8674,5.6906,8.2033,10.9718,8.5265,10.3374,3.6397,7.3723,9.292,8.5982,10.5182,6.8591,11.3251,10.7429,14.808,10.1313,9.6336,9.8974,11.3547,11.7287,10.1796,9.4815,1.7527,11.8742,4.409,4.6194,8.1099,3.1929,"2"
11.9181,7.389,8.2965,10.8386,8.2275,6.14,8.6099,8.7531,10.5456,7.65,10.0736,12.1548,13.632,10.8677,13.0489,5.5127,11.5441,9.0627,4.2641,9.1371,4.8506,9.1528,3.9372,7.5415,7.3542,5.7397,8.962,6.5991,10.4067,11.1496,14.0629,8.2756,8.5356,10.0075,10.6227,12.2949,10.0258,8.2016,1.2091,10.1786,8.437,3.0717,9.1145,2.9538,"2"
11.7012,7.7375,8.5987,11.3588,8.5748,6.8786,6.5703,9.0656,10.6482,7.7545,10.3458,11.027,12.9467,11.1358,12.4737,4.963,15.3428,5.9913,10.1458,12.8005,10.9406,11.2849,3.4133,6.5038,8.6054,9.7487,8.781,8.2029,10.5229,10.415,14.0113,11.8078,10.8284,12.2443,12.7688,13.1773,10.6924,8.0966,1.9382,13.6142,5.8722,6.3833,8.6291,3.6889,"2"
11.9795,7.9905,7.4312,10.9263,8.1317,7.1017,8.7922,9.0667,10.2348,7.7971,10.089,11.9975,13.8371,11.2645,12.7523,6.0697,10.906,5.9137,8.9645,11.6986,9.1084,8.721,4.6781,7.8584,8.2982,8.0337,8.241,5.3924,10.04,9.9737,13.6365,10.9835,8.9626,10.0269,10.5751,12.7605,5.2712,8.2959,2.6365,12.507,6.1657,4.8247,8.6467,5.5825,"2"
