"1007_s_at","1053_at","117_at","121_at","1316_at","1431_at","1438_at","1487_at","160020_at","1773_at","200000_s_at","200001_at","200002_at","200005_at","200006_at","201983_s_at","202088_at","203256_at","203628_at","203963_at","204508_s_at","204863_s_at","205029_s_at","205472_s_at","205696_s_at","205862_at","206754_s_at","207626_s_at","209602_s_at","209603_at","209604_s_at","210735_s_at","211000_s_at","212148_at","212195_at","212956_at","213201_s_at","215552_s_at","215729_s_at","215867_x_at","217528_at","220414_at","221765_at","39549_at","Class"
12.773,6.7233,7.9394,10.25,8.4165,7.4026,7.4201,9.599,8.5427,7.0947,11.0858,11.828,14.1016,11.8001,12.2975,3.6881,12.7765,8.4171,9.8635,13.5149,11.6026,9.4593,3.7642,6.7505,8.1563,7.3717,13.7228,4.8396,7.9591,9.569,13.8379,12.8864,9.5603,11.2295,10.528,10.3379,10.7164,11.0435,3.7095,13.9752,6.9271,11.125,8.972,4.4607,"2"
11.8927,8.0734,7.7017,10.047,7.4058,6.8931,8.3911,9.0896,8.8688,6.5345,9.9451,11.9632,13.4386,11.082,13.3896,7.473,14.1245,4.777,10.9983,12.1587,10.7002,11.1404,4.1736,8.0377,11.1199,8.0169,14.6157,4.1319,10.8931,11.3047,14.4673,11.1198,10.4977,12.2221,12.6289,12.5246,8.5691,9.6556,0.816,12.4954,4.3366,4.2484,12.037,5.9327,"2"
11.6298,9.2991,5.5157,10.3062,7.1694,6.1596,8.2974,9.2605,8.4868,8.3844,9.5826,12.0912,13.8981,11.2297,13.2788,4.2514,13.8195,4.2822,12.556,9.5252,7.4145,8.2421,0.9597,8.7133,10.3665,8.1114,13.6878,7.7871,11.0902,11.802,14.3213,8.7158,8.0425,12.6983,10.259,12.7891,8.5687,9.3443,3.267,9.8276,4.7705,10.0851,10.1165,1.4356,"2"
12.3467,6.9379,8.1185,10.6482,8.8043,6.9105,6.8325,8.8211,9.7873,4.758,9.3741,10.4025,13.4085,11.4226,12.7681,7.2311,12.5364,5.532,10.2914,11.466,9.0546,9.2096,2.3956,6.1704,8.4682,10.0662,8.8658,6.481,10.3524,11.272,14.8717,9.5679,9.1572,11.3471,11.8427,9.9531,9.9305,7.2837,2.7492,11.7004,2.676,4.0128,9.9723,5.5923,"2"
11.6358,8.4829,7.9534,10.0925,7.9352,6.127,9.0511,8.7995,8.0976,5.5139,10.5897,12.1104,13.3524,11.1339,12.202,9.4489,12.0185,9.8489,4.347,8.0705,6.5162,6.8914,2.6561,6.3157,5.9739,5.7394,5.4812,3.8187,6.1696,7.3315,10.5023,7.171,7.0602,9.2846,9.4479,7.9427,4.3715,6.0222,8.8624,9.7538,8.9125,9.3266,7.5894,6.1976,"1"
10.33,6.5923,8.3097,10.6239,8.1461,6.9008,7.0522,8.8417,9.0695,6.9422,10.79,12.3487,13.4397,10.9924,12.9468,9.1422,11.6994,4.9137,8.2314,9.8024,8.0046,9.0809,2.4842,4.409,6.0413,3.5514,8.8766,5.6733,7.9057,8.0909,11.6816,9.2265,8.8198,9.3743,11.8481,11.4561,5.3789,5.6864,3.1297,10.6948,1.9287,3.8658,8.0915,5.1239,"2"
12.1404,8.2031,8.8399,11.3086,8.9099,7.0304,9.8902,9.4217,10.0307,7.2186,10.6495,11.5044,14.0662,10.7832,11.9572,8.8092,10.0439,11.2073,9.4931,8.3039,4.5782,7.7519,3.6974,2.8085,7.034,6.8503,5.8111,6.8233,5.2545,7.3256,9.708,9.0262,8.0529,8.9573,9.668,9.2672,6.8551,6.7741,11.5796,9.7164,4.6396,6.3689,7.55,5.1131,"1"
13.0893,5.6899,7.4396,10.7778,9.2577,6.8259,5.1399,9.5123,8.2011,4.2595,10.3886,12.3998,13.0219,11.4851,12.2993,6.5437,14.5124,9.4396,11.1697,10.7601,7.6451,8.9801,5.53,7.1948,7.2159,7.2077,5.6429,6.0771,9.2358,10.5622,14.9933,8.7475,8.9393,10.7719,11.0953,12.6507,10.0048,7.0096,5.9483,11.6786,5.7446,8.4409,9.2974,3.4365,"2"
12.2036,7.3499,8.0411,10.9716,8.1226,6.8914,7.8575,8.8976,9.0171,7.8404,10.0655,11.6939,13.8756,12.0863,13.1928,7.5563,14.6765,6.1268,10.1469,11.9975,9.2572,9.652,5.6322,6.2234,7.7447,8.5754,10.7595,7.3891,10.1783,11.2837,14.936,10.2123,9.5907,12.0418,12.18,12.2621,5.1845,9.2607,1.8744,11.7016,6.5749,6.8129,10.1542,1.686,"2"
12.0666,7.8288,8.7373,10.63,8.3098,6.7899,7.2539,9.7833,9.8075,5.8748,11.0501,11.6739,13.4591,11.1782,12.7191,8.4023,13.5006,9.4945,9.4591,11.0794,8.5738,9.2462,8.2717,6.6936,6.8008,8.2167,8.531,3.0864,9.051,10.0573,13.3445,9.1473,8.7553,10.1491,11.3869,11.265,4.8678,5.537,6.9551,11.5719,10.0821,7.8492,8.8626,5.4656,"1"
12.7526,9.3658,7.2033,10.4761,7.0516,6.6793,9.367,9.0185,9.4578,9.3244,10.3913,13.4756,13.9867,11.9573,12.0835,10.1653,10.9534,11.947,7.6975,8.9283,5.1272,7.1489,4.9701,5.6285,5.6869,1.929,5.6632,5.6226,5.0434,3.7156,8.305,8.098,7.2971,9.0929,9.5856,8.7523,7.7128,6.7555,0.7577,9.4105,9.7747,4.5474,7.9049,3.7556,"1"
12.8956,7.9326,8.2136,10.1922,7.7264,6.0376,7.9976,9.5413,8.8189,7.3135,10.5391,12.1559,13.2126,10.9524,12.3345,10.7726,11.7631,10.5043,7.6028,10.8238,8.7904,7.9062,1.4162,3.7806,5.4924,4.9409,6.7752,6.0998,8.2213,9.2016,12.8519,9.3413,7.7762,8.4598,9.4533,10.4149,8.5678,6.9338,5.8246,11.2668,9.1576,5.1448,7.4446,7.5379,"1"
12.4378,7.9344,7.3127,10.5937,8.1776,5.6078,5.9606,9.6128,8.8095,4.8532,10.4206,11.5569,13.0911,11.9959,12.5908,9.4389,10.8592,10.8184,6.7144,8.2676,4.5907,7.6007,4.9012,5.1491,6.9246,3.2257,5.9518,3.1326,3.6039,5.1312,10.5326,7.8362,7.3346,9.8703,7.7427,8.948,8.1794,7.0384,4.9343,8.3812,2.3352,12.5796,7.0805,5.8435,"1"
11.9015,8.7145,6.5302,10.1871,7.3414,5.5822,9.5778,8.8155,8.5229,7.255,10.9152,12.1087,14.4497,12.1704,13.2611,7.1739,12.7707,5.0832,9.3901,12.189,10.3686,9.9284,1.0188,4.2672,6.5489,8.4548,12.9648,8.1455,9.6186,10.78,14.1947,11.6425,10.1994,12.1762,12.0953,12.7044,10.3548,7.0308,3.4363,12.5347,4.7741,4.6892,9.768,1.1659,"2"
12.326,7.5579,8.2514,10.6992,8.3991,6.82,9.0217,9.4742,9.2117,5.2061,10.2914,11.265,13.3842,11.3846,12.2292,7.6698,10.1966,10.0226,7.6682,7.8912,3.6682,8.1752,5.5632,6.5274,5.073,2.9388,6.2562,4.52,3.1119,6.9875,9.724,6.9872,7.3424,9.9724,8.6251,7.7249,5.4413,7.1746,9.9681,7.2726,6.5568,10.9778,8.4115,3.7159,"1"
11.7169,8.1215,6.5229,10.4799,8.0828,6.6873,9.3933,8.4259,8.5501,7.4432,10.1114,11.7388,13.5473,9.962,13.2284,3.3576,15.0905,5.4239,14.782,14.8948,12.795,10.1085,2.765,7.0466,7.3047,2.3603,14.6779,3.6663,10.4802,11.9385,14.996,14.388,10.3641,12.2759,12.3523,13.929,4.9083,9.8756,1.4841,14.7284,0.1131,9.1799,11.259,6.1245,"2"
11.6612,8.8958,9.9619,10.7859,8.0212,6.4588,8.9619,9.2106,8.9348,7.7554,11.449,12.1129,14.176,11.639,12.4801,8.7921,11.192,9.4302,8.7209,8.0651,3.4802,5.7417,6.1161,2.6116,6.9371,3.0141,4.5939,3.487,2.2896,4.6863,7.3236,7.2154,6.6796,11.8537,8.1236,7.9109,6.2957,5.8785,13.2827,8.368,3.327,11.3091,7.3782,4.6796,"1"
13.1617,5.3555,5.3663,11.0304,8.6182,7.4736,6.2594,9.4754,9.9236,6.5398,10.4532,11.8252,14.0896,11.3038,12.2043,7.9548,15.2332,6.0761,9.5163,11.073,8.475,9.2492,4.7228,8.9865,4.0235,7.9371,12.6124,7.735,9.2521,10.4262,14.627,9.1264,8.1985,11.3765,10.6511,12.7331,7.2599,7.9342,2.2872,11.4289,6.5902,5.2801,8.7546,4.4604,"2"
12.7796,8.356,5.2388,9.7685,7.9792,6.5675,8.0535,8.9686,8.4569,6.9015,10.9745,13.0855,14.3616,11.3163,12.7261,6.8973,9.5147,7.2095,7.5281,12.2047,10.3336,4.8168,5.9818,6.4879,6.1919,5.5369,4.976,6.1712,9.1944,10.7034,13.8973,11.3022,6.9191,11.3155,8.6502,11.2042,7.2673,5.4559,6.1705,12.607,8.6697,6.8185,9.5089,5.3205,"1"
12.8244,8.0495,6.2341,10.6172,8.1041,6.972,6.1742,8.9547,8.9171,6.9553,11.0628,11.9456,13.2696,11.634,13.0744,5.4613,14.1632,8.7332,10.0812,11.9398,8.8656,10.3807,2.4673,5.5675,8.8655,9.1778,8.7579,2.5642,10.0121,11.411,14.4276,10.1882,9.8928,10.9222,12.4284,12.2626,9.1157,7.4175,1.4321,11.9018,5.2433,6.3861,10.5986,4.8473,"2"
11.3217,7.9271,7.7589,10.5197,7.6715,6.3122,8.0994,9.1926,9.6442,7.9079,9.5967,11.5562,13.9722,11.4261,13.1758,5.8634,11.6388,5.5224,8.7538,11.6818,9.4682,10.7524,6.1694,5.9307,9.2631,6.8747,9.9181,6.9415,11.5135,11.0567,14.5758,10.4036,9.7502,10.9902,11.7572,11.2163,9.3687,4.6104,2.9005,12.22,4.2714,6.8278,9.3166,2.4994,"2"
11.3358,9.3691,8.3139,10.6199,7.4075,6.5086,7.8633,8.9882,9.6493,6.8453,9.8785,12.2683,14.2109,12.0876,12.9462,7.251,10.4955,10.1872,8.0245,7.8811,4.3129,8.6972,6.898,4.144,6.2014,1.2143,7.0876,6.564,7.1936,7.2876,10.2403,7.2658,8.4819,8.9841,10.4413,9.4619,8.2513,7.0854,10.6022,8.15,5.1273,11.2411,8.1103,3.0984,"1"
12.1187,8.1785,7.5536,10.3438,7.384,6.8982,7.9987,9.0123,9.6613,7.8421,9.5508,12.4241,13.4004,11.3004,12.8655,6.6308,13.3284,9.7337,8.3349,11.8006,9.737,11.1738,2.8086,3.1179,7.4522,9.1344,9.8341,7.5959,11.4182,11.3628,14.2774,10.6465,10.1925,11.0701,12.6511,12.8769,9.6292,6.0863,4.7159,12.555,6.4891,7.5337,9.2629,5.6763,"2"
12.2341,8.512,8.032,9.9146,8.8592,6.9017,8.8781,9.6752,9.2169,7.1389,9.241,11.7876,13.6758,11.0789,12.8382,7.1504,13.5461,6.0983,11.285,10.976,8.0685,8.885,0.6985,9.196,9.9353,10.5958,10.1617,6.5621,10.9122,11.0086,14.3484,9.358,8.1579,11.6781,10.1291,11.248,9.2596,6.3462,2.7434,11.431,2.9596,7.2052,11.1457,4.527,"2"
12.3349,8.615,7.0662,10.2843,7.4229,5.5677,7.9383,9.2417,9.2671,6.2863,9.5143,14.3179,13.4544,10.9228,13.7394,4.1093,14.6412,6.5076,10.8229,13.7843,12.238,9.7565,5.9964,8.4075,8.1755,7.2592,8.2991,7.554,11.5783,11.2769,14.4267,13.084,8.7727,11.1055,10.9134,13.3934,4.7466,10,1.8943,14.1152,4.2079,6.8591,9.4791,2.5408,"2"
12.1046,7.6096,7.1057,10.2708,7.3841,6.0369,8.2071,9.3592,9.017,5.8935,9.6805,12.7416,13.6077,11.5033,13.5926,8.9553,13.0577,10.6983,8.9242,10.6024,8.4227,8.8926,8.6976,7.5619,7.6299,8.183,10.355,3.9753,10.1083,10.3587,13.9074,9.4358,8.0443,10.4579,11.2346,11.6239,4.6352,7.3631,8.7336,11.534,9.8795,10.2107,8.1698,7.1689,"1"
11.6775,7.7698,7.6795,10.5458,7.9936,7.0655,8.1019,9.0617,9.5222,7.1119,9.969,12.5845,13.2979,11.1156,13.7338,7.5005,13.0762,6.9295,9.3252,12.1372,10.106,11.0353,8.617,7.9821,7.5933,9.5989,14.0049,7.7476,9.7199,9.6543,13.6494,10.8096,9.5357,9.6795,12.5774,12.1265,8.4889,7.5898,1.4228,12.7516,7.6836,6.329,8.8811,2.7231,"2"
12.8251,8.0386,7.8439,10.2954,7.1581,4.5061,8.3346,9.0402,10.0861,7.2007,9.696,11.704,12.8279,10.5791,13.1154,7.5034,11.0909,10.4433,7.4093,9.3087,5.2147,8.4934,9.2697,4.4842,6.738,6.3875,5.7331,4.9654,9.2297,8.9991,12.9684,7.6549,7.1951,10.4945,8.3247,9.5934,5.4459,7.6343,7.4765,9.9146,9.0618,7.0853,8.3259,6.8727,"1"
9.0519,8.1997,7.7855,10.6594,7.2745,6.6233,7.7224,9.0466,9.0291,6.1745,9.9183,11.717,14.2094,12.2687,12.97,5.97,9.5773,3.9842,6.0633,7.4954,4.5194,9.0224,2.6419,3.2495,6.3667,5.0145,7.647,3.5855,7.0487,6.966,9.7665,8.2358,8.5624,7.6639,10.9253,10.9837,4.8171,6.8636,2.6406,8.3414,3.501,4.2256,8.756,5.657,"1"
12.0038,9.2597,7.5193,10.3678,8.2007,6.6536,6.7879,9.1118,9.4838,7.7044,9.3675,12.4958,14.2709,12.0224,13.2536,8.9782,11.0338,9.6627,7.1049,9.4839,7.1318,8.167,3.134,3.6616,6.592,4.0073,7.4808,6.7323,9.0755,7.8156,12.6122,8.881,5.4453,10.1673,8.028,10.5981,9.1956,7.0793,6.3434,10.3519,8.7479,10.8384,8.6357,4.2202,"1"
11.0649,8.4225,7.6146,9.1654,6.8978,6.1211,7.7863,8.5618,9.4615,7.4138,10.5383,11.1172,13.8154,12.1334,13.006,8.3703,14.8403,9.0149,10.3429,12.2494,10.3476,11.69,6.0022,7.4243,8.7388,8.6606,7.9622,7.4083,11.0155,10.9685,14.3931,10.6624,11.8044,10.6292,13.7568,12.9209,9.4916,6.8017,2.7467,12.7764,4.0388,6.5738,10.6206,6.8777,"2"
11.257,7.8519,7.4249,9.0598,7.6229,5.0387,9.2366,9.1798,8.1242,7.4774,9.9058,11.0456,13.3896,11.7862,13.1779,4.2286,14.778,8.2664,9.0396,12.2392,10.788,10.4807,6.3639,7.5196,6.0458,8.3742,12.5008,5.7481,10.4628,9.8598,13.7352,10.872,10.1959,11.0988,12.3163,12.2946,8.6107,7.0397,6.5546,12.8726,8.3641,11.5082,10.5639,5.6039,"2"
10.4539,8.1741,8.4277,9.2309,6.6223,5.9063,7.0989,8.7277,8.7906,7.7672,10.1743,11.8725,13.9197,12.5063,13.5092,13.6798,13.2228,7.62,7.9148,7.9268,7.5743,7.6829,2.3719,6.7298,4.5463,6.88,6.8735,2.712,9.0994,9.2359,12.7592,7.7896,7.1916,10.1096,9.61,10.3561,6.2087,7.0268,4.2245,9.4783,11.04,9.8266,8.1867,7.7579,"1"
11.6801,9.0948,7.0226,8.339,6.6701,4.6728,8.2625,8.7499,8.1766,6.9333,10.3457,12.0203,14.006,11.849,13.4156,6.4201,15.093,8.1054,9.4836,12.3648,10.3959,10.6011,-0.252,7.5909,9.0363,8.3971,11.231,8.8199,12.5607,12.0863,14.9263,10.9505,10.5512,11.0652,12.7557,13.6283,8.511,8.6706,1.2579,12.6528,5.0347,5.896,10.6539,6.4559,"2"
11.5621,8.6892,8.7898,9.2185,7.6513,6.9674,5.5434,9.2357,8.7618,7.4555,9.4404,11.9499,13.1962,11.777,13.3308,5.1763,15.7691,4.2531,10.6958,12.3251,10.3555,10.5171,4.9878,3.9818,8.5782,9.6325,12.0609,6.3526,10.8822,10.3972,14.1932,10.7562,10.2665,10.5045,12.6872,12.3058,4.2844,8.6985,4.9697,12.9668,3.7387,3.3787,10.1877,6.2608,"2"
9.9731,8.6738,6.4079,8.7011,7.0615,6.765,3.5737,8.5199,8.4317,7.9768,10.5411,11.3419,14.8301,12.5145,13.4107,5.5859,11.2645,5.3086,8.2568,10.0077,6.4935,10.5111,1.0795,7.4183,7.4814,8.6286,9.9181,6.6051,9.8277,10.003,13.2399,8.3319,10.6822,9.653,12.8372,11.3646,8.1425,8.4313,5.4411,10.2404,6.5814,3.7009,9.1497,5.6316,"2"
10.8753,8.3727,6.9672,8.5734,6.9573,5.9757,9.709,9.0657,8.0586,7.0766,11.6139,11.2659,13.4551,12.3248,12.4189,7.1508,11.658,9.5365,7.0799,2.8155,3.9804,7.5474,10.8376,5.723,1.9393,2.0285,3.5907,3.5046,6.3071,7.1924,9.582,5.1655,7.7385,9.6189,9.0962,7.2423,6.7405,6.0172,7.4804,6.0918,5.067,10.9086,7.7611,1.6992,"1"
12.2256,8.8031,8.1089,8.5361,3.4466,5.9924,5.9837,8.5723,7.9575,6.503,10.7581,11.8498,13.8645,11.8402,13.2563,2.0345,15.332,9.0224,8.0274,12.4701,10.9673,8.1679,1.2044,7.1868,8.6896,8.2534,7.9438,6.6093,12.0597,11.7446,14.956,10.3794,7.7802,10.7559,10.1712,12.9655,7.3482,7.3559,2.5081,12.7089,1.6785,7.2379,12.6124,2.4785,"2"
11.7194,9.2548,7.5005,8.5366,6.4119,5.9451,7.3775,8.6913,7.9137,6.8568,10.2776,11.9205,13.2912,10.6373,13.3868,5.3523,15.0335,8.0327,8.9142,12.6421,10.9712,11.9698,1.8882,2.4499,6.4409,9.764,11.9917,7.6718,11.9369,11.5473,14.674,10.9609,12.0041,12.2508,13.509,12.9782,8.5078,8.8308,1.5728,12.9391,4.5417,12.5552,10.6045,6.5577,"2"
11.5853,8.7691,5.7518,9.1967,7.1994,5.5527,7.7788,9.2504,8.4923,7.4881,10.0858,11.5844,12.7039,11.0352,13.126,3.0529,15.3275,7.2241,10.3326,13.1886,11.6516,8.7975,4.7455,7.9316,9.4905,10.5251,10.0849,6.638,12.4513,11.8294,14.9417,12.1078,8.7245,10.8656,11.1388,13.6062,9.6882,9.4831,5.4503,13.8849,6.2538,8.1862,13.287,2.7506,"2"
11.0264,7.8698,7.7956,9.363,7.7694,6.7217,8.1424,8.8365,8.4391,7.7886,9.8426,11.9412,13.4696,12.0147,13.2399,9.0338,12.5591,8.5619,9.6083,10.9067,8.9403,10.1977,7.0772,7.0333,9.1706,7.5093,9.049,6.7254,10.2457,9.5336,13.671,9.3354,9.7964,10.914,12.3411,12.5998,6.8693,7.6342,6.9009,11.6762,7.434,3.5766,8.9287,4.4234,"2"
11.3208,8.3444,7.3242,9.3491,7.2297,6.1146,8.4909,8.7446,8.499,6.9916,10.3066,11.3707,13.2018,11.2874,12.7149,6.6662,11.543,9.0161,5.9113,10.7021,8.6209,7.8544,1.3933,8.2163,2.9591,6.8158,6.0737,3.4635,10.5574,10.0765,13.839,8.7325,7.4317,10.51,9.6868,11.6962,5.2608,7.1231,7.8752,10.6393,6.9064,9.8766,8.9847,6.0747,"1"
11.0071,8.2161,4.9808,8.4744,6.1991,5.2074,8.6025,8.586,8.7386,7.6545,9.8481,10.7161,13.379,12.1895,13.7699,9.669,12.593,9.4999,9.4807,6.5338,3.3617,9.2298,8.191,5.3863,5.7429,8.8102,5.1177,6.9511,6.9195,6.457,9.9527,5.337,9.4961,9.5824,11.1943,8.976,3.5246,5.8008,9.051,8.3014,1.7522,11.1033,8.5595,6.4458,"1"
11.0788,9.8339,7.859,9.1951,7.9584,6.1352,7.6746,8.5855,7.92,8.0247,10.138,12.2804,13.9047,11.3028,13.5285,3.6118,11.8685,7.415,8.5708,13.3377,11.5707,8.7885,5.0397,9.1516,7.9254,8.9083,11.4973,7.5363,10.904,9.9781,14.0026,11.7083,9.0567,11.1165,10.9881,13.0948,8.2365,6.8017,1.4502,13.2189,7.7715,8.7276,9.6786,3.311,"2"
10.6582,8.7218,7.2115,8.9446,6.756,6.1059,6.7337,8.7114,8.1192,6.6689,10.9223,10.9923,13.7997,11.7285,13.0758,3.6245,13.1425,3.8099,7.3792,10.4313,8.1877,8.9268,5.0809,6.9912,5.1006,7.5207,5.4899,6.0284,9.9768,9.5281,13.3156,8.7372,9.2866,9.3676,11.325,10.866,6.5549,7.4692,1.135,10.6105,1.2277,4.8546,10.1138,3.0229,"2"
11.6867,7.8849,7.8478,9.0146,6.6863,6.7632,7.61,8.4669,8.2747,5.8201,10.3529,11.9736,13.4265,10.977,13.0294,7.0234,15.1261,2.677,15.5445,13.8283,11.9468,7.6184,5.8716,10.6485,9.8281,4.2815,3.0643,8.6723,12.7286,12.4544,15.2349,11.6722,7.931,12.144,10.8691,14.3211,7.118,8.3599,5.199,13.8427,4.0595,8.5935,11.046,5.7498,"2"
10.8107,8.1872,7.4594,9.0434,7.1327,6.1984,9.0389,8.1737,8.7892,7.84,10.1904,11.8671,13.4655,11.4765,13.1675,6.4678,15.1433,9.197,10.1334,13.074,10.9283,12.1943,1.1215,4.2975,9.2259,9.4709,9.8656,9.9478,12.1614,11.9442,14.9183,11.4265,12.3638,10.8781,13.4595,13.7081,8.3088,8.841,5.2731,13.2226,5.7427,6.6795,11.0824,4.1319,"2"
10.4926,9.4877,7.8447,8.151,6.6808,2.3945,10.2828,8.2508,9.0473,7.996,9.9261,11.2048,14.3938,12.2562,13.6738,7.6004,11.5104,10.3154,7.4771,4.6608,3.5299,9.2037,12.0569,2.2307,7.3622,-0.0934,2.4356,6.3443,6.8205,6.7758,10.0017,5.1141,9.4021,9.025,10.7018,7.6085,3.7996,4.8472,5.4453,7.2514,5.1646,7.8348,8.6297,4.4905,"1"
11.2444,9.0395,7.8213,8.6443,7.7637,6.2612,8.8732,9.2586,8.9466,7.9532,9.9562,11.8097,12.4308,11.5879,13.1247,9.9999,11.55,11.5405,9.2369,7.828,6.4021,7.4192,7.5897,5.2472,2.5269,4.5596,5.9063,3.5392,7.4983,4.6637,10.3415,6.7031,7.6569,9.0949,10.3491,7.8995,4.246,6.919,10.5501,9.0692,2.9006,12.104,8.1586,7.0869,"1"
11.3286,8.5836,10.8994,10.2326,8.8445,7.0564,5.7499,9.3892,9.525,7.3966,9.6037,11.4711,13.2402,10.6362,12.6784,6.1174,12.108,8.3915,9.3583,10.7427,8.3631,8.0785,3.2923,9.8938,7.9829,8.1697,8.319,7.7922,10.6932,10.8329,14.0905,8.8549,7.4087,11.832,8.9317,12.346,8.4874,7.6728,3.1645,10.9504,3.4227,10.4303,9.5242,8.8236,"2"
11.467,8.6341,7.5481,8.7837,7.5046,7.3457,7.9299,8.669,8.6657,7.186,11.2171,11.4832,13.0476,10.6758,13.3821,6.3706,13.9771,8.0217,10.7715,13.7544,11.7365,11.1041,5.4527,10.0854,8.6918,10.2231,14.507,4.4653,11.8087,12.2991,15.0195,11.0995,10.5717,10.988,13.1641,14.4063,11.184,9.091,2.2442,13.4699,3.6349,6.9229,12.3672,6.9053,"2"
10.8638,8.9588,7.1194,9.0359,6.5766,6.4934,7.299,8.236,7.6655,7.0708,11.1565,11.5005,13.8242,12.3065,13.6132,7.1122,14.7497,4.0369,9.5154,11.8654,9.9419,10.9831,2.1345,2.5543,8.3879,8.7747,6.4488,2.9621,10.9503,10.476,13.773,10.4197,11.0189,10.2664,13.2686,13.5991,10.0626,10.5438,4.0078,12.2351,5.7771,5.0413,8.293,6.8113,"2"
11.4372,7.9948,8.9652,9.5543,8.3338,7.3802,7.7019,7.8493,9.5837,6.8884,9.2176,11.4476,12.5632,11.6059,12.7635,8.5253,14.8461,5.2941,10.434,10.797,8.7742,10.4916,7.4674,6.6279,8.3158,8.6856,7.2043,7.261,10.0584,9.3952,13.6573,9.7764,10.4823,10.5024,12.4655,12.5977,5.6223,8.374,5.3496,11.1743,6.0298,6.4217,9.2812,7.288,"2"
10.7467,9.2031,6.8035,8.6608,7.2404,5.4846,6.1517,8.2053,7.1439,7.1568,10.1053,11.3607,14.1382,11.989,13.1686,2.7525,11.1509,3.1367,8.4852,10.5987,8.8494,9.7053,2.1248,5.1043,6.6542,7.7504,9.2064,6.3015,10.0387,9.4884,13.186,10.0312,10.1247,11.4326,11.6157,10.228,8.902,6.6984,1.8686,11.2031,5.5304,11.4078,10.476,4.5368,"2"
12.1157,7.9863,9.3651,9.4216,7.6162,6.701,6.4742,8.575,8.7056,7.4818,11.1225,11.4036,14.4166,12.9772,11.8786,3.6767,15.3408,7.7053,11.8836,11.4559,9.1732,8.788,2.619,7.9444,10.0881,7.1701,10.1785,8.3939,11.7164,11.1543,14.7152,9.8777,8.8426,9.6436,11.2879,13.0467,7.6729,9.4738,6.1776,11.7157,3.0234,6.3005,10.4221,5.8881,"2"
10.9493,8.6641,8.1691,8.7642,7.361,3.5089,8.2199,8.7331,8.475,7.3995,9.2888,10.9293,13.2018,11.77,12.8507,9.2113,11.8024,11.2177,7.6683,7.6876,7.3977,7.5542,7.6532,2.1247,5.7804,6.5881,2.815,3.5359,8.3884,7.668,11.7681,7.1023,7.9382,9.0783,10.3303,9.441,5.3577,6.2098,9.396,8.7807,3.814,11.261,9.0007,6.3561,"1"
10.8874,8.9912,5.055,9.5064,7.1626,4.9655,7.7218,8.7354,8.655,7.7197,9.5065,11.271,13.3366,10.7846,13.1662,2.7696,15.5587,8.3955,8.8261,12.7582,10.2045,9.3138,3.3703,8.4936,11.095,10.6261,12.4693,6.4913,10.7905,10.2034,14.2836,10.2781,9.8425,9.9724,11.9811,13.1114,8.1957,8.5333,5.6724,12.7996,4.2706,4.3515,9.7011,7.0949,"1"
11.3958,8.7964,6.5209,8.6307,7.1752,5.3505,4.0541,8.7541,8.3534,7.1748,10.3612,12.3153,13.5485,11.4939,13.3848,5.0544,14.7097,8.8842,8.9492,11.7433,9.9137,11.0395,1.1519,2.2774,6.1059,10.1437,9.2609,9.4921,12.8387,12.0558,15.0045,10.6261,11.3585,11.635,13.3146,12.4623,11.2562,8.4469,2.7471,12.0084,4.858,9.2999,11.8409,6.3636,"2"
10.4125,7.9602,7.8744,9.2398,6.938,2.8259,8.5443,8.4993,9.3806,7.3322,10.8124,11.1739,14.04,11.8748,12.7128,8.965,12.8014,10.2339,8.7811,8.4484,5.4341,10.1924,10.1013,4.9698,5.7752,6.7529,3.5391,6.7585,8.542,8.2222,11.7642,7.746,10.7119,9.8991,12.4413,11.2233,3.3696,7.0305,8.726,9.2339,5.189,9.7581,10.432,6.0983,"1"
10.9733,9.7423,7.4428,8.3553,6.5985,4.8201,6.9517,8.5058,7.989,7.7973,9.3147,11.8646,14.244,12.1221,13.7418,5.6994,14.4117,7.9613,8.7039,12.2367,10.4918,11.7312,3.5651,8.403,8.4779,9.1636,7.3898,8.3546,10.9124,9.9061,14.0287,11.2004,11.7497,10.6955,13.2981,11.9581,7.7779,9.075,2.2476,12.6107,8.6394,6.315,10.3143,3.4267,"2"
11.9543,9.0305,7.5594,8.9145,6.3781,5.6395,8.7292,8.7495,7.9524,7.5541,11.1054,11.9485,13.2381,11.3783,13.4587,3.0482,14.1117,8.5249,8.7127,11.8789,10.356,10.1441,2.285,7.8504,5.7037,10.733,8.8301,6.8888,11.2448,10.3189,14.4412,10.6273,10.1846,11.7197,12.7596,12.8542,9.2794,7.6861,1.9478,12.6857,6.1149,5.1279,10.0862,2.2393,"2"
11.6233,8.2703,8.14,9.2847,6.8366,6.4716,8.4654,8.7828,8.7053,8.0355,10.4919,12.1836,14.0625,11.0277,12.6162,7.8406,14.8422,9.6268,9.9817,13.5676,11.4213,10.6455,3.4701,5.5676,8.8094,9.736,10.0982,7.4632,10.6992,10.5788,14.1005,11.3223,10.2869,10.0752,12.2571,11.4698,7.4751,5.9713,6.1308,13.8362,6.7221,5.1881,9.5609,3.7499,"2"
