"1007_s_at","1053_at","117_at","121_at","1255_g_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","202088_at","202089_s_at","203963_at","204508_s_at","205009_at","205029_s_at","205225_at","205440_s_at","205862_at","206378_at","206754_s_at","207626_s_at","209173_at","209602_s_at","209603_at","209604_s_at","210735_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","215729_s_at","215867_x_at","217838_s_at","39549_at","Class"
12.326,7.5579,8.2514,10.6992,6.5959,8.3991,6.8912,8.4971,6.82,9.0217,10.1966,8.7025,7.8912,3.6682,7.8227,5.5632,7.8375,6.4124,2.9388,5.8723,6.2562,4.52,7.4995,3.1119,6.9875,9.724,6.9872,7.7249,8.2011,5.4413,8.643,7.9138,9.9681,7.2726,8.7721,3.7159,"1"
11.7169,8.1215,6.5229,10.4799,6.6469,8.0828,6.2452,6.2663,6.6873,9.3933,15.0905,14.4072,14.8948,12.795,13.8639,2.765,14.1295,7.5555,2.3603,16.2629,14.6779,3.6663,15.2201,10.4802,11.9385,14.996,14.388,13.929,11.678,4.9083,14.8983,13.9311,1.4841,14.7284,10.1298,6.1245,"2"
11.6612,8.8958,9.9619,10.7859,7.0617,8.0212,7.7961,7.3053,6.4588,8.9619,11.192,9.412,8.0651,3.4802,6.633,6.1161,7.9667,6.0477,3.0141,5.9478,4.5939,3.487,5.2211,2.2896,4.6863,7.3236,7.2154,7.9109,8.4441,6.2957,7.6351,7.0526,13.2827,8.368,8.9233,4.6796,"1"
13.1617,5.3555,5.3663,11.0304,7.4018,8.6182,7.5891,9.2473,7.4736,6.2594,15.2332,12.7767,11.073,8.475,13.0168,4.7228,11.1843,7.8241,7.9371,8.3444,12.6124,7.735,12.2167,9.2521,10.4262,14.627,9.1264,12.7331,9.8244,7.2599,11.6794,9.5591,2.2872,11.4289,11.481,4.4604,"2"
12.7796,8.356,5.2388,9.7685,6.5849,7.9792,5.8095,8.1298,6.5675,8.0535,9.5147,9.0855,12.2047,10.3336,9.7378,5.9818,7.2503,2.0402,5.5369,7.0065,4.976,6.1712,12.9578,9.1944,10.7034,13.8973,11.3022,11.2042,9.5143,7.2673,12.4894,9.5429,6.1705,12.607,8.9352,5.3205,"1"
12.8244,8.0495,6.2341,10.6172,6.5377,8.1041,6.5163,6.6481,6.972,6.1742,14.1632,12.695,11.9398,8.8656,13.5549,2.4673,12.9698,10.9699,9.1778,11.8369,8.7579,2.5642,14.0638,10.0121,11.411,14.4276,10.1882,12.2626,9.8656,9.1157,11.9407,13.1726,1.4321,11.9018,12.4218,4.8473,"2"
11.3217,7.9271,7.7589,10.5197,4.2561,7.6715,6.3606,10.9735,6.3122,8.0994,11.6388,10.4101,11.6818,9.4682,7.5393,6.1694,11.7818,8.5508,6.8747,3.6549,9.9181,6.9415,11.462,11.5135,11.0567,14.5758,10.4036,11.2163,8.7717,9.3687,12.1756,8.6709,2.9005,12.22,9.445,2.4994,"2"
11.3358,9.3691,8.3139,10.6199,6.1752,7.4075,6.0783,9.7477,6.5086,7.8633,10.4955,9.8093,7.8811,4.3129,6.3729,6.898,7.9329,6.9938,1.2143,3.785,7.0876,6.564,5,7.1936,7.2876,10.2403,7.2658,9.4619,8.218,8.2513,7.7479,8.6429,10.6022,8.15,10.4665,3.0984,"1"
12.1187,8.1785,7.5536,10.3438,5.9128,7.384,6.9906,7.3588,6.8982,7.9987,13.3284,12.2415,11.8006,9.737,13.1091,2.8086,10.8334,8.4114,9.1344,14.2902,9.8341,7.5959,12.0111,11.4182,11.3628,14.2774,10.6465,12.8769,10.1834,9.6292,12.7763,11.5516,4.7159,12.555,10.3409,5.6763,"2"
12.2341,8.512,8.032,9.9146,4.9786,8.8592,7.8219,6.5381,6.9017,8.8781,13.5461,12.2243,10.976,8.0685,14.8021,0.6985,12.0949,8.3107,10.5958,7.2643,10.1617,6.5621,14.8517,10.9122,11.0086,14.3484,9.358,11.248,9.2464,9.2596,11.213,11.9122,2.7434,11.431,11.0928,4.527,"2"
12.3349,8.615,7.0662,10.2843,5.7919,7.4229,6.3772,6.086,5.5677,7.9383,14.6412,14.0003,13.7843,12.238,11.0074,5.9964,12.9905,5.9828,7.2592,0.7382,8.2991,7.554,15.1107,11.5783,11.2769,14.4267,13.084,13.3934,10.9715,4.7466,14.4136,13.7108,1.8943,14.1152,10.8933,2.5408,"2"
12.1046,7.6096,7.1057,10.2708,6.5307,7.3841,7.0299,7.5203,6.0369,8.2071,13.0577,12.0006,10.6024,8.4227,11.44,8.6976,12.652,8.593,8.183,13.8597,10.355,3.9753,13.8721,10.1083,10.3587,13.9074,9.4358,11.6239,9.6075,4.6352,11.5448,10.3438,8.7336,11.534,10.3452,7.1689,"1"
11.6775,7.7698,7.6795,10.5458,5.4783,7.9936,6.5229,9.1649,7.0655,8.1019,13.0762,11.8811,12.1372,10.106,11.1229,8.617,11.202,9.2034,9.5989,13.4984,14.0049,7.7476,13.8655,9.7199,9.6543,13.6494,10.8096,12.1265,9.4588,8.4889,13.1194,10.0984,1.4228,12.7516,9.3252,2.7231,"2"
12.8251,8.0386,7.8439,10.2954,7.4171,7.1581,6.4277,7.5333,4.5061,8.3346,11.0909,9.6235,9.3087,5.2147,8.6648,9.2697,8.8311,6.4987,6.3875,9.3057,5.7331,4.9654,11.2346,9.2297,8.9991,12.9684,7.6549,9.5934,9.2432,5.4459,9.708,8.7594,7.4765,9.9146,8.574,6.8727,"1"
9.0519,8.1997,7.7855,10.6594,6.7714,7.2745,6.2474,11.3576,6.6233,7.7224,9.5773,9.1645,7.4954,4.5194,4.237,2.6419,8.0794,6.6908,5.0145,3.7637,7.647,3.5855,3.4551,7.0487,6.966,9.7665,8.2358,10.9837,8.9648,4.8171,8.2237,9.3533,2.6406,8.3414,10.8968,5.657,"1"
12.0038,9.2597,7.5193,10.3678,6.2126,8.2007,5.2945,8.1294,6.6536,6.7879,11.0338,10.0836,9.4839,7.1318,14.4788,3.134,8.1639,6.8544,4.0073,9.6474,7.4808,6.7323,14.4541,9.0755,7.8156,12.6122,8.881,10.5981,9.0827,9.1956,9.8416,9.1912,6.3434,10.3519,9.4023,4.2202,"1"
11.0649,8.4225,7.6146,9.1654,4.7903,6.8978,6.3888,7.5276,6.1211,7.7863,14.8403,13.585,12.2494,10.3476,8.4318,6.0022,11.995,10.7608,8.6606,14.9656,7.9622,7.4083,13.1825,11.0155,10.9685,14.3931,10.6624,12.9209,9.9301,9.4916,12.8993,13.3537,2.7467,12.7764,11.8731,6.8777,"2"
11.257,7.8519,7.4249,9.0598,6.0069,7.6229,5.9385,7.8193,5.0387,9.2366,14.778,13.4362,12.2392,10.788,13.4195,6.3639,10.2914,1.3456,8.3742,14.3279,12.5008,5.7481,13.762,10.4628,9.8598,13.7352,10.872,12.2946,9.9232,8.6107,13.035,12.6998,6.5546,12.8726,9.5304,5.6039,"2"
10.4539,8.1741,8.4277,9.2309,4.6786,6.6223,3.6974,8.8378,5.9063,7.0989,13.2228,11.5804,7.9268,7.5743,11.1737,2.3719,10.0307,5.9659,6.88,8.9474,6.8735,2.712,13.5943,9.0994,9.2359,12.7592,7.7896,10.3561,8.4213,6.2087,9.8019,7.7728,4.2245,9.4783,8.8049,7.7579,"1"
11.6801,9.0948,7.0226,8.339,3.159,6.6701,3.4198,7.4976,4.6728,8.2625,15.093,14.0194,12.3648,10.3959,14.3407,-0.252,12.9166,9.1349,8.3971,11.5925,11.231,8.8199,12.6767,12.5607,12.0863,14.9263,10.9505,13.6283,11.7053,8.511,12.908,14.7382,1.2579,12.6528,12.0024,6.4559,"2"
11.5621,8.6892,8.7898,9.2185,5.6917,7.6513,5.6308,10.2562,6.9674,5.5434,15.7691,14.847,12.3251,10.3555,14.0266,4.9878,12.2656,14.0911,9.6325,16.533,12.0609,6.3526,13.7037,10.8822,10.3972,14.1932,10.7562,12.3058,9.4515,4.2844,13.1264,12.5226,4.9697,12.9668,12.2818,6.2608,"2"
9.9731,8.6738,6.4079,8.7011,6.0851,7.0615,6.8192,10.051,6.765,3.5737,11.2645,10.5717,10.0077,6.4935,9.6327,1.0795,11.8145,9.7605,8.6286,12.0263,9.9181,6.6051,13.1267,9.8277,10.003,13.2399,8.3319,11.3646,9.0806,8.1425,10.2122,9.6873,5.4411,10.2404,11.241,5.6316,"2"
10.8753,8.3727,6.9672,8.5734,2.9456,6.9573,2.7864,10.2176,5.9757,9.709,11.658,10.2343,2.8155,3.9804,3.7326,10.8376,3.8104,8.0506,2.0285,4.6746,3.5907,3.5046,3.9791,6.3071,7.1924,9.582,5.1655,7.2423,7.0533,6.7405,7.0129,7.912,7.4804,6.0918,8.6673,1.6992,"1"
12.2256,8.8031,8.1089,8.5361,6.2796,3.4466,3.1867,8.1568,5.9924,5.9837,15.332,13.9615,12.4701,10.9673,11.3559,1.2044,12.5353,1.8522,8.2534,8.6115,7.9438,6.6093,13.2287,12.0597,11.7446,14.956,10.3794,12.9655,10.2371,7.3482,12.9575,12.9769,2.5081,12.7089,11.3783,2.4785,"2"
11.7194,9.2548,7.5005,8.5366,6.1188,6.4119,6.5211,2.7185,5.9451,7.3775,15.0335,14.2376,12.6421,10.9712,14.3119,1.8882,13.422,8.6838,9.764,7.1674,11.9917,7.6718,13.7975,11.9369,11.5473,14.674,10.9609,12.9782,10.7038,8.5078,13.1537,13.6351,1.5728,12.9391,9.9292,6.5577,"2"
11.5853,8.7691,5.7518,9.1967,5.5916,7.1994,5.1456,9.7037,5.5527,7.7788,15.3275,14.6076,13.1886,11.6516,10.2633,4.7455,12.5867,5.3428,10.5251,15.9216,10.0849,6.638,14.0062,12.4513,11.8294,14.9417,12.1078,13.6062,11.0206,9.6882,14.0839,14.7901,5.4503,13.8849,11.9696,2.7506,"2"
11.0264,7.8698,7.7956,9.363,6.4745,7.7694,7.2787,9.3279,6.7217,8.1424,12.5591,11.075,10.9067,8.9403,6.836,7.0772,11.8206,10.0018,7.5093,15.8873,9.049,6.7254,13.6401,10.2457,9.5336,13.671,9.3354,12.5998,9.6936,6.8693,11.6268,10.5346,6.9009,11.6762,10.2909,4.4234,"2"
11.3208,8.3444,7.3242,9.3491,5.9859,7.2297,6.3812,10.0041,6.1146,8.4909,11.543,10.7427,10.7021,8.6209,10.2691,1.3933,9.17,1.2487,6.8158,2.3637,6.0737,3.4635,11.5668,10.5574,10.0765,13.839,8.7325,11.6962,8.9946,5.2608,10.7241,11.267,7.8752,10.6393,9.6942,6.0747,"1"
11.0071,8.2161,4.9808,8.4744,6.579,6.1991,3.2836,10.4188,5.2074,8.6025,12.593,11.0792,6.5338,3.3617,3.3668,8.191,7.0398,8.3657,8.8102,5.6935,5.1177,6.9511,8.0232,6.9195,6.457,9.9527,5.337,8.976,7.1155,3.5246,8.2308,8.6927,9.051,8.3014,8.319,6.4458,"1"
11.0788,9.8339,7.859,9.1951,5.759,7.9584,6.3297,9.3255,6.1352,7.6746,11.8685,11.1446,13.3377,11.5707,13.7111,5.0397,9.6024,7.4793,8.9083,9.6028,11.4973,7.5363,14.1877,10.904,9.9781,14.0026,11.7083,13.0948,11.3319,8.2365,13.3777,13.2798,1.4502,13.2189,10.3995,3.311,"2"
10.6582,8.7218,7.2115,8.9446,5.2425,6.756,3.625,10.3755,6.1059,6.7337,13.1425,11.5356,10.4313,8.1877,7.2397,5.0809,11.0475,5.0689,7.5207,12.5538,5.4899,6.0284,10.9805,9.9768,9.5281,13.3156,8.7372,10.866,8.8849,6.5549,10.8956,10.1048,1.135,10.6105,11.1488,3.0229,"2"
11.6867,7.8849,7.8478,9.0146,6.0089,6.6863,7.1059,8.0683,6.7632,7.61,15.1261,14.1799,13.8283,11.9468,8.7102,5.8716,12.7629,5.9463,4.2815,10.4346,3.0643,8.6723,14.4754,12.7286,12.4544,15.2349,11.6722,14.3211,11.7982,7.118,13.9203,12.3067,5.199,13.8427,11.1661,5.7498,"2"
10.8107,8.1872,7.4594,9.0434,5.8772,7.1327,5.8336,7.798,6.1984,9.0389,15.1433,14.4327,13.074,10.9283,12.769,1.1215,12.8106,13.0567,9.4709,11.5152,9.8656,9.9478,14.886,12.1614,11.9442,14.9183,11.4265,13.7081,11.7758,8.3088,13.4985,13.8763,5.2731,13.2226,11.8766,4.1319,"2"
10.4926,9.4877,7.8447,8.151,2.857,6.6808,6.2095,8.8247,2.3945,10.2828,11.5104,10.2204,4.6608,3.5299,2.2207,12.0569,6.3992,7.8199,-0.0934,8.5629,2.4356,6.3443,6.7552,6.8205,6.7758,10.0017,5.1141,7.6085,6.5165,3.7996,6.5685,6.8122,5.4453,7.2514,8.9967,4.4905,"1"
11.2444,9.0395,7.8213,8.6443,6.3307,7.7637,5.3392,9.8533,6.2612,8.8732,11.55,10.1837,7.828,6.4021,3.56,7.5897,7.5145,5.6925,4.5596,5.8484,5.9063,3.5392,4.0842,7.4983,4.6637,10.3415,6.7031,7.8995,7.9606,4.246,8.8265,8.0262,10.5501,9.0692,9.1497,7.0869,"1"
11.3286,8.5836,10.8994,10.2326,7.6195,8.8445,4.6027,9.5571,7.0564,5.7499,12.108,9.978,10.7427,8.3631,12.5495,3.2923,12.3486,8.5176,8.1697,14.5458,8.319,7.7922,14.7441,10.6932,10.8329,14.0905,8.8549,12.346,10.0879,8.4874,10.9554,11.2713,3.1645,10.9504,10.1772,8.8236,"2"
11.467,8.6341,7.5481,8.7837,3.9129,7.5046,3.8525,6.6035,7.3457,7.9299,13.9771,12.238,13.7544,11.7365,9.2947,5.4527,12.6635,13.5373,10.2231,10.5673,14.507,4.4653,13.9515,11.8087,12.2991,15.0195,11.0995,14.4063,11.7574,11.184,13.7563,13.1579,2.2442,13.4699,8.9295,6.9053,"2"
10.8638,8.9588,7.1194,9.0359,6.4596,6.5766,4.1347,9.3466,6.4934,7.299,14.7497,13.6799,11.8654,9.9419,10.9446,2.1345,14.0632,14.3681,8.7747,10.88,6.4488,2.9621,15.71,10.9503,10.476,13.773,10.4197,13.5991,11.2822,10.0626,12.3503,10.8406,4.0078,12.2351,11.8364,6.8113,"2"
11.4372,7.9948,8.9652,9.5543,7.734,8.3338,4.7168,11.5643,7.3802,7.7019,14.8461,13.4395,10.797,8.7742,14.0788,7.4674,12.1359,11.5708,8.6856,13.7539,7.2043,7.261,13.3759,10.0584,9.3952,13.6573,9.7764,12.5977,9.9247,5.6223,11.0469,11.0351,5.3496,11.1743,10.9705,7.288,"2"
10.7467,9.2031,6.8035,8.6608,3.2901,7.2404,2.9569,9.8906,5.4846,6.1517,11.1509,9.8385,10.5987,8.8494,12.455,2.1248,10.2524,3.014,7.7504,13.6105,9.2064,6.3015,13.3574,10.0387,9.4884,13.186,10.0312,10.228,8.0714,8.902,11.4131,10.2493,1.8686,11.2031,10.7006,4.5368,"2"
12.1157,7.9863,9.3651,9.4216,6.5618,7.6162,4.6195,7.5567,6.701,6.4742,15.3408,14.3804,11.4559,9.1732,12.7364,2.619,12.9502,6.8477,7.1701,15.7728,10.1785,8.3939,15.6894,11.7164,11.1543,14.7152,9.8777,13.0467,11.0139,7.6729,11.6872,12.9423,6.1776,11.7157,12.0876,5.8881,"2"
10.9493,8.6641,8.1691,8.7642,4.543,7.361,4.9783,11.1954,3.5089,8.2199,11.8024,10.7871,7.6876,7.3977,6.5561,7.6532,8.3734,6.7691,6.5881,8.1791,2.815,3.5359,8.2217,8.3884,7.668,11.7681,7.1023,9.441,7.7009,5.3577,9.1538,9.0515,9.396,8.7807,9.5993,6.3561,"1"
10.8874,8.9912,5.055,9.5064,6.8145,7.1626,5.9228,9.5666,4.9655,7.7218,15.5587,14.7482,12.7582,10.2045,15.5943,3.3703,12.3648,10.2548,10.6261,8.2659,12.4693,6.4913,12.8316,10.7905,10.2034,14.2836,10.2781,13.1114,10.3256,8.1957,13.0672,12.866,5.6724,12.7996,11.8732,7.0949,"1"
11.3958,8.7964,6.5209,8.6307,5.0247,7.1752,5.6425,5.7877,5.3505,4.0541,14.7097,13.6227,11.7433,9.9137,13.9635,1.1519,12.4009,9.3713,10.1437,5.4479,9.2609,9.4921,13.0504,12.8387,12.0558,15.0045,10.6261,12.4623,10.1567,11.2562,12.4113,13.8486,2.7471,12.0084,11.4062,6.3636,"2"
10.4125,7.9602,7.8744,9.2398,7.3331,6.938,4.3061,11.7336,2.8259,8.5443,12.8014,11.1835,8.4484,5.4341,8.2115,10.1013,9.3602,7.4758,6.7529,13.1082,3.5391,6.7585,10.2521,8.542,8.2222,11.7642,7.746,11.2233,8.7271,3.3696,9.3508,9.4424,8.726,9.2339,10.2426,6.0983,"1"
10.9733,9.7423,7.4428,8.3553,6.0301,6.5985,5.3422,2.7604,4.8201,6.9517,14.4117,13.5402,12.2367,10.4918,11.092,3.5651,12.5568,9.6006,9.1636,12.3289,7.3898,8.3546,12.9753,10.9124,9.9061,14.0287,11.2004,11.9581,9.4933,7.7779,12.7731,14.4613,2.2476,12.6107,8.834,3.4267,"2"
11.9543,9.0305,7.5594,8.9145,6.416,6.3781,5.6203,8.011,5.6395,8.7292,14.1117,12.7918,11.8789,10.356,10.1069,2.285,11.5745,7.4398,10.733,15.9626,8.8301,6.8888,14.3954,11.2448,10.3189,14.4412,10.6273,12.8542,9.8661,9.2794,13.0116,13.4557,1.9478,12.6857,11.2156,2.2393,"2"
11.6233,8.2703,8.14,9.2847,5.8938,6.8366,3.5581,7.4896,6.4716,8.4654,14.8422,13.5254,13.5676,11.4213,14.8384,3.4701,11.3717,8.8419,9.736,14.9944,10.0982,7.4632,13.7937,10.6992,10.5788,14.1005,11.3223,11.4698,8.7772,7.4751,13.9149,10.1615,6.1308,13.8362,11.3198,3.7499,"2"
10.5767,8.9054,6.9691,8.5916,3.4296,6.7439,3.4861,6.0859,5.9076,7.3188,14.7144,13.5966,11.7728,9.8751,14.6415,2.5537,11.1494,11.1015,9.9701,12.4535,10.4567,6.8861,13.6344,11.6566,10.5111,14.2047,10.4052,12.0226,9.3381,3.9101,12.0102,13.2088,3.174,12.0276,10.6432,5.4939,"2"
11.4375,7.9564,6.7612,9.0276,5.9875,7.166,3.8346,10.7687,5.665,8.0523,14.2253,12.5993,11.6557,9.7861,8.3784,1.7207,12.1828,0.7447,7.8301,10.7636,9.0095,3.3978,13.0409,11.6477,11.2168,14.7614,10.2118,12.7002,10.1287,7.8935,12.1311,10.9807,5.6502,11.8135,10.3179,3.9279,"2"
11.6268,8.0073,7.1604,9.3056,2.7648,5.9092,5.2527,5.7626,3.187,7.741,14.346,12.9836,12.4714,10.6719,13.8071,5.527,14.7744,4.8423,7.9389,9.7168,12.1128,7.4086,14.2911,12.0137,11.4996,14.8724,11.0796,13.6442,11.1524,4.2828,13.1068,13.4771,2.5696,12.8927,12.0128,3.0216,"2"
11.4041,8.7849,8.1964,8.5677,3.2988,6.6631,3.9661,7.8396,6.5435,6.8514,15.3118,14.0242,13.452,11.8875,15.61,-0.09,13.3059,15.1813,9.8084,10.6718,7.1043,5.7152,15.7265,12.1999,11.5555,15.1204,11.9082,13.2354,10.9948,10.3992,14.0103,10.5127,3.621,13.788,11.4841,7.8411,"2"
10.7539,8.6856,6.9133,9.7126,6.4256,7.1716,3.9828,7.1508,6.2048,7.7592,15.4659,14.3211,13.7906,11.3125,11.179,2.8986,12.3296,14.2297,9.1534,12.0363,7.7708,8.031,15.2493,10.3284,9.9595,13.769,11.7399,11.5862,9.4518,9.9986,13.9384,10.6027,5.5826,13.592,8.2974,6.0299,"2"
11.3627,8.6771,4.9542,9.6943,4.0177,8.1591,6.9346,8.3595,6.4817,5.8069,11.1364,9.9147,12.1205,10.1568,6.5666,16.0893,7.7434,2.2017,3.16,6.0489,3.8639,2.7935,8.7273,8.0318,8.1615,11.264,10.375,9.3679,8.5605,4.3501,12.7241,7.775,2.3533,12.4857,9.2279,5.5684,"1"
11.2276,7.586,6.6064,9.2455,6.5469,7.487,2.7905,9.6112,6.3782,7.1515,14.474,11.8914,11.8236,9.5181,12.0561,5.4235,14.6833,9.4323,8.1383,16.4563,11.2288,5.72,12.4046,12.0178,11.4715,15.1746,8.8729,14.4884,11.188,8.0377,12.2817,11.544,1.4906,12.2326,12.8914,9.8865,"2"
