"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","177_at","179_at","200670_at","200711_s_at","200810_s_at","201231_s_at","201413_at","201508_at","201826_s_at","201983_s_at","202088_at","202089_s_at","202504_at","202641_at","203144_s_at","203256_at","203628_at","203963_at","204497_at","204508_s_at","204667_at","204798_at","204863_s_at","204881_s_at","205009_at","205066_s_at","205186_at","205225_at","205471_s_at","205696_s_at","205862_at","206754_s_at","207038_at","208615_s_at","208682_s_at","209602_s_at"
11.5551,7.835,7.5747,10.7609,6.4348,8.843,7.6761,7.109,7.7779,6.8448,8.8108,8.6025,8.4184,10.2989,9.1581,8.8545,7.1184,6.7073,10.0513,13.4536,11.6941,11.3774,11.8094,10.4749,8.8895,9.5865,6.8647,14.4914,13.57,8.4823,9.6239,9.51,5.153,9.9881,12.7245,9.8373,10.6052,10.713,11.7837,10.6474,10.3686,9.305,9.1298,8.3918,13.5384,3.7605,8.8045,9.7532,9.7597,10.4294,11.1136,11.1324,10.8067
11.6529,7.4979,7.279,11.2683,8.1479,9.8331,8.4852,8.2738,8.1585,8.007,9.7164,9.7119,10.0523,10.9522,10.2021,8.2865,8.2892,7.8689,11.6378,11.5614,10.3276,9.6846,13.1754,8.805,8.9229,8.1402,6.9319,11.5951,10.5845,9.4357,9.2006,8.2544,6.7025,7.435,10.1671,4.8251,5.4812,9.425,8.9069,8.7793,10.6786,8.9584,8.6591,4.6859,10.3875,5.181,7.2749,7.0746,9.7464,6.2397,9.6284,10.6956,9.2669
12.0608,7.8334,8.1746,10.8744,6.8828,8.8431,8.0919,4.8469,8.0222,7.4336,8.6051,8.2852,9.5285,10.79,9.4391,6.7605,7.8024,7.6663,10.4364,13.3695,11.8678,9.7948,12.6504,10.0525,9.5435,9.3616,6.4928,12.4875,11.5882,8.4728,9.9294,8.3885,6.1645,12.2986,12.6005,6.7237,10.8056,10.8721,10.4318,9.7055,10.6789,12.8166,10.7139,5.423,11.8833,8.9207,8.5301,8.2678,8.6569,5.79,10.6385,12.1839,10.7378
11.5139,8.6451,7.7891,10.7761,6.4863,9.5661,7.7018,6.6003,9.193,6.8205,7.9352,8.7273,9.0958,10.388,9.896,9.2318,7.3761,6.9885,10.0272,13.2026,11.6646,10.5143,12.2765,11.0414,8.1635,9.6465,6.6063,11.5107,10.5259,8.0484,9.8965,8.6219,6.2232,6.5843,11.18,6.5803,8.6574,10.2932,9.8053,8.717,9.8675,9.377,8.6234,8.3518,12.7416,8.3291,7.4952,4.8891,6.7339,7.4517,11.3504,11.2697,10.6317
11.8896,8.1589,8.4072,11.0195,7.7235,8.8264,7.7565,7.5734,8.6382,5.7432,10.2304,8.4826,8.8011,11.5418,10.7749,7.8347,7.4814,7.4672,10.2483,10.8812,10.623,9.8351,12.6579,9.7496,11.0745,7.8364,9.5841,11.5837,10.1016,9.9078,8.3769,7.1411,11.7442,7.5966,8.0563,7.4951,3.7011,7.6786,8.3462,8.7113,10.1102,6.6151,7.8968,4.6032,8.3177,6.7868,5.8765,2.8532,5.9303,6.527,9.9654,10.1684,8.819
11.5006,9.1396,7.8892,10.3686,5.5763,8.3074,7.5734,6.5772,8.2266,6.5158,7.4858,9.825,8.5568,9.6556,9.8518,8.2727,6.6723,8.2774,9.8933,9.1503,10.915,10.6755,13.7767,9.8062,6.1537,7.5902,8.0673,12.2467,11.3382,7.4486,9.0565,5.858,10.4748,7.1474,7.4903,5.0972,3.9342,7.4947,9.0941,8.8353,9.2048,6.9351,6.9724,4.4251,7.5472,4.396,6.0208,6.4788,4.3457,3.5009,10.6532,8.8666,7.2429
11.9052,7.7421,7.9753,11.0098,6.7901,9.0946,8.5149,6.8797,7.6089,7.1504,8.9352,9.237,9.2808,11.0821,10.5625,9.5436,7.555,7.7726,10.8456,10.1615,10.533,10.3426,12.2187,9.5435,8.0169,7.7942,8.8021,10.2335,9.5567,11.7058,8.5541,8.3421,6.0742,8.2433,7.8818,8.0042,4.0861,7.261,8.6767,9.0588,9.8798,7.5146,5.65,4.5602,8.1155,7.0057,5.8961,2.145,7.8528,8.1604,10.3917,8.6014,7.1435
11.959,9.4844,7.2895,10.5525,6.4399,7.1637,7.5141,7.3492,4.5543,6.5926,10.9877,9.2754,9.0422,9.8902,9.5936,8.0338,6.6848,8.091,10.5929,10.6419,10.7903,10.4751,13.56,9.8393,6.8704,7.6595,10.2173,9.6612,8.9751,9.4779,8.4628,8.3361,9.8016,7.4085,9.027,4.5642,5.4141,8.8772,8.819,7.8089,8.5233,7.5989,5.9713,8.1402,7.6352,5.6036,5.8165,1.515,5.9165,4.9862,9.7842,9.7012,2.3006
12.218,7.7593,8.1299,10.744,6.7948,9.4276,7.8769,6.0541,7.7614,7.1486,7.4954,8.8115,13.9557,10.2647,9.5338,8.7686,7.6998,7.3559,10.9827,14.1556,11.8516,11.7457,11.9326,10.5483,10.2477,8.9889,6.4546,10.5907,10.393,8.2078,9.9923,8.8204,4.9374,10.1112,12.0581,9.4692,9.8616,11.0554,10.2989,9.2621,11.1868,14.4763,8.4267,9.0754,12.7813,9.3255,6.5298,10.072,13.8159,7.6948,10.4772,13.4544,11.5952
12.3984,8.5418,7.4417,10.7718,5.9748,8.3869,8.0335,7.2477,10.0838,6.7426,9.6928,8.8282,9.1181,10.2051,10.1484,7.9178,7.9463,8.8048,10.2817,10.7852,10.379,10.8537,12.5812,8.4243,4.7754,8.0106,10.2817,10.5152,9.5408,11.0519,8.5078,7.3655,9.3527,9.5169,8.3196,7.8046,4.4204,7.3702,9.3489,7.9154,9.4126,7.6139,7.5931,4.2639,8.1508,6.3272,5.8136,3.3562,7.4362,7.127,9.2309,10.0406,3.8402
12.7551,7.7959,8.5725,10.9763,7.3523,9.1167,8.3681,6.6659,8.1232,7.4252,7.0283,9.3073,9.6567,10.3771,10.0422,7.935,8.0256,7.4705,11.673,13.3516,12.0672,10.3539,11.7881,9.4087,9.836,10.7552,5.3209,14.874,14.3929,6.9926,9.9156,9.8288,4.7438,8.5343,11.5136,8.078,9.7046,10.8503,10.9868,9.8299,10.7269,10.715,11.2992,7.5756,13.5231,7.8658,7.7738,8.4962,12.3207,7.9678,10.0909,11.5497,11.2158
11.9883,7.7519,8.6974,11.1198,7.0225,8.8886,8.1614,7.3107,11.1891,6.5623,8.8565,8.6408,9.4302,10.5092,9.5606,8.0609,7.8131,7.3651,10.8972,12.4775,10.7392,9.9906,12.024,9.1365,9.8139,7.865,7.2907,11.4368,10.3984,8.566,8.762,8.6253,6.9583,9.2725,8.9947,7.4427,7.569,10.0927,8.8763,9.162,9.3873,11.9831,8.909,5.4291,10.1043,7.155,7.4949,7.0835,9.1966,6.181,9.8726,10.8156,9.5353
12.0864,8.1094,8.0351,10.5097,6.1589,8.3143,7.7409,6.7028,5.3643,6.5634,8.7221,8.973,10.8283,10.3994,9.5575,7.9013,7.3999,6.965,10.4799,14.0303,12.1002,12.3364,11.9327,9.8587,11.2204,8.7529,7.7809,14.9264,14.4026,9.6089,9.5718,9.382,6.1583,11.4441,10.8395,9.0489,8.4344,11.5104,9.4437,10.1069,12.4553,12.5709,8.6862,9.8512,12.7246,8.8993,9.3571,10.1068,10.4358,9.3019,10.5501,12.5317,11.8146
11.9235,7.5099,8.514,10.9006,5.8074,8.6706,7.9997,5.2107,4.2576,6.6046,7.2276,9.1455,8.7184,10.8185,10.4589,9.4784,6.8356,7.8921,10.6202,12.8423,11.0882,10.5293,12.4911,10.4035,8.737,9.5373,9.2432,11.9731,10.7411,8.6752,8.8774,8.5921,9.7519,7.0208,8.5804,4.1076,4.4874,9.7946,8.5699,9.1801,8.7215,8.1514,9.5632,4.9075,8.3319,6.2455,6.6105,8.5838,6.0087,8.7848,8.7264,10.896,9.4299
11.9922,8.9165,8.1214,10.7784,6.6755,9.0158,7.6785,7.0833,10.1766,6.6327,6.7562,8.9059,9.4697,10.5345,9.7072,8.4314,7.4906,7.1082,10.5655,13.3484,11.1722,10.225,11.8674,10.3536,7.7801,8.1865,5.2036,13.8759,12.9687,8.5277,9.5957,7.9535,6.0356,8.8926,9.7646,7.0867,7.3645,9.9447,9.7362,9.4672,9.7769,12.6554,8.8017,7.9502,10.8645,8.3229,10.1195,8.9769,5.4413,4.6454,10.356,10.9211,10.6982
11.9809,7.9313,9.3479,11.1509,7.4666,9.4319,7.5501,5.6923,11.3091,7.5302,10.1233,8.6469,9.9343,11.2125,10.6059,7.9928,7.7932,5.5161,12.1436,11.3822,10.0626,8.7349,12.4746,9.4163,6.6676,7.7486,8.8816,10.3844,9.3735,9.523,9.0738,9.7131,11.5374,7.9447,8.9342,4.7019,4.621,7.7614,7.4663,8.5315,9.5589,8.3927,7.8971,5.487,8.744,3.9817,7.3311,3.5257,5.8108,5.6372,9.3102,9.5342,6.9871
11.9526,8.126,7.3146,10.6894,6.5379,8.0613,7.7819,3.9012,8.4022,6.765,8.0753,8.6228,8.836,10.5739,8.8524,8.3025,7.7646,6.3965,9.6348,13.2563,12.3644,12.6172,11.1644,10.6185,7.4516,9.0466,4.5254,14.2486,13.6031,7.2503,10.5568,9.0176,4.8677,9.4475,12.26,8.5885,10.6938,10.7376,9.5706,9.6893,12.3616,9.8853,8.5944,9.137,12.8959,9.3349,11.0849,8.6749,11.4088,8.3468,9.932,12.1633,11.7803
12.0866,8.8091,7.8527,10.2094,6.6364,8.734,7.2967,5.0491,9.9429,6.3853,6.9454,9.3154,8.8143,10.2517,9.4819,9.4863,7.356,6.7238,10.5539,10.0336,10.8079,9.3523,12.7352,10.7837,6.9013,8.0822,9.4933,10.9096,10.4036,11.3705,9.0252,5.4719,9.8433,6.9133,8.7439,6.0248,3.8038,4.5637,7.6887,8.8134,8.4828,7.28,4.355,3.8376,9.0738,3.3424,6.7252,6.406,7.4451,6.8315,9.9013,9.4915,8.6518
12.0421,9.0085,6.3289,10.3453,6.3169,8.6985,8.1716,6.2319,10.7309,6.1746,9.6587,8.4622,8.4135,11.4361,10.449,8.7746,7.0776,7.4053,10.2104,10.3939,10.8485,8.8416,12.9964,9.861,8.3361,7.4595,8.5141,10.9477,10.1036,10.2449,8.5727,7.5995,11.4047,8.1674,7.4371,7.5502,3.5465,6.682,9.1028,8.3503,8.3073,6.8646,6.2328,4.2461,8.9677,3.4315,5.8767,6.4707,5.6621,6.6871,9.4746,9.0223,7.1309
12.0653,8.1614,6.6753,10.5544,6.976,8.8336,7.18,6.6443,4.4726,4.9585,7.466,9.0446,9.8397,10.2121,9.5422,8.9268,7.2774,7.397,10.1696,14.0276,12.1156,12.5412,12.2834,10.854,8.6576,10.2062,4.5558,14.9415,14.3438,8.7543,10.1607,9.7008,5.1751,8.9959,11.9414,8.5989,10.235,10.9525,11.8026,10.5732,10.893,14.9675,8.6785,9.6977,12.9696,7.6444,7.5974,9.0976,12.4497,10.4487,11.0987,11.4608,11.7829
11.6125,7.5817,7.7215,10.5264,6.2512,8.1738,7.6679,4.7221,4.7153,5.1251,7.182,10.1509,9.0775,9.6999,9.1158,7.7426,6.6449,7.6565,10.6869,13.2196,11.1298,11.6102,12.5025,11.185,8.4022,7.8059,4.2212,13.9108,12.8007,10.1054,8.7428,8.9016,9.4411,8.5023,11.2041,10.1472,8.3783,10.781,10.7953,10.6173,9.6222,14.2314,10.3493,8.1695,12.6311,7.8056,8.066,7.9027,8.8733,3.4587,12.2295,9.6998,11.2097
11.8752,8.1642,7.8343,10.802,5.8704,8.6283,6.577,6.567,4.6728,6.2393,6.1979,8.6334,8.2482,9.8155,8.5627,8.2148,7.0543,5.9459,9.9645,13.9836,12.3881,11.4391,12.0626,10.9432,8.6639,9.8974,4.2569,14.2026,13.5115,7.0234,10.3281,8.7456,5.6457,9.8825,12.2609,9.8455,10.4104,10.9302,11.9658,11.3064,11.2996,12.1879,9.1328,9.3064,13.8544,7.272,10.2678,8.8866,7.465,7.4631,11.3109,12.8784,11.083
12.2996,8.5171,8.0176,10.8882,6.6318,9.718,8.3362,6.385,8.8997,6.3881,8.1709,8.6987,9.8641,10.3421,9.5729,8.9025,7.8838,7.2186,10.1269,13.4066,11.5847,11.3393,11.5824,10.5924,10.8645,9.9771,5.0106,14.9361,14.2585,7.799,9.4589,8.7766,4.9729,8.9981,11.7844,9.2091,9.8327,10.9793,10.7428,10.8473,10.4709,15.5452,10.3307,8.5294,13.5618,7.8203,9.1985,7.19,11.9148,7.9697,9.4614,11.3484,11.2232
12.3869,8.4071,8.0141,10.5859,6.1521,7.9373,7.2223,6.9511,8.2316,6.2908,10.1018,10.0435,8.9944,11.0897,9.281,9.1479,7.1021,7.2057,10.1329,11.4398,10.6536,10.7049,12.5609,7.7961,6.7293,8.4375,9.4806,12.4003,11.1821,10.6709,8.2265,7.7199,6.2011,4.3836,8.8072,7.0409,5.6005,6.3096,12.3322,8.3181,7.9197,7.2903,3.7258,3.5667,7.8646,6.3948,5.918,7.2091,4.9465,7.5394,10.3546,9.5087,7.1987
11.8751,7.9059,7.4239,10.8336,6.7024,9.3057,7.994,5.6154,9.9847,5.2395,7.9205,9.2131,9.0083,10.7303,10.2128,9.0584,7.3028,6.9439,10.7923,13.6898,11.2595,11.7486,12.4485,10.8215,9.0115,8.2098,8.0274,13.0609,11.883,8.2967,9.2769,7.8946,6.2595,9.139,11.0044,7.9172,8.922,10.4015,10.2074,10.0076,10.5017,11.8111,8.6943,7.7374,11.5611,7.002,7.6994,7.8686,8.1142,8.6692,10.3093,10.3923,10.3969
12.2129,7.6896,7.7091,10.4067,6.3709,9.4955,7.8991,5.0003,10.3541,7.1065,7.5838,9.3338,9.0663,10.7113,9.9264,8.9768,7.8315,7.2782,10.2915,14.2324,12.113,10.9018,12.3728,11.048,10.9745,9.5661,6.4781,12.273,10.8106,7.2526,10.6386,8.1175,5.7201,9.0423,12.8694,8.2148,9.7447,10.5456,11.2388,10.0867,9.5025,12.0863,10.3075,8.7921,12.3547,8.3287,10.8024,9.6719,11.5898,7.8955,11.0527,11.5526,10.5789
11.5913,9.9503,7.1183,10.4632,5.9959,8.6413,7.0513,6.601,9.1174,5.793,10.6154,9.0005,8.4949,11.6575,9.7658,8.1024,7.5495,7.1743,9.801,11.5008,11.1433,10.4382,13.1471,8.1671,7.8943,7.7084,14.6793,10.6008,9.7014,8.9861,8.622,7.8533,11.1263,7.6812,7.4626,6.8672,3.8208,7.8463,9.476,7.9334,8.5898,6.8344,6.8763,4.188,7.3536,2.9953,6.0157,4.4383,5.4581,7.3755,10.0296,9.6253,8.395
11.954,7.914,7.9862,11.2998,7.158,9.0645,8.6157,5.7134,8.7653,7.3067,10.0966,9.2885,9.7756,10.2397,10.4165,9.1959,7.0424,8.8489,11.0792,11.0983,10.5699,9.0913,13.1324,9.1001,6.2672,7.8658,8.2955,10.8093,10.0862,10.8549,9.6718,5.9701,7.698,7.2241,8.3527,5.2795,4.5014,7.8104,9.1615,8.1646,9.1397,8.18,6.4813,5.6579,8.1917,6.1996,6.2202,5.0723,6.0547,5.0112,9.4003,9.6098,7.3265
12.1595,8.425,7.7688,11.4043,6.4659,8.967,8.6711,7.2056,9.16,6.9175,8.0873,8.4753,9.7778,10.886,10.3815,7.958,7.9398,6.5714,12.0905,14.2794,11.3963,10.8851,11.5145,9.5423,8.023,8.3101,5.6091,13.5466,12.1426,8.1597,9.1326,9.1333,6.1013,8.2905,11.1319,7.5252,8.9709,11.3553,9.9806,9.5993,9.8199,14.7959,9.5857,4.5839,13.2489,7.2745,8.3525,7.2659,8.3222,8.8624,9.8933,10.5007,10.3298
11.9564,6.838,7.9928,10.8636,7.3389,8.9134,7.8408,7.7603,6.7125,6.6676,8.6066,9.1219,9.2764,11.402,10.3706,8.7518,7.3387,6.1668,11.1089,13.0511,10.8968,10.9359,12.1761,9.9948,9.5753,8.8556,9.8466,11.1257,10.1196,9.5442,8.9332,8.482,10.7451,8.2702,9.0521,7.2834,4.998,10.447,8.7575,9.1062,9.8787,10.6069,9.4333,4.4166,8.9833,6.7342,6.7416,4.8206,7.5481,6.0827,9.2984,11.2716,8.5504
12.1499,7.8347,5.3019,10.931,6.662,9.0369,7.9883,7.7652,6.4562,6.4212,9.7432,8.8097,8.9573,10.0484,9.7079,8.4111,7.4173,7.7596,10.2562,14.4976,11.6134,12.6081,12.3344,11.0628,8.7269,9.3868,4.0121,14.8206,13.8567,8.5085,10.3147,9.4759,6.0619,9.9206,11.2459,8.8171,9.0212,11.3706,11.7245,11.0715,10.7618,12.9011,8.3591,9.8991,13.0124,8.3185,8.1825,8.0266,11.6878,9.5771,10.8456,11.758,12.4508
11.8839,7.0411,8.4763,10.7322,6.5616,9.649,8.3978,7.1347,9.6767,6.6059,8.2201,9.3664,9.1596,11.553,10.075,9.8052,5.4461,6.6676,10.9079,11.0363,10.2362,9.2233,12.435,9.7177,9.1767,7.478,8.5025,11.1527,10.0387,9.9422,8.803,8.4318,10.9581,8.3453,8.1781,5.5438,4.368,7.4172,7.8919,9.2793,9.5574,8.4384,7.7213,4.5587,8.5951,3.6686,5.9312,6.1378,7.624,5.429,9.7707,9.2412,7.8813
12.7356,7.8143,7.3539,10.7412,5.8676,8.9647,7.842,7.0982,5.7929,6.8017,7.6664,8.8041,8.8733,10.7831,9.5615,8.8238,7.668,6.3332,9.9103,14.0151,11.1317,11.253,11.2828,10.6499,9.4961,9.3184,7.3067,12.4099,11.9054,8.7846,8.7965,8.566,7.3317,9.2947,10.6516,9.0844,8.5372,10.6769,9.9356,8.7566,10.6881,11.5183,8.892,8.7035,13.0147,9.4607,7.119,7.85,9.8576,8.8477,10.5231,12.0794,10.917
12.1771,8.3576,7.6182,10.4202,6.138,8.9284,7.7849,4.8181,4.2524,6.5382,7.1359,8.5375,9.0882,11.9647,9.8748,10.0918,7.766,6.71,10.2729,13.8697,12.1857,11.5557,11.9224,10.8275,12.2966,10.0323,4.4336,14.7083,14.0027,7.982,10.4887,10.0677,5.11,9.4695,12.6648,9.895,11.019,10.7149,11.2006,10.4307,11.8105,9.9826,8.3109,8.565,12.4514,7.6989,9.6375,8.5473,7.0101,7.1144,11.4815,12.2543,10.8791
11.6306,8.7054,7.5483,10.5137,6.2623,9.5893,7.5387,6.2947,4.5369,6.5396,8.352,8.6043,8.8448,11.3112,9.3217,8.9779,7.347,5.6762,10.2662,14.8083,11.5666,11.1372,12.4398,10.7723,10.4857,9.2089,6.3282,14.3112,12.9865,7.4437,11.6086,8.9475,5.5947,13.4662,12.1664,9.5532,10.3132,11.4502,10.8725,9.7154,12.0262,10.9416,10.1087,9.0303,13.1648,7.839,8.6096,7.9839,10.9327,9.4398,11.0969,12.5398,11.8652
12.1274,8.7217,8.3809,10.6423,6.7888,8.7655,7.7819,7.3268,8.4924,5.6774,7.8432,9.2336,9.0733,11.2156,9.7878,8.8823,5.7568,8.3895,10.6149,10.5157,10.5483,10.4594,13.1849,6.4726,8.1205,9.1033,9.2398,10.3692,9.3832,11.7478,9.0015,8.7482,10.3718,6.8871,7.5228,3.0752,4.2482,7.2541,8.3009,8.1375,8.7302,8.0593,5.8267,4.1204,7.2934,3.7625,6.7457,5.185,6.4378,4.6908,9.7785,10.1548,7.8548
12.5949,7.8179,7.5622,10.369,6.6165,8.6123,7.6342,6.4897,4.965,7.021,7.9621,7.9157,8.6641,10.4302,10.0957,8.7013,7.5909,7.0981,9.5396,13.6106,12.013,12.2014,12.1589,10.0703,10.7742,9.3573,6.4757,13.6652,13.0088,8.0125,10.3851,8.7944,5.1733,9.9689,13.1152,9.5838,10.9903,10.7195,10.0545,10.8392,12.1942,12.8962,8.4496,9.3547,11.514,8.3435,10.7587,10.0118,12.9019,8.0118,11.2399,12.764,11.4289
11.0304,7.6113,8.4018,11.3001,6.7776,9.5766,8.7248,5.4711,10.5626,7.1455,7.6777,9.1067,9.4461,10.415,10.2224,9.8125,6.9061,7.5225,10.3474,12.2431,11.1913,11.0417,12.0273,9.7371,8.4074,7.9097,5.1125,13.5862,12.7155,7.7503,8.6228,8.6243,4.6943,7.9576,9.8503,5.0572,7.3388,9.2638,9.3504,9.2609,10.1615,10.7675,8.1894,5.8194,10.5752,7.6897,8.0142,8.0215,6.2417,6.4865,10.9775,10.1328,9.7411
12.4597,7.7361,7.9245,10.7944,7.3149,8.6794,8.2902,5.3635,4.9987,6.4734,9.8429,9.5098,9.7264,11.1173,9.7679,8.3219,7.6367,7.497,11.1464,14.6689,12.1073,11.1216,12.3003,11.248,10.6843,11.1651,4.908,15.1478,14.0707,9.3784,10.2451,9.7213,7.3335,10.5135,12.5305,7.7219,10.4579,11.2381,11.0179,11.4585,11.0465,13.9306,9.5295,8.9175,12.9474,9.0081,7.6694,7.9671,9.3094,8.5147,10.8684,10.6216,10.5459
12.1696,7.7427,10.1666,11.0755,8.0945,9.266,8.5538,8.3475,6.5283,7.12,9.0366,8.7806,9.8892,10.934,10.6267,8.6493,8.4678,6.7597,10.936,13.379,11.6735,10.4347,11.8356,9.8748,10.1464,9.9348,7.1451,15.0531,14.0128,8.1532,9.8828,9.0949,6.465,9.4933,12.3071,5.4321,9.7538,10.7923,10.3168,10.0056,10.1111,12.8817,8.365,6.4619,12.5366,8.6125,8.0425,9.7474,12.5,9.5494,10.0606,11.1038,10.6476
12.4202,7.8715,7.5772,11.3879,7.2712,8.8896,8.8871,7.6034,10.5428,7.26,9.0737,9.1187,9.7927,11.0343,10.5612,8.0249,8.0329,7.463,11.5887,13.6838,11.4855,9.2935,12.3267,10.7375,8.8744,9.4306,7.914,13.8795,12.8508,8.8947,9.1149,9.7786,7.1077,7.9548,10.87,7.0666,8.6446,10.4153,9.7883,10.2089,9.8785,11.3006,9.5069,6.0577,12.2221,3.442,8.225,2.8416,9.1604,8.3285,9.4758,8.8981,10.3505
11.9979,7.7001,6.4521,10.9807,7.1452,8.7454,7.6245,4.8684,6.1015,6.7864,8.0313,8.8852,9.213,10.8737,10.0744,9.5838,7.0012,7.5611,10.2542,14.5297,11.9847,12.3794,11.7047,10.6469,10.8842,9.7403,8.7736,15.249,14.6715,8.8314,11.0532,8.192,8.5237,9.6106,12.7479,9.2069,11.0725,11.1509,12.1076,10.6813,10.2284,13.0541,8.1135,8.767,13.6248,8.4774,7.2911,8.7927,6.9684,7.8252,11.0595,12.2242,10.6376
11.9181,6.8594,8.429,11.5083,7.0283,9.237,8.6568,7.9025,8.6419,7.0755,6.541,9.7433,10.0785,11.4897,9.8408,8.3481,7.9425,7.07,11.882,13.3705,11.0325,10.5419,12.4661,11.5079,9.508,9.49,8.1406,13.5411,11.9515,8.7756,9.5202,9.3859,5.8308,8.8567,10.8506,7.4669,9.2554,10.3746,10.1961,10.1213,10.5467,13.3145,9.8925,6.49,11.4629,7.5472,6.8331,8.6307,11.0155,5.7465,9.8872,10.1488,10.2295
11.9971,7.1246,8.224,10.7761,6.9619,8.6127,7.5888,6.8234,7.4552,6.1992,7.8506,9.0612,9.0379,10.5564,10.0241,8.7248,7.732,5.742,10.6902,13.7952,11.1969,11.0959,12.0696,10.1235,8.1285,9.0553,6.8878,12.4934,11.5392,9.6162,10.3397,8.6861,7.1422,8.8804,11.2694,8.3122,8.7978,11.4176,10.0856,9.4042,9.4639,11.1441,9.767,9.2178,12.0708,9.5612,7.5061,9.6684,9.4397,4.0795,10.29,11.5572,10.7216
11.8023,7.8182,8.0532,11.2096,6.7603,10.0453,8.3714,4.8747,10.312,7.1426,8.042,8.0206,9.48,10.4976,10.2261,10.0055,7.8814,7.7328,10.3507,13.1155,11.0345,11.6209,12.0873,8.99,8.1433,9.917,6.2118,12.4272,11.1636,7.8628,9.1473,9.6057,4.9229,8.7057,11.9604,8.1255,9.4939,10.2055,9.2482,10.1725,10.9059,14.2398,7.5874,8.33,11.3971,7.8528,7.7234,6.1291,12.4601,8.1633,10.9983,10.0937,10.7626
11.4574,8.0488,8.2875,11.0754,6.8105,9.0332,8.4071,5.3538,11.2255,6.3486,8.1661,8.811,9.3572,10.8308,10.5118,8.691,7.568,7.4927,11.1143,12.4686,10.7908,9.4853,12.9253,9.7348,9.7073,8.553,5.6903,10.8674,9.629,9.3372,9.499,8.2208,5.6906,8.2033,10.9718,7.472,8.5265,10.1975,10.7793,10.3374,9.1617,10.4152,9.3503,9.2041,13.2511,7.2133,9.292,8.5982,10.5182,7.8808,9.9502,9.951,11.3251
11.9181,7.389,8.2965,10.8386,6.735,8.939,8.2275,5.9537,11.9945,6.14,8.6099,8.7531,8.724,10.857,10.5456,9.4154,7.65,6.5169,10.1642,12.4878,11.671,11.7046,12.2702,11.1645,8.9354,8.5418,5.5127,11.5441,10.3247,9.4741,9.1863,8.501,9.0627,4.2641,9.1371,7.3809,4.8506,10.0979,8.8085,9.1528,10.4221,7.5758,7.8513,8.3758,12.1679,8.8241,7.3542,5.7397,8.962,7.139,10.4709,9.9812,10.4067
11.7012,7.7375,8.5987,11.3588,7.5786,9.5624,8.5748,8.1305,6.7621,6.8786,6.5703,9.0656,9.4725,11.3684,10.6482,9.7524,7.7545,4.8812,10.3743,14.2102,11.5273,11.257,12.2786,10.0456,10.9205,10.3769,4.963,15.3428,14.4364,8.0186,9.9221,9.9948,5.9913,10.1458,12.8005,10.0428,10.9406,10.6874,10.3059,11.2849,10.167,13.5047,9.2933,8.2433,11.8665,8.2191,8.6054,9.7487,8.781,8.2392,10.3229,13.4247,10.5229
11.9795,7.9905,7.4312,10.9263,7.2528,9.4436,8.1317,5.569,8.896,7.1017,8.7922,9.0667,9.0255,10.7836,10.2348,9.0809,7.7971,7.7173,10.6867,12.4644,11.2121,10.8295,12.4458,9.5847,8.9961,8.6799,6.0697,10.906,9.5086,8.5415,8.8506,8.7043,5.9137,8.9645,11.6986,8.0085,9.1084,10.0155,10.3103,8.721,10.25,14.3249,7.5572,5.3589,12.3368,8.2179,8.2982,8.0337,8.241,5.7293,10.2576,10.0914,10.04
