"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","177_at","179_at","200670_at","200711_s_at","200810_s_at","201231_s_at","201413_at","201508_at","201826_s_at","201983_s_at","202088_at","202089_s_at","202504_at","202641_at","203144_s_at","203256_at","203628_at","203963_at","204497_at","204508_s_at","204667_at","204798_at","204863_s_at","204881_s_at","205009_at","205066_s_at","205186_at","205225_at","205471_s_at","205696_s_at","205862_at","206754_s_at","207038_at","208615_s_at","208682_s_at","209602_s_at"
11.4223,7.4375,7.9292,10.0836,5.4157,9.0406,6.9798,7.0511,7.6577,6.0906,7.338,9.3501,8.3155,9.7538,8.8076,9.4558,7.4394,4.0962,9.9646,13.5982,10.5372,11.4754,12.3509,10.6042,10.1222,8.6836,9.2909,13.9358,12.8618,7.7067,9.7051,8.7477,4.6006,10.4012,11.5175,9.6932,9.7578,11.2289,12.069,6.9281,10.5687,10.9416,9.0922,4.5015,13.6226,9.0253,10.5906,10.0776,8.5557,7.4852,10.5522,12.5426,10.4623
12.0307,8.4269,7.7089,9.721,4.8613,8.5239,7.1219,5.0632,8.3368,5.938,8.4986,9.6447,7.923,9.3261,9.0993,8.0612,6.7281,6.6907,9.4945,13.7319,11.4779,10.8133,12.3189,10.908,8.5398,8.8607,4.1252,13.4694,11.9585,7.7329,9.2741,8.0526,8.5259,7.119,10.3906,6.9701,8.353,10.5535,11.415,8.3829,9.681,10.636,12.8098,4.1452,10.8245,7.7491,5.9502,5.2106,4.495,7.8805,10.6234,10.9999,9.3914
12.7472,9.0996,7.3965,10.1024,5.4298,9.1688,6.777,7.0498,8.5157,6.7085,9.1524,8.6491,8.6276,9.586,9.588,10.1559,6.8923,6.8193,9.9374,13.3042,10.7438,10.6307,12.7793,10.0811,7.8102,10.322,8.799,12.009,10.677,9.3841,9.4675,4.4893,11.2777,6.2579,11.86,3.3774,10.3654,9.5926,9.7346,4.4275,10.7456,13.4355,9.2901,7.394,7.4097,3.6833,4.6478,4.9951,6.8992,7.5892,9.0774,13.6939,7.5495
11.2817,8.9329,7.7798,9.6646,4.9849,7.6899,7.7264,3.4814,6.4753,5.754,6.0916,7.9109,7.2946,8.7063,8.2301,8.5573,7.7487,6.6867,9.2892,13.4082,12.3403,11.9223,12.2483,11.4665,10.869,9.5502,3.0805,13.5839,12.8539,5.3215,10.7218,9.0105,6.7188,9.5526,12.4411,9.3396,10.7588,10.5084,10.6145,9.254,10.379,14.0402,10.3643,2.6221,13.5035,6.9675,11.7225,7.2195,12.1784,8.265,10.9519,12.2245,10.4448
13.2494,8.3434,8.0536,10.0269,6.5806,8.9744,8.1692,6.9459,6.6733,6.3809,8.5297,9.9045,10.8708,10.7159,9.5872,9.4834,7.2944,6.6319,9.3107,12.353,11.4307,10.2064,12.783,10.91,10.3684,8.195,7.1445,11.7664,10.5498,9.7844,9.8046,8.1323,9.518,9.3018,11.8202,8.7774,10.1203,9.8701,10.6935,8.8708,11.2222,8.681,11.6479,8.0599,12.0186,8.3054,6.5669,6.4805,13.1538,9.8901,9.8366,12.3781,9.9629
13.9012,8.0363,8.07,10.1831,4.6155,8.8238,7.5931,3.7546,7.9239,6.3637,9.021,9.3547,8.1129,10.5282,8.638,10.3255,6.005,6.7953,9.598,13.3924,11.0214,11.7292,12.4741,10.7191,11.0765,10.5605,6.3695,13.9572,12.9901,8.465,10.0905,8.334,5.8805,10.2279,12.7794,8.2173,10.8232,10.5021,10.374,9.6922,11.6251,13.4326,9.0071,8.5173,13.483,8.7425,9.0521,6.6332,10.4051,8.4985,9.7738,12.2742,9.9886
12.8156,7.6095,7.8763,10.0088,5.1124,10.1426,7.5027,5.5994,7.4945,7.3868,8.0802,9.2385,8.3943,9.2779,8.1544,9.2407,7.0966,6.1687,10.0816,13.2125,10.9095,10.9122,12.2831,10.4928,11.3091,10.7669,4.779,12.3134,11.0425,8.6899,10.8079,8.2311,9.3181,8.2331,11.7608,8.1572,10.2651,10.4103,10.9458,9.2968,11.9489,10.3757,10.6541,9.2312,12.1408,5.2713,8.36,5.5035,13.6021,8.4266,9.4538,11.3167,9.4858
13.0941,8.2012,7.7559,10.3299,4.7353,10.2102,7.3013,4.7611,8.2215,6.5646,7.7407,8.2111,8.8646,10.9165,9.2988,9.2755,6.8753,6.9778,9.6439,12.048,11.0014,10.74,11.4837,9.9687,13.0364,9.0775,7.286,13.21,12.3137,9.2345,10.4804,8.3471,7.8846,12.7105,12.1047,8.6213,10.1747,10.3308,10.4921,8.4152,13.1831,14.5772,10.2891,7.8519,12.2749,6.7099,9.8425,5.8866,8.7143,10.0367,9.6789,13.4905,9.4651
11.3834,9.0703,9.1601,10.0044,5.6649,8.1921,7.6541,5.511,10.3984,5.696,8.6588,9.4454,8.1472,8.3752,8.5679,10.4183,7.4716,7.6402,10.0451,11.026,10.8194,9.9632,13.8675,9.0125,6.8109,6.8229,7.7062,12.4048,11.4741,7.9513,8.5284,7.2374,11.0444,6.2098,9.659,7.0049,7.6257,9.6233,8.8971,7.5862,10.6586,6.3782,9.6103,3.6701,7.7153,6.1198,5.8142,2.8125,8.8027,7.1675,10.2581,9.6627,7.2383
12.129,7.4496,8.8902,10.7078,7.6729,10.1611,7.4945,5.1442,6.7283,7.3074,8.3044,8.9293,9.0149,11.4593,10.0384,9.6188,7.2333,7.4022,10.5531,13.0566,10.9925,11.8805,12.1738,10.6155,12.112,10.1126,7.9752,13.1868,11.9571,8.6124,10.0173,8.1899,5.8673,11.0676,11.8247,7.7463,10.746,10.6222,11.5277,8.6548,12.2556,9.9193,9.8947,9.2421,13.0559,8.7504,8.0342,6.7253,11.1075,8.393,10.9238,12.8653,9.6359
12.773,6.7233,7.9394,10.25,6.2095,10.0817,8.4165,6.6682,7.4288,7.4026,7.4201,9.599,8.5848,9.8658,8.5427,10.2575,7.0947,7.7832,10.3448,12.6448,11.744,10.3025,12.8395,11.6907,11.6391,10.5457,3.6881,12.7765,12.047,8.8138,11.0458,6.1616,8.4171,9.8635,13.5149,7.6862,11.6026,10.5748,12.3405,9.4593,11.0301,12.5198,9.9218,8.6388,14.0098,7.5146,8.1563,7.3717,13.7228,8.997,9.956,13.6182,7.9591
11.8927,8.0734,7.7017,10.047,3.2102,9.781,7.4058,6.0592,7.9105,6.8931,8.3911,9.0896,8.2954,10.0556,8.8688,9.0946,6.5345,6.4634,9.6716,13.6535,11.6091,11.8964,12.5089,11.2294,11.119,9.9446,7.473,14.1245,13.3041,6.7408,10.5737,9.0406,4.777,10.9983,12.1587,10.2324,10.7002,10.8471,11.2503,11.1404,12.7712,10.4686,10.0815,8.8393,14.0217,8.4676,11.1199,8.0169,14.6157,10.8216,10.7295,13.3513,10.8931
11.6298,9.2991,5.5157,10.3062,5.0891,7.5662,7.1694,4.2975,5.3686,6.1596,8.2974,9.2605,14.3513,9.1435,8.4868,8.9208,8.3844,6.3996,9.9353,13.0388,11.4123,12.1549,12.235,10.8337,11.2299,9.9045,4.2514,13.8195,13.1583,5.9991,9.0451,7.4967,4.2822,12.556,9.5252,9.2809,7.4145,11.0551,9.3196,8.2421,11.1614,12.1257,8.3942,9.5208,12.5402,9.2112,10.3665,8.1114,13.6878,4.7969,11.0142,11.0504,11.0902
12.3467,6.9379,8.1185,10.6482,6.9164,8.6094,8.8043,5.604,6.4255,6.9105,6.8325,8.8211,9.6664,10.16,9.7873,9.3913,4.758,5.9897,10.3951,12.5844,11.0148,11.2725,13.2362,9.4377,12.0463,9.0357,7.2311,12.5364,10.6078,7.8687,9.7353,7.6317,5.532,10.2914,11.466,9.4661,9.0546,10.6895,11.641,9.2096,10.5872,13.2856,11.1875,8.2156,10.9442,6.8933,8.4682,10.0662,8.8658,9.4743,10.0163,10.8461,10.3524
11.6358,8.4829,7.9534,10.0925,6.1355,8.8942,7.9352,6.5137,8.1933,6.127,9.0511,8.7995,8.3584,10.3441,8.0976,9.2621,5.5139,6.203,9.9908,9.9028,10.6237,9.093,12.7186,10.0261,10.0462,7.7763,9.4489,12.0185,10.5588,9.4052,9.1106,5.9632,9.8489,4.347,8.0705,7.265,6.5162,7.1606,7.2217,6.8914,9.0239,7.0815,7.6866,2.6523,7.2509,7.1584,5.9739,5.7394,5.4812,4.3267,9.3066,10.6594,6.1696
10.33,6.5923,8.3097,10.6239,5.4715,8.9825,8.1461,6.959,7.705,6.9008,7.0522,8.8417,8.4147,11.4304,9.0695,8.7338,6.9422,7.8457,10.0185,9.9345,11.0901,11.3908,12.4156,10.9344,11.4137,8.2242,9.1422,11.6994,10.5662,7.4339,9.1469,8.0106,4.9137,8.2314,9.8024,7.8557,8.0046,8.4166,7.8762,9.0809,9.8445,9.1971,8.9994,4.2333,7.895,6.9776,6.0413,3.5514,8.8766,6.7716,10.6752,9.6359,7.9057
12.1404,8.2031,8.8399,11.3086,7.7022,9.5427,8.9099,7.8933,5.8235,7.0304,9.8902,9.4217,9.6441,12.0459,10.0307,9.4715,7.2186,8.9126,10.731,9.4007,10.2731,10.1703,11.9054,9.6849,9.8419,7.9622,8.8092,10.0439,9.7675,11.1429,9.233,7.5938,11.2073,9.4931,8.3039,7.2878,4.5782,7.0061,9.033,7.7519,9.0062,8.127,8.6698,5.5597,7.4147,7.3592,7.034,6.8503,5.8111,5.5214,9.423,10.0727,5.2545
13.0893,5.6899,7.4396,10.7778,5.6582,8.8424,9.2577,3.8733,7.445,6.8259,5.1399,9.5123,8.9067,11.4411,8.2011,10.0153,4.2595,7.8264,10.5809,13.7436,12.1065,11.7514,11.775,11.2823,9.4171,9.728,6.5437,14.5124,12.1449,9.3379,10.5964,5.5695,9.4396,11.1697,10.7601,8.7279,7.6451,11.0141,10.3384,8.9801,10.5631,14.2402,10.9287,7.7539,12.2433,7.7425,7.2159,7.2077,5.6429,9.0578,8.9675,10.9713,9.2358
12.2036,7.3499,8.0411,10.9716,7.1035,8.6703,8.1226,6.4526,8.1961,6.8914,7.8575,8.8976,9.1591,10.7696,9.0171,7.6333,7.8404,6.4681,10.6773,13.0005,10.9994,12.1137,11.8641,11.5467,9.7987,8.6865,7.5563,14.6765,13.8486,7.9359,10.177,9.1401,6.1268,10.1469,11.9975,9.1235,9.2572,11.1585,11.511,9.652,11.4698,10.5882,11.3236,8.5587,13.2485,7.8744,7.7447,8.5754,10.7595,8.9169,10.7627,12.3162,10.1783
12.0666,7.8288,8.7373,10.63,6.2158,10.4539,8.3098,7.6552,9.1705,6.7899,7.2539,9.7833,9.3639,11.5877,9.8075,9.504,5.8748,8.3224,9.8566,12.2207,11.2642,11.578,11.9924,10.794,12.1292,9.2195,8.4023,13.5006,11.4991,9.1903,9.6793,5.5286,9.4945,9.4591,11.0794,8.0284,8.5738,9.9954,10.6014,9.2462,10.3431,13.7221,9.9344,7.6107,10.2287,8.1316,6.8008,8.2167,8.531,6.3163,10.7546,10.6801,9.051
12.7526,9.3658,7.2033,10.4761,5.1883,8.7093,7.0516,7.3846,7.3803,6.6793,9.367,9.0185,8.1673,10.5033,9.4578,10.0382,9.3244,7.9896,10.3999,10.1455,11.1072,10.352,13.3854,9.9372,11.3416,7.7939,10.1653,10.9534,10.0422,13.0489,9.6577,5.4804,11.947,7.6975,8.9283,8.3179,5.1272,8.6902,8.4405,7.1489,9.6558,8.4446,4.765,3.9899,6.2819,6.1668,5.6869,1.929,5.6632,5.8038,9.3221,9.5394,5.0434
12.8956,7.9326,8.2136,10.1922,5.2942,9.3062,7.7264,6.696,6.6332,6.0376,7.9976,9.5413,8.4754,9.9441,8.8189,10.2237,7.3135,6.6129,10.1297,10.8137,11.1374,9.7037,13.1999,9.0796,8.0811,9.4239,10.7726,11.7631,10.7158,9.2886,9.6515,5.0155,10.5043,7.6028,10.8238,7.8479,8.7904,9.4274,9.2743,7.9062,9.0651,9.5975,8.9927,4.9629,5.8987,6.9918,5.4924,4.9409,6.7752,7.0178,8.8685,10.2565,8.2213
12.4378,7.9344,7.3127,10.5937,6.1852,8.6848,8.1776,6.4096,8.1593,5.6078,5.9606,9.6128,9.1211,9.8932,8.8095,10.032,4.8532,7.8376,10.257,12.3064,11.0149,10.2087,13.1787,10.3175,7.4794,7.3887,9.4389,10.8592,8.6664,9.1555,8.9713,6.3957,10.8184,6.7144,8.2676,9.5277,4.5907,10.6204,8.1176,7.6007,9.2294,7.8453,7.9695,3.9582,7.3404,5.9595,6.9246,3.2257,5.9518,8.0267,9.6345,9.4326,3.6039
11.9015,8.7145,6.5302,10.1871,5.2615,8.4655,7.3414,7.5741,5.911,5.5822,9.5778,8.8155,8.2952,10.5894,8.5229,9.5776,7.255,6.1035,9.3835,13.2063,11.513,12.3447,12.8587,10.5642,10.2177,9.9136,7.1739,12.7707,12.0466,8.2976,10.3138,9.4989,5.0832,9.3901,12.189,7.683,10.3686,10.5471,11.9442,9.9284,11.159,13.1379,11.2711,9.6833,11.8458,7.3043,6.5489,8.4548,12.9648,8.8936,10.9674,10.8614,9.6186
12.326,7.5579,8.2514,10.6992,6.5959,9.2367,8.3991,6.8912,8.4971,6.82,9.0217,9.4742,9.1954,9.8492,9.2117,9.6544,5.2061,7.8538,10.2742,9.598,10.5694,10.1395,13.5919,9.3911,7.7117,7.8229,7.6698,10.1966,8.7025,8.3022,8.9176,5.1078,10.0226,7.6682,7.8912,7.8595,3.6682,5.9551,8.2112,8.1752,9.8425,7.8227,7.4363,6.4539,7.8375,6.5246,5.073,2.9388,6.2562,6.2992,9.2147,9.8733,3.1119
11.7169,8.1215,6.5229,10.4799,6.6469,9.2466,8.0828,6.2452,6.2663,6.6873,9.3933,8.4259,15.5112,10.3791,8.5501,9.3117,7.4432,5.6883,10.0553,11.3143,11.9743,12.0326,12.0392,10.3737,11.4194,9.2509,3.3576,15.0905,14.4072,7.3466,10.5668,9.4112,5.4239,14.782,14.8948,9.6945,12.795,11.5752,11.2369,10.1085,13.3501,13.8639,9.6634,8.1424,14.1295,8.0542,7.3047,2.3603,14.6779,7.4972,11.598,10.5076,10.4802
11.6612,8.8958,9.9619,10.7859,7.0617,8.4762,8.0212,7.7961,7.3053,6.4588,8.9619,9.2106,9.074,10.7639,8.9348,9.1267,7.7554,7.7336,10.6175,9.3742,10.097,10.8717,13.2006,9.8139,9.5079,7.5319,8.7921,11.192,9.412,9.9532,8.6778,7.8593,9.4302,8.7209,8.0651,8.0738,3.4802,7.4931,8.3081,5.7417,9.5963,6.633,7.6076,4.5226,7.9667,5.5486,6.9371,3.0141,4.5939,4.3915,9.0546,9.249,2.2896
13.1617,5.3555,5.3663,11.0304,7.4018,9.4998,8.6182,7.5891,9.2473,7.4736,6.2594,9.4754,9.4662,11.0291,9.9236,9.6422,6.5398,8.2477,10.2277,11.8183,10.6074,11.7364,11.188,9.9685,9.1601,9.3012,7.9548,15.2332,12.7767,6.9486,9.3492,8.4844,6.0761,9.5163,11.073,7.7001,8.475,10.5831,10.6964,9.2492,10.2923,13.0168,10.5919,4.5614,11.1843,8.3381,4.0235,7.9371,12.6124,8.4924,10.4386,11.4527,9.2521
12.7796,8.356,5.2388,9.7685,6.5849,8.4502,7.9792,5.8095,8.1298,6.5675,8.0535,8.9686,8.7354,9.8894,8.4569,9.2294,6.9015,5.7577,9.3386,10.9769,12.1737,11.4976,13.247,10.1578,8.6112,8.0871,6.8973,9.5147,9.0855,8.4628,8.6727,7.8112,7.2095,7.5281,12.2047,6.5024,10.3336,9.9385,9.7553,4.8168,10.496,9.7378,9.4467,4.4798,7.2503,7.2085,6.1919,5.5369,4.976,10.4223,10.4024,10.5861,9.1944
12.8244,8.0495,6.2341,10.6172,6.5377,8.9927,8.1041,6.5163,6.6481,6.972,6.1742,8.9547,8.6856,11.2704,8.9171,8.3597,6.9553,6.834,10.2929,12.8778,11.6718,12.1328,12.2096,12.039,12.0006,10.1792,5.4613,14.1632,12.695,7.7166,10.6722,7.9541,8.7332,10.0812,11.9398,9.7863,8.8656,11.0497,11.4968,10.3807,11.2882,13.5549,9.8334,9.2273,12.9698,7.0237,8.8655,9.1778,8.7579,7.6028,10.717,12.2417,10.0121
11.3217,7.9271,7.7589,10.5197,4.2561,9.1694,7.6715,6.3606,10.9735,6.3122,8.0994,9.1926,9.1468,10.2999,9.6442,8.843,7.9079,7.109,10.0715,14.233,11.2472,11.4587,12.5706,10.6393,8.0047,9.6792,5.8634,11.6388,10.4101,6.92,9.3581,8.5453,5.5224,8.7538,11.6818,8.9093,9.4682,10.5612,9.0596,10.7524,10.6571,7.5393,9.2982,9.2155,11.7818,8.2415,9.2631,6.8747,9.9181,8.6476,10.1845,10.0193,11.5135
11.3358,9.3691,8.3139,10.6199,6.1752,9.5037,7.4075,6.0783,9.7477,6.5086,7.8633,8.9882,8.861,10.367,9.6493,8.9932,6.8453,7.6801,10.1751,10.8629,10.6392,10.4432,13.3117,9.5337,4.1507,8.491,7.251,10.4955,9.8093,11.1139,9.6345,6.3804,10.1872,8.0245,7.8811,4.0803,4.3129,7.5185,9.3215,8.6972,10.4652,6.3729,6.2726,4.4999,7.9329,6.5923,6.2014,1.2143,7.0876,6.7617,10.2243,9.5114,7.1936
12.1187,8.1785,7.5536,10.3438,5.9128,9.0085,7.384,6.9906,7.3588,6.8982,7.9987,9.0123,8.7451,11.3456,9.6613,8.1887,7.8421,6.9125,10.0483,13.837,11.7345,11.4576,12.2244,10.9399,10.1032,10.1791,6.6308,13.3284,12.2415,8.9927,10.1143,9.3713,9.7337,8.3349,11.8006,8.1723,9.737,10.4156,9.9893,11.1738,11.0808,13.1091,10.3097,8.1022,10.8334,6.2879,7.4522,9.1344,9.8341,9.3888,10.8561,10.9094,11.4182
12.2341,8.512,8.032,9.9146,4.9786,8.4844,8.8592,7.8219,6.5381,6.9017,8.8781,9.6752,8.1152,11.5493,9.2169,9.6809,7.1389,5.7835,9.8396,12.6476,11.3535,11.4854,12.3811,10.7628,11.9692,8.7583,7.1504,13.5461,12.2243,8.1938,9.3936,7.1916,6.0983,11.285,10.976,8.0794,8.0685,10.9092,9.4397,8.885,12.1521,14.8021,9.7907,7.206,12.0949,8.9401,9.9353,10.5958,10.1617,10.811,9.8706,11.8393,10.9122
12.3349,8.615,7.0662,10.2843,5.7919,9.0752,7.4229,6.3772,6.086,5.5677,7.9383,9.2417,8.6462,9.6484,9.2671,8.3764,6.2863,7.2294,9.794,13.5906,12.2218,12.3707,11.6994,11.519,8.1363,9.6878,4.1093,14.6412,14.0003,7.7911,10.2424,6.9768,6.5076,10.8229,13.7843,9.5122,12.238,10.8459,10.3479,9.7565,10.6344,11.0074,10.3092,7.8729,12.9905,8.6011,8.1755,7.2592,8.2991,7.6279,11.9524,12.5662,11.5783
12.1046,7.6096,7.1057,10.2708,6.5307,8.5409,7.3841,7.0299,7.5203,6.0369,8.2071,9.3592,8.5836,10.4267,9.017,9.9988,5.8935,5.7204,9.7606,13.9127,11.4011,11.5761,12.8035,10.6102,10.8459,9.2606,8.9553,13.0577,12.0006,9.8936,9.9146,8.8345,10.6983,8.9242,10.6024,8.3342,8.4227,10.6565,10.5466,8.8926,10.2616,11.44,9.098,8.5583,12.652,7.7917,7.6299,8.183,10.355,7.9585,10.18,12.1344,10.1083
11.6775,7.7698,7.6795,10.5458,5.4783,9.2096,7.9936,6.5229,9.1649,7.0655,8.1019,9.0617,14.2973,11.3508,9.5222,9.3622,7.1119,4.8338,10.4444,13.4794,11.074,11.9286,12.3975,10.6813,11.5616,8.9463,7.5005,13.0762,11.8811,8.5988,9.1208,8.622,6.9295,9.3252,12.1372,8.4683,10.106,10.31,9.8528,11.0353,10.4987,11.1229,9.8292,8.3313,11.202,8.1509,7.5933,9.5989,14.0049,5.4843,10.9446,12.0292,9.7199
12.8251,8.0386,7.8439,10.2954,7.4171,8.5503,7.1581,6.4277,7.5333,4.5061,8.3346,9.0402,9.3127,10.5333,10.0861,9.0644,7.2007,6.886,10.3785,13.0212,10.6772,10.3066,11.8248,10.3203,8.8009,8.8273,7.5034,11.0909,9.6235,8.9461,9.0348,7.986,10.4433,7.4093,9.3087,4.1782,5.2147,10.2187,9.6724,8.4934,9.9956,8.6648,8.8801,4.7021,8.8311,7.2348,6.738,6.3875,5.7331,7.203,9.335,9.4326,9.2297
9.0519,8.1997,7.7855,10.6594,6.7714,9.9925,7.2745,6.2474,11.3576,6.6233,7.7224,9.0466,8.6681,9.9084,9.0291,10.0859,6.1745,7.2545,10.5232,11.7485,10.4133,11.3052,12.0318,9.9206,6.0792,7.1493,5.97,9.5773,9.1645,6.7042,8.4291,8.7254,3.9842,6.0633,7.4954,3.1682,4.5194,4.8483,8.1568,9.0224,10.7352,4.237,6.3118,4.4216,8.0794,4.1521,6.3667,5.0145,7.647,7.9085,10.9629,8.8489,7.0487
12.0038,9.2597,7.5193,10.3678,6.2126,8.7714,8.2007,5.2945,8.1294,6.6536,6.7879,9.1118,7.9435,9.8528,9.4838,8.5495,7.7044,7.892,9.8108,13.7549,10.9086,11.2068,14.1162,10.1045,7.3584,8.4119,8.9782,11.0338,10.0836,8.4915,9.6806,6.9139,9.6627,7.1049,9.4839,3.2736,7.1318,9.9982,8.6351,8.167,10.4705,14.4788,8.7061,5.703,8.1639,4.0053,6.592,4.0073,7.4808,7.5839,9.9367,10.4871,9.0755
11.0649,8.4225,7.6146,9.1654,4.7903,8.589,6.8978,6.3888,7.5276,6.1211,7.7863,8.5618,6.8357,10.4482,9.4615,8.9488,7.4138,7.4504,8.9637,14.0636,11.2293,11.2443,12.2597,12.1447,9.6594,8.3042,8.3703,14.8403,13.585,9.5879,10.2745,9.959,9.0149,10.3429,12.2494,8.9342,10.3476,10.2548,10.0336,11.69,11.2715,8.4318,10.3374,8.6185,11.995,7.0163,8.7388,8.6606,7.9622,9.0809,10.811,11.0181,11.0155
11.257,7.8519,7.4249,9.0598,6.0069,9.3089,7.6229,5.9385,7.8193,5.0387,9.2366,9.1798,7.6731,9.0155,8.1242,9.094,7.4774,6.5864,8.2177,14.524,11.1478,11.1545,12.5063,11.4642,11.7336,10.2898,4.2286,14.778,13.4362,8.7287,10.1545,9.2507,8.2664,9.0396,12.2392,8.2992,10.788,10.364,10.2807,10.4807,10.6363,13.4195,11.0522,8.9971,10.2914,8.0084,6.0458,8.3742,12.5008,10.038,10.8547,11.8219,10.4628
10.4539,8.1741,8.4277,9.2309,4.6786,8.6534,6.6223,3.6974,8.8378,5.9063,7.0989,8.7277,8.8366,8.2283,8.7906,7.9741,7.7672,6.3266,8.7971,13.4545,11.3588,10.954,13.3434,10.6755,7.8832,7.0418,13.6798,13.2228,11.5804,8.1946,10.1037,8.392,7.62,7.9148,7.9268,7.7474,7.5743,9.7847,10.4475,7.6829,9.5484,11.1737,11.862,6.9915,10.0307,6.6434,4.5463,6.88,6.8735,7.2165,9.1267,10.8522,9.0994
11.6801,9.0948,7.0226,8.339,3.159,7.8656,6.6701,3.4198,7.4976,4.6728,8.2625,8.7499,6.7868,9.8619,8.1766,8.6886,6.9333,6.1881,8.1093,14.0931,11.5176,11.9675,12.8022,11.8608,10.6187,10.193,6.4201,15.093,14.0194,9.3035,11.2389,9.0505,8.1054,9.4836,12.3648,7.8159,10.3959,10.2177,11.4504,10.6011,11.406,14.3407,9.9444,9.2577,12.9166,7.6791,9.0363,8.3971,11.231,10.9411,11.0732,11.0058,12.5607
11.5621,8.6892,8.7898,9.2185,5.6917,9.4366,7.6513,5.6308,10.2562,6.9674,5.5434,9.2357,9.8306,8.9902,8.7618,8.3753,7.4555,6.4882,9.0441,13.3607,11.2466,11.4325,11.8978,11.8488,10.4176,9.4667,5.1763,15.7691,14.847,6.6412,10.6314,8.9357,4.2531,10.6958,12.3251,8.3802,10.3555,10.364,10.4927,10.5171,11.1085,14.0266,10.3006,7.3779,12.2656,7.2116,8.5782,9.6325,12.0609,9.4377,11.1436,11.5322,10.8822
9.9731,8.6738,6.4079,8.7011,6.0851,9.7739,7.0615,6.8192,10.051,6.765,3.5737,8.5199,7.4408,8.7769,8.4317,9.4477,7.9768,6.6337,8.6214,11.4062,11.4484,12.1993,12.4726,10.478,8.2526,8.0555,5.5859,11.2645,10.5717,7.4402,10.537,8.536,5.3086,8.2568,10.0077,5.8371,6.4935,9.1208,10.8923,10.5111,10.7899,9.6327,9.0923,8.7503,11.8145,7.2149,7.4814,8.6286,9.9181,9.1282,11.0184,11.0184,9.8277
10.8753,8.3727,6.9672,8.5734,2.9456,7.8764,6.9573,2.7864,10.2176,5.9757,9.709,9.0657,6.1436,9.5482,8.0586,8.7432,7.0766,7.0004,8.4225,10.6776,11.4409,8.4787,13.456,10.1242,7.1525,6.6318,7.1508,11.658,10.2343,8.8583,9.1349,4.1948,9.5365,7.0799,2.8155,8.0977,3.9804,5.8928,9.6791,7.5474,8.7958,3.7326,7.7018,5.9457,3.8104,7.1188,1.9393,2.0285,3.5907,5.8849,9.5871,8.7583,6.3071
12.2256,8.8031,8.1089,8.5361,6.2796,8.7821,3.4466,3.1867,8.1568,5.9924,5.9837,8.5723,7.4794,8.4714,7.9575,9.1769,6.503,5.3875,8.8649,13.9038,11.3394,11.8477,12.6188,11.5789,9.6455,10.0164,2.0345,15.332,13.9615,5.1917,9.5492,8.0469,9.0224,8.0274,12.4701,8.2431,10.9673,10.5366,10.9034,8.1679,13.2399,11.3559,11.3308,9.1802,12.5353,8.164,8.6896,8.2534,7.9438,9.1463,10.0464,10.3906,12.0597
11.7194,9.2548,7.5005,8.5366,6.1188,9.2607,6.4119,6.5211,2.7185,5.9451,7.3775,8.6913,6.8708,8.6509,7.9137,8.1886,6.8568,6.2787,8.6777,13.4911,11.9288,12.634,12.3042,11.0365,11.0812,8.9665,5.3523,15.0335,14.2376,8.1753,11.7048,9.3259,8.0327,8.9142,12.6421,9.4062,10.9712,11.4441,11.9038,11.9698,11.407,14.3119,10.3758,10.6426,13.422,4.9611,6.4409,9.764,11.9917,13.1925,10.9309,11.9772,11.9369
11.5853,8.7691,5.7518,9.1967,5.5916,8.8812,7.1994,5.1456,9.7037,5.5527,7.7788,9.2504,7.3933,9.0675,8.4923,7.865,7.4881,6.0609,9.51,14.341,11.7365,10.6298,11.1491,11.2273,9.9602,9.8672,3.0529,15.3275,14.6076,6.1343,10.5314,10.2014,7.2241,10.3326,13.1886,9.3827,11.6516,10.2797,11.0887,8.7975,14.0896,10.2633,10.7323,8.9921,12.5867,8.1444,9.4905,10.5251,10.0849,12.1222,10.4749,11.7903,12.4513
11.0264,7.8698,7.7956,9.363,6.4745,9.369,7.7694,7.2787,9.3279,6.7217,8.1424,8.8365,7.7569,10.2782,8.4391,8.903,7.7886,6.8189,9.4885,13.2674,11.8419,12.1751,11.7952,11.585,10.5693,8.711,9.0338,12.5591,11.075,9.0539,10.1318,7.9774,8.5619,9.6083,10.9067,8.3744,8.9403,9.8264,9.582,10.1977,9.9988,6.836,9.847,7.0394,11.8206,7.5366,9.1706,7.5093,9.049,8.269,10.46,10.9608,10.2457
11.3208,8.3444,7.3242,9.3491,5.9859,7.8612,7.2297,6.3812,10.0041,6.1146,8.4909,8.7446,7.261,9.0509,8.499,8.8093,6.9916,7.1185,9.0674,12.6446,11.5178,10.9178,12.0241,11.3139,8.515,9.6295,6.6662,11.543,10.7427,7.4192,9.1046,8.5259,9.0161,5.9113,10.7021,6.6633,8.6209,9.7485,10.4554,7.8544,9.6987,10.2691,10.7257,7.1217,9.17,8.3286,2.9591,6.8158,6.0737,8.0106,9.6094,10.2938,10.5574
