"1007_s_at","201508_at","201555_at","201798_s_at","202683_s_at","203139_at","203628_at","203928_x_at","203963_at","204508_s_at","204681_s_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206401_s_at","208670_s_at","208712_at","208893_s_at","209173_at","209560_s_at","209603_at","209942_x_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","214164_x_at","214612_x_at","215729_s_at","215867_x_at","216092_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","220034_at","220773_s_at","222256_s_at"
11.9052,8.0169,10.201,10.987,9.5662,10.2846,8.2433,6.8756,7.8818,4.0861,7.5523,9.1457,4.6667,8.1155,7.5634,9.031,4.312,5.8961,4.9832,7.1759,6.069,8.8088,6.6198,9.4734,10.8701,5.2535,3.9912,7.7178,6.8301,5.8331,9.4279,10.0258,7.4266,5.9592,9.5652,8.24,5.358,10.4593,8.7027,8.732,8.8526,9.4296,9.343,6.4384,5.9641,3.3885,7.499,4.8851
11.959,6.8704,11.1944,8.1067,8.8981,8.1836,7.4085,9.8646,9.027,5.4141,8.9186,12.2988,9.4693,7.6352,8.6401,8.7364,8.7477,5.8165,2.5223,2.8199,5.345,3.5587,9.6811,3.4689,7.9745,9.9444,5.0813,7.6479,4.5568,12.6093,7.049,6.1308,6.4274,5.5119,8.6382,9.8301,12.0344,8.8795,10.6489,8.6512,8.3922,10.2988,9.4611,4.7193,6.0082,3.7816,8.2078,4.493
12.218,10.2477,10.1557,10.7253,8.4416,8.3288,10.1112,10.6292,12.0581,9.8616,11.2775,8.6314,3.9877,12.7813,7.0754,7.6986,3.8593,6.5298,5.0756,6.2132,6.8202,4.8897,10.555,9.3536,10.9089,9.7407,13.0444,7.4501,11.0723,5.5753,9.5046,8.0611,7.8471,5.6087,12.9626,12.6498,4.533,3.0363,12.5229,9.74,10.6733,8.6682,10.9119,9.8744,6.9928,3.0109,8.1568,5.3785
12.3984,4.7754,10.9253,10.5801,8.2546,10.1838,9.5169,7.998,8.3196,4.4204,8.3393,10.8008,6.1297,8.1508,10.1872,9.6908,7.9425,5.8136,5.2358,6.5668,5.6094,4.8448,7.5951,7.5242,7.3889,4.4128,4.7482,6.8184,6.0447,5.7972,9.5055,8.4034,4.2771,6.1854,8.4697,8.5155,7.2632,11.8767,8.7484,8.8986,9.9476,10.3515,9.4168,7.2025,6.941,6.8401,7.4351,3.9481
12.7551,9.836,10.1983,10.1551,8.8814,8.5274,8.5343,8.2143,11.5136,9.7046,8.0973,9.2168,4.6009,13.5231,6.1234,8.6324,3.3428,7.7738,6.837,6.5325,5.8672,3.5227,8.5435,8.2889,10.2673,6.6454,13.1038,7.4281,11.3949,6.0677,9.1399,8.174,7.4613,3.8363,12.9057,12.3608,4.6977,2.9162,12.4093,10.1036,11.0879,9.5344,10.1228,10.5979,9.1171,5.5444,7.7528,5.7098
11.9883,9.8139,9.8452,9.8476,9.0486,9.3554,9.2725,6.7394,8.9947,7.569,7.3254,9.2658,7.4234,10.1043,7.6317,7.8355,3.1706,7.4949,4.0583,6.9933,7.3698,5.6947,5.635,8.6652,9.6643,6.9586,14.1626,8.2701,9.5043,7.9355,8.8011,8.5793,7.4893,6.6067,10.9192,10.1159,7.2012,2.592,10.2875,9.6737,10.9595,8.6698,8.7888,8.7619,6.6768,6.9875,5.335,4.7857
12.0864,11.2204,9.1121,11.4567,8.8423,8.6908,11.4441,11.2316,10.8395,8.4344,7.7298,8.0939,4.3023,12.7246,6.8471,7.3736,7.0228,9.3571,7.033,4.3638,7.3358,7.2322,11.0557,10.4276,13.6158,5.3078,13.2235,7.5182,12.7051,5.4363,10.5573,7.9436,7.9137,5.4234,14.0948,11.1058,7.284,5.4828,11.0852,9.5547,10.3343,6.4867,11.4999,10.3458,9.441,3.8635,8.2241,7.9775
11.9235,8.737,9.3665,10.9512,8.6827,8.3987,7.0208,5.5485,8.5804,4.4874,7.4204,8.6671,5.8996,8.3319,6.0145,8.4597,3.239,6.6105,8.8862,5.8975,8.0722,4.4416,5.6118,8.4628,11.4835,4.9031,11.9111,4.045,9.3373,5.3879,9.3414,9.8224,4.203,5.2957,10.3159,8.7368,4.2543,7.7407,8.8986,9.7951,9.5581,6.5311,9.2487,10.3458,7.221,6.8984,5.7254,4.8555
11.9922,7.7801,11.1404,10.0693,8.3331,8.9443,8.8926,7.9457,9.7646,7.3645,5.9274,9.6546,5.1197,10.8645,7.3455,8.2264,3.3244,10.1195,5.1546,5.4147,6.8631,5.9569,6.085,9.457,11.3111,6.3533,10.2773,7.1145,9.5157,7.01,8.7124,7.8878,6.9711,2.8622,11.6761,10.4681,6.579,4.7745,10.8125,8.3089,10.8393,8.1421,8.353,9.309,9.1413,6.677,7.6555,4.9037
11.9809,6.6676,10.4456,10.1734,9.231,9.7465,7.9447,7.2602,8.9342,4.621,7.1462,9.9084,9.3453,8.744,7.7528,9.6104,5.2454,7.3311,7.9064,4.5862,6.8573,3.9697,6.5555,8.9888,8.4946,5.6931,4.8726,7.4503,5.7116,8.4459,8.8833,8.3298,6.3193,8.0753,8.8847,8.8717,7.1278,6.6003,9.4512,9.4175,9.7486,10.5634,9.6023,6.0894,6.7456,7.629,8.0046,4.8198
11.9526,7.4516,10.5987,12.0118,8.9036,7.9255,9.4475,9.9957,12.26,10.6938,6.9701,9.6487,3.6999,12.8959,6.7416,10.5289,4.4238,11.0849,3.7811,5.962,5.5767,7.0375,9.4376,9.4484,10.4596,5.2135,14.4576,6.7101,12.5287,6.6051,10.7546,7.766,7.1311,2.5788,12.6705,12.7959,5.5069,2.5212,12.6447,10.3948,11.2412,6.0249,10.215,10.3727,8.4716,4.3039,7.8173,5.2948
12.0866,6.9013,10.7568,8.9823,9.2716,8.1558,6.9133,7.2382,8.7439,3.8038,7.7838,9.5514,8.7317,9.0738,6.2023,7.7863,5.0119,6.7252,4.5262,3.0726,3.1484,5.2689,6.8711,8.665,8.3608,4.0775,4.0719,7.43,7.8664,9.492,8.0037,5.0567,4.7155,4.4249,9.2594,9.0181,9.3467,7.4796,9.1299,7.7106,9.6987,10.1467,9.4058,8.7068,7.5186,5.9702,7.4569,4.7635
12.0421,8.3361,12.086,9.4224,9.0063,10.1437,8.1674,6.4663,7.4371,3.5465,8.8447,10.7541,9.4258,8.9677,10.2194,10.8018,7.0322,5.8767,3.0774,7.6041,6.7216,3.6765,6.8248,7.0171,7.1066,4.0082,3.1516,7.0044,7.5786,5.5604,8.2511,7.4672,3.3668,2.8916,9.6087,7.5327,4.4792,10.3429,8.3024,7.6074,9.2023,11.0868,9.0644,6.7879,5.2869,4.3264,6.6995,3.4245
12.0653,8.6576,9.8688,11.702,8.8268,7.9162,8.9959,10.7779,11.9414,10.235,8.0851,8.7317,4.8006,12.9696,4.4339,7.7472,4.4493,7.5974,6.6904,5.2699,8.1495,3.1114,10.969,9.3027,11.0598,5.2023,11.552,7.52,11.8311,5.3749,10.5106,11.9849,6.2981,1.2296,13.312,12.8998,6.0853,1.356,12.5712,10.1647,12.1068,7.5845,10.852,9.8182,7.4653,3.9993,8.541,5.7574
11.6125,8.4022,10.0665,8.4753,8.9819,8.2061,8.5023,11.3737,11.2041,8.3783,6.8907,9.1103,7.5639,12.6311,6.7313,7.064,4.291,8.066,3.0512,6.1943,9.4571,2.7585,11.1151,7.8627,12.9215,4.3883,11.3997,6.4437,11.2871,5.6036,6.9787,8.6507,5.8406,3.3367,12.2282,11.4617,4.997,4.579,11.5409,10.0524,10.909,9.4721,11.1719,10.0358,6.0491,4.768,5.6883,4.7009
11.8752,8.6639,9.8911,11.6951,8.683,7.6204,9.8825,10.5091,12.2609,10.4104,5.7195,7.2066,5.2304,13.8544,5.8631,6.6841,4.0334,10.2678,2.9774,5.4456,6.2368,2.7247,10.5063,9.5811,10.5045,4.2696,11.5582,6.6548,10.8398,6.2605,10.4108,9.776,7.5119,2.5581,13.6781,12.9611,4.8721,5.4642,12.6061,10.2925,12.7313,5.4703,9.5872,10.963,8.351,5.6715,8.1295,8.1297
12.2996,10.8645,10.3435,9.7357,8.9132,8.7482,8.9981,8.8599,11.7844,9.8327,6.8544,9.2476,4.74,13.5618,5.5598,8.1244,9.3032,9.1985,8.0578,3.8803,7.3169,5.1371,8.7001,9.2101,12.0313,4.5864,15.3556,7.9425,10.7851,5.7873,9.2604,8.1881,6.3942,5.0952,12.3461,12.9039,5.8431,4.7537,12.6699,10.0256,9.8294,10.1671,10.4657,9.7822,8.0906,3.9232,7.3359,5.3987
12.3869,6.7293,10.258,9.8582,8.8511,9.427,4.3836,7.2099,8.8072,5.6005,8.8051,8.6683,4.1897,7.8646,6.5959,6.8871,6.823,5.918,3.6715,5.3418,5.3207,6.3205,5.4944,8.9967,11.6371,4.2323,8.4765,6.4973,5.5279,4.8286,8.6816,5.9533,5.4546,5.061,9.0089,9.2465,6.6845,10.2946,9.4503,8.4964,11.2283,9.9148,8.9777,8.807,7.8593,5.6393,6.7296,4.602
11.8751,9.0115,9.8626,10.7469,8.7207,9.1844,9.139,9.6153,11.0044,8.922,6.6015,7.1589,5.2906,11.5611,6.6642,8.5404,4.6873,7.6994,3.5516,7.6633,6.652,5.1047,9.4868,9.1719,8.8588,6.845,11.685,7.0822,10.2249,7.4344,9.4363,9.6857,6.9989,8.0259,12.0361,11.4765,6.5717,2.0104,11.2266,9.8628,11.1998,6.583,9.4543,8.6672,8.5442,3.4075,7.0544,5.613
12.2129,10.9745,10.3334,10.1407,9.013,9.3983,9.0423,9.9801,12.8694,9.7447,5.1087,8.5032,5.8079,12.3547,7.0785,8.0737,3.492,10.8024,8.5302,7.5268,8.025,7.8295,9.9486,8.2545,9.7671,4.6656,12.9798,7.5962,10.4605,5.7922,9.1308,8.8387,4.7041,1.148,12.7646,12.789,7.1667,3.1339,12.8086,9.9313,12.6796,9.8626,10.2078,10.2798,8.2375,7.6284,7.0283,5.0498
11.5913,7.8943,10.7116,10.3453,8.2951,9.3087,7.6812,9.2,7.4626,3.8208,8.449,11.7906,9.8762,7.3536,8.133,12.7186,10.923,6.0157,7.7396,6.0372,4.5292,4.722,9.1448,6.3564,6.5151,8.8595,5.3255,6.9733,8.0759,4.4122,9.2521,9.2512,3.728,4.3394,8.1965,8.3656,4.982,8.1741,8.6197,7.5391,10.9915,8.2205,9.58,7.531,6.6745,5.0957,6.7926,4.4606
11.954,6.2672,10.5117,10.0471,9.2731,9.7611,7.2241,7.9679,8.3527,4.5014,8.6666,9.089,9.0249,8.1917,9.1292,11.3061,3.9608,6.2202,3.5181,7.0657,5.6017,4.9413,6.2461,8.3016,10.4877,6.2286,5.2065,8.3682,5.7232,6.2045,8.7785,8.7206,7.0151,5.3989,8.736,8.2833,3.6433,9.1545,9.392,8.6541,9.1795,7.6418,9.9352,7.365,6.0936,6.9895,7.3004,4.9384
12.1595,8.023,10.251,10.4099,8.7815,9.6669,8.2905,10.7425,11.1319,8.9709,4.8619,9.3878,5.6049,13.2489,7.5407,8.4864,4.3268,8.3525,6.2089,6.8215,3.8411,3.8717,10.2965,9.4975,8.7914,5.1268,12.223,7.3564,9.9662,8.425,9.0341,7.5447,8.2158,3.303,11.845,11.9448,7.0485,3.266,12.0584,10.2116,10.388,8.144,8.9094,9.2939,6.8691,6.0242,6.6216,4.5228
11.9564,9.5753,10.3313,11.2247,8.6359,8.9769,8.2702,8.9516,9.0521,4.998,8.6547,9.4349,9.9388,8.9833,6.6465,10.0765,3.5968,6.7416,9.1481,6.9307,7.4765,3.8283,8.2527,8.7781,10.0938,11.0029,12.8604,7.6507,8.1141,6.2638,9.6161,10.1603,5.2385,7.8656,10.8705,9.4902,5.8151,8.1018,9.6844,9.6518,10.0403,8.3562,8.9764,8.8718,7.7762,6.8489,8.3804,4.4133
12.1499,8.7269,9.7521,11.1198,9.134,8.5396,9.9206,10.3496,11.2459,9.0212,8.6997,6.801,4.7474,13.0124,5.8006,7.9465,8.3113,8.1825,2.8476,6.2648,8.8885,4.9033,10.3819,9.2935,10.3071,7.5715,13.3603,7.9856,12.5177,7.9149,9.4143,9.946,6.544,1.7865,13.3811,11.7493,6.8301,1.3298,11.5182,10.365,11.4708,6.3201,9.8979,9.343,7.8667,4.2812,8.07,5.2798
11.8839,9.1767,10.6242,10.2385,8.4841,9.7804,8.3453,7.2464,8.1781,4.368,4.8359,9.2044,9.9093,8.5951,7.5177,9.4945,4.1197,5.9312,7.8698,6.9738,5.1489,5.808,3.7298,9.3368,9.5876,5.6745,5.3604,7.7425,7.9319,7.3443,8.4886,9.1857,5.4865,2.9075,10.0212,8.9249,4.6994,9.7757,9.1443,8.3797,8.9034,10.4504,8.5411,7.9287,7.9879,4.7652,6.4938,4.4923
12.7356,9.4961,9.5305,11.7529,8.8401,7.9855,9.2947,9.5089,10.6516,8.5372,7.7886,7.2849,4.6624,13.0147,7.7132,7.3771,3.1111,7.119,9.1997,6.3605,7.6574,2.9467,9.4121,10.0719,10.6184,5.3882,12.0754,9.484,10.8802,12.7499,10.7189,9.6044,6.4864,6.7421,13.1573,11.1682,12.0297,3.5209,11.2601,10.0754,11.0143,6.2311,10.3526,10.8558,8.8816,5.3529,9.2329,5.0584
12.1771,12.2966,10.828,11.3051,8.7175,8.4881,9.4695,11.9338,12.6648,11.019,7.3854,8.976,6.0832,12.4514,7.4702,7.9109,2.6101,9.6375,6.4745,5.7264,6.7156,3.2293,11.7719,9.3897,12.4811,4.7203,12.1631,7.2913,11.7911,7.4249,10.3335,8.9693,7.1624,2.1175,13.6726,13.5164,6.647,0.9008,13.3787,9.1524,11.6769,6.3157,10.5226,10.3207,11.0323,2.8143,8.926,7.5902
11.6306,10.4857,10.8125,10.8953,8.7778,6.8216,13.4662,10.9626,12.1664,10.3132,7.0089,9.2016,5.1732,13.1648,8.1689,9.637,3.3707,8.6096,8.3678,6.6712,7.6044,4.5352,10.9702,8.3276,12.8923,5.8961,12.8863,6.8983,11.4665,7.4495,9.4943,9.0706,7.1711,2.6335,12.805,12.7153,6.5797,2.3728,12.4702,8.9102,11.79,6.3922,10.2601,9.1681,9.5997,3.2588,7.6954,5.2814
12.1274,8.1205,11.0857,10.2555,9.2654,9.7123,6.8871,7.7496,7.5228,4.2482,7.6015,11.2279,9.6883,7.2934,7.4517,11.6118,7.4772,6.7457,4.2499,6.7439,6.1934,3.0684,5.5395,9.3042,8.8702,4.8696,5.0304,8.4641,6.9991,4.7702,9.2844,7.5446,3.8298,9.6094,8.1995,8.2417,6.5627,7.6396,8.4328,8.6834,10.4343,11.9634,10.0241,8.1032,6.9398,5.4969,6.95,4.564
12.5949,10.7742,9.8613,11.9817,9.1256,9.4937,9.9689,10.6662,13.1152,10.9903,5.1606,8.7446,4.7647,11.514,8.3472,7.7679,2.7755,10.7587,8.6283,5.5979,7.1128,2.7049,10.3931,9.4687,11.9435,6.1287,14.1503,5.7854,11.5206,6.7119,10.7548,9.1028,8.0036,5.755,13.3285,13.5806,3.8718,2.8214,13.3901,10.5801,12.4483,6.0711,9.8127,9.7975,10.0423,4.7204,7.5151,7.5611
11.0304,8.4074,10.239,7.8747,9.2367,9.2171,7.9576,7.1419,9.8503,7.3388,4.3958,7.5735,7.073,10.5752,6.9128,7.5481,3.3394,8.0142,3.2404,6.4278,6.3317,8.6813,8.2257,9.6939,9.1174,5.661,7.6098,8.478,9.374,7.8534,7.0037,7.5816,7.8638,3.5127,12.0188,10.6804,7.0238,4.3842,10.943,8.3647,11.7906,7.1982,9.0381,8.1639,7.7118,6.077,7.7996,5.5195
12.4597,10.6843,9.9379,10.396,9.0848,8.7951,10.5135,10.8359,12.5305,10.4579,7.213,6.2465,5.1098,12.9474,5.2875,8.5723,3.522,7.6694,5.9209,6.5943,8.549,3.5098,10.7027,9.5981,11.1709,5.7103,14.2875,6.9205,11.0125,6.9151,9.7464,8.512,6.0671,6.4584,12.5319,13.1077,7.8782,4.381,12.9145,9.0615,11.8559,7.0857,10.3111,9.4716,6.423,6.5402,7.8003,6.2052
12.1696,10.1464,10.3559,9.909,9.802,9.0288,9.4933,8.3555,12.3071,9.7538,7.3904,8.7333,7.4686,12.5366,6.7634,8.2976,4.4523,8.0425,8.1414,7.244,8.1907,3.6671,8.1389,8.469,14.3228,5.4561,13.7924,8.3726,10.4784,8.3915,8.9702,8.7812,7.3122,3.1232,12.3395,13.1647,6.8155,2.4005,13.1952,9.4801,10.455,7.0272,9.1134,9.0562,8.9654,4.1856,7.5402,4.8866
12.4202,8.8744,10.0374,10.7321,8.7298,9.6331,7.9548,8.9575,10.87,8.6446,7.583,7.4826,8.422,12.2221,7.8758,8.737,4.1979,8.225,9.7418,6.8328,6.7048,4.3846,9.4539,9.0811,9.7435,5.6585,12.5467,8.2371,10.0836,5.9553,9.7392,8.996,6.5264,6.1939,12.829,12.0015,7.3622,5.5252,12.0116,10.03,10.3607,10.2543,10.053,9.5161,7.6689,5.8087,7.388,4.8433
11.9979,10.8842,9.7018,12.5935,9.4444,8.8816,9.6106,9.2339,12.7479,11.0725,8.2964,7.7057,4.5911,13.6248,7.0884,7.6772,3.6928,7.2911,3.1697,7.113,7.1075,3.5842,9.379,9.8545,11.5987,5.5724,13.773,8.5654,11.1768,6.0262,11.6053,7.7633,7.5522,4.1055,13.6042,13.7664,7.924,2.07,13.4781,10.0893,11.2327,6.2372,10.6625,8.2132,6.4966,2.5951,8.3674,7.4688
11.9181,9.508,10.1254,10.4893,8.8494,9.6342,8.8567,9.565,10.8506,9.2554,4.2309,8.1332,7.2441,11.4629,7.3516,8.6788,9.9305,6.8331,8.9822,6.9637,7.8338,3.5922,9.5328,8.881,9.6833,5.4658,10.9161,8.7875,10.2244,8.5888,8.2084,8.6415,8.1035,3.3668,11.8887,11.9236,7.7739,3.3747,12.0543,10.2134,10.8885,8.8432,9.4656,9.6909,6.7956,4.2885,8.9292,5.7156
11.9971,8.1285,9.9156,11.2751,8.8102,8.9495,8.8804,8.5361,11.2694,8.7978,7.4625,7.8245,10.201,12.0708,7.2108,9.0922,6.1705,7.5061,5.9249,7.5802,3.9759,3.7936,9.0032,9.2812,10.3006,5.5095,12.5006,7.2141,9.932,6.1364,10.2861,7.6665,6.9866,4.5104,11.2556,12.0267,7.1265,4.5574,12.2357,10.7078,12.22,10.2633,10.2786,10.5624,5.5975,5.8074,6.2912,5.9577
11.8023,8.1433,10.1322,9.5114,9.5611,9.6354,8.7057,5.2173,11.9604,9.4939,5.0562,8.3821,5.3526,11.3971,7.5096,7.7489,4.2757,7.7234,3.2454,7.6008,7.8959,5.4254,5.3993,9.5254,9.9573,5.2545,13.8195,8.6551,10.9843,6.1313,9.3068,7.8339,7.6312,3.6646,12.8832,12.6125,7.3686,2.4756,12.5264,9.4244,10.4661,10.5432,9.8404,9.3371,8.0524,5.868,5.9525,6.0034
11.4574,9.7073,10.681,9.4559,9.3899,9.4285,8.2033,9.6122,10.9718,8.5265,7.6081,9.0323,8.8821,13.2511,4.8963,10.227,5.4537,9.292,3.4315,4.7707,5.1725,5.8404,9.5047,8.6014,9.3165,5.7013,10.0185,7.9446,10.7429,6.0864,6.6258,8.5055,6.3595,3.0157,11.7287,12.0551,5.3897,1.7527,11.8742,8.6566,9.2927,10.0068,10.436,9.789,8.1804,4.0062,7.826,4.4136
11.9181,8.9354,9.3947,10.8125,9.0499,9.9223,4.2641,9.6623,9.1371,4.8506,6.5433,7.7237,4.6912,12.1679,6.2737,7.5563,3.0219,7.3542,2.6787,3.346,6.8598,6.6338,9.2736,9.5188,8.879,5.2605,8.2524,7.2417,11.1496,10.0599,9.2876,9.0751,6.1653,2.7132,12.2949,9.9491,9.4696,1.2091,10.1786,9.8081,11.7942,6.5332,9.7562,9.0017,8.2629,6.5554,7.1707,7.0678
11.7012,10.9205,9.2209,10.8651,9.1513,9.5413,10.1458,9.0266,12.8005,10.9406,4.3332,8.9736,5.598,11.8665,8.7439,8.7888,3.9852,8.6054,6.575,7.5919,7.1129,3.3995,8.4442,9.0708,12.7926,5.6077,11.3642,8.4864,10.415,6.5461,9.6368,8.4418,7.7757,4.1778,13.1773,13.6554,7.8183,1.9382,13.6142,9.7423,9.1507,6.5125,9.6354,9.1175,9.6855,5.9684,6.2861,4.9427
11.9795,8.9961,10.9649,9.1697,9.4754,9.4044,8.9645,7.388,11.6986,9.1084,7.659,9.0318,5.4324,12.3368,7.4622,8.5214,3.5437,8.2982,3.2547,7.3383,7.0847,7.9419,5.0787,8.7589,10.5933,4.9683,13.4346,7.6601,9.9737,6.2093,7.6139,8.5323,7.2969,2.9694,12.7605,12.6882,5.8004,2.6365,12.507,8.8404,9.5739,7.0207,9.5625,8.1827,7.9039,7.4299,6.9126,6.7777
