"1007_s_at","201508_at","201555_at","201798_s_at","202683_s_at","203139_at","203628_at","203928_x_at","203963_at","204508_s_at","204681_s_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206401_s_at","208670_s_at","208712_at","208893_s_at","209173_at","209560_s_at","209603_at","209942_x_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","214164_x_at","214612_x_at","215729_s_at","215867_x_at","216092_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","220034_at","220773_s_at","222256_s_at"
13.9012,11.0765,10.4431,10.5845,8.928,6.9247,10.2279,11.3713,12.7794,10.8232,7.584,8.0562,2.598,13.483,8.0145,7.14,7.8051,9.0521,8.084,2.0972,6.6523,2.6399,11.5201,9.0772,10.4592,5.7283,14.4849,6.8711,11.1849,5.0271,10.3272,7.5007,6.2269,5.9995,12.3577,13.5292,5.4183,4.824,12.9799,10.7669,11.5952,9.8254,9.6453,10.2201,9.5872,5.2182,7.1791,8.5334
12.8156,11.3091,10.9864,10.3766,8.295,8.7546,8.2331,7.1257,11.7608,10.2651,6.7642,9.2941,4.1335,12.1408,7.9523,8.3035,5.4193,8.36,5.9316,5.4513,3.022,2.5162,5.7484,9.3638,8.9891,8.6792,12.7312,5.316,10.725,4.5316,9.5043,7.1204,7.2096,2.0681,11.6939,12.8285,6.0623,2.5159,12.1248,10.4152,11.4746,9.2776,10.3876,10.5481,5.3395,3.3951,7.1984,8.3658
13.0941,13.0364,10.7568,9.8823,8.738,9.7092,12.7105,10.5685,12.1047,10.1747,6.5453,9.0568,4.6709,12.2749,4.7044,7.0047,2.8216,9.8425,6.165,5.884,3.5645,3.929,10.3504,10.0161,10.9159,7.8143,15.0447,7.7328,10.7588,7.2909,9.2139,8.9683,6.5423,5.6805,12.2083,13.0173,5.3086,1.701,12.5534,9.6138,11.8745,8.7564,9.6282,10.2599,10.2637,2.2915,8.2076,6.6889
11.3834,6.8109,10.746,10.6253,8.6235,8.0477,6.2098,8.5084,9.659,7.6257,7.172,10.3325,8.2191,7.7153,6.0075,9.6089,6.064,5.8142,5.045,1.5661,7.0728,3.3462,8.545,8.7633,10.5455,9.6207,14.1475,5.9061,7.6964,13.2526,9.6011,6.8081,7.2807,2.8838,9.8368,9.9437,12.7349,2.6172,9.9286,9.6985,9.7894,10.5702,9.378,8.9304,7.9892,5.1767,7.072,4.0469
12.129,12.112,10.0589,9.9497,8.2363,8.4711,11.0676,9.2665,11.8247,10.746,4.6442,4.9519,5.9327,13.0559,8.7566,6.8058,9.3255,8.0342,7.4501,3.6865,4.5145,5.2675,9.6946,9.0083,9.0903,7.6192,12.1792,7.4206,10.9914,8.3235,9.4919,8.2639,8.2188,2.3011,12.9762,12.2478,7.4224,2.7682,12.313,10.0585,10.6268,8.9863,10.7206,9.2275,9.1693,7.7178,8.1105,6.445
12.773,11.6391,9.817,9.7985,8.6368,8.7714,9.8635,7.1827,13.5149,11.6026,6.8946,9.1308,6.7932,14.0098,6.4313,8.4896,3.5563,8.1563,3.3156,7.5077,6.7996,3.4539,8.4009,9.6391,9.5062,4.0978,12.8061,6.377,9.569,8.2091,9.3871,7.9995,7.2265,2.7973,10.3379,14.0764,7.747,3.7095,13.9752,9.6836,11.8013,8.4596,9.978,10.5296,8.9099,5.0665,7.1704,6.8078
11.8927,11.119,10.33,11.0316,8.5998,8.9072,10.9983,10.7871,12.1587,10.7002,6.8147,8.1911,2.1151,14.0217,4.6737,7.8585,9.6145,11.1199,6.4491,5.6695,7.4605,5.1785,10.4643,9.2203,11.4918,8.0776,13.0796,5.0343,11.3047,4.5669,9.3051,8.3916,7.0214,4.6621,12.5246,12.7134,4.99,0.816,12.4954,10.4378,11.5208,8.7941,10.221,8.0097,8.0016,5.0226,6.9089,7.0532
11.6298,11.2299,9.811,7.8729,8.5449,7.4552,12.556,4.7516,9.5252,7.4145,8.2488,9.2677,3.1704,12.5402,5.3591,6.8312,2.0302,10.3665,5.7718,4.348,10.0269,1.8395,4.8113,9.5516,11.7033,3.4496,11.3817,14.065,11.802,13.4378,6.1981,6.9855,7.2555,5.1983,12.7891,9.4755,12.9399,3.267,9.8276,7.3782,12.397,4.7626,8.9352,10.9935,8.6603,2.2354,7.4983,8.4778
12.3467,12.0463,10.2067,10.557,9.1222,8.8871,10.2914,11.6852,11.466,9.0546,7.9262,9.3697,10.3621,10.9442,3.9013,7.9592,7.5025,8.4682,7.6386,2.3524,5.5177,4.4416,11.4547,8.8533,9.6665,4.955,10.4101,7.6382,11.272,6.9451,9.0731,10.1454,7.0273,6.3873,9.9531,11.4074,5.6997,2.7492,11.7004,9.638,12.8353,6.4944,10.5464,9.0188,8.8154,3.4827,7.7423,4.1812
11.6358,10.0462,10.5579,9.671,9.276,10.2481,4.347,7.4475,8.0705,6.5162,7.1119,12.2253,9.8643,7.2509,6.4804,11.4876,5.3749,5.9739,1.9308,4.474,6.1337,7.71,7.8623,8.5389,9.5423,6.9049,5.1813,4.5988,7.3315,5.88,7.8601,3.8007,3.9341,12.8641,7.9427,8.871,3.3701,8.8624,9.7538,8.2662,10.7465,10.4162,9.5494,7.0229,7.0582,5.0417,6.8106,4.3632
10.33,11.4137,9.2315,10.7529,8.1839,10.2936,8.2314,8.0148,9.8024,8.0046,7.8067,7.237,2.8835,7.895,6.1431,7.6288,12.201,6.0413,7.2137,5.5426,4.8947,2.6534,8.2559,9.9116,11.4572,9.7653,11.0196,7.5637,8.0909,4.9759,9.7038,8.0536,7.3282,6.5365,11.4561,10.6555,4.2551,3.1297,10.6948,9.9697,9.4504,10.2274,9.2421,7.9759,6.146,6.26,7.0603,3.8183
12.1404,9.8419,10.9098,9.9654,8.7856,9.3524,9.4931,6.9268,8.3039,4.5782,7.9046,8.7246,7.7808,7.4147,7.8229,10.1479,5.2516,7.034,7.8198,4.4491,7.0648,3.9475,5.7018,9.8144,9.986,6.2948,4.8882,8.9033,7.3256,10.9177,8.9279,10.847,8.0923,3.7046,9.2672,8.0169,10.2659,11.5796,9.7164,8.433,8.0546,10.7216,8.8205,7.6497,7.9513,3.861,7.2841,4.3683
13.0893,9.4171,10.3201,10.8574,8.8491,8.1271,11.1697,5.6045,10.7601,7.6451,7.8069,9.6864,6.185,12.2433,7.1125,9.669,7.0723,7.2159,8.5666,3.2666,7.8534,5.1843,7.9792,9.4136,9.6865,7.7927,14.8508,7.6064,10.5622,5.3976,8.2781,7.179,7.4974,6.8723,12.6507,11.6343,4.0126,5.9483,11.6786,10.0201,10.9156,10.1084,9.679,10.8283,7.1962,3.6252,6.9195,6.5716
12.2036,9.7987,9.7802,10.2941,8.6075,8.3285,10.1469,10.075,11.9975,9.2572,7.5876,5.5625,6.3967,13.2485,7.8392,7.8318,5.9245,7.7447,4.4006,4.4718,7.8907,3.9618,10.106,9.6731,10.0244,8.9199,12.5355,7.7897,11.2837,7.4574,10.1072,9.9666,8.1716,6.99,12.2621,12.161,6.9715,1.8744,11.7016,9.5759,11.7578,8.3039,10.595,9.3183,7.6007,5.0437,7.7527,4.2411
12.0666,12.1292,9.816,11.0254,8.4654,9.506,9.4591,10.1494,11.0794,8.5738,5.975,6.6557,8.3245,10.2287,6.6106,8.5883,4.6851,6.8008,8.0786,5.9476,8.0673,5.963,9.3415,9.5907,9.7876,8.6894,12.9134,7.7395,10.0573,5.1074,8.9289,8.0563,7.9834,8.2659,11.265,11.8167,5.6317,6.9551,11.5719,9.683,11.4381,10.2197,10.1239,9.1755,8.122,4.3096,6.645,6.2095
12.7526,11.3416,11.1873,11.1419,7.7173,8.4719,7.6975,5.0253,8.9283,5.1272,7.1708,9.3256,3.7216,6.2819,6.7262,6.1013,2.951,5.6869,1.5296,5.5688,4.9308,8.4177,4.1019,9.5101,11.7007,6.2424,12.0552,6.0387,3.7156,4.3612,10.7234,10.2896,4.6754,3.6841,8.7523,9.1091,2.9896,0.7577,9.4105,9.1729,10.2629,11.1099,9.45,7.5264,6.4544,2.4258,9.149,7.3807
12.8956,8.0811,9.6388,10.5705,8.2919,9.7538,7.6028,7.5082,10.8238,8.7904,7.3748,8.765,9.346,5.8987,6.439,9.6316,9.6584,5.4924,7.8113,6.2939,2.2406,4.3262,7.7174,8.6604,9.0404,9.1877,10.5774,7.3692,9.2016,11.833,9.1744,5.7351,7.0446,10.1079,10.4149,11.3181,11.2042,5.8246,11.2668,9.7048,10.2956,10.116,9.1974,10.7078,5.2152,6.2694,6.5743,6.9937
12.4378,7.4794,10.3642,10.0124,8.5633,8.9305,6.7144,8.4431,8.2676,4.5907,8.8658,10.3825,11.3919,7.3404,7.7032,9.1566,10.3047,6.9246,3.8454,5.5994,7.0578,2.9246,8.1461,7.5699,10.3835,9.7598,12.427,6.2425,5.1312,12.6284,7.8455,8.0575,6.5485,2.5558,8.948,7.8265,11.7917,4.9343,8.3812,6.924,10.9605,10.7086,8.9346,8.2696,4.898,3.9608,7.7416,4.7038
11.9015,10.2177,10.2285,10.0172,8.6439,7.3983,9.3901,11.1396,12.189,10.3686,7.2999,9.5374,7.568,11.8458,6.3105,8.0291,7.4989,6.5489,6.4839,6.5803,7.2947,3.2308,11.0142,9.3315,9.9386,3.7908,10.898,7.4459,10.78,4.6799,9.6596,9.1306,6.962,2.5474,12.7044,12.7039,3.161,3.4363,12.5347,9.4629,11.9112,9.8296,10.7166,10.6578,8.8102,2.2574,8.349,6.5517
12.326,7.7117,10.8789,9.9128,8.806,10.8184,7.6682,6.9962,7.8912,3.6682,8.0636,9.2367,7.491,7.8375,2.8185,7.5396,4.5853,5.073,8.4809,6.1573,5.7989,2.9,5.7297,9.401,11.1443,5.5649,7.4995,5.3848,6.9875,10.4275,8.6651,8.8307,6.7101,5.658,7.7249,8.643,10.2126,9.9681,7.2726,8.8685,7.8809,8.4,10.1094,8.9016,7.7772,4.2801,8.2512,5.9083
11.7169,11.4194,10.6276,9.4474,9.2801,8.092,14.782,8.4841,14.8948,12.795,6.9479,7.801,2.6233,14.1295,5.6986,9.1267,4.1577,7.3047,7.1223,5.2914,8.4435,2.2619,9.0803,9.2177,9.5546,10.3221,15.2201,6.5565,11.9385,3.8829,8.3043,8.4093,3.7228,3.0018,13.929,14.8983,6.0534,1.4841,14.7284,11.0616,12.7913,7.6912,9.8052,9.8594,6.7868,4.2887,8.132,4.6515
11.6612,9.5079,11.0685,9.6993,8.8977,11.0269,8.7209,7.6086,8.0651,3.4802,7.6103,11.1335,8.6851,7.9667,4.4888,10.4564,4.7545,6.9371,5.4968,6.1338,5.5493,3.5307,8.5133,7.6196,7.5246,4.1918,5.2211,7.0727,4.6863,7.1333,7.6332,7.6949,3.678,5.2048,7.9109,7.6351,7.3395,13.2827,8.368,8.6025,8.6093,9.9598,10.9711,5.5033,8.2582,4.3681,7.8751,4.3511
13.1617,9.1601,10.4298,10.3439,8.7418,8.4891,9.5163,5.4388,11.073,8.475,6.3526,8.4018,4.6909,11.1843,4.4966,8.236,3.7116,4.0235,8.8632,7.1928,7.1977,5.774,7.0578,9.2631,10.5531,6.5365,12.2167,9.5248,10.4262,6.3371,8.5344,8.4899,6.2267,6.1308,12.7331,11.6794,5.0225,2.2872,11.4289,9.7235,9.9873,6.4898,9.1909,9.3688,8.0361,2.654,7.8575,5.6934
12.7796,8.6112,10.9094,10.5088,8.0082,8.0826,7.5281,7.7315,12.2047,10.3336,7.4021,9.9298,7.6018,7.2503,6.1813,7.4525,6.8043,6.1919,10.8606,3.1448,2.356,2.6944,5.7798,8.4697,9.7622,8.1365,12.9578,5.3337,10.7034,11.1271,9.8524,8.8269,8.1797,0.5732,11.2042,12.4894,10.7462,6.1705,12.607,10.0368,10.3818,9.5014,7.8205,9.6567,7.3652,5.3963,7.113,6.3969
12.8244,12.0006,10.714,11.1631,8.6293,8.4615,10.0812,11.6023,11.9398,8.8656,6.4912,8.0873,4.2122,12.9698,4.4782,6.9834,4.4069,8.8655,8.6953,5.7268,8.4588,2.9626,11.1965,9.1321,10.7556,6.485,14.0638,7.3663,11.411,5.0714,9.6625,9.229,7.4839,2.9778,12.2626,11.9407,2.8561,1.4321,11.9018,10.3452,12.4224,8.0587,10.1903,10.8656,10.2719,2.8336,8.0013,7.5656
11.3217,8.0047,10.4104,9.7103,9.3621,7.7771,8.7538,10.0368,11.6818,9.4682,6.8623,8.6014,6.036,11.7818,6.0085,7.4951,3.2286,9.2631,4.47,5.8052,6.6774,5.4329,10.0359,9.1687,9.8945,5.3173,11.462,7.3806,11.0567,5.5354,7.1339,8.2074,7.3763,1.9373,11.2163,12.1756,7.5677,2.9005,12.22,9.6254,11.3707,9.6021,11.0799,10.3462,7.5499,6.6689,7.1363,7.7681
11.3358,4.1507,11.1706,9.614,9.3352,9.3584,8.0245,5.9694,7.8811,4.3129,8.5453,10.7522,7.7127,7.9329,9.8931,10.3083,8.1332,6.2014,4.5433,5.4275,3.6613,7.1388,6.7518,8.831,7.3751,4.6463,5,10.684,7.2876,6.626,8.7582,7.8457,7.3187,3.766,9.4619,7.7479,5.3017,10.6022,8.15,7.5825,8.9932,10.3866,9.0904,7.121,6.499,6.3371,7.5733,4.4802
12.1187,10.1032,10.1161,11.5588,8.877,9.1047,8.3349,9.6598,11.8006,9.737,7.066,8.1237,6.5249,10.8334,5.6069,7.167,5.4205,7.4522,10.4472,4.5104,6.9834,6.2739,10.0016,9.3431,11.302,5.071,12.0111,7.7367,11.3628,5.4254,10.1595,9.4262,6.1912,5.0666,12.8769,12.7763,4.512,4.7159,12.555,10.7937,11.4762,10.4336,10.4184,10.978,8.6452,4.6611,8.0868,7.1257
12.2341,11.9692,10.6367,9.4918,8.7834,7.2354,11.285,7.7287,10.976,8.0685,6.4127,9.5552,4.7482,12.0949,4.3028,7.7138,4.051,9.9353,8.9201,6.7638,7.9041,4.155,7.6172,9.4796,12.0862,4.5768,14.8517,4.3371,11.0086,6.7057,8.5304,9.2302,7.4982,2.9139,11.248,11.213,6.6647,2.7434,11.431,7.3458,11.9938,8.4025,10.0365,10.2146,9.4137,3.8594,5.527,8.2866
12.3349,8.1363,10.0111,10.4332,8.0939,8.3784,10.8229,5.2444,13.7843,12.238,6.9681,8.7584,3.7563,12.9905,4.0139,8.4992,5.4706,8.1755,5.4284,3.0322,9.7135,3.6955,5.5155,9.2987,10.1834,4.708,15.1107,6.5872,11.2769,7.0528,8.8844,7.6881,6.471,1.7174,13.3934,14.4136,5.9481,1.8943,14.1152,8.8805,12.5122,7.8636,9.1649,10.9033,10.3813,3.7899,6.4524,9.503
12.1046,10.8459,9.6214,11.4016,8.5245,8.2776,8.9242,9.4403,10.6024,8.4227,8.4536,7.6291,7.732,12.652,4.6673,8.1205,8.3963,7.6299,4.8372,5.4867,5.4392,4.9018,10.0675,9.1619,10.8702,10.8215,13.8721,7.6107,10.3587,4.2727,9.8719,7.5853,7.101,7.2924,11.6239,11.5448,3.7314,8.7336,11.534,9.5386,11.5946,9.7427,9.7827,9.0057,7.7401,5.7713,7.3968,7.8047
11.6775,11.5616,10.119,11.0338,8.8456,9.118,9.3252,10.7161,12.1372,10.106,5.7602,8.4941,5.182,11.202,4.5943,7.7738,7.64,7.5933,6.6906,4.1307,9.6113,4.8513,10.5054,8.6631,11.2249,6.4988,13.8655,7.9264,9.6543,4.8868,9.5176,10.4869,7.4952,8.1774,12.1265,13.1194,4.7241,1.4228,12.7516,9.7613,11.9201,9.2178,9.7191,9.6925,9.5066,5.8909,7.746,8.2533
12.8251,8.8009,10.3989,10.322,9.5136,9.4682,7.4093,8.9923,9.3087,5.2147,8.4912,8.8775,8.6779,8.8311,7.6852,9.6076,9.7648,6.738,5.4038,3.3941,7.8205,5.1266,7.0226,6.1638,10.3091,8.7133,11.2346,7.0875,8.9991,7.0166,8.8454,8.2482,6.5454,6.8111,9.5934,9.708,7.4162,7.4765,9.9146,8.9393,11.1546,10.0452,6.6149,7.643,7.321,6.9688,7.9522,6.3875
9.0519,6.0792,10.3797,7.4328,8.9422,8.6879,6.0633,6.4722,7.4954,4.5194,7.4562,8.4085,4.0814,8.0794,8.771,7.1096,3.5697,6.3667,2.9544,6.4202,4.834,10.166,5.5951,9.3874,7.9628,6.3851,3.4551,7.9848,6.966,6.1238,4.7031,4.8915,6.3933,3.5788,10.9837,8.2237,6.3355,2.6406,8.3414,8.5461,9.332,9.5231,8.2473,6.005,7.2819,5.9286,7.5071,5.5251
12.0038,7.3584,10.3432,9.503,8.7433,9.9159,7.1049,8.9517,9.4839,7.1318,9.4563,9.7121,5.7595,8.1639,8.6134,7.4094,3.5533,6.592,5.3857,3.9129,6.8328,5.7618,8.556,9.4381,8.1376,8.8787,14.4541,12.8561,7.8156,11.302,8.3615,8.2528,7.0312,3.9469,10.5981,9.8416,10.8537,6.3434,10.3519,8.7145,9.87,9.5355,7.3965,9.8355,6.9688,5.8051,8.0703,4.7855
11.0649,9.6594,9.2594,11.4511,8.9028,9.002,10.3429,11.0962,12.2494,10.3476,7.6536,6.9412,6.7358,11.995,5.3225,7.3029,5.7332,8.7388,8.9099,5.972,7.2539,7.1194,10.9204,9.7453,10.1817,8.197,13.1825,3.4192,10.9685,2.8466,10.4404,11.7718,7.317,7.9133,12.9209,12.8993,4.1593,2.7467,12.7764,9.5977,11.5283,9.2513,9.1274,10.0333,8.6355,3.7446,7.1127,6.602
11.257,11.7336,10.0886,8.9992,8.8492,9.6763,9.0396,8.9781,12.2392,10.788,7.854,9.0273,9.6879,10.2914,6.8058,8.4788,8.5087,6.0458,5.5181,2.0715,6.4384,4.3274,8.7882,9.5318,9.7416,7.9037,13.762,9.3407,9.8598,3.4349,7.4227,6.3559,6.6258,8.2321,12.2946,13.035,3.2511,6.5546,12.8726,9.4333,11.2121,10.2537,9.5227,9.6902,7.8646,3.8676,7.0241,6.6905
10.4539,7.8832,9.511,9.5729,8.6878,8.671,7.9148,7.8975,7.9268,7.5743,8.2158,8.6341,9.8602,10.0307,7.9629,7.4671,6.5971,4.5463,5.9524,2.9461,7.4345,4.8243,5.284,8.8694,10.6083,9.9681,13.5943,5.2384,9.2359,1.8365,7.6631,6.5733,7.4799,4.9381,10.3561,9.8019,3.3755,4.2245,9.4783,8.9443,9.841,8.9439,6.1638,9.3435,8.0482,6.9522,7.3807,6.1687
11.6801,10.6187,9.6903,11.7433,8.8657,8.6359,9.4836,10.9642,12.3648,10.3959,8.4913,8.9894,3.2581,12.9166,5.2522,7.6484,7.1967,9.0363,9.9554,5.0141,7.1931,7.201,11.05,9.0913,11.3359,8.9467,12.6767,5.9939,12.0863,3.3618,10.9235,11.6967,4.904,4.2673,13.6283,12.908,5.3797,1.2579,12.6528,9.035,12.0799,9.4941,10.4642,9.709,8.9953,5.8769,7.3989,7.8101
11.5621,10.4176,8.9343,10.3434,8.3007,8.4905,10.6958,9.7345,12.3251,10.3555,7.2111,7.6281,4.3636,12.2656,4.4344,6.1771,6.2747,8.5782,7.9708,4.0294,6.905,6.6707,10.1206,11.0516,11.1239,9.4976,13.7037,7.2423,10.3972,2.1252,8.8778,8.4326,7.4078,4.2683,12.3058,13.1264,6.1112,4.9697,12.9668,9.4398,11.8091,9.6656,10.1757,9.2801,8.9643,3.8185,6.4936,7.5773
9.9731,8.2526,10.1272,9.4206,8.5644,8.5892,8.2568,9.4133,10.0077,6.4935,6.7046,8.1514,2.1111,11.8145,5.326,7.1651,3.1817,7.4814,5.2557,5.1443,6.8435,9.1583,9.6513,10.0604,11.1774,7.9166,13.1267,3.4694,10.003,5.2434,8.4289,6.5687,6.5385,5.6087,11.3646,10.2122,7.041,5.4411,10.2404,8.0143,11.1796,8.7111,9.716,8.1836,7.9967,4.0559,7.9219,6.6357
10.8753,7.1525,10.765,8.6297,9.2796,10.2898,7.0799,7.1062,2.8155,3.9804,9.0334,11.3208,8.694,3.8104,9.623,8.7581,6.0291,1.9393,2.6831,5.7946,3.4294,3.4342,7.0484,9.0789,5.9809,3.713,3.9791,5.0235,7.1924,4.6486,7.1648,5.893,6.8254,5.8262,7.2423,7.0129,3.7613,7.4804,6.0918,6.5367,10.7794,9.4873,9.5627,7.0718,6.2981,3.956,5.7569,3.4919
12.2256,9.6455,9.8021,10.5307,8.7299,8.4007,8.0274,4.7477,12.4701,10.9673,7.9153,9.411,5.3259,12.5353,6.1043,8.2034,8.2939,8.6896,3.8754,1.232,3.2508,5.5415,4.2954,10.0656,11.1145,7.436,13.2287,5.4779,11.7446,2.1283,9.2794,6.0186,6.3655,5.2855,12.9655,12.9575,2.6531,2.5081,12.7089,8.1647,9.3168,8.2943,7.9256,9.8094,6.5686,5.5372,2.6403,7.2324
11.7194,11.0812,10.0018,11.5642,9.0705,7.0447,8.9142,10.2869,12.6421,10.9712,8.7311,8.9287,3.5896,13.422,4.2984,7.0714,2.5817,6.4409,2.0557,3.8344,9.4843,7.3143,10.3954,9.8773,12.6551,9.9929,13.7975,5.6931,11.5473,2.4472,10.4262,13.5437,6.1932,4.535,12.9782,13.1537,0.9393,1.5728,12.9391,10.9748,12.0055,9.2633,10.9037,10.2419,6.6002,2.1928,6.3863,7.3511
11.5853,9.9602,9.6159,10.4344,8.1238,7.4766,10.3326,9.4383,13.1886,11.6516,7.8803,9.8079,3.0492,12.5867,4.1639,6.8421,4.2068,9.4905,3.6865,2.7339,6.9361,6.649,8.1708,8.9253,10.7082,7.778,14.0062,6.551,11.8294,3.389,9.7524,6.7493,6.3366,3.7502,13.6062,14.0839,2.7853,5.4503,13.8849,8.6992,12.2305,9.5031,9.0701,9.429,10.481,5.881,8.1962,7.0841
11.0264,10.5693,9.6423,10.7397,8.4562,7.9537,9.6083,9.0785,10.9067,8.9403,8.7836,6.9932,4.6242,11.8206,6.3799,5.19,9.5155,9.1706,8.6612,5.2607,1.558,8.7694,9.0735,10.0628,9.4388,9.9769,13.6401,6.8713,9.5336,4.5681,10.1004,8.7364,6.1531,8.7563,12.5998,11.6268,3.9969,6.9009,11.6762,9.2059,11.5416,9.6164,9.4328,8.8285,7.3091,6.7341,7.1166,7.4128
11.3208,8.515,10.2454,8.5882,8.3381,8.2153,5.9113,7.6276,10.7021,8.6209,7.8026,9.7872,9.782,9.17,10.7696,9.212,9.8089,2.9591,8.0579,3.1371,6.6801,6.8806,7.1284,8.7363,9.1784,3.7414,11.5668,14.2643,10.0765,6.9541,7.8991,8.5495,5.5286,5.8463,11.6962,10.7241,3.8496,7.8752,10.6393,7.8926,10.7029,8.9303,8.0951,8.9863,7.326,7.0494,7.0876,6.597
11.0071,9.0713,9.9449,9.8368,7.7903,9.5739,9.4807,6.5618,6.5338,3.3617,6.7458,9.7566,7.3338,7.0398,7.3417,6.1097,9.1675,5.7429,7.5031,4.3936,5.2437,8.2489,4.7041,9.6454,12.6096,5.2429,8.0232,2.9406,6.457,3.7153,8.6519,10.3997,5.1483,8.2156,8.976,8.2308,4.0276,9.051,8.3014,7.7143,9.574,9.3517,9.0663,6.6423,4.8113,4.0797,6.1981,6.9479
11.0788,7.7661,10.2328,9.8529,8.0851,9.2652,8.5708,9.208,13.3377,11.5707,8.2878,10.3223,8.4282,9.6024,6.8154,8.6901,7.7937,7.9254,5.7905,5.7773,6.1417,6.2872,8.8404,10.6328,10.2632,9.0279,14.1877,2.9651,9.9781,7.3473,9.0565,8.3071,5.1677,4.7899,13.0948,13.3777,7.8525,1.4502,13.2189,10.4972,11.2032,8.6886,9.0977,9.4292,8.3971,2.7276,6.9508,7.5688
10.6582,4.1932,10.5688,9.3098,8.8976,8.8491,7.3792,6.5731,10.4313,8.1877,8.2977,9.8364,2.2573,11.0475,7.1332,7.4871,2.2253,5.1006,4.9178,0.7961,2.0886,9.9761,4.1098,9.1606,8.4111,8.4281,10.9805,6.3642,9.5281,3.2825,7.1628,5.5685,7.1292,2.3991,10.866,10.8956,2.9708,1.135,10.6105,8.535,8.8376,8.1588,9.9633,7.5513,4.8328,4.8933,3.2498,7.4357
11.6867,9.6019,9.1603,10.9751,9.1237,8.8225,15.5445,10.2937,13.8283,11.9468,8.4913,7.1419,3.3059,12.7629,4.9962,7.241,2.885,9.8281,7.765,4.5822,10.11,5.3538,10.4891,10.1212,11.4256,8.1173,14.4754,6.4948,12.4544,3.0626,9.8223,7.6057,9.9483,6.5187,14.3211,13.9203,6.2007,5.199,13.8427,9.8774,12.7091,6.5775,9.3176,8.109,8.8561,5.4088,7.8675,7.7447
10.8107,11.3703,9.0114,11.5561,8.7824,7.6835,10.1334,10.6992,13.074,10.9283,7.8728,8.009,1.2698,12.8106,6.4454,7.8608,8.1848,9.2259,10.391,3.3581,7.1122,6.7972,10.8682,9.926,11.6185,9.5691,14.886,4.8928,11.9442,3.9632,10.4791,12.1484,6.8715,1.7959,13.7081,13.4985,2.0565,5.2731,13.2226,10.2776,12.3639,9.1763,9.7824,9.4868,9.3148,5.5367,7.8015,7.3618
10.4926,7.3278,12.0051,10.3459,8.5106,9.3039,7.4771,6.3683,4.6608,3.5299,7.2429,10.7112,2.6374,6.3992,5.1277,10.6718,9.3738,7.3622,4.3679,3.735,1.3746,6.7708,5.3303,8.7581,6.6639,3.1129,6.7552,5.2494,6.7758,1.8968,9.1769,6.247,5.2367,5.5167,7.6085,6.5685,2.1518,5.4453,7.2514,6.2595,10.2141,12.0203,7.7215,4.8958,5.0551,4.9781,7.559,5.4341
11.2444,7.5021,10.2218,10.0476,9.5648,9.9421,9.2369,6.6704,7.828,6.4021,7.3891,9.9527,2.8301,7.5145,6.5007,8.9949,8.5034,2.5269,4.9285,5.8808,6.4255,4.9331,4.6899,9.006,10.6652,4.3599,4.0842,6.2776,4.6637,6.8182,8.5377,8.3731,6.7247,2.0704,7.8995,8.8265,7.5895,10.5501,9.0692,7.313,8.6119,10.8533,8.8885,8.3302,5.0637,5.553,4.8223,5.4817
11.3286,9.4462,9.9845,9.6434,8.9343,9.8124,9.3583,9.6189,10.7427,8.3631,3.5145,8.7264,5.7344,12.3486,4.4093,7.7992,5.7675,7.9829,9.005,6.134,7.9829,4.941,6.1981,9.6406,12.9446,4.2612,14.7441,8.0603,10.8329,4.5367,6.9216,8.8059,7.3648,3.6457,12.346,10.9554,5.0585,3.1645,10.9504,9.245,11.4339,7.5884,9.1291,9.3296,5.9086,4.4379,7.6809,5.9731
11.467,10.8172,9.3789,11.3194,8.4784,7.7109,10.7715,11.0419,13.7544,11.7365,7.6448,8.6923,4.1777,12.6635,7.8909,6.8795,7.2588,8.6918,7.4318,3.4925,6.7376,5.3165,11.0701,8.9292,12.7606,7.1126,13.9515,5.231,12.2991,5.603,10.0313,8.7359,6.94,5.5755,14.4063,13.7563,4.2114,2.2442,13.4699,9.7807,12.2304,8.9932,10.5301,10.3511,10.2929,3.9438,9.2655,8.1792
10.8638,11.2357,10.0404,10.3317,8.6772,7.0933,9.5154,10.043,11.8654,9.9419,8.6163,8.5499,5.5358,14.0632,7.5469,8.1455,2.6771,8.3879,3.5201,6.6644,5.3883,7.4099,10.0461,10.4052,13.5732,9.3434,15.71,5.9462,10.476,1.8458,8.9412,4.9767,7.8254,4.3833,13.5991,12.3503,2.6108,4.0078,12.2351,9.2452,10.7825,5.5358,10.0022,9.4159,8.9242,3.4826,7.275,5.5544
11.4372,9.427,9.5745,11.06,9.1693,8.6821,10.434,10.1163,10.797,8.7742,7.8803,4.1824,3.4992,12.1359,6.7466,7.6858,8.7335,8.3158,7.8491,5.6085,6.8991,5.9681,8.4046,9.6868,8.8492,9.8726,13.3759,6.9495,9.3952,4.8135,9.7191,7.7229,5.2331,7.3508,12.5977,11.0469,3.6983,5.3496,11.1743,9.7318,11.3811,8.8351,9.1495,9.1391,7.1811,4.2575,5.9325,8.1436
