"117_at","121_at","1320_at","1405_i_at","1438_at","201930_at","202683_s_at","203139_at","203625_x_at","203928_x_at","204681_s_at","204825_at","205225_at","205713_s_at","205751_at","206793_at","208582_s_at","208670_s_at","208893_s_at","209560_s_at","209603_at","209604_s_at","210735_s_at","211864_s_at","212344_at","212583_at","215432_at","215609_at","216092_s_at","217257_at","218002_s_at","218856_at","219438_at","219919_s_at","220034_at","221704_s_at","222256_s_at","Class"
7.3127,10.5937,6.4096,8.1593,5.9606,10.2235,8.5633,8.9305,8.6732,8.4431,8.8658,10.3825,7.3404,3.8454,5.5994,8.8066,2.52,7.5699,9.7598,6.2425,5.1312,10.5326,7.8362,7.8455,8.0575,6.5485,5.5863,5.1187,6.924,6.1508,8.1188,10.7086,4.898,6.4452,3.9608,9.6084,4.7038,"1"
6.5302,10.1871,7.5741,5.911,9.5778,10.0582,8.6439,7.3983,7.8033,11.1396,7.2999,9.5374,11.8458,6.4839,6.5803,7.9183,6.2882,9.3315,3.7908,7.4459,10.78,14.1947,11.6425,9.6596,9.1306,6.962,3.5958,4.9248,9.4629,2.9129,11.2866,9.8296,8.8102,8.1507,2.2574,7.4282,6.5517,"2"
8.2514,10.6992,6.8912,8.4971,9.0217,10.5299,8.806,10.8184,9.1055,6.9962,8.0636,9.2367,7.8375,8.4809,6.1573,7.3021,3.6835,9.401,5.5649,5.3848,6.9875,9.724,6.9872,8.6651,8.8307,6.7101,3.6466,4.4768,8.8685,6.5194,6.9701,8.4,7.7772,7.1959,4.2801,8.3642,5.9083,"2"
6.5229,10.4799,6.2452,6.2663,9.3933,10.2097,9.2801,8.092,6.9518,8.4841,6.9479,7.801,14.1295,7.1223,5.2914,6.2218,3.5974,9.2177,10.3221,6.5565,11.9385,14.996,14.388,8.3043,8.4093,3.7228,4.3036,5.9636,11.0616,3.9609,10.8096,7.6912,6.7868,8.639,4.2887,8.1583,4.6515,"2"
9.9619,10.7859,7.7961,7.3053,8.9619,9.7909,8.8977,11.0269,9.9431,7.6086,7.6103,11.1335,7.9667,5.4968,6.1338,8.4211,2.4493,7.6196,4.1918,7.0727,4.6863,7.3236,7.2154,7.6332,7.6949,3.678,3.5145,5.9937,8.6025,6.0071,6.4012,9.9598,8.2582,5.9471,4.3681,9.7341,4.3511,"1"
5.3663,11.0304,7.5891,9.2473,6.2594,9.8862,8.7418,8.4891,9.193,5.4388,6.3526,8.4018,11.1843,8.8632,7.1928,9.2636,7.3912,9.2631,6.5365,9.5248,10.4262,14.627,9.1264,8.5344,8.4899,6.2267,3.3446,3.5345,9.7235,2.7279,8.8206,6.4898,8.0361,9.1996,2.654,8.1857,5.6934,"2"
5.2388,9.7685,5.8095,8.1298,8.0535,9.559,8.0082,8.0826,7.8959,7.7315,7.4021,9.9298,7.2503,10.8606,3.1448,7.4461,2.8026,8.4697,8.1365,5.3337,10.7034,13.8973,11.3022,9.8524,8.8269,8.1797,4.0212,3.8277,10.0368,5.281,9.5449,9.5014,7.3652,7.8858,5.3963,8.3757,6.3969,"2"
6.2341,10.6172,6.5163,6.6481,6.1742,10.0493,8.6293,8.4615,8.4876,11.6023,6.4912,8.0873,12.9698,8.6953,5.7268,8.1349,2.7083,9.1321,6.485,7.3663,11.411,14.4276,10.1882,9.6625,9.229,7.4839,3.6096,3.4114,10.3452,6.3151,10.1192,8.0587,10.2719,8.5273,2.8336,8.6193,7.5656,"2"
7.7589,10.5197,6.3606,10.9735,8.0994,10.3046,9.3621,7.7771,8.9048,10.0368,6.8623,8.6014,11.7818,4.47,5.8052,7.2511,5.6249,9.1687,5.3173,7.3806,11.0567,14.5758,10.4036,7.1339,8.2074,7.3763,4.9416,6.1723,9.6254,1.199,13.4556,9.6021,7.5499,5.638,6.6689,7.857,7.7681,"2"
8.3139,10.6199,6.0783,9.7477,7.8633,10.767,9.3352,9.3584,9.5324,5.9694,8.5453,10.7522,7.9329,4.5433,5.4275,7.5255,2.892,8.831,4.6463,10.684,7.2876,10.2403,7.2658,8.7582,7.8457,7.3187,3.8476,6.8256,7.5825,6.7273,7.7351,10.3866,6.499,3.826,6.3371,8.4828,4.4802,"1"
7.5536,10.3438,6.9906,7.3588,7.9987,9.6465,8.877,9.1047,8.1294,9.6598,7.066,8.1237,10.8334,10.4472,4.5104,10.4323,4.9364,9.3431,5.071,7.7367,11.3628,14.2774,10.6465,10.1595,9.4262,6.1912,3.7082,6.5754,10.7937,4.7071,13.8767,10.4336,8.6452,8.8516,4.6611,8.6208,7.1257,"2"
8.032,9.9146,7.8219,6.5381,8.8781,10.5863,8.7834,7.2354,8.1519,7.7287,6.4127,9.5552,12.0949,8.9201,6.7638,6.8574,3.9748,9.4796,4.5768,4.3371,11.0086,14.3484,9.358,8.5304,9.2302,7.4982,4.2898,4.2737,7.3458,3.4922,6.6447,8.4025,9.4137,8.8255,3.8594,7.9894,8.2866,"2"
7.0662,10.2843,6.3772,6.086,7.9383,9.781,8.0939,8.3784,8.6898,5.2444,6.9681,8.7584,12.9905,5.4284,3.0322,6.2711,3.994,9.2987,4.708,6.5872,11.2769,14.4267,13.084,8.8844,7.6881,6.471,3.6826,4.0759,8.8805,2.2472,5.8996,7.8636,10.3813,8.213,3.7899,8.8407,9.503,"2"
7.1057,10.2708,7.0299,7.5203,8.2071,9.079,8.5245,8.2776,8.1152,9.4403,8.4536,7.6291,12.652,4.8372,5.4867,8.2607,6.2816,9.1619,10.8215,7.6107,10.3587,13.9074,9.4358,9.8719,7.5853,7.101,9.9109,4.4121,9.5386,5.3406,8.6248,9.7427,7.7401,8.67,5.7713,8.7271,7.8047,"2"
7.6795,10.5458,6.5229,9.1649,8.1019,9.5806,8.8456,9.118,8.7245,10.7161,5.7602,8.4941,11.202,6.6906,4.1307,8.1688,5.1235,8.6631,6.4988,7.9264,9.6543,13.6494,10.8096,9.5176,10.4869,7.4952,10.0494,6.1722,9.7613,0.9103,10.0818,9.2178,9.5066,8.3997,5.8909,8.3455,8.2533,"2"
7.8439,10.2954,6.4277,7.5333,8.3346,10.1107,9.5136,9.4682,9.4014,8.9923,8.4912,8.8775,8.8311,5.4038,3.3941,10.7145,6.3789,6.1638,8.7133,7.0875,8.9991,12.9684,7.6549,8.8454,8.2482,6.5454,5.2092,4.8447,8.9393,6.3749,7.6139,10.0452,7.321,6.3957,6.9688,8.8551,6.3875,"1"
7.7855,10.6594,6.2474,11.3576,7.7224,10.0846,8.9422,8.6879,9.0617,6.4722,7.4562,8.4085,8.0794,2.9544,6.4202,7.4458,2.9271,9.3874,6.3851,7.9848,6.966,9.7665,8.2358,4.7031,4.8915,6.3933,3.4944,6.923,8.5461,6.3187,8.4863,9.5231,7.2819,4.7872,5.9286,8.6096,5.5251,"1"
7.5193,10.3678,5.2945,8.1294,6.7879,10.5948,8.7433,9.9159,10.3031,8.9517,9.4563,9.7121,8.1639,5.3857,3.9129,9.8898,2.8874,9.4381,8.8787,12.8561,7.8156,12.6122,8.881,8.3615,8.2528,7.0312,3.811,7.7228,8.7145,2.9794,6.9094,9.5355,6.9688,7.1968,5.8051,9.4841,4.7855,"1"
7.6146,9.1654,6.3888,7.5276,7.7863,8.7109,8.9028,9.002,8.8971,11.0962,7.6536,6.9412,11.995,8.9099,5.972,6.0735,1.7982,9.7453,8.197,3.4192,10.9685,14.3931,10.6624,10.4404,11.7718,7.317,5.3295,5.2026,9.5977,2.5851,8.8381,9.2513,8.6355,8.4831,3.7446,8.9978,6.602,"2"
7.4249,9.0598,5.9385,7.8193,9.2366,9.3288,8.8492,9.6763,8.3568,8.9781,7.854,9.0273,10.2914,5.5181,2.0715,8.006,6.2515,9.5318,7.9037,9.3407,9.8598,13.7352,10.872,7.4227,6.3559,6.6258,5.968,8.2157,9.4333,2.3767,7.2729,10.2537,7.8646,8.6751,3.8676,8.7687,6.6905,"1"
8.4277,9.2309,3.6974,8.8378,7.0989,10.6834,8.6878,8.671,9.0746,7.8975,8.2158,8.6341,10.0307,5.9524,2.9461,7.6967,5.2893,8.8694,9.9681,5.2384,9.2359,12.7592,7.7896,7.6631,6.5733,7.4799,4.1847,3.4009,8.9443,4.8293,7.6508,8.9439,8.0482,7.8387,6.9522,8.9629,6.1687,"2"
7.0226,8.339,3.4198,7.4976,8.2625,9.117,8.8657,8.6359,8.8456,10.9642,8.4913,8.9894,12.9166,9.9554,5.0141,5.1192,4.1711,9.0913,8.9467,5.9939,12.0863,14.9263,10.9505,10.9235,11.6967,4.904,5.4883,7.2274,9.035,3.8949,10.3686,9.4941,8.9953,8.9002,5.8769,8.5531,7.8101,"2"
8.7898,9.2185,5.6308,10.2562,5.5434,8.944,8.3007,8.4905,8.7798,9.7345,7.2111,7.6281,12.2656,7.9708,4.0294,4.0566,2.8701,11.0516,9.4976,7.2423,10.3972,14.1932,10.7562,8.8778,8.4326,7.4078,3.7782,6.8539,9.4398,3.0837,12.8729,9.6656,8.9643,7.8769,3.8185,8.5302,7.5773,"2"
6.4079,8.7011,6.8192,10.051,3.5737,10.2715,8.5644,8.5892,8.7813,9.4133,6.7046,8.1514,11.8145,5.2557,5.1443,4.6126,5.1591,10.0604,7.9166,3.4694,10.003,13.2399,8.3319,8.4289,6.5687,6.5385,5.9222,5.0434,8.0143,4.3314,12.5366,8.7111,7.9967,8.3616,4.0559,8.2468,6.6357,"2"
6.9672,8.5734,2.7864,10.2176,9.709,11.5794,9.2796,10.2898,10.3966,7.1062,9.0334,11.3208,3.8104,2.6831,5.7946,5.6785,2.3371,9.0789,3.713,5.0235,7.1924,9.582,5.1655,7.1648,5.893,6.8254,4.4895,3.9798,6.5367,5.3704,7.3614,9.4873,6.2981,7.9488,3.956,9.0364,3.4919,"1"
8.1089,8.5361,3.1867,8.1568,5.9837,9.9415,8.7299,8.4007,9.0731,4.7477,7.9153,9.411,12.5353,3.8754,1.232,5.1711,5.5458,10.0656,7.436,5.4779,11.7446,14.956,10.3794,9.2794,6.0186,6.3655,4.3949,7.1947,8.1647,5.6245,3.7807,8.2943,6.5686,8.4465,5.5372,8.8962,7.2324,"1"
7.5005,8.5366,6.5211,2.7185,7.3775,10.2176,9.0705,7.0447,8.421,10.2869,8.7311,8.9287,13.422,2.0557,3.8344,5.2287,2.9362,9.8773,9.9929,5.6931,11.5473,14.674,10.9609,10.4262,13.5437,6.1932,5.1228,3.7486,10.9748,5.9639,6.897,9.2633,6.6002,9.2023,2.1928,8.7171,7.3511,"2"
5.7518,9.1967,5.1456,9.7037,7.7788,10.6628,8.1238,7.4766,9.9969,9.4383,7.8803,9.8079,12.5867,3.6865,2.7339,5.3146,3.253,8.9253,7.778,6.551,11.8294,14.9417,12.1078,9.7524,6.7493,6.3366,3.3955,7.2093,8.6992,5.2613,4.2675,9.5031,10.481,9.1508,5.881,8.0735,7.0841,"2"
7.7956,9.363,7.2787,9.3279,8.1424,9.7573,8.4562,7.9537,7.3862,9.0785,8.7836,6.9932,11.8206,8.6612,5.2607,4.7826,1.9542,10.0628,9.9769,6.8713,9.5336,13.671,9.3354,10.1004,8.7364,6.1531,6.5192,6.2224,9.2059,6.4692,11.6327,9.6164,7.3091,9.6252,6.7341,8.4718,7.4128,"2"
7.3242,9.3491,6.3812,10.0041,8.4909,10.558,8.3381,8.2153,10.0539,7.6276,7.8026,9.7872,9.17,8.0579,3.1371,7.0734,2.0912,8.7363,3.7414,14.2643,10.0765,13.839,8.7325,7.8991,8.5495,5.5286,3.2375,6.7862,7.8926,6.8177,8.7174,8.9303,7.326,7.5194,7.0494,9.4067,6.597,"1"
4.9808,8.4744,3.2836,10.4188,8.6025,9.879,7.7903,9.5739,8.8056,6.5618,6.7458,9.7566,7.0398,7.5031,4.3936,6.7236,5.9412,9.6454,5.2429,2.9406,6.457,9.9527,5.337,8.6519,10.3997,5.1483,4.496,6.322,7.7143,5.9422,14.0002,9.3517,4.8113,5.1384,4.0797,8.2781,6.9479,"2"
7.859,9.1951,6.3297,9.3255,7.6746,10.4514,8.0851,9.2652,8.895,9.208,8.2878,10.3223,9.6024,5.7905,5.7773,4.2999,2.0677,10.6328,9.0279,2.9651,9.9781,14.0026,11.7083,9.0565,8.3071,5.1677,2.7522,4.6962,10.4972,1.9151,6.8885,8.6886,8.3971,7.3141,2.7276,9.3886,7.5688,"2"
7.2115,8.9446,3.625,10.3755,6.7337,10.7869,8.8976,8.8491,9.412,6.5731,8.2977,9.8364,11.0475,4.9178,0.7961,6.7807,2.1174,9.1606,8.4281,6.3642,9.5281,13.3156,8.7372,7.1628,5.5685,7.1292,2.7713,7.1211,8.535,6.3897,9.4106,8.1588,4.8328,5.2714,4.8933,8.6085,7.4357,"1"
7.8478,9.0146,7.1059,8.0683,7.61,8.9304,9.1237,8.8225,9.2943,10.2937,8.4913,7.1419,12.7629,7.765,4.5822,4.5117,3.559,10.1212,8.1173,6.4948,12.4544,15.2349,11.6722,9.8223,7.6057,9.9483,6.3071,6.4808,9.8774,5.2428,8.2916,6.5775,8.8561,7.618,5.4088,9.2182,7.7447,"2"
7.4594,9.0434,5.8336,7.798,9.0389,9.1491,8.7824,7.6835,8.4533,10.6992,7.8728,8.009,12.8106,10.391,3.3581,6.7415,4.0558,9.926,9.5691,4.8928,11.9442,14.9183,11.4265,10.4791,12.1484,6.8715,7.6472,6.906,10.2776,3.3651,11.4864,9.1763,9.3148,9.1712,5.5367,9.0265,7.3618,"2"
7.8447,8.151,6.2095,8.8247,10.2828,12.0267,8.5106,9.3039,11.3193,6.3683,7.2429,10.7112,6.3992,4.3679,3.735,6.7943,2.6334,8.7581,3.1129,5.2494,6.7758,10.0017,5.1141,9.1769,6.247,5.2367,2.8647,6.4479,6.2595,1.2855,7.9267,12.0203,5.0551,6.7739,4.9781,8.6725,5.4341,"1"
7.8213,8.6443,5.3392,9.8533,8.8732,10.4972,9.5648,9.9421,9.0766,6.6704,7.3891,9.9527,7.5145,4.9285,5.8808,6.5735,1.773,9.006,4.3599,6.2776,4.6637,10.3415,6.7031,8.5377,8.3731,6.7247,2.7446,4.6636,7.313,7.1058,8.2207,10.8533,5.0637,9.1681,5.553,8.8146,5.4817,"1"
10.8994,10.2326,4.6027,9.5571,5.7499,10.5345,8.9343,9.8124,8.5247,9.6189,3.5145,8.7264,12.3486,9.005,6.134,5.3427,4.9717,9.6406,4.2612,8.0603,10.8329,14.0905,8.8549,6.9216,8.8059,7.3648,3.9594,8.8466,9.245,1.9155,8.058,7.5884,5.9086,7.436,4.4379,7.3635,5.9731,"2"
7.5481,8.7837,3.8525,6.6035,7.9299,10.0225,8.4784,7.7109,8.649,11.0419,7.6448,8.6923,12.6635,7.4318,3.4925,4.1969,5.8451,8.9292,7.1126,5.231,12.2991,15.0195,11.0995,10.0313,8.7359,6.94,6.4869,7.2957,9.7807,7.2516,7.8942,8.9932,10.2929,9.6829,3.9438,8.5824,8.1792,"2"
7.1194,9.0359,4.1347,9.3466,7.299,10.7846,8.6772,7.0933,8.7056,10.043,8.6163,8.5499,14.0632,3.5201,6.6644,8.8374,2.0945,10.4052,9.3434,5.9462,10.476,13.773,10.4197,8.9412,4.9767,7.8254,5.2135,4.3449,9.2452,5.4881,10.7585,5.5358,8.9242,7.5067,3.4826,8.3123,5.5544,"2"
8.9652,9.5543,4.7168,11.5643,7.7019,8.9478,9.1693,8.6821,8.5966,10.1163,7.8803,4.1824,12.1359,7.8491,5.6085,5.208,3.7883,9.6868,9.8726,6.9495,9.3952,13.6573,9.7764,9.7191,7.7229,5.2331,9.6915,7.2963,9.7318,5.5921,10.542,8.8351,7.1811,8.5521,4.2575,9.0989,8.1436,"2"
6.8035,8.6608,2.9569,9.8906,6.1517,10.6465,8.4935,7.6558,9.1839,7.2689,7.7815,9.5473,10.2524,2.6847,1.5311,5.5527,5.3797,9.6473,5.5336,5.2627,9.4884,13.186,10.0312,7.8749,5.8692,6.6026,3.8471,3.9888,7.8689,4.2423,8.668,7.9824,8.228,6.6772,3.3798,8.8458,7.4999,"2"
9.3651,9.4216,4.6195,7.5567,6.4742,9.5271,8.5317,7.5969,8.0607,9.7806,7.2549,9.125,12.9502,8.3625,2.0196,6.7126,2.635,8.8036,4.1813,2.0671,11.1543,14.7152,9.8777,10.1679,8.4393,6.9898,4.3608,6.535,7.4704,6.2137,6.4843,7.723,10.3416,6.0298,5.9803,9.2851,4.459,"2"
8.1691,8.7642,4.9783,11.1954,8.2199,10.5167,8.2866,9.7358,9.7789,7.6977,5.7149,10.2958,8.3734,5.4673,6.5603,5.1944,5.842,9.5149,8.0329,6.7579,7.668,11.7681,7.1023,9.318,8.0001,4.3594,5.1695,2.7859,7.1588,6.4233,10.3509,10.2519,6.722,8.6261,5.8964,9.1239,5.5268,"2"
5.055,9.5064,5.9228,9.5666,7.7218,10.2188,7.6009,7.6775,9.3062,11.1642,7.2971,9.7261,12.3648,2.9714,5.6486,5.855,6.4592,8.7415,4.6478,6.8274,10.2034,14.2836,10.2781,9.3225,9.7536,6.5777,6.2918,3.0782,8.9926,5.3884,8.0815,7.8091,9.3052,7.6858,4.8977,7.585,5.6678,"2"
6.5209,8.6307,5.6425,5.7877,4.0541,9.2708,8.5372,7.8931,8.5806,10.0491,7.1154,8.1444,12.4009,8.6038,5.5728,7.4182,5.0522,10.5002,9.9481,5.692,12.0558,15.0045,10.6261,11.2046,14.131,7.1584,3.7307,6.4259,9.7026,4.246,11.0233,8.9114,7.8151,8.8047,2.0929,8.0171,4.7514,"2"
7.8744,9.2398,4.3061,11.7336,8.5443,10.2878,8.7887,8.941,9.2123,8.1971,8.1777,8.81,9.3602,8.0537,2.1782,7.3216,2.525,9.8015,9.6208,9.4542,8.2222,11.7642,7.746,9.4577,10.4544,7.0912,3.5996,7.0066,8.0276,5.3217,12.1551,10.4575,6.2744,6.8964,5.8252,8.8121,4.9994,"1"
7.4428,8.3553,5.3422,2.7604,6.9517,10.2666,8.8322,5.8472,8.78,10.3818,6.5974,9.6292,12.5568,2.6853,4.8719,6.2485,2.6417,10.2823,3.0909,1.0914,9.9061,14.0287,11.2004,11.4909,7.0471,7.1744,6.4743,5.6886,9.0474,6.0359,7.4785,7.1811,6.6895,8.2988,3.8187,9.502,4.8985,"2"
7.5594,8.9145,5.6203,8.011,8.7292,10.4102,9.1252,7.612,8.6906,9.1039,7.9589,8.8264,11.5745,8.2076,6.3102,4.9984,6.0011,10.0279,7.9428,4.3058,10.3189,14.4412,10.6273,9.2784,8.0539,7.0395,5.2406,6.9163,10.3864,4.506,15.0219,9.1101,8.7883,8.562,2.3111,8.3229,7.2957,"2"
8.14,9.2847,3.5581,7.4896,8.4654,9.6191,7.9795,7.9671,9.3121,9.2547,7.5062,8.9147,11.3717,3.0284,5.4158,5.5983,2.9948,9.2697,5.9043,4.4687,10.5788,14.1005,11.3223,9.6648,12.6527,6.2607,7.3518,6.6478,10.9053,3.9359,9.9535,10.1273,8.4359,9.2953,7.1987,8.5102,7.3199,"2"
6.9691,8.5916,3.4861,6.0859,7.3188,10.4351,9.0493,8.0763,9.2075,8.2254,7.6834,8.6085,11.1494,10.4589,4.5629,7.0475,2.5584,9.9437,8.5005,5.7994,10.5111,14.2047,10.4052,10.6833,11.6541,5.9553,3.3571,6.2295,8.6074,5.9652,10.6557,9.3912,8.1585,8.9923,5.2749,8.9874,7.1627,"2"
6.7612,9.0276,3.8346,10.7687,8.0523,9.0442,8.785,7.3839,8.7061,9.0115,6.9526,8.0961,12.1828,7.9763,5.5352,7.0085,5.1615,8.7817,5.0411,7.7139,11.2168,14.7614,10.2118,9.3167,7.8489,6.2213,4.3701,4.8032,10.2525,2.9161,8.4261,9.0832,7.1723,8.9611,1.9426,7.4879,6.6417,"2"
7.1604,9.3056,5.2527,5.7626,7.741,9.4143,8.3615,7.3341,9.2305,10.7399,8.0788,8.5877,14.7744,8.8773,4.4578,4.9031,3.4028,8.6713,8.4736,3.3667,11.4996,14.8724,11.0796,10.4441,8.4984,6.505,4.4479,7.0884,10.3274,3.8666,9.7278,9.1273,8.2254,5.7486,6.7147,9.2399,7.0819,"2"
8.1964,8.5677,3.9661,7.8396,6.8514,9.8701,8.4348,7.7376,7.6847,10.3261,7.3239,9.115,13.3059,5.6396,5.6615,6.1641,4.0118,8.7415,9.0084,5.1406,11.5555,15.1204,11.9082,9.9836,9.2034,6.9349,3.2502,5.7915,10.0742,3.2708,7.0789,7.1105,9.9697,7.7884,7.6742,9.0693,8.3506,"2"
6.9133,9.7126,3.9828,7.1508,7.7592,10.2756,8.5682,7.8807,9.7334,9.0788,7.9332,8.3835,12.3296,6.8398,5.9341,4.3161,2.7628,9.3036,5.6948,3.131,9.9595,13.769,11.7399,10.1201,8.7529,6.8231,4.7465,6.8459,9.6954,5.8884,11.8054,7.8697,9.5839,9.8864,5.3797,7.975,6.2409,"2"
4.9542,9.6943,6.9346,8.3595,5.8069,10.3548,7.9508,8.9056,9.5949,9.4073,9.2297,9.072,7.7434,7.8268,2.6444,5.3779,5.2805,9.1001,5.7558,6.8235,8.1615,11.264,10.375,8.5996,8.5545,7.6523,8.3099,7.6777,8.7559,1.4231,8.3155,4.1981,5.6816,8.7233,7.8462,8.617,8.5596,"2"
6.6064,9.2455,2.7905,9.6112,7.1515,9.0692,9.0723,8.5654,8.9695,10.2642,6.6103,8.2991,14.6833,7.8337,1.4321,5.4981,4.8347,9.511,3.5635,4.2539,11.4715,15.1746,8.8729,8.0006,7.4513,7.3955,4.2981,8.0116,9.6344,3.3581,11.8796,6.516,5.2874,9.0458,9.448,9.4073,9.2073,"2"
