"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","201508_at","201555_at","201930_at","202683_s_at","203139_at","203625_x_at","203628_at","203928_x_at","203963_at","204508_s_at","204667_at","204681_s_at","204822_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206391_at","206401_s_at","206509_at","206793_at","208582_s_at","208670_s_at","208712_at","208893_s_at","209173_at","209366_x_at","209560_s_at","209603_at","209604_s_at","209942_x_at","210735_s_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","213527_s_at","214164_x_at","214612_x_at","215304_at","215432_at","215609_at","215729_s_at","215867_x_at","216092_s_at","217257_at","218002_s_at","218211_s_at","218483_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","219919_s_at","220034_at","220773_s_at","221704_s_at","222256_s_at"
12.1271,7.2132,7.9736,10.9648,6.1438,9.4323,8.5276,6.3717,7.539,7.4931,8.5073,9.5181,9.8389,9.0516,8.8409,8.5174,7.5265,9.7976,8.0426,11.6731,8.0906,10.8265,8.0223,7.6068,8.9516,3.5354,12.9117,6.8918,7.5627,4.8151,7.7112,6.3908,5.8737,4.109,6.0185,8.2298,7.0907,8.7939,6.4792,6.7168,9.1595,10.5825,4.9203,10.1942,12.5518,7.7768,10.9915,14.9286,5.8548,11.2167,8.7516,7.7074,7.868,5.7446,12.7904,8.3201,11.885,6.1484,10.1945,4.1688,6.9721,3.94,12.1451,8.8647,7.0655,8.9617,13.799,9.1008,12.6619,7.0925,10.0058,8.8144,7.712,8.9777,6.37,7.8494,8.0792,5.1612
11.9852,7.7999,8.0232,10.4751,6.0201,8.6265,7.0972,6.1842,4.6252,6.7049,7.9032,10.9705,10.3356,10.4205,8.5476,7.8799,9.9808,10.4411,10.3173,13.0861,11.4458,11.2336,7.2182,7.1755,9.2962,4.2096,13.8611,6.1555,6.3085,3.2367,10.8799,7.9133,4.1024,6.5967,2.1217,2.9724,10.205,8.7345,6.7597,2.5908,8.8288,13.5594,3.8805,14.6352,11.907,6.5813,11.4351,14.3454,4.7572,12.572,9.5334,9.0934,7.6307,5.5094,13.3609,9.1387,13.5777,2.6299,9.232,3.5604,5.4915,1.5849,13.3377,9.6685,6.3192,9.2104,13.6439,9.4861,12.3172,6.0669,9.5268,11.1123,10.0095,8.3562,3.686,9.3458,8.3038,4.4539
11.831,7.5973,7.9636,10.3086,3.9819,9.2248,8.3119,4.5094,8.5723,6.6006,7.803,12.0761,10.1426,9.6883,8.8273,8.953,8.7709,10.1586,9.4932,12.2741,9.7068,10.9062,7.5663,7.6212,9.2599,3.6442,11.6071,6.9823,7.5325,3.2967,10.502,8.402,5.1685,9.1012,8.5999,4.8281,9.6662,11.37,5.8514,3.5617,9.228,12.9048,8.563,13.5063,11.4277,6.5594,11.157,14.4465,6.7322,11.2184,10.4619,9.6082,7.7124,6.1627,12.8879,9.0496,12.6334,6.272,9.6336,4.268,6.7964,3.4418,12.4268,9.4151,6.3273,13.2137,13.5583,9.5745,11.7564,6.3153,9.5466,9.8677,9.4837,9.9952,2.1582,7.5018,8.2188,8.4022
11.9298,6.9393,8.6826,11.1207,7.2069,9.045,8.8439,5.089,8.2054,7.541,8.8032,9.9011,10.2234,9.4201,8.9186,9.3156,8.9907,8.2562,9.7224,11.9837,9.3395,10.5898,6.969,7.4857,8.861,7.1841,12.9999,5.7927,7.3226,6.1233,9.0638,8.4926,6.9631,5.7058,3.8191,4.2041,9.1906,9.0888,5.9433,5.6615,8.2561,9.6908,5.045,10.5679,12.6357,8.3669,11.0987,14.404,5.3864,11.1162,9.925,10.4061,7.7493,3.9556,11.3677,8.2065,12.2108,6.8536,8.8667,3.488,7.3175,2.2721,12.156,10.8503,1.5649,10.858,12.8476,9.9114,12.7905,8.2849,9.6403,8.5531,9.1505,7.6409,3.7695,6.5917,8.2665,3.912
11.5563,8.5456,7.1632,10.3012,6.4049,8.6548,7.781,7.0353,4.3758,6.2408,9.228,10.4931,9.8379,9.0449,9.0872,8.1751,8.2137,10.7554,10.4527,12.1658,9.8688,11.5064,9.5969,7.0325,7.1354,3.4054,14.1548,3.6554,8.4298,3.5523,9.9024,3.4367,6.941,10.3224,4.4571,3.4015,10.6106,15.4209,7.1405,2.8395,9.7086,8.687,7.213,13.1252,13.2435,6.3773,11.3986,14.3343,6.0832,11.73,10.0806,6.8467,7.7057,3.5802,13.2225,8.6357,12.3533,3.4303,8.9868,8.0382,4.4412,2.6906,12.3598,10.232,5.2066,7.7393,13.6149,10.5898,13.2121,5.7805,9.4672,8.8412,7.8036,8.1546,3.2054,8.0729,8.7376,5.3613
12.3898,8.2476,8.0326,10.5134,5.3924,8.1164,7.9979,4.8716,7.7394,6.8398,8.2578,9.7694,10.7093,10.5295,8.6772,10.3661,8.4722,8.2252,6.1058,11.7799,9.4071,10.1394,8.8394,8.284,9.7813,3.9695,11.7896,7.415,8.8431,4.4137,8.8339,10.7881,5.3949,6.6161,2.9787,7.6762,6.9617,9.3156,9.4187,1.864,8.8503,11.6025,6.5781,15.2752,11.64,7.6234,10.7427,14.2872,4.4406,10.7053,10.0417,9.786,8.0479,5.0011,12.177,8.4836,11.7466,5.2022,7.8533,4.0311,4.6076,4.5106,11.7531,9.2289,5.7264,9.1217,12.6497,8.9753,10.8692,7.0412,8.6189,8.2652,7.7981,8.0546,3.6005,7.1301,9.1947,4.4139
12.2223,8.2085,6.9243,10.6213,6.4243,8.1863,7.6972,5.2509,6.6306,5.8929,9.0887,10.259,10.6596,10.3669,9.3781,8.3005,8.4865,10.0395,8.2385,12.0982,10.1436,11.4421,8.5111,8.9545,9.8995,8.1808,13.1663,7.3463,9.6022,2.9041,6.5267,6.5252,2.2611,7.4575,8.9114,7.6585,7.8234,14.3158,8.1609,1.7461,8.9428,10.449,9.9378,11.7927,12.1427,6.9117,12.036,14.4551,5.0862,11.1614,8.9259,9.1737,7.4066,1.8627,13.0678,8.1214,12.6511,5.1362,8.3941,1.9721,5.3844,2.1948,12.4881,9.9047,7.0176,9.7584,13.2044,9.2875,10.0033,9.1809,9.8881,9.0344,7.9674,8.4422,5.0134,7.6129,7.1486,3.4506
12.2161,8.3784,9.2722,10.2165,6.3052,8.6948,8.0228,6.6273,9.0395,6.6244,10.5251,5.8614,11.1921,10.3823,8.4318,8.1621,9.8599,9.4743,7.5649,7.3925,3.1318,7.6378,7.7967,9.1455,10.9992,9.4442,7.4166,5.3739,8.558,6.2121,6.2507,3.441,6.3584,5.577,3.127,12.1876,7.0607,7.4107,7.0795,2.5714,8.6123,9.5105,4.1973,3.553,9.8843,4.8272,7.7591,11.528,7.2283,7.8961,10.7442,7.176,6.4754,2.7121,9.2101,8.3913,7.8891,5.9747,4.978,2.4772,3.4045,10.8661,7.8491,8.3375,6.5936,4.1536,9.7343,9.2814,9.3224,8.6155,9.0254,5.3936,5.2278,7.7165,3.3009,7.6729,6.4981,4.6868
11.3958,9.0461,7.7128,10.5946,5.9523,9.7664,7.8164,6.5998,10.243,6.2809,10.4048,5.2786,10.5659,10.6641,8.8182,9.8878,9.4819,8.5987,7.2136,7.9611,4.7862,4.1183,8.2888,9.2651,11.3268,8.1417,8.6856,8.3009,7.4041,8.7101,3.6644,4.8939,6.5829,5.638,8.0416,12.3079,4.6072,8.3594,5.4609,5.3058,8.3668,10.8179,4.0311,8.3373,9.3738,6.8715,5.3853,9.4435,5.2133,8.7508,8.5207,7.6509,5.0654,7.4478,8.8312,8.0502,8.2866,4.7106,4.9597,3.9892,7.3299,6.6686,8.7277,8.2948,6.0425,6.2422,9.9236,8.6249,9.6071,9.7438,9.5725,7.8476,5.3458,4.2186,5.856,7.5578,8.5671,4.5239
11.9744,8.3758,7.0766,10.8679,6.8361,9.6753,8.2426,5.1371,8.2829,6.4484,9.1156,10.027,10.2238,9.3957,8.5136,8.976,8.801,9.4791,10.055,11.8307,9.3766,10.827,7.5869,6.3728,8.811,3.3113,12.0832,6.3023,8.5517,7.9625,9.0476,6.7067,3.2886,9.6608,4.991,5.1404,10.0213,15.6649,8.3527,6.558,9.3115,11.0687,7.1212,14.1774,12.8801,7.563,10.4631,14.7315,6.7612,11.1342,10.0269,8.7605,7.4383,0.8578,12.2257,9.0499,12.2398,4.2709,9.364,6.1949,7.6008,2.6082,12.3237,9.6809,5.0593,10.8217,13.9817,10.3134,11.8582,5.0442,9.4968,9.3622,8.1757,7.5573,7.4329,7.4055,8.6782,6.0786
11.7052,8.1315,8.3681,10.8449,3.8701,10.0139,8.0314,6.7988,9.0597,6.5377,10.6929,8.1111,10.6924,10.5423,8.6583,9.3423,10.5356,7.0101,8.3198,8.0296,3.5843,7.4444,8.2718,8.5281,9.5556,7.81,8.1952,8.3615,8.2874,5.0039,6.6152,8.0697,6.0104,6.9061,6.1373,8.3912,6.0234,5.733,5.5622,4.3583,9.0937,10.443,5.2871,6.6653,10.1548,6.5812,7.2157,11.3759,10.4885,8.11,8.7046,10.9249,6.4938,5.6534,8.6669,8.9852,8.1543,9.708,7.2602,4.6513,6.9815,6.1628,8.8596,8.3491,3.1917,12.0009,9.0493,9.1342,10.0948,10.22,8.675,5.3634,6.6298,6.4479,3.9802,7.7009,7.5649,5.0436
12.7443,8.4647,7.8223,10.5702,5.4462,9.6306,7.9954,5.0945,9.2264,5.9951,8.7336,7.4009,11.686,10.7286,8.8859,9.2525,9.8492,4.1982,6.5081,11.5362,8.9374,10.8306,7.7982,9.3054,10.1972,3.0484,10.719,3.4731,7.3624,8.9875,6.3311,2.8617,2.8318,6.9259,3.1614,4.3661,5.0672,12.2824,9.5161,2.69,8.3819,6.7677,6.5167,11.7801,12.1285,7.7327,9.6384,14.1977,5.4242,10.285,8.4118,7.0731,6.2201,4.2659,10.5998,8.2962,11.4492,6.4351,7.4229,4.2506,6.1821,3.5924,11.3998,11.132,5.9439,11.0518,13.0778,9.4486,10.0707,9.0296,8.6492,8.7416,7.0091,5.0436,6.281,6.8801,8.8802,5.6328
12.2154,8.3121,7.2899,10.1917,6.2535,8.3476,7.8315,4.248,6.798,5.9374,8.1621,11.8225,10.4251,9.6522,8.3075,8.0614,8.2945,9.39,10.1413,12.0082,10.1122,11.3334,8.2759,6.716,9.282,4.0528,12.9374,5.7539,6.9085,2.804,1.9752,6.1982,4.4016,3.7065,4.5939,4.4145,10.1324,7.8186,5.1212,6.0872,9.653,12.3403,3.6254,14.2068,11.5423,7.0086,12.2846,14.8685,6.4282,10.8788,10.3397,8.0798,7.0152,1.99,13.022,8.6831,12.5708,5.028,8.4656,4.4602,4.3545,1.6383,12.2942,10.6706,6.2204,14.5695,13.0832,9.4663,10.9744,7.7663,10.291,9.8858,10.2179,8.0338,3.5788,6.5462,7.5287,7.236
13.312,7.8254,6.9466,10.4662,6.848,9.5929,8.022,7.1205,7.4278,7.3725,9.0078,11.42,9.3162,8.9499,8.8435,8.752,8.2853,9.9992,10.7286,13.321,11.2929,10.5563,7.6141,5.5672,7.6357,4.1443,12.5191,6.7953,7.2406,7.1309,11.4275,3.761,6.4676,6.8416,3.643,5.9242,10.8409,10.8763,7.6939,3.8249,9.442,10.3076,5.2725,12.4865,12.7834,7.6883,11.2264,14.8729,6.8815,12.4535,11.4915,7.9097,7.0636,3.6867,13.4395,8.9829,13.7442,3.9293,9.356,5.7145,5.2041,2.9893,13.5062,10.1108,5.9488,8.1233,13.9684,9.9219,11.8726,7.609,10.8427,10.1553,8.8771,8.8512,4.1771,6.115,8.1698,9.1584
12.2111,9.0572,8.5728,10.062,6.2139,9.6644,7.0238,6.6909,7.8728,7.1817,8.4561,8.2516,11.4136,10.1973,8.1166,9.434,8.48,9.0128,6.7929,8.8828,6.8452,9.6497,6.2864,7.414,8.1501,8.5338,3.6784,7.2671,8.9752,5.7896,6.4629,4.9964,6.6674,5.4935,3.2312,12.129,4.3572,7.2612,9.6928,3.7538,9.8019,8.8258,10.2591,11.402,12.3325,4.7639,7.164,11.1143,9.4302,8.3163,9.7848,7.6573,6.7262,6.089,8.8364,8.3136,9.882,8.262,8.0992,5.4258,4.7747,1.7282,9.9496,8.4253,4.1612,8.0962,12.2778,8.5345,10.704,11.2093,9.2753,9.278,6.5186,8.5526,7.4273,7.8379,9.8914,7.0179
11.175,7.5085,6.6375,9.8587,5.1536,7.6266,7.558,7.4825,8.0259,6.5518,8.6835,12.2679,9.52,9.83,8.967,8.0303,9.1785,11.8109,10.3902,11.0726,9.1324,11.3381,7.3689,7.0731,8.1192,3.4692,12.0389,7.0346,7.352,4.2491,9.3333,7.0111,4.5499,8.7637,3.4672,3.3253,9.968,6.5509,5.5571,2.1825,10.7207,12.1723,6.828,13.3625,10.6987,5.8951,11.0791,14.2505,5.6226,9.8943,10.5472,7.9792,7.7437,2.0151,13.5637,9.0166,11.2563,3.1199,9.1794,4.1988,5.0546,3.1802,11.2328,8.1619,2.6262,11.0688,13.4315,9.3294,11.9333,4.5827,10.5976,9.6481,9.7387,7.9152,4.9292,6.7673,8.1757,7.3181
12.1514,8.1922,7.162,9.8131,5.6407,7.8944,6.1357,6.8133,8.3269,6.4509,7.8662,8.4695,9.9158,10.2066,8.4002,8.0292,7.5156,7.5772,7.1661,8.5622,7.0044,10.5443,7.9604,8.5167,9.082,9.1586,8.2599,6.3792,9.2222,8.1078,5.2885,7.0009,5.4407,7.6185,3.442,7.4246,6.9801,14.178,11.4107,5.2333,10.0824,10.5113,10.3347,14.1808,11.1939,7.6456,7.8118,11.6584,10.3865,7.7867,9.1299,8.9503,6.4894,2.6571,11.359,9.0878,9.4506,9.6803,6.6746,3.6905,3.7045,9.8613,9.7074,8.7965,4.7152,8.0523,13.1583,8.9605,9.0201,10.6269,7.9881,10.3363,7.0935,8.6423,4.3139,7.0018,9.6591,7.88
11.4223,7.4375,7.9292,10.0836,5.4157,9.0406,6.9798,7.0511,7.6577,6.0906,7.338,10.1222,9.6217,9.6335,8.5629,8.1989,9.0724,10.4012,10.3217,11.5175,9.7578,11.2289,7.0612,5.7189,7.6574,3.1625,13.6226,5.87,6.5204,3.6617,10.5906,8.0277,5.2043,8.1699,4.4584,3.2259,10.0142,15.5568,6.9542,2.1969,9.215,10.2953,10.1861,13.2253,12.7708,6.3235,10.6735,13.9018,5.0796,10.7831,10.0276,7.9975,6.5855,2.3067,12.5382,9.101,12.0394,4.5713,8.9501,6.5367,5.1151,2.6362,11.5032,11.1699,2.0325,7.6193,13.7995,10.1512,12.339,5.5114,9.86,10.4495,8.2198,9.0962,5.8753,7.8864,8.9596,5.333
12.0307,8.4269,7.7089,9.721,4.8613,8.5239,7.1219,5.0632,8.3368,5.938,8.4986,8.5398,10.61,10.9789,8.4951,8.155,10.1792,7.119,6.5788,10.3906,8.353,10.5535,7.418,8.2105,10.2918,9.7616,10.8245,6.1757,9.3941,9.7834,5.9502,1.5564,5.6975,9.7015,2.0721,2.9789,6.3512,14.3906,8.4637,2.5235,8.9089,10.0825,6.0076,13.6606,14.1518,12.9893,9.0168,12.9159,11.4612,8.5793,8.0407,7.7853,7.379,4.9981,11.1295,7.5817,11.076,10.3551,6.4834,4.5912,3.0678,3.3684,11.2002,10.3819,5.216,7.3266,12.6952,9.8052,10.734,9.2879,9.2165,8.0683,6.5335,7.9394,3.0172,7.5048,8.5582,7.5979
12.7472,9.0996,7.3965,10.1024,5.4298,9.1688,6.777,7.0498,8.5157,6.7085,9.1524,7.8102,10.2746,10.0726,8.7774,9.1708,8.5205,6.2579,8.0263,11.86,10.3654,9.5926,8.3282,6.4589,9.495,10.1648,7.4097,7.595,8.3357,8.5992,4.6478,5.6778,3.2196,5.1033,4.4717,8.9237,4.6829,13.1415,13.3009,2.2129,9.3043,9.6233,11.3229,13.5065,12.6439,8.09,8.0759,12.7958,5.9198,11.0401,9.2956,7.7537,7.3659,5.6042,9.6608,8.7904,12.7615,4.4934,7.4989,4.321,4.2356,8.5637,12.6609,8.5291,4.8567,6.7481,13.1662,8.884,9.3795,11.0744,8.4062,9.1489,5.5184,6.0989,7.8791,6.3518,10.0154,6.3622
11.2817,8.9329,7.7798,9.6646,4.9849,7.6899,7.7264,3.4814,6.4753,5.754,6.0916,10.869,9.9329,10.0863,9.7883,9.4519,8.6204,9.5526,11.2551,12.4411,10.7588,10.5084,7.1954,7.5607,9.2073,3.4271,13.5035,5.7393,5.8788,1.6566,11.7225,6.8589,5.0061,9.153,3.0111,2.2029,11.2591,8.5937,4.653,4.8136,9.4618,11.1538,8.0512,13.0059,13.0709,5.7895,10.629,13.7334,13.3776,11.7114,9.7682,7.9702,7.0065,4.0973,12.2744,8.5147,12.7348,13.0734,7.1769,3.8462,3.2041,-0.4146,12.4754,9.3779,5.5763,5.0203,13.4627,9.6511,10.9875,8.8475,10.5581,10.6303,9.3234,4.7071,2.9659,7.7588,8.2877,8.6515
13.2494,8.3434,8.0536,10.0269,6.5806,8.9744,8.1692,6.9459,6.6733,6.3809,8.5297,10.3684,11.1504,10.3548,9.1798,8.8264,7.9202,9.3018,9.4908,11.8202,10.1203,9.8701,7.2407,7.8229,9.0335,7.8617,12.0186,6.6562,8.738,8.0919,6.5669,7.6482,3.2306,1.8715,4.3876,8.1486,9.2235,13.7685,7.9213,1.2068,8.9624,9.7677,8.0197,12.3969,12.3964,4.584,10.7869,14.2651,6.5005,10.8935,9.2415,9.1804,6.6906,4.9461,10.9664,8.823,12.2847,4.1718,8.1084,4.091,4.1998,5.1159,12.3601,9.2028,5.2016,8.0845,12.9053,9.3868,11.083,9.6037,8.2541,9.9204,7.0585,8.9364,6.8479,6.7802,9.0114,5.3734
13.9012,8.0363,8.07,10.1831,4.6155,8.8238,7.5931,3.7546,7.9239,6.3637,9.021,11.0765,10.4431,9.4031,8.928,6.9247,7.1581,10.2279,11.3713,12.7794,10.8232,10.5021,7.584,6.8472,8.0562,2.598,13.483,8.0145,7.14,7.8051,9.0521,8.084,2.0972,6.6523,2.6399,6.0066,11.5201,15.2403,5.8959,5.8301,9.0772,10.4592,5.7283,14.4849,11.1892,6.8711,11.1849,14.5038,5.0271,11.8609,10.3272,7.5007,6.2269,5.9995,12.3577,8.5979,13.5292,5.4183,9.2295,5.1418,5.6467,4.824,12.9799,10.7669,3.0664,8.1904,13.1784,9.9268,11.5952,9.8254,9.6453,10.2201,9.5872,9.7453,5.2182,7.1791,10.1577,8.5334
12.8156,7.6095,7.8763,10.0088,5.1124,10.1426,7.5027,5.5994,7.4945,7.3868,8.0802,11.3091,10.9864,10.0973,8.295,8.7546,8.501,8.2331,7.1257,11.7608,10.2651,10.4103,6.7642,6.8311,9.2941,4.1335,12.1408,7.9523,8.3035,5.4193,8.36,5.9316,5.4513,3.022,2.5162,3.4827,5.7484,11.4895,7.4833,2.0561,9.3638,8.9891,8.6792,12.7312,12.4578,5.316,10.725,14.5693,4.5316,10.9715,9.5043,7.1204,7.2096,2.0681,11.6939,9.3004,12.8285,6.0623,7.3659,4.2325,5.568,2.5159,12.1248,10.4152,1.7222,11.1631,13.9574,10.3745,11.4746,9.2776,10.3876,10.5481,5.3395,8.7921,3.3951,7.1984,9.8092,8.3658
13.0941,8.2012,7.7559,10.3299,4.7353,10.2102,7.3013,4.7611,8.2215,6.5646,7.7407,13.0364,10.7568,10.3086,8.738,9.7092,8.1808,12.7105,10.5685,12.1047,10.1747,10.3308,6.5453,7.0863,9.0568,4.6709,12.2749,4.7044,7.0047,2.8216,9.8425,6.165,5.884,3.5645,3.929,7.5031,10.3504,9.9327,4.3154,2.5251,10.0161,10.9159,7.8143,15.0447,10.2869,7.7328,10.7588,13.8295,7.2909,11.3171,9.2139,8.9683,6.5423,5.6805,12.2083,9.487,13.0173,5.3086,9.7126,5.1826,4.0299,1.701,12.5534,9.6138,4.6711,8.6354,13.3351,9.3167,11.8745,8.7564,9.6282,10.2599,10.2637,7.853,2.2915,8.2076,8.983,6.6889
11.3834,9.0703,9.1601,10.0044,5.6649,8.1921,7.6541,5.511,10.3984,5.696,8.6588,6.8109,10.746,10.837,8.6235,8.0477,9.1258,6.2098,8.5084,9.659,7.6257,9.6233,7.172,8.9511,10.3325,8.2191,7.7153,6.0075,9.6089,6.064,5.8142,5.045,1.5661,7.0728,3.3462,11.5613,8.545,10.0206,10.7267,0.9217,8.7633,10.5455,9.6207,14.1475,12.7981,5.9061,7.6964,11.0267,13.2526,8.6828,9.6011,6.8081,7.2807,2.8838,9.8368,8.3082,9.9437,12.7349,6.6475,4.1779,3.7299,2.6172,9.9286,9.6985,3.8076,6.1455,11.6228,9.2732,9.7894,10.5702,9.378,8.9304,7.9892,7.6947,5.1767,7.072,8.6917,4.0469
12.129,7.4496,8.8902,10.7078,7.6729,10.1611,7.4945,5.1442,6.7283,7.3074,8.3044,12.112,10.0589,8.6047,8.2363,8.4711,7.7239,11.0676,9.2665,11.8247,10.746,10.6222,4.6442,3.7682,4.9519,5.9327,13.0559,8.7566,6.8058,9.3255,8.0342,7.4501,3.6865,4.5145,5.2675,4.8427,9.6946,9.2039,9.0185,2.9523,9.0083,9.0903,7.6192,12.1792,11.7192,7.4206,10.9914,14.3148,8.3235,10.8518,9.4919,8.2639,8.2188,2.3011,12.9762,10.2618,12.2478,7.4224,9.4475,5.5032,4.0165,2.7682,12.313,10.0585,2.3916,15.9726,13.8212,10.1107,10.6268,8.9863,10.7206,9.2275,9.1693,6.6782,7.7178,8.1105,7.9625,6.445
12.773,6.7233,7.9394,10.25,6.2095,10.0817,8.4165,6.6682,7.4288,7.4026,7.4201,11.6391,9.817,9.2894,8.6368,8.7714,8.3151,9.8635,7.1827,13.5149,11.6026,10.5748,6.8946,4.159,9.1308,6.7932,14.0098,6.4313,8.4896,3.5563,8.1563,3.3156,7.5077,6.7996,3.4539,4.53,8.4009,14.4476,6.4975,4.2148,9.6391,9.5062,4.0978,12.8061,11.7912,6.377,9.569,13.8379,8.2091,12.8864,9.3871,7.9995,7.2265,2.7973,10.3379,9.3666,14.0764,7.747,9.1721,3.1769,4.2421,3.7095,13.9752,9.6836,2.4623,7.064,13.4899,10.0721,11.8013,8.4596,9.978,10.5296,8.9099,9.0888,5.0665,7.1704,9.4786,6.8078
11.8927,8.0734,7.7017,10.047,3.2102,9.781,7.4058,6.0592,7.9105,6.8931,8.3911,11.119,10.33,9.5318,8.5998,8.9072,8.6968,10.9983,10.7871,12.1587,10.7002,10.8471,6.8147,6.9337,8.1911,2.1151,14.0217,4.6737,7.8585,9.6145,11.1199,6.4491,5.6695,7.4605,5.1785,3.7135,10.4643,12.5677,6.9521,5.5217,9.2203,11.4918,8.0776,13.0796,12.9506,5.0343,11.3047,14.4673,4.5669,11.1198,9.3051,8.3916,7.0214,4.6621,12.5246,8.9103,12.7134,4.99,10.0053,3.0618,4.3135,0.816,12.4954,10.4378,6.4104,10.7242,13.41,10.2439,11.5208,8.7941,10.221,8.0097,8.0016,8.6006,5.0226,6.9089,8.016,7.0532
11.6298,9.2991,5.5157,10.3062,5.0891,7.5662,7.1694,4.2975,5.3686,6.1596,8.2974,11.2299,9.811,10.2786,8.5449,7.4552,8.3086,12.556,4.7516,9.5252,7.4145,11.0551,8.2488,7.6713,9.2677,3.1704,12.5402,5.3591,6.8312,2.0302,10.3665,5.7718,4.348,10.0269,1.8395,2.7222,4.8113,5.7958,7.3787,2.9541,9.5516,11.7033,3.4496,11.3817,12.4004,14.065,11.802,14.3213,13.4378,8.7158,6.1981,6.9855,7.2555,5.1983,12.7891,9.2948,9.4755,12.9399,8.4917,3.8287,2.2687,3.267,9.8276,7.3782,4.0192,6.1161,12.9261,9.1305,12.397,4.7626,8.9352,10.9935,8.6603,7.5198,2.2354,7.4983,8.1146,8.4778
12.3467,6.9379,8.1185,10.6482,6.9164,8.6094,8.8043,5.604,6.4255,6.9105,6.8325,12.0463,10.2067,9.9262,9.1222,8.8871,8.4699,10.2914,11.6852,11.466,9.0546,10.6895,7.9262,6.9067,9.3697,10.3621,10.9442,3.9013,7.9592,7.5025,8.4682,7.6386,2.3524,5.5177,4.4416,3.4285,11.4547,12.3402,9.6759,3.0834,8.8533,9.6665,4.955,10.4101,12.2838,7.6382,11.272,14.8717,6.9451,9.5679,9.0731,10.1454,7.0273,6.3873,9.9531,8.553,11.4074,5.6997,9.2847,6.316,5.6194,2.7492,11.7004,9.638,6.4387,10.0703,13.966,9.1806,12.8353,6.4944,10.5464,9.0188,8.8154,9.1411,3.4827,7.7423,7.2918,4.1812
11.6358,8.4829,7.9534,10.0925,6.1355,8.8942,7.9352,6.5137,8.1933,6.127,9.0511,10.0462,10.5579,10.8898,9.276,10.2481,11.2025,4.347,7.4475,8.0705,6.5162,7.1606,7.1119,8.8277,12.2253,9.8643,7.2509,6.4804,11.4876,5.3749,5.9739,1.9308,4.474,6.1337,7.71,10.6254,7.8623,6.7973,6.2054,3.4771,8.5389,9.5423,6.9049,5.1813,11.9004,4.5988,7.3315,10.5023,5.88,7.171,7.8601,3.8007,3.9341,12.8641,7.9427,8.0828,8.871,3.3701,3.8405,3.9634,5.8508,8.8624,9.7538,8.2662,6.3385,8.4902,10.6124,8.4644,10.7465,10.4162,9.5494,7.0229,7.0582,4.7798,5.0417,6.8106,8.0732,4.3632
10.33,6.5923,8.3097,10.6239,5.4715,8.9825,8.1461,6.959,7.705,6.9008,7.0522,11.4137,9.2315,9.3125,8.1839,10.2936,7.6455,8.2314,8.0148,9.8024,8.0046,8.4166,7.8067,6.2237,7.237,2.8835,7.895,6.1431,7.6288,12.201,6.0413,7.2137,5.5426,4.8947,2.6534,11.0395,8.2559,10.7798,7.4898,2.9595,9.9116,11.4572,9.7653,11.0196,13.0219,7.5637,8.0909,11.6816,4.9759,9.2265,9.7038,8.0536,7.3282,6.5365,11.4561,8.798,10.6555,4.2551,7.1815,4.9015,5.7117,3.1297,10.6948,9.9697,5.9533,11.2075,11.3579,8.8701,9.4504,10.2274,9.2421,7.9759,6.146,4.4491,6.26,7.0603,6.867,3.8183
12.1404,8.2031,8.8399,11.3086,7.7022,9.5427,8.9099,7.8933,5.8235,7.0304,9.8902,9.8419,10.9098,9.637,8.7856,9.3524,8.7157,9.4931,6.9268,8.3039,4.5782,7.0061,7.9046,7.2444,8.7246,7.7808,7.4147,7.8229,10.1479,5.2516,7.034,7.8198,4.4491,7.0648,3.9475,8.7784,5.7018,8.0803,7.7732,4.3497,9.8144,9.986,6.2948,4.8882,10.2234,8.9033,7.3256,9.708,10.9177,9.0262,8.9279,10.847,8.0923,3.7046,9.2672,8.3041,8.0169,10.2659,6.6434,6.839,6.8291,11.5796,9.7164,8.433,5.2452,8.4418,10.3293,9.7214,8.0546,10.7216,8.8205,7.6497,7.9513,5.0931,3.861,7.2841,7.4578,4.3683
13.0893,5.6899,7.4396,10.7778,5.6582,8.8424,9.2577,3.8733,7.445,6.8259,5.1399,9.4171,10.3201,10.3169,8.8491,8.1271,8.4613,11.1697,5.6045,10.7601,7.6451,11.0141,7.8069,7.6501,9.6864,6.185,12.2433,7.1125,9.669,7.0723,7.2159,8.5666,3.2666,7.8534,5.1843,8.7812,7.9792,12.463,9.6993,4.2462,9.4136,9.6865,7.7927,14.8508,11.6453,7.6064,10.5622,14.9933,5.3976,8.7475,8.2781,7.179,7.4974,6.8723,12.6507,9.1812,11.6343,4.0126,9.9078,4.8449,2.3088,5.9483,11.6786,10.0201,7.1526,8.7516,14.4447,9.1466,10.9156,10.1084,9.679,10.8283,7.1962,8.0039,3.6252,6.9195,8.0819,6.5716
