"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","201508_at","201555_at","201930_at","202683_s_at","203139_at","203625_x_at","203628_at","203928_x_at","203963_at","204508_s_at","204667_at","204681_s_at","204822_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206391_at","206401_s_at","206509_at","206793_at","208582_s_at","208670_s_at","208712_at","208893_s_at","209173_at","209366_x_at","209560_s_at","209603_at","209604_s_at","209942_x_at","210735_s_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","213527_s_at","214164_x_at","214612_x_at","215304_at","215432_at","215609_at","215729_s_at","215867_x_at","216092_s_at","217257_at","218002_s_at","218211_s_at","218483_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","219919_s_at","220034_at","220773_s_at","221704_s_at","222256_s_at"
11.2111,7.323,8.6958,11.0041,7.2929,8.7116,8.2641,4.9723,9.7755,7.1016,10.1784,8.8474,9.7439,9.4702,9.3533,9.9282,9.6599,7.9236,6.2836,8.4605,4.3686,7.8196,4.5705,7.6951,8.4215,8.372,7.7249,7.6526,8.8313,3.2635,6.5774,8.0019,6.4521,6.2541,4.3607,7.2192,5.015,8.0773,5.7916,5.8994,8.021,8.9647,8.4683,3.0582,10.0449,8.007,6.819,10.0601,9.3455,8.4864,9.0219,9.4031,4.685,6.6562,8.6748,8.2631,8.7381,9.0619,7.2573,4.8622,5.9777,10.3695,9.281,8.1451,1.9663,8.9759,9.7811,9.06,8.2677,10.0816,8.8767,7.9382,8.06,4.6034,9.6403,6.2536,9.0253,4.2811
11.8962,8.1039,8.2509,10.5824,6.6114,8.8225,7.8663,6.7729,7.3316,6.05,9.7116,10.3529,11.7024,10.5719,8.8077,9.5278,9.4477,7.8752,5.8075,8.1379,3.8683,7.8515,7.9715,8.5662,10.3916,10.4601,8.8049,7.7563,10.1961,4.4207,5.7465,9.4825,6.8028,5.4322,4.7249,11.4725,6.9606,7.4972,6.4278,2.3998,8.2877,10.0783,5.187,8.3153,9.9897,6.517,8.2934,12.4318,8.031,8.0598,10.1222,10.7373,4.5616,6.742,9.8927,7.0607,8.8905,6.481,5.6428,3.0806,4.273,9.3743,8.8671,8.4804,6.0447,9.4678,10.1128,8.4409,9.3297,11.903,9.2949,6.0709,7.4254,7.3448,3.2815,7.4596,8.2394,3.6889
12.124,8.588,8.1537,10.6233,6.2107,8.8171,7.6919,6.1139,9.5459,6.4074,7.2379,10.009,10.7528,10.2092,8.5953,8.0395,8.4981,8.7981,9.9707,11.6258,9.0213,10.4876,7.3964,7.5274,9.3481,6.3107,10.9305,6.7533,7.482,4.5539,8.4959,8.415,5.3719,6.4746,2.9165,4.045,10.2361,9.3319,7.1164,1.8879,9.5458,10.7438,5.0588,13.3137,12.6921,7.2672,10.2029,14.2924,6.8133,10.7424,9.9928,8.8443,5.7282,5.1447,13.6215,8.8009,12.1898,7.1936,7.4147,4.6291,5.2609,3.5025,12.3853,10.34,5.9753,5.8045,12.5095,9.4036,11.289,8.717,8.0836,9.7186,8.8564,7.1115,6.4394,6.9772,8.8949,4.4158
10.9237,8.298,10.4419,10.07,6.5363,8.9755,7.5397,4.0967,12.5265,6.3483,6.6811,8.0042,10.5929,11.3664,8.404,9.3293,9.3942,4.4798,6.9747,6.7377,4.3544,6.973,6.3313,8.5718,10.0711,5.9684,7.6342,9.1308,8.039,2.468,4.968,6.111,6.5476,5.4014,8.4608,10.0553,6.6248,7.7267,5.9287,1.8851,8.8484,8.554,4.7105,7.3533,10.29,6.5192,8.1925,11.803,7.1705,7.2459,8.5897,9.1666,4.8408,12.6079,9.1482,8.0263,7.9811,5.6802,5.9759,3.4986,6.0743,1.0689,8.1403,7.9836,3.9308,11.361,9.205,9.4683,8.5168,9.5972,10.5588,5.0377,6.4902,4.5957,3.5253,6.3035,8.8474,4.4607
12.236,7.4006,7.7955,10.547,6.97,9.5377,8.112,6.9437,10.07,6.2059,8.6469,10.7336,9.6352,9.2878,9.0844,9.1309,8.6382,10.4302,8.4221,12.0679,10.3597,9.9525,7.7688,6.1069,7.7212,6.0961,12.3505,6.2076,7.4232,2.5887,6.7808,9.9134,5.2005,6.1665,7.0801,6.5617,7.4732,10.1232,5.5206,3.0586,9.5123,10.5869,4.5759,11.3438,11.537,7.0271,11.2649,14.2572,6.6053,10.4453,9.1775,9.5605,7.3189,6.9495,13.7271,9.0759,12.8639,5.613,9.418,3.6814,6.7581,1.2775,12.7802,10.6483,6.077,9.9295,13.2841,9.3448,10.5859,6.514,10.2965,8.8767,9.7982,8.3409,5.8261,7.2485,8.3137,6.5186
10.7914,8.6287,6.9254,10.3318,7.0566,8.5738,7.6991,7.0096,6.7997,7.2502,9.0154,7.2536,10.6535,10.6135,8.7151,9.7226,10.1171,4.6028,8.5965,8.3612,4.4654,6.186,8.6893,9.7995,10.9925,10.0507,5.6522,8.0398,11.9017,5.1396,5.4711,4.6767,5.503,6.4517,8.0431,9.7822,8.231,7.35,7.2037,3.6784,9.0311,8.3566,6.5023,5.6365,10.1354,8.1942,8.8613,11.6091,4.1772,8.0616,8.9805,7.6686,6.1067,3.9046,9.7463,6.6405,8.0736,6.9505,7.386,3.2159,7.3984,7.8107,7.8319,8.5319,5.7785,8.8099,8.7449,8.7284,10.1576,10.5749,10.0204,7.2409,7.6586,5.5183,6.1252,6.2745,8.7012,4.337
12.2148,7.8514,6.9006,11.031,7.705,8.9139,8.6755,7.7324,7.2788,7.3908,8.7886,5.4207,10.1827,9.1563,9.1852,10.3948,7.6386,8.7041,8.054,11.0286,7.6664,10.9297,7.8248,8.3239,8.9125,11.0806,8.8267,6.7111,9.1417,9.1785,7.8373,7.2639,6.1203,8.9144,3.8914,9.0274,8.695,13.8024,16.1294,3.9315,8.425,9.5929,9.0735,13.5961,11.3282,8.4453,8.69,12.2612,9.983,10.3045,7.7709,7.8189,8.6011,6.7095,11.4818,7.6596,11.7063,8.4891,8.9311,5.522,6.3103,3.1003,11.6908,8.5892,4.0154,8.0808,13.8187,9.7087,10.6847,9.513,7.7076,8.8326,6.3354,7.5505,4.9472,7.7277,9.419,4.8741
11.7166,8.6037,6.9041,10.2148,5.6824,8.8631,7.7002,6.7957,6.5325,5.4535,6.9686,9.8545,10.1311,10.201,8.7934,8.2162,9.0806,9.1625,10.5652,12.7713,10.8188,11.2348,7.7376,8.1307,8.4362,6.3956,13.2534,7.256,7.1129,2.4424,11.1961,8.723,6.3451,6.5015,2.627,3.5001,10.579,12.0275,7.5778,2.353,9.0205,11.3263,4.0993,13.6813,12.7234,6.969,10.7143,14.4516,6.0958,11.756,9.0986,9.9876,4.5842,3.0664,12.0823,8.1681,13.3377,4.8468,8.15,4.7084,6.5693,1.4498,13.0931,9.8961,5.3655,10.7175,12.7411,9.6267,11.5214,5.5705,10.0707,9.7309,9.2045,8.139,5.4778,8.1364,7.8561,5.5772
12.7646,6.7644,8.079,11.1874,7.4942,9.1287,8.4016,7.1104,6.6707,6.8874,9.7158,8.5271,10.4069,9.459,9.6754,10.4546,9.3513,9.0528,6.2474,8.4904,4.2515,8.2408,8.8206,7.684,8.8502,6.7412,8.2067,7.975,8.9361,8.5631,6.4973,9.4737,7.6142,2.2047,3.472,4.9164,5.9527,7.3056,7.9847,6.5246,7.9348,9.7388,5.315,3.4605,10.201,7.9911,6.3456,9.323,5.9761,8.3506,9.4969,10.108,8.0775,6.2878,8.2743,7.5234,8.8348,7.0792,8.0775,4.1343,7.5028,10.4698,9.2041,8.6072,5.8088,8.8226,9.9931,9.3092,8.9044,6.5878,9.7441,8.6412,7.9884,5.1742,6.5097,8.3487,9.4068,4.3937
11.9024,7.9691,7.5642,10.7593,6.2799,8.9467,8.5068,7.5574,7.2339,7.0175,9.6001,10.8859,9.9425,9.1894,8.9794,9.6038,7.8216,9.6508,9.2212,11.2715,8.7817,9.9388,7.6431,6.7098,8.2648,5.9768,11.2609,7.2861,8.1174,10.177,8.0269,8.3146,6.2785,5.26,4.9635,10.7989,9.2157,11.0132,7.4054,1.927,9.066,10.1889,8.6689,12.0547,11.7279,6.9985,10.454,13.8873,6.8882,10.3099,9.947,8.1856,4.7439,10.3612,12.12,8.2033,11.7129,6.9211,8.5605,3.8691,5.892,7.7638,11.738,10.1541,6.112,10.5904,12.015,9.1843,10.7575,9.661,10.1144,6.5172,9.0592,7.1554,4.6694,7.3356,8.3368,5.5926
12.0173,5.1489,8.6382,11.3509,8.0343,9.3544,8.6227,5.6652,8.7628,7.5915,9.029,8.928,9.9246,8.7622,9.732,9.2316,7.5953,9.4672,9.8786,11.6632,9.417,11.1631,6.9959,7.7385,5.7963,7.0875,13.2832,7.2516,8.7478,5.9204,6.0614,5.5457,6.829,8.2675,3.9967,6.9133,10.3971,12.1185,7.0269,4.8368,9.1481,10.228,7.2983,10.5454,12.5337,7.9645,12.1875,15.0499,6.5928,10.6589,9.9427,8.9401,5.1674,4.6617,12.9248,8.78,12.2272,6.9638,8.9825,5.7141,7.6296,2.9577,12.1934,9.9988,4.0257,10.3544,13.036,9.9397,11.1202,7.2396,10.1254,9.8967,7.8528,5.5968,7.1595,8.0975,6.7498,5.1652
11.2714,7.226,9.7721,11.7383,7.2381,9.6736,8.8532,8.4947,9.2752,8.0422,8.4674,8.69,10.1045,9.3524,8.3362,9.7305,7.2603,9.1514,9.3401,11.5773,9.2128,9.8086,6.1257,4.8563,7.4187,7.2172,11.7827,7.103,8.8145,4.3908,8.6672,4.8913,7.2013,7.1594,5.2646,5.4608,9.6402,11.6861,5.9005,3.0496,9.0941,10.3152,9.0033,12.0664,10.8724,8.4012,9.8295,12.857,7.6334,10.5568,9.2526,8.7057,6.2842,2.714,11.1322,5.9531,12.2272,8.304,8.6354,5.2424,4.6168,3.1549,12.0557,8.9726,4.8488,7.9517,12.4695,9.7069,10.6347,6.3978,9.1027,9.5508,6.5791,6.0718,7.0801,5.2514,8.278,5.3017
11.2179,8.7762,7.8778,10.7529,6.4465,9.5136,8.2276,5.0464,9.333,6.6534,8.1926,5.8179,10.2922,10.8761,9.1888,9.7847,9.6699,7.9267,7.2963,8.2061,3.8957,7.3023,7.9378,7.8184,8.8774,8.7528,8.3335,8.4748,8.8397,3.1889,5.6557,2.7439,6.7483,3.6536,8.7516,7.4078,7.1881,6.9077,6.2464,2.2884,9.1704,8.7649,4.8235,3.9312,10.5111,7.4123,6.7513,10.9505,5.4874,8.4672,7.848,6.9945,6.9331,5.401,9.0008,8.1773,8.3686,6.6915,6.8099,3.476,5.7974,5.5568,8.5595,7.8557,6.2733,8.8789,9.633,9.1339,9.856,6.6801,9.6785,7.8388,5.6657,4.1188,4.9339,8.2206,7.7607,5.4487
11.2065,8.4165,8.0671,10.8857,7.5553,8.7978,7.8152,6.8182,9.5005,4.8446,10.1328,6.1986,10.7976,11.2387,9.5305,9.6846,10.6147,8.3347,7.9989,7.6781,4.5598,7.7724,9.0016,9.662,9.6189,11.1229,8.3603,7.3768,12.3387,5.9581,5.6125,3.5051,7.4123,6.4954,3.7807,7.7334,7.634,11.2511,7.3769,6.456,8.6767,7.9274,7.1927,4.7922,12.1067,8.2047,8.5707,12.9642,7.1789,8.3953,7.0598,8.3146,5.2151,9.1842,9.5846,8.3629,8.7879,4.5914,8.1683,4.582,6.117,6.1849,8.4711,7.6429,2.4125,6.9475,11.328,9.2415,9.1982,7.4619,9.5292,7.729,8.3376,6.3209,4.6022,7.3906,9.1433,4.0442
11.4876,8.1887,6.4387,10.4598,6.4744,9.6372,7.7155,5.0553,10.6336,5.9448,6.5608,7.7943,9.9193,10.504,8.4065,10.3689,8.6589,4.0254,5.6363,7.8703,4.1196,7.5809,7.1888,7.7622,10.4084,4.9878,8.9474,5.4621,7.804,3.2334,7.1078,5.9713,6.0104,4.0022,8.661,12.8888,6.5879,8.2615,5.536,2.1038,8.4339,8.9866,6.4955,8.8308,10.7315,6.2671,7.8886,11.1661,7.6833,7.7053,10.0147,8.2136,6.7661,5.2383,10.3331,8.485,8.8502,6.8526,5.6341,5.1352,6.9893,1.9105,9.3975,9.0188,6.3516,7.632,10.5762,9.0048,9.9405,10.2016,10.1062,8.5538,5.407,6.2489,5.1003,7.8901,8.1884,4.9718
11.8805,9.0496,8.175,10.5756,6.6547,8.4199,7.6498,6.4126,8.7811,6.1937,8.6273,5.3524,11.1067,11.1793,9.0967,9.755,9.9434,8.5249,7.4563,7.937,4.4122,6.5437,8.4429,9.2944,10.6941,8.0182,7.5993,6.3084,8.2868,7.6941,5.6592,4.0529,5.9168,1.426,2.2152,7.7548,7.4536,6.3123,6.5055,5.5556,8.0023,7.4653,4.4449,3.3998,11.5487,6.97,4.2335,8.4591,6.8397,7.6586,8.6222,7.6287,4.3494,5.0612,8.2055,7.9253,7.9853,6.1297,6.5835,2.5888,7.1047,6.772,8.5712,8.3968,4.9173,3.633,9.3528,8.8074,9.569,9.5708,11.1788,7.6614,6.3001,5.5587,3.7516,7.8116,8.502,4.3286
11.939,8.5198,11.3532,11.0197,7.7268,9.2153,8.657,7.8144,4.2532,8.1443,9.8449,11.857,10.2627,9.8451,9.0406,9.6663,7.9284,9.8129,8.8842,12.1423,9.0992,10.4764,5.4836,7.608,8.2705,7.3538,12.0116,4.0896,8.731,4.088,9.3591,4.275,7.3701,7.8463,6.5325,3.5561,9.2329,11.6888,7.047,6.6294,10.2698,10.6392,6.0858,14.9549,11.7808,8.6048,10.985,14.4863,7.5332,10.8523,9.9791,9.4755,7.7169,5.743,13.3762,8.3488,12.3232,8.0143,9.8453,5.4584,5.3643,2.8635,12.3886,10.4383,5.2724,8.0903,13.6044,10.1184,12.254,7.5293,11.2317,8.2422,8.5088,6.5921,5.1731,7.9558,6.2567,5.4052
11.5551,7.835,7.5747,10.7609,6.4348,8.843,7.6761,7.109,7.7779,6.8448,8.8108,8.8895,10.1205,9.9791,9.126,8.4742,8.2716,9.9881,10.3643,12.7245,10.6052,10.713,7.8862,5.834,7.7684,4.1197,13.5384,7.5368,8.1218,8.9548,8.8045,4.9142,6.5208,8.2898,5.4644,4.6752,10.3414,12.9132,6.3388,3.1815,9.7947,11.4895,7.2707,10.8395,12.5852,7.7216,10.4355,14.0091,5.4019,11.9909,10.4644,10.4264,8.2784,2.7772,13.0526,9.2239,13.0942,6.771,9.5499,3.3702,5.9932,2.8702,13.0533,10.3444,5.8679,7.6282,13.5087,9.8859,11.0632,6.3947,9.5802,11.4004,8.7088,8.2593,5.0364,7.4444,8.2668,4.5339
11.6529,7.4979,7.279,11.2683,8.1479,9.8331,8.4852,8.2738,8.1585,8.007,9.7164,8.9229,10.5694,9.3891,9.1328,9.5024,8.3431,7.435,9.0326,10.1671,5.4812,9.425,7.1362,5.2213,9.1799,8.7119,10.3875,7.7206,10.0557,5.1947,7.2749,5.4672,6.9684,7.9069,4.3607,6.3389,8.8899,7.3545,8.28,3.9484,9.5053,11.1447,9.365,7.2371,10.8319,8.48,9.0036,12.7246,10.8861,9.5823,7.8027,6.2702,8.7053,4.4463,10.7508,9.0212,11.0249,10.399,6.1425,4.0798,9.1487,4.536,11.3191,9.7632,2.6124,9.3334,11.7199,9.3255,8.6855,9.7462,9.9842,6.9686,6.5041,5.5402,4.7169,7.0403,8.6365,4.7893
12.0608,7.8334,8.1746,10.8744,6.8828,8.8431,8.0919,4.8469,8.0222,7.4336,8.6051,9.5435,10.5091,10.1714,9.7022,9.2025,8.0219,12.2986,8.8751,12.6005,10.8056,10.8721,6.3258,8.6255,9.4735,6.5586,11.8833,4.2145,8.434,6.8907,8.5301,10.2309,4.4373,6.3912,3.5508,8.0376,8.2523,12.7813,5.9155,6.3578,8.6987,9.867,5.73,13.1925,11.6516,6.9429,10.3411,14.1508,5.9081,11.3658,8.873,10.8306,4.7161,6.7532,11.8967,8.479,13.3745,7.4757,9.0452,4.8205,6.4061,2.5142,13.306,9.5601,5.631,8.991,13.6625,9.1391,12.3834,10.0542,10.1676,9.2385,8.4661,8.9865,7.1331,6.3421,6.6473,4.419
11.5139,8.6451,7.7891,10.7761,6.4863,9.5661,7.7018,6.6003,9.193,6.8205,7.9352,8.1635,10.4853,10.5973,8.6979,9.1493,9.117,6.5843,5.7287,11.18,8.6574,10.2932,9.1487,8.7428,8.9111,6.9704,12.7416,6.6419,9.5755,2.8273,7.4952,2.8616,4.341,8.0384,9.0951,9.1199,5.6146,10.026,7.354,4.7438,9.2852,9.9927,8.4235,13.4339,11.0648,7.1571,10.6374,13.903,5.2761,10.1202,8.0089,9.3953,6.2963,3.5939,12.0272,8.4145,11.5067,6.4529,7.2036,4.5158,5.6308,1.5145,11.3663,9.9723,6.0867,9.393,12.3844,9.0384,11.0878,6.7905,9.5381,9.5587,7.6789,6.3849,5.8624,6.1086,7.7802,4.6517
11.8896,8.1589,8.4072,11.0195,7.7235,8.8264,7.7565,7.5734,8.6382,5.7432,10.2304,11.0745,11.7161,10.5032,9.0326,9.2057,10.1946,7.5966,7.2927,8.0563,3.7011,7.6786,8.1273,8.852,10.9768,8.777,8.3177,8.2667,10.511,7.1282,5.8765,8.6929,6.7453,6.183,3.6792,11.1709,6.2623,5.1974,7.7736,5.7302,8.6884,9.5273,5.9387,5.3614,10.2739,7.697,8.07,11.9822,7.5929,8.4238,9.5963,9.9678,7.0704,7.6634,9.3578,7.1092,8.5633,7.3089,5.5031,3.636,6.5123,8.8079,8.7921,9.2066,4.874,9.8521,10.003,9.1408,9.3915,11.2576,9.2286,7.6339,5.4279,5.6729,5.8008,7.2847,8.3154,4.4945
11.5006,9.1396,7.8892,10.3686,5.5763,8.3074,7.5734,6.5772,8.2266,6.5158,7.4858,6.1537,10.7116,11.2193,8.814,10.6,10.3839,7.1474,5.7898,7.4903,3.9342,7.4947,6.823,9.9589,11.6927,8.9835,7.5472,4.2233,12.4452,4.2721,6.0208,3.4848,5.7208,6.4791,4.3574,7.2292,5.1178,7.8724,5.9372,1.4483,8.5107,9.8433,4.525,8.3047,11.945,6.9896,6.4117,10.0502,4.5759,7.6035,7.7963,10.1492,3.9278,13.3137,8.7783,8.2473,6.9621,5.2034,6.025,4.4137,6.9886,1.7874,8.3667,7.5665,6.7652,6.4092,7.923,9.2819,8.3448,11.3677,9.8695,5.0224,6.8562,5.3576,3.9824,7.3353,8.9767,4.0389
11.9052,7.7421,7.9753,11.0098,6.7901,9.0946,8.5149,6.8797,7.6089,7.1504,8.9352,8.0169,10.201,10.4121,9.5662,10.2846,8.9044,8.2433,6.8756,7.8818,4.0861,7.261,7.5523,9.2592,9.1457,4.6667,8.1155,7.5634,9.031,4.312,5.8961,4.9832,7.1759,6.069,8.8088,9.764,6.6198,7.8073,6.8254,1.8977,9.4734,10.8701,5.2535,3.9912,10.1344,7.7178,6.8301,10.4376,5.8331,7.9673,9.4279,10.0258,7.4266,5.9592,9.5652,8.0889,8.24,5.358,5.4194,5.4524,6.2254,10.4593,8.7027,8.732,6.8428,10.39,10.2478,9.3731,8.8526,9.4296,9.343,6.4384,5.9641,6.8442,3.3885,7.499,8.2563,4.8851
11.959,9.4844,7.2895,10.5525,6.4399,7.1637,7.5141,7.3492,4.5543,6.5926,10.9877,6.8704,11.1944,11.9965,8.8981,8.1836,11.3929,7.4085,9.8646,9.027,5.4141,8.8772,8.9186,8.9221,12.2988,9.4693,7.6352,8.6401,8.7364,8.7477,5.8165,2.5223,2.8199,5.345,3.5587,10.4296,9.6811,7.3325,8.3552,5.6782,3.4689,7.9745,9.9444,5.0813,10.489,7.6479,4.5568,8.647,12.6093,8.9002,7.049,6.1308,6.4274,5.5119,8.6382,6.4308,9.8301,12.0344,7.5661,4.5686,4.5241,8.8795,10.6489,8.6512,2.9684,5.0051,11.5297,9.1297,8.3922,10.2988,9.4611,4.7193,6.0082,4.1924,3.7816,8.2078,8.8374,4.493
12.218,7.7593,8.1299,10.744,6.7948,9.4276,7.8769,6.0541,7.7614,7.1486,7.4954,10.2477,10.1557,9.7893,8.4416,8.3288,7.5832,10.1112,10.6292,12.0581,9.8616,11.0554,11.2775,7.3455,8.6314,3.9877,12.7813,7.0754,7.6986,3.8593,6.5298,5.0756,6.2132,6.8202,4.8897,4.2659,10.555,10.1149,6.4009,2.3859,9.3536,10.9089,9.7407,13.0444,12.7228,7.4501,11.0723,14.6049,5.5753,11.3096,9.5046,8.0611,7.8471,5.6087,12.9626,8.222,12.6498,4.533,8.9634,4.9727,5.6068,3.0363,12.5229,9.74,1.6267,5.6057,13.1729,10.0411,10.6733,8.6682,10.9119,9.8744,6.9928,8.2943,3.0109,8.1568,8.2322,5.3785
12.3984,8.5418,7.4417,10.7718,5.9748,8.3869,8.0335,7.2477,10.0838,6.7426,9.6928,4.7754,10.9253,10.6585,8.2546,10.1838,10.0501,9.5169,7.998,8.3196,4.4204,7.3702,8.3393,9.5029,10.8008,6.1297,8.1508,10.1872,9.6908,7.9425,5.8136,5.2358,6.5668,5.6094,4.8448,11.1925,7.5951,7.0692,5.5662,3.5179,7.5242,7.3889,4.4128,4.7482,10.1075,6.8184,6.0447,9.2359,5.7972,7.9996,9.5055,8.4034,4.2771,6.1854,8.4697,8.1686,8.5155,7.2632,5.5102,4.1566,5.8989,11.8767,8.7484,8.8986,3.1135,7.027,9.5682,9.4906,9.9476,10.3515,9.4168,7.2025,6.941,4.7276,6.8401,7.4351,9.0927,3.9481
12.7551,7.7959,8.5725,10.9763,7.3523,9.1167,8.3681,6.6659,8.1232,7.4252,7.0283,9.836,10.1983,9.6408,8.8814,8.5274,8.1372,8.5343,8.2143,11.5136,9.7046,10.8503,8.0973,8.0368,9.2168,4.6009,13.5231,6.1234,8.6324,3.3428,7.7738,6.837,6.5325,5.8672,3.5227,4.2748,8.5435,8.5194,6.3258,6.2344,8.2889,10.2673,6.6454,13.1038,12.4709,7.4281,11.3949,14.6885,6.0677,10.8409,9.1399,8.174,7.4613,3.8363,12.9057,8.7408,12.3608,4.6977,8.0795,5.2103,3.7324,2.9162,12.4093,10.1036,5.0113,4.8813,12.9703,9.7912,11.0879,9.5344,10.1228,10.5979,9.1171,8.0913,5.5444,7.7528,8.5619,5.7098
11.9883,7.7519,8.6974,11.1198,7.0225,8.8886,8.1614,7.3107,11.1891,6.5623,8.8565,9.8139,9.8452,10.4116,9.0486,9.3554,7.6689,9.2725,6.7394,8.9947,7.569,10.0927,7.3254,7.5835,9.2658,7.4234,10.1043,7.6317,7.8355,3.1706,7.4949,4.0583,6.9933,7.3698,5.6947,4.7206,5.635,11.6658,5.4987,2.5785,8.6652,9.6643,6.9586,14.1626,10.8357,8.2701,9.5043,13.4794,7.9355,9.1752,8.8011,8.5793,7.4893,6.6067,10.9192,8.5118,10.1159,7.2012,6.8168,4.2143,4.8366,2.592,10.2875,9.6737,6.2826,11.5203,12.1453,9.0509,10.9595,8.6698,8.7888,8.7619,6.6768,4.6622,6.9875,5.335,8.9641,4.7857
12.0864,8.1094,8.0351,10.5097,6.1589,8.3143,7.7409,6.7028,5.3643,6.5634,8.7221,11.2204,9.1121,9.9152,8.8423,8.6908,4.7713,11.4441,11.2316,10.8395,8.4344,11.5104,7.7298,4.7494,8.0939,4.3023,12.7246,6.8471,7.3736,7.0228,9.3571,7.033,4.3638,7.3358,7.2322,8.3545,11.0557,8.0268,9.0175,1.4428,10.4276,13.6158,5.3078,13.2235,11.1402,7.5182,12.7051,14.8864,5.4363,9.346,10.5573,7.9436,7.9137,5.4234,14.0948,9.28,11.1058,7.284,9.0838,3.2842,6.4166,5.4828,11.0852,9.5547,6.3175,11.766,13.6925,9.3418,10.3343,6.4867,11.4999,10.3458,9.441,9.5465,3.8635,8.2241,7.7817,7.9775
11.9235,7.5099,8.514,10.9006,5.8074,8.6706,7.9997,5.2107,4.2576,6.6046,7.2276,8.737,9.3665,9.9168,8.6827,8.3987,8.6093,7.0208,5.5485,8.5804,4.4874,9.7946,7.4204,7.1452,8.6671,5.8996,8.3319,6.0145,8.4597,3.239,6.6105,8.8862,5.8975,8.0722,4.4416,7.7453,5.6118,13.7078,7.4281,3.3165,8.4628,11.4835,4.9031,11.9111,12.0644,4.045,9.3373,12.9919,5.3879,8.2949,9.3414,9.8224,4.203,5.2957,10.3159,8.0361,8.7368,4.2543,8.0862,2.7886,4.8565,7.7407,8.8986,9.7951,5.8581,8.5051,10.6913,9.4753,9.5581,6.5311,9.2487,10.3458,7.221,5.4531,6.8984,5.7254,8.1509,4.8555
11.9922,8.9165,8.1214,10.7784,6.6755,9.0158,7.6785,7.0833,10.1766,6.6327,6.7562,7.7801,11.1404,10.2695,8.3331,8.9443,9.0254,8.8926,7.9457,9.7646,7.3645,9.9447,5.9274,7.5953,9.6546,5.1197,10.8645,7.3455,8.2264,3.3244,10.1195,5.1546,5.4147,6.8631,5.9569,3.7257,6.085,7.138,6.2325,3.2347,9.457,11.3111,6.3533,10.2773,10.1742,7.1145,9.5157,14.0646,7.01,8.8543,8.7124,7.8878,6.9711,2.8622,11.6761,8.1714,10.4681,6.579,8.8708,5.4826,6.1153,4.7745,10.8125,8.3089,6.3512,7.6638,12.474,9.3646,10.8393,8.1421,8.353,9.309,9.1413,6.6417,6.677,7.6555,8.5195,4.9037
11.9809,7.9313,9.3479,11.1509,7.4666,9.4319,7.5501,5.6923,11.3091,7.5302,10.1233,6.6676,10.4456,9.6122,9.231,9.7465,8.5466,7.9447,7.2602,8.9342,4.621,7.7614,7.1462,7.4465,9.9084,9.3453,8.744,7.7528,9.6104,5.2454,7.3311,7.9064,4.5862,6.8573,3.9697,7.734,6.5555,7.5587,7.539,2.5301,8.9888,8.4946,5.6931,4.8726,10.0402,7.4503,5.7116,10.9437,8.4459,9.3786,8.8833,8.3298,6.3193,8.0753,8.8847,5.2807,8.8717,7.1278,7.5782,4.7411,6.0082,6.6003,9.4512,9.4175,4.4185,5.4992,11.831,8.7838,9.7486,10.5634,9.6023,6.0894,6.7456,4.8229,7.629,8.0046,8.4373,4.8198
11.9526,8.126,7.3146,10.6894,6.5379,8.0613,7.7819,3.9012,8.4022,6.765,8.0753,7.4516,10.5987,11.1274,8.9036,7.9255,8.6435,9.4475,9.9957,12.26,10.6938,10.7376,6.9701,8.0121,9.6487,3.6999,12.8959,6.7416,10.5289,4.4238,11.0849,3.7811,5.962,5.5767,7.0375,3.2062,9.4376,5.6821,8.252,1.5451,9.4484,10.4596,5.2135,14.4576,12.2556,6.7101,12.5287,14.8459,6.6051,11.5847,10.7546,7.766,7.1311,2.5788,12.6705,8.7644,12.7959,5.5069,8.0704,2.6631,6.4821,2.5212,12.6447,10.3948,1.5533,8.4711,13.6104,10.0269,11.2412,6.0249,10.215,10.3727,8.4716,8.1744,4.3039,7.8173,7.0619,5.2948
12.0866,8.8091,7.8527,10.2094,6.6364,8.734,7.2967,5.0491,9.9429,6.3853,6.9454,6.9013,10.7568,10.558,9.2716,8.1558,8.9055,6.9133,7.2382,8.7439,3.8038,4.5637,7.7838,9.5037,9.5514,8.7317,9.0738,6.2023,7.7863,5.0119,6.7252,4.5262,3.0726,3.1484,5.2689,11.009,6.8711,7.8192,5.4031,3.165,8.665,8.3608,4.0775,4.0719,12.8007,7.43,7.8664,11.9892,9.492,7.844,8.0037,5.0567,4.7155,4.4249,9.2594,8.8231,9.0181,9.3467,4.6986,4.7065,5.6444,7.4796,9.1299,7.7106,2.0969,7.0228,10.1562,9.4085,9.6987,10.1467,9.4058,8.7068,7.5186,7.3837,5.9702,7.4569,7.1175,4.7635
