"117_at","121_at","1320_at","1405_i_at","1438_at","201930_at","202683_s_at","203139_at","203625_x_at","203928_x_at","204681_s_at","204825_at","205225_at","205713_s_at","205751_at","206793_at","208582_s_at","208670_s_at","208893_s_at","209560_s_at","209603_at","209604_s_at","210735_s_at","211864_s_at","212344_at","212583_at","215432_at","215609_at","216092_s_at","217257_at","218002_s_at","218856_at","219438_at","219919_s_at","220034_at","221704_s_at","222256_s_at","Class"
8.0176,10.8882,6.385,8.8997,8.1709,10.2799,8.9132,8.7482,8.1128,8.8599,6.8544,9.2476,13.5618,8.0578,3.8803,7.4492,2.3928,9.2101,4.5864,7.9425,10.7851,14.4498,10.8803,9.2604,8.1881,6.3942,4.8024,5.2147,10.0256,1.3106,9.0791,10.1671,8.0906,6.9212,3.9232,8.3261,5.3987,"2"
8.0141,10.5859,6.9511,8.2316,10.1018,9.9172,8.8511,9.427,7.5307,7.2099,8.8051,8.6683,7.8646,3.6715,5.3418,5.3601,5.7807,8.9967,4.2323,6.4973,5.5279,10.3847,7.8393,8.6816,5.9533,5.4546,3.8594,4.2765,8.4964,4.8085,8.2731,9.9148,7.8593,7.4429,5.6393,8.8658,4.602,"1"
7.4239,10.8336,5.6154,9.9847,7.9205,9.337,8.7207,9.1844,8.6388,9.6153,6.6015,7.1589,11.5611,3.5516,7.6633,5.1979,2.1996,9.1719,6.845,7.0822,10.2249,13.9413,9.7352,9.4363,9.6857,6.9989,11.6959,5.9944,9.8628,2.0024,8.9257,6.583,8.5442,5.5381,3.4075,8.3463,5.613,"2"
7.7091,10.4067,5.0003,10.3541,7.5838,9.7371,9.013,9.3983,8.5382,9.9801,5.1087,8.5032,12.3547,8.5302,7.5268,6.4985,3.2374,8.2545,4.6656,7.5962,10.4605,14.3246,10.995,9.1308,8.8387,4.7041,2.7105,6.473,9.9313,3.1897,9.0222,9.8626,8.2375,7.5441,7.6284,7.3638,5.0498,"2"
7.1183,10.4632,6.601,9.1174,10.6154,11.6925,8.2951,9.3087,11.1326,9.2,8.449,11.7906,7.3536,7.7396,6.0372,6.799,1.4814,6.3564,8.8595,6.9733,8.0759,11.2951,7.5732,9.2521,9.2512,3.728,2.225,6.0579,7.5391,2.6294,7.8975,8.2205,6.6745,6.338,5.0957,8.3478,4.4606,"1"
7.9862,11.2998,5.7134,8.7653,10.0966,9.9994,9.2731,9.7611,7.8628,7.9679,8.6666,9.089,8.1917,3.5181,7.0657,6.4685,5.6431,8.3016,6.2286,8.3682,5.7232,10.5017,8.1753,8.7785,8.7206,7.0151,3.7489,6.7495,8.6541,7.1363,7.4437,7.6418,6.0936,4.6819,6.9895,8.6435,4.9384,"1"
7.7688,11.4043,7.2056,9.16,8.0873,10.423,8.7815,9.6669,8.1734,10.7425,4.8619,9.3878,13.2489,6.2089,6.8215,5.464,2.9464,9.4975,5.1268,7.3564,9.9662,13.7316,10.2669,9.0341,7.5447,8.2158,4.819,7.4973,10.2116,3.9646,13.7421,8.144,6.8691,4.6097,6.0242,8.725,4.5228,"2"
7.9928,10.8636,7.7603,6.7125,8.6066,9.6459,8.6359,8.9769,8.4781,8.9516,8.6547,9.4349,8.9833,9.1481,6.9307,8.0451,3.9391,8.7781,11.0029,7.6507,8.1141,11.9141,8.775,9.6161,10.1603,5.2385,3.7165,4.2555,9.6518,3.1214,9.1449,8.3562,7.7762,5.3965,6.8489,8.214,4.4133,"2"
5.3019,10.931,7.7652,6.4562,9.7432,9.0591,9.134,8.5396,8.307,10.3496,8.6997,6.801,13.0124,2.8476,6.2648,7.9999,2.9971,9.2935,7.5715,7.9856,12.5177,15.222,10.4834,9.4143,9.946,6.544,3.7436,7.0718,10.365,4.4285,11.363,6.3201,7.8667,8.3185,4.2812,7.7333,5.2798,"2"
8.4763,10.7322,7.1347,9.6767,8.2201,10.5966,8.4841,9.7804,9.8682,7.2464,4.8359,9.2044,8.5951,7.8698,6.9738,5.9192,5.1636,9.3368,5.6745,7.7425,7.9319,11.3661,8.5244,8.4886,9.1857,5.4865,5.0836,7.4859,8.3797,5.3575,9.5038,10.4504,7.9879,5.88,4.7652,8.6313,4.4923,"2"
7.3539,10.7412,7.0982,5.7929,7.6664,9.33,8.8401,7.9855,8.4079,9.5089,7.7886,7.2849,13.0147,9.1997,6.3605,5.9455,1.7871,10.0719,5.3882,9.484,10.8802,14.1921,9.0532,10.7189,9.6044,6.4864,3.9003,7.1779,10.0754,1.5731,8.1096,6.2311,8.8816,7.0653,5.3529,8.0676,5.0584,"2"
7.6182,10.4202,4.8181,4.2524,7.1359,10.4886,8.7175,8.4881,8.5366,11.9338,7.3854,8.976,12.4514,6.4745,5.7264,6.0996,1.4783,9.3897,4.7203,7.2913,11.7911,14.4429,11.7672,10.3335,8.9693,7.1624,3.9793,6.4526,9.1524,2.6853,7.5751,6.3157,11.0323,9.4294,2.8143,7.7741,7.5902,"2"
7.5483,10.5137,6.2947,4.5369,8.352,10.603,8.7778,6.8216,9.1261,10.9626,7.0089,9.2016,13.1648,8.3678,6.6712,7.868,3.0427,8.3276,5.8961,6.8983,11.4665,14.8381,11.2628,9.4943,9.0706,7.1711,4.157,7.0267,8.9102,5.6766,10.8631,6.3922,9.5997,6.7112,3.2588,7.9425,5.2814,"2"
8.3809,10.6423,7.3268,8.4924,7.8432,12.29,9.2654,9.7123,9.9323,7.7496,7.6015,11.2279,7.2934,4.2499,6.7439,6.4132,3.4196,9.3042,4.8696,8.4641,6.9991,10.9706,7.8259,9.2844,7.5446,3.8298,3.8807,6.4813,8.6834,2.1668,9.4082,11.9634,6.9398,6.6965,5.4969,6.4996,4.564,"2"
7.5622,10.369,6.4897,4.965,7.9621,10.0039,9.1256,9.4937,8.8528,10.6662,5.1606,8.7446,11.514,8.6283,5.5979,9.1678,6.0057,9.4687,6.1287,5.7854,11.5206,14.6411,12.3671,10.7548,9.1028,8.0036,3.8724,4.2402,10.5801,3.8363,9.0622,6.0711,10.0423,7.5856,4.7204,7.5665,7.5611,"2"
8.4018,11.3001,5.4711,10.5626,7.6777,10.0604,9.2367,9.2171,8.4326,7.1419,4.3958,7.5735,10.5752,3.2404,6.4278,6.9831,3.226,9.6939,5.661,8.478,9.374,13.0389,9.6912,7.0037,7.5816,7.8638,3.9988,7.244,8.3647,3.8623,7.9582,7.1982,7.7118,4.2063,6.077,8.3606,5.5195,"2"
7.9245,10.7944,5.3635,4.9987,9.8429,9.6806,9.0848,8.7951,6.8304,10.8359,7.213,6.2465,12.9474,5.9209,6.5943,7.4336,5.2174,9.5981,5.7103,6.9205,11.0125,14.4864,11.0926,9.7464,8.512,6.0671,4.7172,7.9045,9.0615,3.403,9.443,7.0857,6.423,8.4015,6.5402,7.858,6.2052,"2"
10.1666,11.0755,8.3475,6.5283,9.0366,9.4785,9.802,9.0288,7.433,8.3555,7.3904,8.7333,12.5366,8.1414,7.244,6.3907,2.24,8.469,5.4561,8.3726,10.4784,13.9689,11.7477,8.9702,8.7812,7.3122,4.7826,6.8988,9.4801,2.8021,5.6071,7.0272,8.9654,6.0522,4.1856,8.5497,4.8866,"2"
7.5772,11.3879,7.6034,10.5428,9.0737,9.8387,8.7298,9.6331,6.4248,8.9575,7.583,7.4826,12.2221,9.7418,6.8328,6.4316,6.0417,9.0811,5.6585,8.2371,10.0836,13.8432,10.1454,9.7392,8.996,6.5264,4.3363,7.0807,10.03,6.9435,12.6933,10.2543,7.6689,5.2884,5.8087,8.8539,4.8433,"2"
6.4521,10.9807,4.8684,6.1015,8.0313,8.9548,9.4444,8.8816,7.0927,9.2339,8.2964,7.7057,13.6248,3.1697,7.113,5.3105,2.4281,9.8545,5.5724,8.5654,11.1768,14.191,11.8694,11.6053,7.7633,7.5522,2.9677,4.12,10.0893,6.4733,8.6366,6.2372,6.4966,9.0112,2.5951,8.4069,7.4688,"1"
8.429,11.5083,7.9025,8.6419,6.541,8.7803,8.8494,9.6342,8.0214,9.565,4.2309,8.1332,11.4629,8.9822,6.9637,6.0384,4.005,8.881,5.4658,8.7875,10.2244,13.8913,9.8313,8.2084,8.6415,8.1035,4.9884,6.6198,10.2134,5.8889,10.0222,8.8432,6.7956,6.0085,4.2885,8.3643,5.7156,"2"
8.224,10.7761,6.8234,7.4552,7.8506,9.2935,8.8102,8.9495,8.4319,8.5361,7.4625,7.8245,12.0708,5.9249,7.5802,6.0341,2.5823,9.2812,5.5095,7.2141,9.932,13.8067,10.2106,10.2861,7.6665,6.9866,5.1698,6.7616,10.7078,5.8755,9.1622,10.2633,5.5975,7.3509,5.8074,8.7485,5.9577,"2"
8.0532,11.2096,4.8747,10.312,8.042,10.2604,9.5611,9.6354,7.5986,5.2173,5.0562,8.3821,11.3971,3.2454,7.6008,8.5964,3.6095,9.5254,5.2545,8.6551,10.9843,14.3569,10.9497,9.3068,7.8339,7.6312,5.2536,7.1243,9.4244,3.6189,13.7337,10.5432,8.0524,6.2342,5.868,8.3075,6.0034,"2"
8.2875,11.0754,5.3538,11.2255,8.1661,10.9965,9.3899,9.4285,9.1574,9.6122,7.6081,9.0323,13.2511,3.4315,4.7707,6.993,5.9529,8.6014,5.7013,7.9446,10.7429,14.808,10.1313,6.6258,8.5055,6.3595,3.2072,7.706,8.6566,2.0747,8.7511,10.0068,8.1804,5.4522,4.0062,7.9841,4.4136,"2"
8.2965,10.8386,5.9537,11.9945,8.6099,9.7703,9.0499,9.9223,8.5964,9.6623,6.5433,7.7237,12.1679,2.6787,3.346,6.1308,4.0304,9.5188,5.2605,7.2417,11.1496,14.0629,8.2756,9.2876,9.0751,6.1653,4.7951,5.2083,9.8081,5.3327,7.5707,6.5332,8.2629,5.7561,6.5554,8.7204,7.0678,"2"
8.5987,11.3588,8.1305,6.7621,6.5703,9.7259,9.1513,9.5413,8.8351,9.0266,4.3332,8.9736,11.8665,6.575,7.5919,6.2025,5.1981,9.0708,5.6077,8.4864,10.415,14.0113,11.8078,9.6368,8.4418,7.7757,5.2826,7.6147,9.7423,4.8202,6.303,6.5125,9.6855,6.3211,5.9684,8.0605,4.9427,"2"
7.4312,10.9263,5.569,8.896,8.7922,10.7798,9.4754,9.4044,8.6287,7.388,7.659,9.0318,12.3368,3.2547,7.3383,7.6042,4.9179,8.7589,4.9683,7.6601,9.9737,13.6365,10.9835,7.6139,8.5323,7.2969,3.6408,4.2109,8.8404,6.0159,8.1208,7.0207,7.9039,6.8823,7.4299,7.7877,6.7777,"2"
