"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","201983_s_at","202088_at","202089_s_at","203256_at","203628_at","203963_at","204508_s_at","204623_at","205009_at","205029_s_at","205225_at","205440_s_at","205862_at","206754_s_at","206799_at","207038_at","207626_s_at","209173_at","209443_at","209602_s_at","209603_at","209604_s_at","210735_s_at","211233_x_at","212148_at","212496_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","215729_s_at","215867_x_at","217528_at","217838_s_at","39549_at"
11.4223,7.4375,7.9292,10.0836,5.4157,9.0406,6.9798,7.0511,7.6577,6.0906,7.338,9.3501,8.3155,9.7538,8.8076,9.4558,7.4394,9.2909,13.9358,12.8618,4.6006,10.4012,11.5175,9.7578,11.3565,10.9416,2.5227,13.6226,11.5748,10.0776,8.5557,8.3304,7.4852,6.7751,13.2253,9.8154,10.4623,10.6735,13.9018,10.7831,9.0902,12.0274,11.4901,12.5382,10.4601,4.1395,12.0394,11.5999,2.6362,11.5032,12.5915,9.264,4.1765
12.0307,8.4269,7.7089,9.721,4.8613,8.5239,7.1219,5.0632,8.3368,5.938,8.4986,9.6447,7.923,9.3261,9.0993,8.0612,6.7281,4.1252,13.4694,11.9585,8.5259,7.119,10.3906,8.353,10.1025,10.636,3.8878,10.8245,2.8139,5.2106,4.495,13.7739,7.8805,4.8009,13.6606,4.1741,9.3914,9.0168,12.9159,8.5793,6.8683,11.1959,9.959,11.1295,8.1114,2.9514,11.076,8.3304,3.3684,11.2002,8.6215,11.3047,2.2808
12.7472,9.0996,7.3965,10.1024,5.4298,9.1688,6.777,7.0498,8.5157,6.7085,9.1524,8.6491,8.6276,9.586,9.588,10.1559,6.8923,8.799,12.009,10.677,11.2777,6.2579,11.86,10.3654,14.3358,13.4355,3.4613,7.4097,2.9088,4.9951,6.8992,11.3628,7.5892,6.9435,13.5065,5.5209,7.5495,8.0759,12.7958,11.0401,7.7391,10.1212,8.4925,9.6608,8.8188,8.2043,12.7615,8.0431,8.5637,12.6609,9.2271,9.0761,4.1233
11.2817,8.9329,7.7798,9.6646,4.9849,7.6899,7.7264,3.4814,6.4753,5.754,6.0916,7.9109,7.2946,8.7063,8.2301,8.5573,7.7487,3.0805,13.5839,12.8539,6.7188,9.5526,12.4411,10.7588,14.3237,14.0402,2.2075,13.5035,6.9738,7.2195,12.1784,9.5795,8.265,8.3198,13.0059,11.3604,10.4448,10.629,13.7334,11.7114,9.6551,10.6307,10.5825,12.2744,10.1967,4.5086,12.7348,12.8065,-0.4146,12.4754,2.7407,10.88,5.8943
13.2494,8.3434,8.0536,10.0269,6.5806,8.9744,8.1692,6.9459,6.6733,6.3809,8.5297,9.9045,10.8708,10.7159,9.5872,9.4834,7.2944,7.1445,11.7664,10.5498,9.518,9.3018,11.8202,10.1203,11.6955,8.681,2.5782,12.0186,4.8975,6.4805,13.1538,11.2394,9.8901,7.7662,12.3969,8.6025,9.9629,10.7869,14.2651,10.8935,4.7982,11.3881,9.6554,10.9664,9.4758,9.8769,12.2847,12.0965,5.1159,12.3601,6.93,9.9765,3.0701
13.9012,8.0363,8.07,10.1831,4.6155,8.8238,7.5931,3.7546,7.9239,6.3637,9.021,9.3547,8.1129,10.5282,8.638,10.3255,6.005,6.3695,13.9572,12.9901,5.8805,10.2279,12.7794,10.8232,14.6126,13.4326,6.1219,13.483,8.1088,6.6332,10.4051,14.4949,8.4985,7.0505,14.4849,10.1426,9.9886,11.1849,14.5038,11.8609,9.9316,11.4162,10.5855,12.3577,11.1463,9.7626,13.5292,13.1922,4.824,12.9799,5.3309,9.7597,5.7722
12.8156,7.6095,7.8763,10.0088,5.1124,10.1426,7.5027,5.5994,7.4945,7.3868,8.0802,9.2385,8.3943,9.2779,8.1544,9.2407,7.0966,4.779,12.3134,11.0425,9.3181,8.2331,11.7608,10.2651,11.8929,10.3757,4.7032,12.1408,7.383,5.5035,13.6021,12.667,8.4266,5.8322,12.7312,7.6985,9.4858,10.725,14.5693,10.9715,5.6053,12.0936,8.9424,11.6939,10.3844,11.0877,12.8285,10.7519,2.5159,12.1248,4.1535,10.2444,2.768
13.0941,8.2012,7.7559,10.3299,4.7353,10.2102,7.3013,4.7611,8.2215,6.5646,7.7407,8.2111,8.8646,10.9165,9.2988,9.2755,6.8753,7.286,13.21,12.3137,7.8846,12.7105,12.1047,10.1747,14.6846,14.5772,5.6457,12.2749,9.63,5.8866,8.7143,8.9276,10.0367,3.7826,15.0447,10.3352,9.4651,10.7588,13.8295,11.3171,8.3616,11.5354,10.5984,12.2083,11.3707,7.6053,13.0173,12.7617,1.701,12.5534,6.0531,12.1172,3.7246
11.3834,9.0703,9.1601,10.0044,5.6649,8.1921,7.6541,5.511,10.3984,5.696,8.6588,9.4454,8.1472,8.3752,8.5679,10.4183,7.4716,7.7062,12.4048,11.4741,11.0444,6.2098,9.659,7.6257,8.0033,6.3782,1.8203,7.7153,5.048,2.8125,8.8027,3.4286,7.1675,3.9639,14.1475,5.436,7.2383,7.6964,11.0267,8.6828,4.0973,8.6597,8.6673,9.8368,8.438,5.074,9.9437,8.568,2.6172,9.9286,8.4606,7.9828,5.9992
12.129,7.4496,8.8902,10.7078,7.6729,10.1611,7.4945,5.1442,6.7283,7.3074,8.3044,8.9293,9.0149,11.4593,10.0384,9.6188,7.2333,7.9752,13.1868,11.9571,5.8673,11.0676,11.8247,10.746,12.2665,9.9193,3.9006,13.0559,9.2967,6.7253,11.1075,5.8542,8.393,6.2631,12.1792,9.7978,9.6359,10.9914,14.3148,10.8518,6.1999,11.4661,10.1243,12.9762,10.5611,8.6156,12.2478,8.4377,2.7682,12.313,2.6309,12.5353,7.2674
12.773,6.7233,7.9394,10.25,6.2095,10.0817,8.4165,6.6682,7.4288,7.4026,7.4201,9.599,8.5848,9.8658,8.5427,10.2575,7.0947,3.6881,12.7765,12.047,8.4171,9.8635,13.5149,11.6026,14.3098,12.5198,3.7642,14.0098,6.5173,7.3717,13.7228,9.171,8.997,4.8396,12.8061,12.6551,7.9591,9.569,13.8379,12.8864,9.2603,11.2295,9.7017,10.3379,10.3516,10.7164,14.0764,11.0875,3.7095,13.9752,6.9271,9.8219,4.4607
11.8927,8.0734,7.7017,10.047,3.2102,9.781,7.4058,6.0592,7.9105,6.8931,8.3911,9.0896,8.2954,10.0556,8.8688,9.0946,6.5345,7.473,14.1245,13.3041,4.777,10.9983,12.1587,10.7002,9.5297,10.4686,4.1736,14.0217,7.4954,8.0169,14.6157,4.1446,10.8216,4.1319,13.0796,10.1681,10.8931,11.3047,14.4673,11.1198,8.7544,12.2221,11.5541,12.5246,10.062,8.5691,12.7134,13.3407,0.816,12.4954,4.3366,11.7453,5.9327
11.6298,9.2991,5.5157,10.3062,5.0891,7.5662,7.1694,4.2975,5.3686,6.1596,8.2974,9.2605,14.3513,9.1435,8.4868,8.9208,8.3844,4.2514,13.8195,13.1583,4.2822,12.556,9.5252,7.4145,13.4441,12.1257,0.9597,12.5402,7.8973,8.1114,13.6878,7.0608,4.7969,7.7871,11.3817,12.3856,11.0902,11.802,14.3213,8.7158,8.5039,12.6983,10.7529,12.7891,10.1193,8.5687,9.4755,8.5419,3.267,9.8276,4.7705,10.9317,1.4356
12.3467,6.9379,8.1185,10.6482,6.9164,8.6094,8.8043,5.604,6.4255,6.9105,6.8325,8.8211,9.6664,10.16,9.7873,9.3913,4.758,7.2311,12.5364,10.6078,5.532,10.2914,11.466,9.0546,13.453,13.2856,2.3956,10.9442,6.6514,10.0662,8.8658,9.6694,9.4743,6.481,10.4101,7.8631,10.3524,11.272,14.8717,9.5679,8.2054,11.3471,11.8173,9.9531,8.4802,9.9305,11.4074,8.8882,2.7492,11.7004,2.676,9.1999,5.5923
11.6358,8.4829,7.9534,10.0925,6.1355,8.8942,7.9352,6.5137,8.1933,6.127,9.0511,8.7995,8.3584,10.3441,8.0976,9.2621,5.5139,9.4489,12.0185,10.5588,9.8489,4.347,8.0705,6.5162,6.3919,7.0815,2.6561,7.2509,7.758,5.7394,5.4812,2.9789,4.3267,3.8187,5.1813,5.169,6.1696,7.3315,10.5023,7.171,4.5262,9.2846,8.9902,7.9427,7.8309,4.3715,8.871,8.4273,8.8624,9.7538,8.9125,9.714,6.1976
10.33,6.5923,8.3097,10.6239,5.4715,8.9825,8.1461,6.959,7.705,6.9008,7.0522,8.8417,8.4147,11.4304,9.0695,8.7338,6.9422,9.1422,11.6994,10.5662,4.9137,8.2314,9.8024,8.0046,8.6565,9.1971,2.4842,7.895,9.3266,3.5514,8.8766,12.0573,6.7716,5.6733,11.0196,4.7548,7.9057,8.0909,11.6816,9.2265,5.0831,9.3743,9.4416,11.4561,8.7074,5.3789,10.6555,10.689,3.1297,10.6948,1.9287,10.6316,5.1239
12.1404,8.2031,8.8399,11.3086,7.7022,9.5427,8.9099,7.8933,5.8235,7.0304,9.8902,9.4217,9.6441,12.0459,10.0307,9.4715,7.2186,8.8092,10.0439,9.7675,11.2073,9.4931,8.3039,4.5782,8.7262,8.127,3.6974,7.4147,8.818,6.8503,5.8111,7.3296,5.5214,6.8233,4.8882,4.9453,5.2545,7.3256,9.708,9.0262,4.3496,8.9573,6.7799,9.2672,9.0729,6.8551,8.0169,8.7282,11.5796,9.7164,4.6396,9.5302,5.1131
13.0893,5.6899,7.4396,10.7778,5.6582,8.8424,9.2577,3.8733,7.445,6.8259,5.1399,9.5123,8.9067,11.4411,8.2011,10.0153,4.2595,6.5437,14.5124,12.1449,9.4396,11.1697,10.7601,7.6451,15.8755,14.2402,5.53,12.2433,6.6191,7.2077,5.6429,11.0777,9.0578,6.0771,14.8508,5.0279,9.2358,10.5622,14.9933,8.7475,4.277,10.7719,9.4077,12.6507,9.9546,10.0048,11.6343,9.0839,5.9483,11.6786,5.7446,11.757,3.4365
12.2036,7.3499,8.0411,10.9716,7.1035,8.6703,8.1226,6.4526,8.1961,6.8914,7.8575,8.8976,9.1591,10.7696,9.0171,7.6333,7.8404,7.5563,14.6765,13.8486,6.1268,10.1469,11.9975,9.2572,9.8867,10.5882,5.6322,13.2485,7.4243,8.5754,10.7595,14.0369,8.9169,7.3891,12.5355,9.3778,10.1783,11.2837,14.936,10.2123,8.058,12.0418,11.1113,12.2621,10.0258,5.1845,12.161,12.5483,1.8744,11.7016,6.5749,11.6953,1.686
12.0666,7.8288,8.7373,10.63,6.2158,10.4539,8.3098,7.6552,9.1705,6.7899,7.2539,9.7833,9.3639,11.5877,9.8075,9.504,5.8748,8.4023,13.5006,11.4991,9.4945,9.4591,11.0794,8.5738,11.9382,13.7221,8.2717,10.2287,8.0617,8.2167,8.531,11.1267,6.3163,3.0864,12.9134,9.5862,9.051,10.0573,13.3445,9.1473,4.6018,10.1491,10.9709,11.265,8.9229,4.8678,11.8167,9.5844,6.9551,11.5719,10.0821,11.5631,5.4656
12.7526,9.3658,7.2033,10.4761,5.1883,8.7093,7.0516,7.3846,7.3803,6.6793,9.367,9.0185,8.1673,10.5033,9.4578,10.0382,9.3244,10.1653,10.9534,10.0422,11.947,7.6975,8.9283,5.1272,9.861,8.4446,4.9701,6.2819,2.8346,1.929,5.6632,3.6072,5.8038,5.6226,12.0552,4.5095,5.0434,3.7156,8.305,8.098,4.7524,9.0929,7.7221,8.7523,8.1439,7.7128,9.1091,8.5848,0.7577,9.4105,9.7747,8.7314,3.7556
12.8956,7.9326,8.2136,10.1922,5.2942,9.3062,7.7264,6.696,6.6332,6.0376,7.9976,9.5413,8.4754,9.9441,8.8189,10.2237,7.3135,10.7726,11.7631,10.7158,10.5043,7.6028,10.8238,8.7904,9.9478,9.5975,1.4162,5.8987,3.5207,4.9409,6.7752,10.0185,7.0178,6.0998,10.5774,6.9063,8.2213,9.2016,12.8519,9.3413,4.1593,8.4598,9.1434,10.4149,8.5516,8.5678,11.3181,7.3687,5.8246,11.2668,9.1576,9.0649,7.5379
12.4378,7.9344,7.3127,10.5937,6.1852,8.6848,8.1776,6.4096,8.1593,5.6078,5.9606,9.6128,9.1211,9.8932,8.8095,10.032,4.8532,9.4389,10.8592,8.6664,10.8184,6.7144,8.2676,4.5907,11.5223,7.8453,4.9012,7.3404,3.8875,3.2257,5.9518,13.9223,8.0267,3.1326,12.427,4.3542,3.6039,5.1312,10.5326,7.8362,4.995,9.8703,9.998,8.948,8.4621,8.1794,7.8265,7.4075,4.9343,8.3812,2.3352,9.0741,5.8435
11.9015,8.7145,6.5302,10.1871,5.2615,8.4655,7.3414,7.5741,5.911,5.5822,9.5778,8.8155,8.2952,10.5894,8.5229,9.5776,7.255,7.1739,12.7707,12.0466,5.0832,9.3901,12.189,10.3686,13.8604,13.1379,1.0188,11.8458,7.0303,8.4548,12.9648,12.0571,8.8936,8.1455,10.898,10.2284,9.6186,10.78,14.1947,11.6425,6.8757,12.1762,10.4919,12.7044,10.4334,10.3548,12.7039,13.4287,3.4363,12.5347,4.7741,11.6449,1.1659
12.326,7.5579,8.2514,10.6992,6.5959,9.2367,8.3991,6.8912,8.4971,6.82,9.0217,9.4742,9.1954,9.8492,9.2117,9.6544,5.2061,7.6698,10.1966,8.7025,10.0226,7.6682,7.8912,3.6682,7.7929,7.8227,5.5632,7.8375,6.4124,2.9388,6.2562,2.7349,6.2992,4.52,7.4995,8.8529,3.1119,6.9875,9.724,6.9872,5.1291,9.9724,7.9688,7.7249,8.2011,5.4413,8.643,7.9138,9.9681,7.2726,6.5568,8.7721,3.7159
11.7169,8.1215,6.5229,10.4799,6.6469,9.2466,8.0828,6.2452,6.2663,6.6873,9.3933,8.4259,15.5112,10.3791,8.5501,9.3117,7.4432,3.3576,15.0905,14.4072,5.4239,14.782,14.8948,12.795,12.4212,13.8639,2.765,14.1295,7.5555,2.3603,14.6779,15.5869,7.4972,3.6663,15.2201,11.6639,10.4802,11.9385,14.996,14.388,9.7623,12.2759,10.149,13.929,11.678,4.9083,14.8983,13.9311,1.4841,14.7284,0.1131,10.1298,6.1245
11.6612,8.8958,9.9619,10.7859,7.0617,8.4762,8.0212,7.7961,7.3053,6.4588,8.9619,9.2106,9.074,10.7639,8.9348,9.1267,7.7554,8.7921,11.192,9.412,9.4302,8.7209,8.0651,3.4802,7.6888,6.633,6.1161,7.9667,6.0477,3.0141,4.5939,3.4825,4.3915,3.487,5.2211,4.4565,2.2896,4.6863,7.3236,7.2154,5.085,11.8537,8.9638,7.9109,8.4441,6.2957,7.6351,7.0526,13.2827,8.368,3.327,8.9233,4.6796
13.1617,5.3555,5.3663,11.0304,7.4018,9.4998,8.6182,7.5891,9.2473,7.4736,6.2594,9.4754,9.4662,11.0291,9.9236,9.6422,6.5398,7.9548,15.2332,12.7767,6.0761,9.5163,11.073,8.475,13.0281,13.0168,4.7228,11.1843,7.8241,7.9371,12.6124,4.1656,8.4924,7.735,12.2167,7.3626,9.2521,10.4262,14.627,9.1264,5.9161,11.3765,10.2963,12.7331,9.8244,7.2599,11.6794,9.5591,2.2872,11.4289,6.5902,11.481,4.4604
12.7796,8.356,5.2388,9.7685,6.5849,8.4502,7.9792,5.8095,8.1298,6.5675,8.0535,8.9686,8.7354,9.8894,8.4569,9.2294,6.9015,6.8973,9.5147,9.0855,7.2095,7.5281,12.2047,10.3336,10.4546,9.7378,5.9818,7.2503,2.0402,5.5369,4.976,1.7444,10.4223,6.1712,12.9578,5.6456,9.1944,10.7034,13.8973,11.3022,3.6305,11.3155,10.0424,11.2042,9.5143,7.2673,12.4894,9.5429,6.1705,12.607,8.6697,8.9352,5.3205
12.8244,8.0495,6.2341,10.6172,6.5377,8.9927,8.1041,6.5163,6.6481,6.972,6.1742,8.9547,8.6856,11.2704,8.9171,8.3597,6.9553,5.4613,14.1632,12.695,8.7332,10.0812,11.9398,8.8656,13.6357,13.5549,2.4673,12.9698,10.9699,9.1778,8.7579,9.5622,7.6028,2.5642,14.0638,9.5644,10.0121,11.411,14.4276,10.1882,6.6855,10.9222,11.5537,12.2626,9.8656,9.1157,11.9407,13.1726,1.4321,11.9018,5.2433,12.4218,4.8473
11.3217,7.9271,7.7589,10.5197,4.2561,9.1694,7.6715,6.3606,10.9735,6.3122,8.0994,9.1926,9.1468,10.2999,9.6442,8.843,7.9079,5.8634,11.6388,10.4101,5.5224,8.7538,11.6818,9.4682,9.7311,7.5393,6.1694,11.7818,8.5508,6.8747,9.9181,4.8583,8.6476,6.9415,11.462,10.0938,11.5135,11.0567,14.5758,10.4036,6.082,10.9902,11.0405,11.2163,8.7717,9.3687,12.1756,8.6709,2.9005,12.22,4.2714,9.445,2.4994
11.3358,9.3691,8.3139,10.6199,6.1752,9.5037,7.4075,6.0783,9.7477,6.5086,7.8633,8.9882,8.861,10.367,9.6493,8.9932,6.8453,7.251,10.4955,9.8093,10.1872,8.0245,7.8811,4.3129,8.2397,6.3729,6.898,7.9329,6.9938,1.2143,7.0876,5.1984,6.7617,6.564,5,5.5088,7.1936,7.2876,10.2403,7.2658,5.614,8.9841,9.221,9.4619,8.218,8.2513,7.7479,8.6429,10.6022,8.15,5.1273,10.4665,3.0984
12.1187,8.1785,7.5536,10.3438,5.9128,9.0085,7.384,6.9906,7.3588,6.8982,7.9987,9.0123,8.7451,11.3456,9.6613,8.1887,7.8421,6.6308,13.3284,12.2415,9.7337,8.3349,11.8006,9.737,13.2878,13.1091,2.8086,10.8334,8.4114,9.1344,9.8341,13.3096,9.3888,7.5959,12.0111,10.0663,11.4182,11.3628,14.2774,10.6465,7.053,11.0701,11.2248,12.8769,10.1834,9.6292,12.7763,11.5516,4.7159,12.555,6.4891,10.3409,5.6763
12.2341,8.512,8.032,9.9146,4.9786,8.4844,8.8592,7.8219,6.5381,6.9017,8.8781,9.6752,8.1152,11.5493,9.2169,9.6809,7.1389,7.1504,13.5461,12.2243,6.0983,11.285,10.976,8.0685,15.3725,14.8021,0.6985,12.0949,8.3107,10.5958,10.1617,3.8936,10.811,6.5621,14.8517,10.0206,10.9122,11.0086,14.3484,9.358,8.0529,11.6781,10.1027,11.248,9.2464,9.2596,11.213,11.9122,2.7434,11.431,2.9596,11.0928,4.527
12.3349,8.615,7.0662,10.2843,5.7919,9.0752,7.4229,6.3772,6.086,5.5677,7.9383,9.2417,8.6462,9.6484,9.2671,8.3764,6.2863,4.1093,14.6412,14.0003,6.5076,10.8229,13.7843,12.238,10.552,11.0074,5.9964,12.9905,5.9828,7.2592,8.2991,3.3287,7.6279,7.554,15.1107,7.8919,11.5783,11.2769,14.4267,13.084,7.9466,11.1055,12.6431,13.3934,10.9715,4.7466,14.4136,13.7108,1.8943,14.1152,4.2079,10.8933,2.5408
12.1046,7.6096,7.1057,10.2708,6.5307,8.5409,7.3841,7.0299,7.5203,6.0369,8.2071,9.3592,8.5836,10.4267,9.017,9.9988,5.8935,8.9553,13.0577,12.0006,10.6983,8.9242,10.6024,8.4227,11.8412,11.44,8.6976,12.652,8.593,8.183,10.355,12.0929,7.9585,3.9753,13.8721,9.1991,10.1083,10.3587,13.9074,9.4358,7.8938,10.4579,10.7797,11.6239,9.6075,4.6352,11.5448,10.3438,8.7336,11.534,9.8795,10.3452,7.1689
11.6775,7.7698,7.6795,10.5458,5.4783,9.2096,7.9936,6.5229,9.1649,7.0655,8.1019,9.0617,14.2973,11.3508,9.5222,9.3622,7.1119,7.5005,13.0762,11.8811,6.9295,9.3252,12.1372,10.106,12.7621,11.1229,8.617,11.202,9.2034,9.5989,14.0049,12.9869,5.4843,7.7476,13.8655,7.8186,9.7199,9.6543,13.6494,10.8096,5.7707,9.6795,10.8188,12.1265,9.4588,8.4889,13.1194,10.0984,1.4228,12.7516,7.6836,9.3252,2.7231
12.8251,8.0386,7.8439,10.2954,7.4171,8.5503,7.1581,6.4277,7.5333,4.5061,8.3346,9.0402,9.3127,10.5333,10.0861,9.0644,7.2007,7.5034,11.0909,9.6235,10.4433,7.4093,9.3087,5.2147,11.354,8.6648,9.2697,8.8311,6.4987,6.3875,5.7331,5.2329,7.203,4.9654,11.2346,5.2897,9.2297,8.9991,12.9684,7.6549,7.3063,10.4945,10.1686,9.5934,9.2432,5.4459,9.708,8.7594,7.4765,9.9146,9.0618,8.574,6.8727
9.0519,8.1997,7.7855,10.6594,6.7714,9.9925,7.2745,6.2474,11.3576,6.6233,7.7224,9.0466,8.6681,9.9084,9.0291,10.0859,6.1745,5.97,9.5773,9.1645,3.9842,6.0633,7.4954,4.5194,7.1632,4.237,2.6419,8.0794,6.6908,5.0145,7.647,3.8115,7.9085,3.5855,3.4551,5.309,7.0487,6.966,9.7665,8.2358,7.2524,7.6639,10.0846,10.9837,8.9648,4.8171,8.2237,9.3533,2.6406,8.3414,3.501,10.8968,5.657
12.0038,9.2597,7.5193,10.3678,6.2126,8.7714,8.2007,5.2945,8.1294,6.6536,6.7879,9.1118,7.9435,9.8528,9.4838,8.5495,7.7044,8.9782,11.0338,10.0836,9.6627,7.1049,9.4839,7.1318,14.8605,14.4788,3.134,8.1639,6.8544,4.0073,7.4808,6.5169,7.5839,6.7323,14.4541,5.4703,9.0755,7.8156,12.6122,8.881,6.0789,10.1673,9.0639,10.5981,9.0827,9.1956,9.8416,9.1912,6.3434,10.3519,8.7479,9.4023,4.2202
11.0649,8.4225,7.6146,9.1654,4.7903,8.589,6.8978,6.3888,7.5276,6.1211,7.7863,8.5618,6.8357,10.4482,9.4615,8.9488,7.4138,8.3703,14.8403,13.585,9.0149,10.3429,12.2494,10.3476,8.598,8.4318,6.0022,11.995,10.7608,8.6606,7.9622,14.1041,9.0809,7.4083,13.1825,9.6579,11.0155,10.9685,14.3931,10.6624,8.2679,10.6292,11.2952,12.9209,9.9301,9.4916,12.8993,13.3537,2.7467,12.7764,4.0388,11.8731,6.8777
11.257,7.8519,7.4249,9.0598,6.0069,9.3089,7.6229,5.9385,7.8193,5.0387,9.2366,9.1798,7.6731,9.0155,8.1242,9.094,7.4774,4.2286,14.778,13.4362,8.2664,9.0396,12.2392,10.788,13.1876,13.4195,6.3639,10.2914,1.3456,8.3742,12.5008,13.7124,10.038,5.7481,13.762,10.6337,10.4628,9.8598,13.7352,10.872,7.1142,11.0988,10.1708,12.2946,9.9232,8.6107,13.035,12.6998,6.5546,12.8726,8.3641,9.5304,5.6039
10.4539,8.1741,8.4277,9.2309,4.6786,8.6534,6.6223,3.6974,8.8378,5.9063,7.0989,8.7277,8.8366,8.2283,8.7906,7.9741,7.7672,13.6798,13.2228,11.5804,7.62,7.9148,7.9268,7.5743,7.9591,11.1737,2.3719,10.0307,5.9659,6.88,6.8735,5.3901,7.2165,2.712,13.5943,4.2245,9.0994,9.2359,12.7592,7.7896,4.7861,10.1096,9.8344,10.3561,8.4213,6.2087,9.8019,7.7728,4.2245,9.4783,11.04,8.8049,7.7579
11.6801,9.0948,7.0226,8.339,3.159,7.8656,6.6701,3.4198,7.4976,4.6728,8.2625,8.7499,6.7868,9.8619,8.1766,8.6886,6.9333,6.4201,15.093,14.0194,8.1054,9.4836,12.3648,10.3959,12.067,14.3407,-0.252,12.9166,9.1349,8.3971,11.231,8.4933,10.9411,8.8199,12.6767,9.4824,12.5607,12.0863,14.9263,10.9505,8.152,11.0652,11.2203,13.6283,11.7053,8.511,12.908,14.7382,1.2579,12.6528,5.0347,12.0024,6.4559
11.5621,8.6892,8.7898,9.2185,5.6917,9.4366,7.6513,5.6308,10.2562,6.9674,5.5434,9.2357,9.8306,8.9902,8.7618,8.3753,7.4555,5.1763,15.7691,14.847,4.2531,10.6958,12.3251,10.3555,12.3351,14.0266,4.9878,12.2656,14.0911,9.6325,12.0609,15.8537,9.4377,6.3526,13.7037,7.4484,10.8822,10.3972,14.1932,10.7562,8.3897,10.5045,10.9481,12.3058,9.4515,4.2844,13.1264,12.5226,4.9697,12.9668,3.7387,12.2818,6.2608
9.9731,8.6738,6.4079,8.7011,6.0851,9.7739,7.0615,6.8192,10.051,6.765,3.5737,8.5199,7.4408,8.7769,8.4317,9.4477,7.9768,5.5859,11.2645,10.5717,5.3086,8.2568,10.0077,6.4935,9.9963,9.6327,1.0795,11.8145,9.7605,8.6286,9.9181,9.4297,9.1282,6.6051,13.1267,9.2066,9.8277,10.003,13.2399,8.3319,7.7373,9.653,10.7981,11.3646,9.0806,8.1425,10.2122,9.6873,5.4411,10.2404,6.5814,11.241,5.6316
10.8753,8.3727,6.9672,8.5734,2.9456,7.8764,6.9573,2.7864,10.2176,5.9757,9.709,9.0657,6.1436,9.5482,8.0586,8.7432,7.0766,7.1508,11.658,10.2343,9.5365,7.0799,2.8155,3.9804,5.6552,3.7326,10.8376,3.8104,8.0506,2.0285,3.5907,2.6986,5.8849,3.5046,3.9791,4.328,6.3071,7.1924,9.582,5.1655,3.0565,9.6189,9.6382,7.2423,7.0533,6.7405,7.0129,7.912,7.4804,6.0918,5.067,8.6673,1.6992
12.2256,8.8031,8.1089,8.5361,6.2796,8.7821,3.4466,3.1867,8.1568,5.9924,5.9837,8.5723,7.4794,8.4714,7.9575,9.1769,6.503,2.0345,15.332,13.9615,9.0224,8.0274,12.4701,10.9673,8.2867,11.3559,1.2044,12.5353,1.8522,8.2534,7.9438,7.9407,9.1463,6.6093,13.2287,10.5958,12.0597,11.7446,14.956,10.3794,6.681,10.7559,10.8375,12.9655,10.2371,7.3482,12.9575,12.9769,2.5081,12.7089,1.6785,11.3783,2.4785
11.7194,9.2548,7.5005,8.5366,6.1188,9.2607,6.4119,6.5211,2.7185,5.9451,7.3775,8.6913,6.8708,8.6509,7.9137,8.1886,6.8568,5.3523,15.0335,14.2376,8.0327,8.9142,12.6421,10.9712,12.0877,14.3119,1.8882,13.422,8.6838,9.764,11.9917,5.7714,13.1925,7.6718,13.7975,8.9885,11.9369,11.5473,14.674,10.9609,8.2186,12.2508,10.3795,12.9782,10.7038,8.5078,13.1537,13.6351,1.5728,12.9391,4.5417,9.9292,6.5577
11.5853,8.7691,5.7518,9.1967,5.5916,8.8812,7.1994,5.1456,9.7037,5.5527,7.7788,9.2504,7.3933,9.0675,8.4923,7.865,7.4881,3.0529,15.3275,14.6076,7.2241,10.3326,13.1886,11.6516,8.1317,10.2633,4.7455,12.5867,5.3428,10.5251,10.0849,15.5693,12.1222,6.638,14.0062,12.8095,12.4513,11.8294,14.9417,12.1078,9.0013,10.8656,9.717,13.6062,11.0206,9.6882,14.0839,14.7901,5.4503,13.8849,6.2538,11.9696,2.7506
11.0264,7.8698,7.7956,9.363,6.4745,9.369,7.7694,7.2787,9.3279,6.7217,8.1424,8.8365,7.7569,10.2782,8.4391,8.903,7.7886,9.0338,12.5591,11.075,8.5619,9.6083,10.9067,8.9403,8.5978,6.836,7.0772,11.8206,10.0018,7.5093,9.049,13.1214,8.269,6.7254,13.6401,10.4706,10.2457,9.5336,13.671,9.3354,7.1336,10.914,10.424,12.5998,9.6936,6.8693,11.6268,10.5346,6.9009,11.6762,7.434,10.2909,4.4234
11.3208,8.3444,7.3242,9.3491,5.9859,7.8612,7.2297,6.3812,10.0041,6.1146,8.4909,8.7446,7.261,9.0509,8.499,8.8093,6.9916,6.6662,11.543,10.7427,9.0161,5.9113,10.7021,8.6209,10.927,10.2691,1.3933,9.17,1.2487,6.8158,6.0737,3.6845,8.0106,3.4635,11.5668,4.1321,10.5574,10.0765,13.839,8.7325,7.3457,10.51,8.976,11.6962,8.9946,5.2608,10.7241,11.267,7.8752,10.6393,6.9064,9.6942,6.0747
