"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","201983_s_at","202088_at","202089_s_at","203256_at","203628_at","203963_at","204508_s_at","204623_at","205009_at","205029_s_at","205225_at","205440_s_at","205862_at","206754_s_at","206799_at","207038_at","207626_s_at","209173_at","209443_at","209602_s_at","209603_at","209604_s_at","210735_s_at","211233_x_at","212148_at","212496_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","215729_s_at","215867_x_at","217528_at","217838_s_at","39549_at"
11.5551,7.835,7.5747,10.7609,6.4348,8.843,7.6761,7.109,7.7779,6.8448,8.8108,8.6025,8.4184,10.2989,9.1581,8.8545,7.1184,6.8647,14.4914,13.57,5.153,9.9881,12.7245,10.6052,8.5595,9.305,3.6224,13.5384,13.0434,9.7532,9.7597,9.134,10.4294,8.8012,10.8395,10.6517,10.8067,10.4355,14.0091,11.9909,8.7241,12.4284,10.2381,13.0526,10.3927,8.5006,13.0942,13.6433,2.8702,13.0533,5.2946,10.3611,7.0434
11.6529,7.4979,7.279,11.2683,8.1479,9.8331,8.4852,8.2738,8.1585,8.007,9.7164,9.7119,10.0523,10.9522,10.2021,8.2865,8.2892,6.9319,11.5951,10.5845,6.7025,7.435,10.1671,5.4812,10.4057,8.9584,5.9209,10.3875,8.902,7.0746,9.7464,5.9668,6.2397,6.3966,7.2371,6.6035,9.2669,9.0036,12.7246,9.5823,7.5156,9.5838,7.049,10.7508,9.8074,7.5706,11.0249,9.1751,4.536,11.3191,5.7632,9.1112,6.1486
12.0608,7.8334,8.1746,10.8744,6.8828,8.8431,8.0919,4.8469,8.0222,7.4336,8.6051,8.2852,9.5285,10.79,9.4391,6.7605,7.8024,6.4928,12.4875,11.5882,6.1645,12.2986,12.6005,10.8056,12.0344,12.8166,1.6891,11.8833,7.5963,8.2678,8.6569,11.8333,5.79,5.779,13.1925,7.6581,10.7378,10.3411,14.1508,11.3658,5.579,10.8212,10.2012,11.8967,9.3444,5.2788,13.3745,11.9934,2.5142,13.306,6.3917,10.9281,4.9637
11.5139,8.6451,7.7891,10.7761,6.4863,9.5661,7.7018,6.6003,9.193,6.8205,7.9352,8.7273,9.0958,10.388,9.896,9.2318,7.3761,6.6063,11.5107,10.5259,6.2232,6.5843,11.18,8.6574,11.222,9.377,5.998,12.7416,7.3556,4.8891,6.7339,5.2458,7.4517,6.5992,13.4339,4.8659,10.6317,10.6374,13.903,10.1202,7.1203,10.7416,10.2253,12.0272,9.9531,3.5194,11.5067,10.284,1.5145,11.3663,6.4144,10.7592,6.4184
11.8896,8.1589,8.4072,11.0195,7.7235,8.8264,7.7565,7.5734,8.6382,5.7432,10.2304,8.4826,8.8011,11.5418,10.7749,7.8347,7.4814,9.5841,11.5837,10.1016,11.7442,7.5966,8.0563,3.7011,7.1758,6.6151,6.2828,8.3177,8.4301,2.8532,5.9303,4.2755,6.527,6.7046,5.3614,9.0112,8.819,8.07,11.9822,8.4238,5.6131,10.2531,8.1629,9.3578,8.4899,6.4048,8.5633,8.3764,8.8079,8.7921,6.2733,9.2582,3.1027
11.5006,9.1396,7.8892,10.3686,5.5763,8.3074,7.5734,6.5772,8.2266,6.5158,7.4858,9.825,8.5568,9.6556,9.8518,8.2727,6.6723,8.0673,12.2467,11.3382,10.4748,7.1474,7.4903,3.9342,7.3641,6.9351,3.2282,7.5472,5.3488,6.4788,4.3457,4.0027,3.5009,4.3811,8.3047,5.1382,7.2429,6.4117,10.0502,7.6035,4.8429,9.1002,8.885,8.7783,7.9817,5.3882,6.9621,7.4607,1.7874,8.3667,1.6268,8.6521,3.4637
11.9052,7.7421,7.9753,11.0098,6.7901,9.0946,8.5149,6.8797,7.6089,7.1504,8.9352,9.237,9.2808,11.0821,10.5625,9.5436,7.555,8.8021,10.2335,9.5567,6.0742,8.2433,7.8818,4.0861,7.1076,7.5146,3.1677,8.1155,7.2201,2.145,7.8528,3.8327,8.1604,5.1149,3.9912,5.3973,7.1435,6.8301,10.4376,7.9673,5.788,8.8058,9.2031,9.5652,8.5129,5.1909,8.24,8.7898,10.4593,8.7027,2.8221,10.4217,7.9516
11.959,9.4844,7.2895,10.5525,6.4399,7.1637,7.5141,7.3492,4.5543,6.5926,10.9877,9.2754,9.0422,9.8902,9.5936,8.0338,6.6848,10.2173,9.6612,8.9751,9.8016,7.4085,9.027,5.4141,8.1064,7.5989,3.5993,7.6352,2.575,1.515,5.9165,3.9053,4.9862,4.0958,5.0813,5.252,2.3006,4.5568,8.647,8.9002,5.0918,9.4729,8.7607,8.6382,8.2246,5.3574,9.8301,8.0685,8.8795,10.6489,7.6307,9.007,9.3845
12.218,7.7593,8.1299,10.744,6.7948,9.4276,7.8769,6.0541,7.7614,7.1486,7.4954,8.8115,13.9557,10.2647,9.5338,8.7686,7.6998,6.4546,10.5907,10.393,4.9374,10.1112,12.0581,9.8616,15.2596,14.4763,3.3055,12.7813,4.0914,10.072,13.8159,9.1695,7.6948,4.1917,13.0444,5.9309,11.5952,11.0723,14.6049,11.3096,8.6961,10.365,10.7261,12.9626,10.6657,5.6805,12.6498,11.2899,3.0363,12.5229,5.4056,8.6044,2.6102
12.3984,8.5418,7.4417,10.7718,5.9748,8.3869,8.0335,7.2477,10.0838,6.7426,9.6928,8.8282,9.1181,10.2051,10.1484,7.9178,7.9463,10.2817,10.5152,9.5408,9.3527,9.5169,8.3196,4.4204,6.5188,7.6139,4.6607,8.1508,6.1454,3.3562,7.4362,5.3695,7.127,4.73,4.7482,5.8902,3.8402,6.0447,9.2359,7.9996,7.2722,9.5236,8.3889,8.4697,8.1486,4.0213,8.5155,8.2051,11.8767,8.7484,5.7521,9.1707,7.3519
12.7551,7.7959,8.5725,10.9763,7.3523,9.1167,8.3681,6.6659,8.1232,7.4252,7.0283,9.3073,9.6567,10.3771,10.0422,7.935,8.0256,5.3209,14.874,14.3929,4.7438,8.5343,11.5136,9.7046,9.7126,10.715,3.1052,13.5231,4.1792,8.4962,12.3207,11.2637,7.9678,5.8354,13.1038,11.0585,11.2158,11.3949,14.6885,10.8409,8.4526,11.5054,10.5723,12.9057,10.3371,9.425,12.3608,11.3359,2.9162,12.4093,3.9897,9.7364,2.6864
11.9883,7.7519,8.6974,11.1198,7.0225,8.8886,8.1614,7.3107,11.1891,6.5623,8.8565,8.6408,9.4302,10.5092,9.5606,8.0609,7.8131,7.2907,11.4368,10.3984,6.9583,9.2725,8.9947,7.569,12.7799,11.9831,2.761,10.1043,5.1855,7.0835,9.1966,14.3595,6.181,8.4307,14.1626,5.8207,9.5353,9.5043,13.4794,9.1752,7.4209,10.1337,8.3373,10.9192,9.2242,9.9689,10.1159,10.6781,2.592,10.2875,7.8152,10.5967,3.7332
12.0864,8.1094,8.0351,10.5097,6.1589,8.3143,7.7409,6.7028,5.3643,6.5634,8.7221,8.973,10.8283,10.3994,9.5575,7.9013,7.3999,7.7809,14.9264,14.4026,6.1583,11.4441,10.8395,8.4344,14.5625,12.5709,3.2726,12.7246,13.1664,10.1068,10.4358,10.6856,9.3019,8.0183,13.2235,10.2811,11.8146,12.7051,14.8864,9.346,7.7132,11.5975,10.879,14.0948,12.0839,8.2472,11.1058,10.3597,5.4828,11.0852,1.9927,11.6772,6.5274
11.9235,7.5099,8.514,10.9006,5.8074,8.6706,7.9997,5.2107,4.2576,6.6046,7.2276,9.1455,8.7184,10.8185,10.4589,9.4784,6.8356,9.2432,11.9731,10.7411,9.7519,7.0208,8.5804,4.4874,9.9147,8.1514,3.2884,8.3319,2.1198,8.5838,6.0087,4.0876,8.7848,7.3098,11.9111,5.5781,9.4299,9.3373,12.9919,8.2949,6.227,10.156,8.5341,10.3159,8.8059,7.9914,8.7368,8.0608,7.7407,8.8986,9.16,7.8945,2.875
11.9922,8.9165,8.1214,10.7784,6.6755,9.0158,7.6785,7.0833,10.1766,6.6327,6.7562,8.9059,9.4697,10.5345,9.7072,8.4314,7.4906,5.2036,13.8759,12.9687,6.0356,8.8926,9.7646,7.3645,9.7822,12.6554,1.3786,10.8645,11.2211,8.9769,5.4413,11.0479,4.6454,6.1719,10.2773,9.7769,10.6982,9.5157,14.0646,8.8543,7.898,9.4973,8.3964,11.6761,9.4294,9.5234,10.4681,11.0422,4.7745,10.8125,5.3903,10.5001,5.546
11.9809,7.9313,9.3479,11.1509,7.4666,9.4319,7.5501,5.6923,11.3091,7.5302,10.1233,8.6469,9.9343,11.2125,10.6059,7.9928,7.7932,8.8816,10.3844,9.3735,11.5374,7.9447,8.9342,4.621,7.9643,8.3927,6.639,8.744,8.4889,3.5257,5.8108,5.0635,5.6372,5.1527,4.8726,8.2557,6.9871,5.7116,10.9437,9.3786,5.0346,10.3521,7.3718,8.8847,8.6094,5.8108,8.8717,8.8878,6.6003,9.4512,4.6631,9.1463,6.4632
11.9526,8.126,7.3146,10.6894,6.5379,8.0613,7.7819,3.9012,8.4022,6.765,8.0753,8.6228,8.836,10.5739,8.8524,8.3025,7.7646,4.5254,14.2486,13.6031,4.8677,9.4475,12.26,10.6938,9.9511,9.8853,2.7814,12.8959,10.198,8.6749,11.4088,10.1985,8.3468,7.572,14.4576,11.0009,11.7803,12.5287,14.8459,11.5847,8.7834,9.975,11.5257,12.6705,10.2931,10.0317,12.7959,13.1252,2.5212,12.6447,2.2931,10.1883,7.1329
12.0866,8.8091,7.8527,10.2094,6.6364,8.734,7.2967,5.0491,9.9429,6.3853,6.9454,9.3154,8.8143,10.2517,9.4819,9.4863,7.356,9.4933,10.9096,10.4036,9.8433,6.9133,8.7439,3.8038,5.9085,7.28,11.2436,9.0738,2.7208,6.406,7.4451,4.4501,6.8315,6.2418,4.0719,7.6502,8.6518,7.8664,11.9892,7.844,7.129,9.7614,8.7295,9.2594,8.4845,7.0966,9.0181,9.0591,7.4796,9.1299,8.5493,8.5906,6.5401
12.0421,9.0085,6.3289,10.3453,6.3169,8.6985,8.1716,6.2319,10.7309,6.1746,9.6587,8.4622,8.4135,11.4361,10.449,8.7746,7.0776,8.5141,10.9477,10.1036,11.4047,8.1674,7.4371,3.5465,6.7482,6.8646,5.5081,8.9677,7.1947,6.4707,5.6621,3.9521,6.6871,5.7737,3.1516,9.4012,7.1309,7.5786,9.7365,7.7047,7.3533,11.4158,8.6713,9.6087,8.3695,8.5889,7.5327,8.6281,10.3429,8.3024,5.1662,8.1355,6.2251
12.0653,8.1614,6.6753,10.5544,6.976,8.8336,7.18,6.6443,4.4726,4.9585,7.466,9.0446,9.8397,10.2121,9.5422,8.9268,7.2774,4.5558,14.9415,14.3438,5.1751,8.9959,11.9414,10.235,14.1131,14.9675,5.8097,12.9696,9.056,9.0976,12.4497,4.4312,10.4487,10.684,11.552,10.1209,11.7829,11.8311,14.639,11.6419,8.4812,10.9985,10.0141,13.312,10.8105,5.054,12.8998,14.4837,1.356,12.5712,3.335,10.8445,4.8917
11.6125,7.5817,7.7215,10.5264,6.2512,8.1738,7.6679,4.7221,4.7153,5.1251,7.182,10.1509,9.0775,9.6999,9.1158,7.7426,6.6449,4.2212,13.9108,12.8007,9.4411,8.5023,11.2041,8.3783,13.672,14.2314,1.041,12.6311,8.885,7.9027,8.8733,14.9199,3.4587,3.3381,11.3997,8.5497,11.2097,11.2871,14.6195,9.2559,8.4925,12.525,11.1165,12.2282,10.1635,5.1474,11.4617,11.5411,4.579,11.5409,10.4717,11.2483,2.7696
11.8752,8.1642,7.8343,10.802,5.8704,8.6283,6.577,6.567,4.6728,6.2393,6.1979,8.6334,8.2482,9.8155,8.5627,8.2148,7.0543,4.2569,14.2026,13.5115,5.6457,9.8825,12.2609,10.4104,10.7923,12.1879,4.8274,13.8544,12.1748,8.8866,7.465,12.624,7.4631,6.9667,11.5582,9.5506,11.083,10.8398,14.0292,11.7322,9.6035,12.1441,11.4126,13.6781,11.2488,4.6156,12.9611,13.6356,5.4642,12.6061,7.6565,11.1312,2.3341
12.2996,8.5171,8.0176,10.8882,6.6318,9.718,8.3362,6.385,8.8997,6.3881,8.1709,8.6987,9.8641,10.3421,9.5729,8.9025,7.8838,5.0106,14.9361,14.2585,4.9729,8.9981,11.7844,9.8327,14.8731,15.5452,3.4856,13.5618,8.4265,7.19,11.9148,13.2848,7.9697,6.8521,15.3556,12.3805,11.2232,10.7851,14.4498,10.8803,7.7399,10.352,10.4357,12.3461,9.9691,9.3796,12.9039,13.1479,4.7537,12.6699,4.3623,11.6875,6.8928
12.3869,8.4071,8.0141,10.5859,6.1521,7.9373,7.2223,6.9511,8.2316,6.2908,10.1018,10.0435,8.9944,11.0897,9.281,9.1479,7.1021,9.4806,12.4003,11.1821,6.2011,4.3836,8.8072,5.6005,7.4094,7.2903,5.9105,7.8646,7.3411,7.2091,4.9465,11.2546,7.5394,4.3045,8.4765,5.1329,7.1987,5.5279,10.3847,7.8393,5.8021,11.024,10.1921,9.0089,7.8809,8.2061,9.2465,6.49,10.2946,9.4503,3.2207,9.0201,8.0181
11.8751,7.9059,7.4239,10.8336,6.7024,9.3057,7.994,5.6154,9.9847,5.2395,7.9205,9.2131,9.0083,10.7303,10.2128,9.0584,7.3028,8.0274,13.0609,11.883,6.2595,9.139,11.0044,8.922,10.9776,11.8111,9.099,11.5611,8.1643,7.8686,8.1142,3.8936,8.6692,7.1909,11.685,6.6868,10.3969,10.2249,13.9413,9.7352,6.0482,10.7544,10.2921,12.0361,9.636,8.1211,11.4765,12.8862,2.0104,11.2266,7.6974,10.9813,4.3678
12.2129,7.6896,7.7091,10.4067,6.3709,9.4955,7.8991,5.0003,10.3541,7.1065,7.5838,9.3338,9.0663,10.7113,9.9264,8.9768,7.8315,6.4781,12.273,10.8106,5.7201,9.0423,12.8694,9.7447,10.6527,12.0863,4.1542,12.3547,6.0408,9.6719,11.5898,13.0779,7.8955,4.6494,12.9798,10.2184,10.5789,10.4605,14.3246,10.995,7.7062,11.5768,9.9045,12.7646,10.5538,9.6175,12.789,13.701,3.1339,12.8086,2.2811,11.5595,4.3634
11.5913,9.9503,7.1183,10.4632,5.9959,8.6413,7.0513,6.601,9.1174,5.793,10.6154,9.0005,8.4949,11.6575,9.7658,8.1024,7.5495,14.6793,10.6008,9.7014,11.1263,7.6812,7.4626,3.8208,7.2965,6.8344,2.3825,7.3536,7.8629,4.4383,5.4581,7.6037,7.3755,3.6912,5.3255,4.7015,8.395,8.0759,11.2951,7.5732,6.0066,10.6043,9.1232,8.1965,7.8936,4.2222,8.3656,6.8374,8.1741,8.6197,4.7141,9.4162,6.7787
11.954,7.914,7.9862,11.2998,7.158,9.0645,8.6157,5.7134,8.7653,7.3067,10.0966,9.2885,9.7756,10.2397,10.4165,9.1959,7.0424,8.2955,10.8093,10.0862,7.698,7.2241,8.3527,4.5014,7.8306,8.18,4.3054,8.1917,9.5374,5.0723,6.0547,4.7873,5.0112,7.6643,5.2065,5.6405,7.3265,5.7232,10.5017,8.1753,8.1542,10.331,9.3848,8.736,8.6947,5.7698,8.2833,7.9201,9.1545,9.392,4.9198,9.09,6.7023
12.1595,8.425,7.7688,11.4043,6.4659,8.967,8.6711,7.2056,9.16,6.9175,8.0873,8.4753,9.7778,10.886,10.3815,7.958,7.9398,5.6091,13.5466,12.1426,6.1013,8.2905,11.1319,8.9709,13.9572,14.7959,3.8589,13.2489,6.7096,7.2659,8.3222,5.1807,8.8624,8.2793,12.223,7.0301,10.3298,9.9662,13.7316,10.2669,7.268,11.6666,10.5051,11.845,9.695,6.0886,11.9448,13.5207,3.266,12.0584,2.486,10.813,3.8161
11.9564,6.838,7.9928,10.8636,7.3389,8.9134,7.8408,7.7603,6.7125,6.6676,8.6066,9.1219,9.2764,11.402,10.3706,8.7518,7.3387,9.8466,11.1257,10.1196,10.7451,8.2702,9.0521,4.998,9.2282,10.6069,6.2992,8.9833,3.324,4.8206,7.5481,10.4618,6.0827,7.4407,12.8604,4.9098,8.5504,8.1141,11.9141,8.775,7.0075,10.6293,9.1259,10.8705,8.7907,4.5832,9.4902,9.2626,8.1018,9.6844,10.3556,8.3992,7.2337
12.1499,7.8347,5.3019,10.931,6.662,9.0369,7.9883,7.7652,6.4562,6.4212,9.7432,8.8097,8.9573,10.0484,9.7079,8.4111,7.4173,4.0121,14.8206,13.8567,6.0619,9.9206,11.2459,9.0212,11.4744,12.9011,3.024,13.0124,9.9712,8.0266,11.6878,4.2508,9.5771,9.124,13.3603,5.499,12.4508,12.5177,15.222,10.4834,8.7181,11.4987,10.6726,13.3811,11.0262,7.9131,11.7493,14.3454,1.3298,11.5182,8.3515,12.0618,5.6211
11.8839,7.0411,8.4763,10.7322,6.5616,9.649,8.3978,7.1347,9.6767,6.6059,8.2201,9.3664,9.1596,11.553,10.075,9.8052,5.4461,8.5025,11.1527,10.0387,10.9581,8.3453,8.1781,4.368,8.5928,8.4384,3.3631,8.5951,9.7359,6.1378,7.624,4.1427,5.429,5.1944,5.3604,5.738,7.8813,7.9319,11.3661,8.5244,6.8331,10.4821,9.2395,10.0212,8.9912,4.4852,8.9249,8.7948,9.7757,9.1443,5.8408,9.5862,4.5629
12.7356,7.8143,7.3539,10.7412,5.8676,8.9647,7.842,7.0982,5.7929,6.8017,7.6664,8.8041,8.8733,10.7831,9.5615,8.8238,7.668,7.3067,12.4099,11.9054,7.3317,9.2947,10.6516,8.5372,11.831,11.5183,1.1877,13.0147,7.1415,7.85,9.8576,11.3314,8.8477,5.9819,12.0754,10.2479,10.917,10.8802,14.1921,9.0532,8.2994,11.6887,9.8665,13.1573,10.7948,8.3576,11.1682,11.2621,3.5209,11.2601,6.0666,10.4721,5.6685
12.1771,8.3576,7.6182,10.4202,6.138,8.9284,7.7849,4.8181,4.2524,6.5382,7.1359,8.5375,9.0882,11.9647,9.8748,10.0918,7.766,4.4336,14.7083,14.0027,5.11,9.4695,12.6648,11.019,9.9949,9.9826,1.4144,12.4514,12.114,8.5473,7.0101,4.5951,7.1144,10.1577,12.1631,9.9781,10.8791,11.7911,14.4429,11.7672,7.4471,11.6308,11.205,13.6726,11.0658,10.5715,13.5164,13.3889,0.9008,13.3787,3.4505,9.192,4.6862
11.6306,8.7054,7.5483,10.5137,6.2623,9.5893,7.5387,6.2947,4.5369,6.5396,8.352,8.6043,8.8448,11.3112,9.3217,8.9779,7.347,6.3282,14.3112,12.9865,5.5947,13.4662,12.1664,10.3132,12.504,10.9416,2.1154,13.1648,9.4473,7.9839,10.9327,3.9548,9.4398,7.1211,12.8863,5.0333,11.8652,11.4665,14.8381,11.2628,8.6158,11.1506,11.4372,12.805,10.6673,10.1969,12.7153,11.559,2.3728,12.4702,2.8444,10.5493,3.5118
12.1274,8.7217,8.3809,10.6423,6.7888,8.7655,7.7819,7.3268,8.4924,5.6774,7.8432,9.2336,9.0733,11.2156,9.7878,8.8823,5.7568,9.2398,10.3692,9.3832,10.3718,6.8871,7.5228,4.2482,7.3572,8.0593,2.9509,7.2934,5.5188,5.185,6.4378,6.0273,4.6908,3.834,5.0304,5.1334,7.8548,6.9991,10.9706,7.8259,5.7142,11.3782,9.3855,8.1995,7.9817,8.8784,8.2417,7.3386,7.6396,8.4328,3.1217,9.5441,3.9896
12.5949,7.8179,7.5622,10.369,6.6165,8.6123,7.6342,6.4897,4.965,7.021,7.9621,7.9157,8.6641,10.4302,10.0957,8.7013,7.5909,6.4757,13.6652,13.0088,5.1733,9.9689,13.1152,10.9903,13.4046,12.8962,5.4589,11.514,13.1827,10.0118,12.9019,7.6637,8.0118,8.1752,14.1503,9.2305,11.4289,11.5206,14.6411,12.3671,7.8234,10.776,11.9202,13.3285,10.8079,11.0542,13.5806,8.0621,2.8214,13.3901,5.68,9.954,6.3305
11.0304,7.6113,8.4018,11.3001,6.7776,9.5766,8.7248,5.4711,10.5626,7.1455,7.6777,9.1067,9.4461,10.415,10.2224,9.8125,6.9061,5.1125,13.5862,12.7155,4.6943,7.9576,9.8503,7.3388,10.2522,10.7675,3.1541,10.5752,8.2365,8.0215,6.2417,4.2041,6.4865,4.6082,7.6098,8.66,9.7411,9.374,13.0389,9.6912,6.8428,9.8862,9.3452,12.0188,10.2235,5.253,10.6804,10.7254,4.3842,10.943,2.4929,11.2768,3.1921
12.4597,7.7361,7.9245,10.7944,7.3149,8.6794,8.2902,5.3635,4.9987,6.4734,9.8429,9.5098,9.7264,11.1173,9.7679,8.3219,7.6367,4.908,15.1478,14.0707,7.3335,10.5135,12.5305,10.4579,11.7471,13.9306,4.7285,12.9474,9.4671,7.9671,9.3094,10.495,8.5147,7.1589,14.2875,10.7317,10.5459,11.0125,14.4864,11.0926,6.6973,11.2532,10.4125,12.5319,10.0962,5.4151,13.1077,12.5974,4.381,12.9145,5.18,10.7069,6.8226
12.1696,7.7427,10.1666,11.0755,8.0945,9.266,8.5538,8.3475,6.5283,7.12,9.0366,8.7806,9.8892,10.934,10.6267,8.6493,8.4678,7.1451,15.0531,14.0128,6.465,9.4933,12.3071,9.7538,11.0739,12.8817,4.6586,12.5366,8.5422,9.7474,12.5,5.1272,9.5494,8.8421,13.7924,11.5558,10.6476,10.4784,13.9689,11.7477,7.9044,12.0132,9.8255,12.3395,9.9394,9.6038,13.1647,11.4049,2.4005,13.1952,5.1719,9.4763,3.3488
12.4202,7.8715,7.5772,11.3879,7.2712,8.8896,8.8871,7.6034,10.5428,7.26,9.0737,9.1187,9.7927,11.0343,10.5612,8.0249,8.0329,7.914,13.8795,12.8508,7.1077,7.9548,10.87,8.6446,11.2586,11.3006,2.5155,12.2221,5.6468,2.8416,9.1604,11.7491,8.3285,7.9402,12.5467,6.0449,10.3505,10.0836,13.8432,10.1454,6.2894,10.3595,8.5648,12.829,10.0206,8.4073,12.0015,12.442,5.5252,12.0116,7.6611,11.0714,6.9035
11.9979,7.7001,6.4521,10.9807,7.1452,8.7454,7.6245,4.8684,6.1015,6.7864,8.0313,8.8852,9.213,10.8737,10.0744,9.5838,7.0012,8.7736,15.249,14.6715,8.5237,9.6106,12.7479,11.0725,14.0978,13.0541,2.2995,13.6248,14.4983,8.7927,6.9684,9.7339,7.8252,8.0886,13.773,9.3818,10.6376,11.1768,14.191,11.8694,9.0195,10.795,10.447,13.6042,11.6646,4.572,13.7664,9.9845,2.07,13.4781,2.4254,11.4006,5.0798
11.9181,6.8594,8.429,11.5083,7.0283,9.237,8.6568,7.9025,8.6419,7.0755,6.541,9.7433,10.0785,11.4897,9.8408,8.3481,7.9425,8.1406,13.5411,11.9515,5.8308,8.8567,10.8506,9.2554,12.2427,13.3145,2.5908,11.4629,7.8008,8.6307,11.0155,11.73,5.7465,5.4846,10.9161,8.1904,10.2295,10.2244,13.8913,9.8313,6.7315,10.4111,10.2555,11.8887,9.6105,5.9896,11.9236,12.1331,3.3747,12.0543,5.8941,11.6344,5.8957
11.9971,7.1246,8.224,10.7761,6.9619,8.6127,7.5888,6.8234,7.4552,6.1992,7.8506,9.0612,9.0379,10.5564,10.0241,8.7248,7.732,6.8878,12.4934,11.5392,7.1422,8.8804,11.2694,8.7978,13.9932,11.1441,4.2314,12.0708,5.8334,9.6684,9.4397,11.5165,4.0795,7.9432,12.5006,9.7562,10.7216,9.932,13.8067,10.2106,6.1297,12.0791,10.0006,11.2556,8.9373,5.2104,12.0267,11.808,4.5574,12.2357,12.9012,9.2436,6.1694
11.8023,7.8182,8.0532,11.2096,6.7603,10.0453,8.3714,4.8747,10.312,7.1426,8.042,8.0206,9.48,10.4976,10.2261,10.0055,7.8814,6.2118,12.4272,11.1636,4.9229,8.7057,11.9604,9.4939,12.9843,14.2398,3.4763,11.3971,11.1944,6.1291,12.4601,10.0918,8.1633,7.1657,13.8195,6.3317,10.7626,10.9843,14.3569,10.9497,7.6872,10.6516,10.0662,12.8832,10.4209,4.2453,12.6125,12.652,2.4756,12.5264,6.0538,10.518,5.8167
11.4574,8.0488,8.2875,11.0754,6.8105,9.0332,8.4071,5.3538,11.2255,6.3486,8.1661,8.811,9.3572,10.8308,10.5118,8.691,7.568,5.6903,10.8674,9.629,5.6906,8.2033,10.9718,8.5265,10.0953,10.4152,3.6397,13.2511,4.0449,8.5982,10.5182,4.3181,7.8808,6.8591,10.0185,6.225,11.3251,10.7429,14.808,10.1313,8.33,9.8974,9.6706,11.7287,9.4504,10.1796,12.0551,8.8441,1.7527,11.8742,4.409,9.4141,3.1929
11.9181,7.389,8.2965,10.8386,6.735,8.939,8.2275,5.9537,11.9945,6.14,8.6099,8.7531,8.724,10.857,10.5456,9.4154,7.65,5.5127,11.5441,10.3247,9.0627,4.2641,9.1371,4.8506,8.982,7.5758,3.9372,12.1679,3.3636,5.7397,8.962,8.0387,7.139,6.5991,8.2524,5.4593,10.4067,11.1496,14.0629,8.2756,7.2265,10.0075,9.9318,12.2949,9.8512,10.0258,9.9491,10.0683,1.2091,10.1786,8.437,10.5639,2.9538
11.7012,7.7375,8.5987,11.3588,7.5786,9.5624,8.5748,8.1305,6.7621,6.8786,6.5703,9.0656,9.4725,11.3684,10.6482,9.7524,7.7545,4.963,15.3428,14.4364,5.9913,10.1458,12.8005,10.9406,13.6526,13.5047,3.4133,11.8665,10.2147,9.7487,8.781,4.429,8.2392,8.2029,11.3642,12.6852,10.5229,10.415,14.0113,11.8078,7.6882,12.2443,10.6424,13.1773,10.6143,10.6924,13.6554,12.4113,1.9382,13.6142,5.8722,11.1589,3.6889
11.9795,7.9905,7.4312,10.9263,7.2528,9.4436,8.1317,5.569,8.896,7.1017,8.7922,9.0667,9.0255,10.7836,10.2348,9.0809,7.7971,6.0697,10.906,9.5086,5.9137,8.9645,11.6986,9.1084,12.9907,14.3249,4.6781,12.3368,10.4994,8.0337,8.241,3.9523,5.7293,5.3924,13.4346,5.6371,10.04,9.9737,13.6365,10.9835,6.9571,10.0269,10.1538,12.7605,10.4231,5.2712,12.6882,8.5816,2.6365,12.507,6.1657,9.877,5.5825
