"var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var107","var123","var129","var174","var187","var246","var248","var255","var276","var368","var422","var509","var545","var554","var566","var589","var603","var742","var783","var819","var836","var842","var846","var851","var1003"
0.2424755,-2.859455,0.2603623,0.3612345,-2.69711,0.4368992,1.933418,-0.4007761,1.050787,0.1176941,1.772475,0.3377571,1.83517,0.2831468,-0.5155032,-0.2684025,0.4756129,-1.971125,-3.313187,-2.24055,-2.835316,-1.104429,-0.01227503,-0.4055651,0.2302383,0.1054405,-2.700082,0.8823202,-0.03946874,-0.08599371,-2.024953,-0.5071657,-1.018877,-3.579129,0.857941,-3.299544,-3.79424,-1.714798,-1.550226,-3.402198,-0.7052198,-2.204551
0.5337997,-1.529241,0.436059,0.5837786,-1.648179,-0.01298393,1.736106,0.1288329,0.3491769,0.7904554,1.671699,-0.4481639,1.540366,0.4754886,-0.5320493,-0.7605699,0.2129316,-1.343618,-2.328929,-1.952633,-2.985782,-4.000854,-1.050966,-0.2643562,0.293341,0.1791499,-2.432694,0.824614,-3.557851,0.04094999,-1.547403,-1.357124,-0.8945292,-0.9160408,1.782567,-2.931819,-0.9296293,-2.336142,-0.9390477,-2.229335,0.563437,-1.137249
-1.940027,-2.877061,0.07129688,-2.121932,-0.9326742,0.84998,1.203993,0.09048035,0.8189425,0.6291952,1.540431,0.321141,1.580318,-0.2545052,-0.006319929,-1.231001,-0.5481814,-2.126114,-0.2241441,-2.04176,-2.077843,-2.124439,-1.096614,-1.958286,-1.610939,0.9577014,-1.435905,0.3038015,-2.141317,-0.8178038,-1.459726,-2.571773,0.861581,-2.51084,-2.291645,-1.368454,-2.69711,1.496784,1.413982,0.3438734,-2.613195,-2.524479
-1.051824,-2.887775,0.6408534,-2.085057,-1.087079,0.695644,1.50964,0.7975072,0.3704595,1.027939,1.650849,0.1576019,1.675937,0.1669541,0.3550837,-0.6367668,-0.2211455,-2.254748,-0.1497769,-1.571661,-1.649739,-1.871452,-1.085005,-1.283016,-1.664422,1.535813,-1.486778,-0.4967584,-1.677717,-0.9942523,-1.089157,-2.902242,0.7171566,-0.5428324,-1.520054,-0.7832907,-1.549755,0.3292318,0.1139535,0.8247455,-2.403511,-2.131999
-0.9686372,-2.748872,0.3336826,-1.144133,-0.7721904,0.7488184,1.209677,0.4921931,0.501684,1.122492,1.398791,0.132168,1.454677,0.6509701,0.6554453,-0.3472905,-0.2686641,-2.647896,-0.05361177,-1.905824,-1.549755,-2.224699,-1.395941,-1.199317,-2.069095,1.330676,-1.412638,0.2436518,-1.789761,-0.3862509,-1.316768,-2.787093,0.7378337,0.3073376,-1.344385,-0.01969263,-2.440698,1.171057,1.101707,0.8445799,-2.787093,-1.673976
-2.683846,-2.117767,-0.5232356,-2.174192,-0.4489469,0.5430217,1.338731,0.1942501,0.599276,0.6373702,1.527772,0.287357,1.661461,0.0435383,0.9533553,-0.4381949,-0.4394356,-1.817077,0.2314291,-1.831957,-1.789163,-1.751001,-0.847698,-1.515037,-0.435409,1.512288,-1.2269,0.4120434,-1.023319,-0.1537341,-1.427116,-2.569158,-0.382579,-1.770194,-1.629641,0.7420326,-2.680922,1.199392,1.142693,0.1861476,-2.282782,-1.836339
-1.207646,-2.47813,0.09430968,0.2734564,-1.113218,-0.2836901,1.105985,0.8012838,0.3815822,0.7148108,1.480194,-0.5461074,1.416023,0.6475743,-0.5033536,-0.9673209,-0.2212703,-2.939352,-0.2352161,-1.746977,-2.047168,-2.248097,-0.6358221,-2.336142,-2.175952,1.739097,-1.634756,0.1398489,-2.346537,-0.951141,-1.878625,-1.71758,1.21072,-1.347843,-1.925519,0.4554609,-1.926892,0.1143103,0.7852705,1.321169,-2.224699,-1.222476
-1.684161,-2.053384,0.5638354,0.3144457,-2.052605,-0.6301724,1.570967,0.1373242,1.036985,0.9736536,1.509463,-0.2471801,1.648255,0.4126393,-0.6290463,-0.7160065,-0.10425,-2.30559,-0.05045154,-1.530627,-2.339249,-3.182062,-1.104731,-2.189256,-1.822631,1.704494,-1.667597,0.3241827,-1.992897,0.08691137,-2.028748,-1.61445,0.6756449,-2.828524,-0.3046248,0.2315085,-2.893176,0.06212937,0.6119371,0.8088391,-2.029509,-0.8262215
-2.258568,-2.308603,-1.443076,0.2330939,-1.779633,-0.03066541,1.532665,-0.4084195,0.7951621,0.3762422,1.762142,-0.1963799,1.538651,0.2311911,-0.7552354,-0.9446902,-0.4208326,-2.795243,0.2689579,-1.404866,-2.020418,-2.24526,-1.312672,-2.416874,-2.407946,1.718149,-1.422543,0.1544364,-1.895788,-0.735846,-1.712579,-1.414282,-0.3051674,-0.8365558,-1.352473,0.7325602,-2.960365,0.3701142,0.05154826,0.6124793,-2.290657,-0.8641728
-1.146333,-3.007805,-0.02932583,0.2378351,-2.859455,0.04229291,1.318417,-0.5404261,0.1830713,0.5034384,1.73725,-0.140182,1.823839,-0.655081,-0.5507799,-0.7412876,-0.3908228,-2.63666,0.3290159,-2.011409,-2.135377,-2.375156,-2.053384,-1.501032,-3.125841,1.847257,-1.150432,0.5388882,-1.779633,-0.8287378,-1.931022,-1.087376,-0.2626643,-2.427015,-1.857258,0.6829453,-0.3429129,0.6563276,0.3080728,0.28563,-2.473373,-1.49388
