"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","201508_at","201555_at","201798_s_at","201930_at","202683_s_at","203139_at","203625_x_at","203628_at","203928_x_at","203963_at","204508_s_at","204667_at","204681_s_at","204822_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206391_at","206401_s_at","206793_at","208670_s_at","208712_at","208893_s_at","209173_at","209560_s_at","209603_at","209604_s_at","209942_x_at","210735_s_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","214164_x_at","214612_x_at","215432_at","215609_at","215729_s_at","215867_x_at","216092_s_at","217257_at","218211_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","220034_at","220773_s_at","221704_s_at","222256_s_at"
12.2148,7.8514,6.9006,11.031,7.705,8.9139,5.4207,10.1827,9.3597,9.1563,9.1852,10.3948,7.6386,8.7041,8.054,11.0286,7.6664,10.9297,7.8248,8.3239,8.9125,11.0806,8.8267,6.7111,9.1417,9.1785,7.8373,7.2639,6.1203,8.9144,3.8914,9.0274,8.695,16.1294,8.425,9.5929,9.0735,13.5961,8.4453,8.69,12.2612,9.983,10.3045,7.7709,7.8189,8.6011,6.7095,11.4818,11.7063,8.4891,5.522,6.3103,3.1003,11.6908,8.5892,4.0154,13.8187,10.6847,9.513,7.7076,8.8326,6.3354,4.9472,7.7277,9.419,4.8741
11.7166,8.6037,6.9041,10.2148,5.6824,8.8631,9.8545,10.1311,10.5934,10.201,8.7934,8.2162,9.0806,9.1625,10.5652,12.7713,10.8188,11.2348,7.7376,8.1307,8.4362,6.3956,13.2534,7.256,7.1129,2.4424,11.1961,8.723,6.3451,6.5015,2.627,3.5001,10.579,7.5778,9.0205,11.3263,4.0993,13.6813,6.969,10.7143,14.4516,6.0958,11.756,9.0986,9.9876,4.5842,3.0664,12.0823,13.3377,4.8468,4.7084,6.5693,1.4498,13.0931,9.8961,5.3655,12.7411,11.5214,5.5705,10.0707,9.7309,9.2045,5.4778,8.1364,7.8561,5.5772
12.7646,6.7644,8.079,11.1874,7.4942,9.1287,8.5271,10.4069,10.8618,9.459,9.6754,10.4546,9.3513,9.0528,6.2474,8.4904,4.2515,8.2408,8.8206,7.684,8.8502,6.7412,8.2067,7.975,8.9361,8.5631,6.4973,9.4737,7.6142,2.2047,3.472,4.9164,5.9527,7.9847,7.9348,9.7388,5.315,3.4605,7.9911,6.3456,9.323,5.9761,8.3506,9.4969,10.108,8.0775,6.2878,8.2743,8.8348,7.0792,4.1343,7.5028,10.4698,9.2041,8.6072,5.8088,9.9931,8.9044,6.5878,9.7441,8.6412,7.9884,6.5097,8.3487,9.4068,4.3937
11.9024,7.9691,7.5642,10.7593,6.2799,8.9467,10.8859,9.9425,11.7361,9.1894,8.9794,9.6038,7.8216,9.6508,9.2212,11.2715,8.7817,9.9388,7.6431,6.7098,8.2648,5.9768,11.2609,7.2861,8.1174,10.177,8.0269,8.3146,6.2785,5.26,4.9635,10.7989,9.2157,7.4054,9.066,10.1889,8.6689,12.0547,6.9985,10.454,13.8873,6.8882,10.3099,9.947,8.1856,4.7439,10.3612,12.12,11.7129,6.9211,3.8691,5.892,7.7638,11.738,10.1541,6.112,12.015,10.7575,9.661,10.1144,6.5172,9.0592,4.6694,7.3356,8.3368,5.5926
12.0173,5.1489,8.6382,11.3509,8.0343,9.3544,8.928,9.9246,11.0359,8.7622,9.732,9.2316,7.5953,9.4672,9.8786,11.6632,9.417,11.1631,6.9959,7.7385,5.7963,7.0875,13.2832,7.2516,8.7478,5.9204,6.0614,5.5457,6.829,8.2675,3.9967,6.9133,10.3971,7.0269,9.1481,10.228,7.2983,10.5454,7.9645,12.1875,15.0499,6.5928,10.6589,9.9427,8.9401,5.1674,4.6617,12.9248,12.2272,6.9638,5.7141,7.6296,2.9577,12.1934,9.9988,4.0257,13.036,11.1202,7.2396,10.1254,9.8967,7.8528,7.1595,8.0975,6.7498,5.1652
11.2714,7.226,9.7721,11.7383,7.2381,9.6736,8.69,10.1045,9.9509,9.3524,8.3362,9.7305,7.2603,9.1514,9.3401,11.5773,9.2128,9.8086,6.1257,4.8563,7.4187,7.2172,11.7827,7.103,8.8145,4.3908,8.6672,4.8913,7.2013,7.1594,5.2646,5.4608,9.6402,5.9005,9.0941,10.3152,9.0033,12.0664,8.4012,9.8295,12.857,7.6334,10.5568,9.2526,8.7057,6.2842,2.714,11.1322,12.2272,8.304,5.2424,4.6168,3.1549,12.0557,8.9726,4.8488,12.4695,10.6347,6.3978,9.1027,9.5508,6.5791,7.0801,5.2514,8.278,5.3017
11.2179,8.7762,7.8778,10.7529,6.4465,9.5136,5.8179,10.2922,9.3733,10.8761,9.1888,9.7847,9.6699,7.9267,7.2963,8.2061,3.8957,7.3023,7.9378,7.8184,8.8774,8.7528,8.3335,8.4748,8.8397,3.1889,5.6557,2.7439,6.7483,3.6536,8.7516,7.4078,7.1881,6.2464,9.1704,8.7649,4.8235,3.9312,7.4123,6.7513,10.9505,5.4874,8.4672,7.848,6.9945,6.9331,5.401,9.0008,8.3686,6.6915,3.476,5.7974,5.5568,8.5595,7.8557,6.2733,9.633,9.856,6.6801,9.6785,7.8388,5.6657,4.9339,8.2206,7.7607,5.4487
11.2065,8.4165,8.0671,10.8857,7.5553,8.7978,6.1986,10.7976,8.584,11.2387,9.5305,9.6846,10.6147,8.3347,7.9989,7.6781,4.5598,7.7724,9.0016,9.662,9.6189,11.1229,8.3603,7.3768,12.3387,5.9581,5.6125,3.5051,7.4123,6.4954,3.7807,7.7334,7.634,7.3769,8.6767,7.9274,7.1927,4.7922,8.2047,8.5707,12.9642,7.1789,8.3953,7.0598,8.3146,5.2151,9.1842,9.5846,8.7879,4.5914,4.582,6.117,6.1849,8.4711,7.6429,2.4125,11.328,9.1982,7.4619,9.5292,7.729,8.3376,4.6022,7.3906,9.1433,4.0442
11.4876,8.1887,6.4387,10.4598,6.4744,9.6372,7.7943,9.9193,10.9366,10.504,8.4065,10.3689,8.6589,4.0254,5.6363,7.8703,4.1196,7.5809,7.1888,7.7622,10.4084,4.9878,8.9474,5.4621,7.804,3.2334,7.1078,5.9713,6.0104,4.0022,8.661,12.8888,6.5879,5.536,8.4339,8.9866,6.4955,8.8308,6.2671,7.8886,11.1661,7.6833,7.7053,10.0147,8.2136,6.7661,5.2383,10.3331,8.8502,6.8526,5.1352,6.9893,1.9105,9.3975,9.0188,6.3516,10.5762,9.9405,10.2016,10.1062,8.5538,5.407,5.1003,7.8901,8.1884,4.9718
11.8805,9.0496,8.175,10.5756,6.6547,8.4199,5.3524,11.1067,9.5165,11.1793,9.0967,9.755,9.9434,8.5249,7.4563,7.937,4.4122,6.5437,8.4429,9.2944,10.6941,8.0182,7.5993,6.3084,8.2868,7.6941,5.6592,4.0529,5.9168,1.426,2.2152,7.7548,7.4536,6.5055,8.0023,7.4653,4.4449,3.3998,6.97,4.2335,8.4591,6.8397,7.6586,8.6222,7.6287,4.3494,5.0612,8.2055,7.9853,6.1297,2.5888,7.1047,6.772,8.5712,8.3968,4.9173,9.3528,9.569,9.5708,11.1788,7.6614,6.3001,3.7516,7.8116,8.502,4.3286
11.939,8.5198,11.3532,11.0197,7.7268,9.2153,11.857,10.2627,11.0705,9.8451,9.0406,9.6663,7.9284,9.8129,8.8842,12.1423,9.0992,10.4764,5.4836,7.608,8.2705,7.3538,12.0116,4.0896,8.731,4.088,9.3591,4.275,7.3701,7.8463,6.5325,3.5561,9.2329,7.047,10.2698,10.6392,6.0858,14.9549,8.6048,10.985,14.4863,7.5332,10.8523,9.9791,9.4755,7.7169,5.743,13.3762,12.3232,8.0143,5.4584,5.3643,2.8635,12.3886,10.4383,5.2724,13.6044,12.254,7.5293,11.2317,8.2422,8.5088,5.1731,7.9558,6.2567,5.4052
11.5551,7.835,7.5747,10.7609,6.4348,8.843,8.8895,10.1205,11.6048,9.9791,9.126,8.4742,8.2716,9.9881,10.3643,12.7245,10.6052,10.713,7.8862,5.834,7.7684,4.1197,13.5384,7.5368,8.1218,8.9548,8.8045,4.9142,6.5208,8.2898,5.4644,4.6752,10.3414,6.3388,9.7947,11.4895,7.2707,10.8395,7.7216,10.4355,14.0091,5.4019,11.9909,10.4644,10.4264,8.2784,2.7772,13.0526,13.0942,6.771,3.3702,5.9932,2.8702,13.0533,10.3444,5.8679,13.5087,11.0632,6.3947,9.5802,11.4004,8.7088,5.0364,7.4444,8.2668,4.5339
11.6529,7.4979,7.279,11.2683,8.1479,9.8331,8.9229,10.5694,8.9818,9.3891,9.1328,9.5024,8.3431,7.435,9.0326,10.1671,5.4812,9.425,7.1362,5.2213,9.1799,8.7119,10.3875,7.7206,10.0557,5.1947,7.2749,5.4672,6.9684,7.9069,4.3607,6.3389,8.8899,8.28,9.5053,11.1447,9.365,7.2371,8.48,9.0036,12.7246,10.8861,9.5823,7.8027,6.2702,8.7053,4.4463,10.7508,11.0249,10.399,4.0798,9.1487,4.536,11.3191,9.7632,2.6124,11.7199,8.6855,9.7462,9.9842,6.9686,6.5041,4.7169,7.0403,8.6365,4.7893
12.0608,7.8334,8.1746,10.8744,6.8828,8.8431,9.5435,10.5091,10.2976,10.1714,9.7022,9.2025,8.0219,12.2986,8.8751,12.6005,10.8056,10.8721,6.3258,8.6255,9.4735,6.5586,11.8833,4.2145,8.434,6.8907,8.5301,10.2309,4.4373,6.3912,3.5508,8.0376,8.2523,5.9155,8.6987,9.867,5.73,13.1925,6.9429,10.3411,14.1508,5.9081,11.3658,8.873,10.8306,4.7161,6.7532,11.8967,13.3745,7.4757,4.8205,6.4061,2.5142,13.306,9.5601,5.631,13.6625,12.3834,10.0542,10.1676,9.2385,8.4661,7.1331,6.3421,6.6473,4.419
11.5139,8.6451,7.7891,10.7761,6.4863,9.5661,8.1635,10.4853,9.3692,10.5973,8.6979,9.1493,9.117,6.5843,5.7287,11.18,8.6574,10.2932,9.1487,8.7428,8.9111,6.9704,12.7416,6.6419,9.5755,2.8273,7.4952,2.8616,4.341,8.0384,9.0951,9.1199,5.6146,7.354,9.2852,9.9927,8.4235,13.4339,7.1571,10.6374,13.903,5.2761,10.1202,8.0089,9.3953,6.2963,3.5939,12.0272,11.5067,6.4529,4.5158,5.6308,1.5145,11.3663,9.9723,6.0867,12.3844,11.0878,6.7905,9.5381,9.5587,7.6789,5.8624,6.1086,7.7802,4.6517
11.8896,8.1589,8.4072,11.0195,7.7235,8.8264,11.0745,11.7161,10.9924,10.5032,9.0326,9.2057,10.1946,7.5966,7.2927,8.0563,3.7011,7.6786,8.1273,8.852,10.9768,8.777,8.3177,8.2667,10.511,7.1282,5.8765,8.6929,6.7453,6.183,3.6792,11.1709,6.2623,7.7736,8.6884,9.5273,5.9387,5.3614,7.697,8.07,11.9822,7.5929,8.4238,9.5963,9.9678,7.0704,7.6634,9.3578,8.5633,7.3089,3.636,6.5123,8.8079,8.7921,9.2066,4.874,10.003,9.3915,11.2576,9.2286,7.6339,5.4279,5.8008,7.2847,8.3154,4.4945
11.5006,9.1396,7.8892,10.3686,5.5763,8.3074,6.1537,10.7116,9.0044,11.2193,8.814,10.6,10.3839,7.1474,5.7898,7.4903,3.9342,7.4947,6.823,9.9589,11.6927,8.9835,7.5472,4.2233,12.4452,4.2721,6.0208,3.4848,5.7208,6.4791,4.3574,7.2292,5.1178,5.9372,8.5107,9.8433,4.525,8.3047,6.9896,6.4117,10.0502,4.5759,7.6035,7.7963,10.1492,3.9278,13.3137,8.7783,6.9621,5.2034,4.4137,6.9886,1.7874,8.3667,7.5665,6.7652,7.923,8.3448,11.3677,9.8695,5.0224,6.8562,3.9824,7.3353,8.9767,4.0389
11.9052,7.7421,7.9753,11.0098,6.7901,9.0946,8.0169,10.201,10.987,10.4121,9.5662,10.2846,8.9044,8.2433,6.8756,7.8818,4.0861,7.261,7.5523,9.2592,9.1457,4.6667,8.1155,7.5634,9.031,4.312,5.8961,4.9832,7.1759,6.069,8.8088,9.764,6.6198,6.8254,9.4734,10.8701,5.2535,3.9912,7.7178,6.8301,10.4376,5.8331,7.9673,9.4279,10.0258,7.4266,5.9592,9.5652,8.24,5.358,5.4524,6.2254,10.4593,8.7027,8.732,6.8428,10.2478,8.8526,9.4296,9.343,6.4384,5.9641,3.3885,7.499,8.2563,4.8851
11.959,9.4844,7.2895,10.5525,6.4399,7.1637,6.8704,11.1944,8.1067,11.9965,8.8981,8.1836,11.3929,7.4085,9.8646,9.027,5.4141,8.8772,8.9186,8.9221,12.2988,9.4693,7.6352,8.6401,8.7364,8.7477,5.8165,2.5223,2.8199,5.345,3.5587,10.4296,9.6811,8.3552,3.4689,7.9745,9.9444,5.0813,7.6479,4.5568,8.647,12.6093,8.9002,7.049,6.1308,6.4274,5.5119,8.6382,9.8301,12.0344,4.5686,4.5241,8.8795,10.6489,8.6512,2.9684,11.5297,8.3922,10.2988,9.4611,4.7193,6.0082,3.7816,8.2078,8.8374,4.493
12.218,7.7593,8.1299,10.744,6.7948,9.4276,10.2477,10.1557,10.7253,9.7893,8.4416,8.3288,7.5832,10.1112,10.6292,12.0581,9.8616,11.0554,11.2775,7.3455,8.6314,3.9877,12.7813,7.0754,7.6986,3.8593,6.5298,5.0756,6.2132,6.8202,4.8897,4.2659,10.555,6.4009,9.3536,10.9089,9.7407,13.0444,7.4501,11.0723,14.6049,5.5753,11.3096,9.5046,8.0611,7.8471,5.6087,12.9626,12.6498,4.533,4.9727,5.6068,3.0363,12.5229,9.74,1.6267,13.1729,10.6733,8.6682,10.9119,9.8744,6.9928,3.0109,8.1568,8.2322,5.3785
12.3984,8.5418,7.4417,10.7718,5.9748,8.3869,4.7754,10.9253,10.5801,10.6585,8.2546,10.1838,10.0501,9.5169,7.998,8.3196,4.4204,7.3702,8.3393,9.5029,10.8008,6.1297,8.1508,10.1872,9.6908,7.9425,5.8136,5.2358,6.5668,5.6094,4.8448,11.1925,7.5951,5.5662,7.5242,7.3889,4.4128,4.7482,6.8184,6.0447,9.2359,5.7972,7.9996,9.5055,8.4034,4.2771,6.1854,8.4697,8.5155,7.2632,4.1566,5.8989,11.8767,8.7484,8.8986,3.1135,9.5682,9.9476,10.3515,9.4168,7.2025,6.941,6.8401,7.4351,9.0927,3.9481
12.7551,7.7959,8.5725,10.9763,7.3523,9.1167,9.836,10.1983,10.1551,9.6408,8.8814,8.5274,8.1372,8.5343,8.2143,11.5136,9.7046,10.8503,8.0973,8.0368,9.2168,4.6009,13.5231,6.1234,8.6324,3.3428,7.7738,6.837,6.5325,5.8672,3.5227,4.2748,8.5435,6.3258,8.2889,10.2673,6.6454,13.1038,7.4281,11.3949,14.6885,6.0677,10.8409,9.1399,8.174,7.4613,3.8363,12.9057,12.3608,4.6977,5.2103,3.7324,2.9162,12.4093,10.1036,5.0113,12.9703,11.0879,9.5344,10.1228,10.5979,9.1171,5.5444,7.7528,8.5619,5.7098
11.9883,7.7519,8.6974,11.1198,7.0225,8.8886,9.8139,9.8452,9.8476,10.4116,9.0486,9.3554,7.6689,9.2725,6.7394,8.9947,7.569,10.0927,7.3254,7.5835,9.2658,7.4234,10.1043,7.6317,7.8355,3.1706,7.4949,4.0583,6.9933,7.3698,5.6947,4.7206,5.635,5.4987,8.6652,9.6643,6.9586,14.1626,8.2701,9.5043,13.4794,7.9355,9.1752,8.8011,8.5793,7.4893,6.6067,10.9192,10.1159,7.2012,4.2143,4.8366,2.592,10.2875,9.6737,6.2826,12.1453,10.9595,8.6698,8.7888,8.7619,6.6768,6.9875,5.335,8.9641,4.7857
12.0864,8.1094,8.0351,10.5097,6.1589,8.3143,11.2204,9.1121,11.4567,9.9152,8.8423,8.6908,4.7713,11.4441,11.2316,10.8395,8.4344,11.5104,7.7298,4.7494,8.0939,4.3023,12.7246,6.8471,7.3736,7.0228,9.3571,7.033,4.3638,7.3358,7.2322,8.3545,11.0557,9.0175,10.4276,13.6158,5.3078,13.2235,7.5182,12.7051,14.8864,5.4363,9.346,10.5573,7.9436,7.9137,5.4234,14.0948,11.1058,7.284,3.2842,6.4166,5.4828,11.0852,9.5547,6.3175,13.6925,10.3343,6.4867,11.4999,10.3458,9.441,3.8635,8.2241,7.7817,7.9775
11.9235,7.5099,8.514,10.9006,5.8074,8.6706,8.737,9.3665,10.9512,9.9168,8.6827,8.3987,8.6093,7.0208,5.5485,8.5804,4.4874,9.7946,7.4204,7.1452,8.6671,5.8996,8.3319,6.0145,8.4597,3.239,6.6105,8.8862,5.8975,8.0722,4.4416,7.7453,5.6118,7.4281,8.4628,11.4835,4.9031,11.9111,4.045,9.3373,12.9919,5.3879,8.2949,9.3414,9.8224,4.203,5.2957,10.3159,8.7368,4.2543,2.7886,4.8565,7.7407,8.8986,9.7951,5.8581,10.6913,9.5581,6.5311,9.2487,10.3458,7.221,6.8984,5.7254,8.1509,4.8555
11.9922,8.9165,8.1214,10.7784,6.6755,9.0158,7.7801,11.1404,10.0693,10.2695,8.3331,8.9443,9.0254,8.8926,7.9457,9.7646,7.3645,9.9447,5.9274,7.5953,9.6546,5.1197,10.8645,7.3455,8.2264,3.3244,10.1195,5.1546,5.4147,6.8631,5.9569,3.7257,6.085,6.2325,9.457,11.3111,6.3533,10.2773,7.1145,9.5157,14.0646,7.01,8.8543,8.7124,7.8878,6.9711,2.8622,11.6761,10.4681,6.579,5.4826,6.1153,4.7745,10.8125,8.3089,6.3512,12.474,10.8393,8.1421,8.353,9.309,9.1413,6.677,7.6555,8.5195,4.9037
11.9809,7.9313,9.3479,11.1509,7.4666,9.4319,6.6676,10.4456,10.1734,9.6122,9.231,9.7465,8.5466,7.9447,7.2602,8.9342,4.621,7.7614,7.1462,7.4465,9.9084,9.3453,8.744,7.7528,9.6104,5.2454,7.3311,7.9064,4.5862,6.8573,3.9697,7.734,6.5555,7.539,8.9888,8.4946,5.6931,4.8726,7.4503,5.7116,10.9437,8.4459,9.3786,8.8833,8.3298,6.3193,8.0753,8.8847,8.8717,7.1278,4.7411,6.0082,6.6003,9.4512,9.4175,4.4185,11.831,9.7486,10.5634,9.6023,6.0894,6.7456,7.629,8.0046,8.4373,4.8198
11.9526,8.126,7.3146,10.6894,6.5379,8.0613,7.4516,10.5987,12.0118,11.1274,8.9036,7.9255,8.6435,9.4475,9.9957,12.26,10.6938,10.7376,6.9701,8.0121,9.6487,3.6999,12.8959,6.7416,10.5289,4.4238,11.0849,3.7811,5.962,5.5767,7.0375,3.2062,9.4376,8.252,9.4484,10.4596,5.2135,14.4576,6.7101,12.5287,14.8459,6.6051,11.5847,10.7546,7.766,7.1311,2.5788,12.6705,12.7959,5.5069,2.6631,6.4821,2.5212,12.6447,10.3948,1.5533,13.6104,11.2412,6.0249,10.215,10.3727,8.4716,4.3039,7.8173,7.0619,5.2948
12.0866,8.8091,7.8527,10.2094,6.6364,8.734,6.9013,10.7568,8.9823,10.558,9.2716,8.1558,8.9055,6.9133,7.2382,8.7439,3.8038,4.5637,7.7838,9.5037,9.5514,8.7317,9.0738,6.2023,7.7863,5.0119,6.7252,4.5262,3.0726,3.1484,5.2689,11.009,6.8711,5.4031,8.665,8.3608,4.0775,4.0719,7.43,7.8664,11.9892,9.492,7.844,8.0037,5.0567,4.7155,4.4249,9.2594,9.0181,9.3467,4.7065,5.6444,7.4796,9.1299,7.7106,2.0969,10.1562,9.6987,10.1467,9.4058,8.7068,7.5186,5.9702,7.4569,7.1175,4.7635
12.0421,9.0085,6.3289,10.3453,6.3169,8.6985,8.3361,12.086,9.4224,11.2878,9.0063,10.1437,10.6564,8.1674,6.4663,7.4371,3.5465,6.682,8.8447,9.579,10.7541,9.4258,8.9677,10.2194,10.8018,7.0322,5.8767,3.0774,7.6041,6.7216,3.6765,8.5028,6.8248,5.3703,7.0171,7.1066,4.0082,3.1516,7.0044,7.5786,9.7365,5.5604,7.7047,8.2511,7.4672,3.3668,2.8916,9.6087,7.5327,4.4792,3.8847,6.5023,10.3429,8.3024,7.6074,4.7199,8.5926,9.2023,11.0868,9.0644,6.7879,5.2869,4.3264,6.6995,8.7285,3.4245
12.0653,8.1614,6.6753,10.5544,6.976,8.8336,8.6576,9.8688,11.702,9.3816,8.8268,7.9162,8.8777,8.9959,10.7779,11.9414,10.235,10.9525,8.0851,6.6585,8.7317,4.8006,12.9696,4.4339,7.7472,4.4493,7.5974,6.6904,5.2699,8.1495,3.1114,3.3761,10.969,8.0645,9.3027,11.0598,5.2023,11.552,7.52,11.8311,14.639,5.3749,11.6419,10.5106,11.9849,6.2981,1.2296,13.312,12.8998,6.0853,3.6578,5.7494,1.356,12.5712,10.1647,4.5428,13.2344,12.1068,7.5845,10.852,9.8182,7.4653,3.9993,8.541,6.9406,5.7574
11.6125,7.5817,7.7215,10.5264,6.2512,8.1738,8.4022,10.0665,8.4753,10.2673,8.9819,8.2061,10.7041,8.5023,11.3737,11.2041,8.3783,10.781,6.8907,8.3966,9.1103,7.5639,12.6311,6.7313,7.064,4.291,8.066,3.0512,6.1943,9.4571,2.7585,7.591,11.1151,7.6655,7.8627,12.9215,4.3883,11.3997,6.4437,11.2871,14.6195,5.6036,9.2559,6.9787,8.6507,5.8406,3.3367,12.2282,11.4617,4.997,4.0503,6.1175,4.579,11.5409,10.0524,6.6318,12.5192,10.909,9.4721,11.1719,10.0358,6.0491,4.768,5.6883,8.8858,4.7009
11.8752,8.1642,7.8343,10.802,5.8704,8.6283,8.6639,9.8911,11.6951,8.6321,8.683,7.6204,8.2763,9.8825,10.5091,12.2609,10.4104,10.9302,5.7195,5.9639,7.2066,5.2304,13.8544,5.8631,6.6841,4.0334,10.2678,2.9774,5.4456,6.2368,2.7247,3.3766,10.5063,7.3321,9.5811,10.5045,4.2696,11.5582,6.6548,10.8398,14.0292,6.2605,11.7322,10.4108,9.776,7.5119,2.5581,13.6781,12.9611,4.8721,3.689,4.8374,5.4642,12.6061,10.2925,5.8452,13.1516,12.7313,5.4703,9.5872,10.963,8.351,5.6715,8.1295,8.3794,8.1297
12.2996,8.5171,8.0176,10.8882,6.6318,9.718,10.8645,10.3435,9.7357,10.2799,8.9132,8.7482,8.1128,8.9981,8.8599,11.7844,9.8327,10.9793,6.8544,7.7558,9.2476,4.74,13.5618,5.5598,8.1244,9.3032,9.1985,8.0578,3.8803,7.3169,5.1371,5.0224,8.7001,7.4492,9.2101,12.0313,4.5864,15.3556,7.9425,10.7851,14.4498,5.7873,10.8803,9.2604,8.1881,6.3942,5.0952,12.3461,12.9039,5.8431,4.8024,5.2147,4.7537,12.6699,10.0256,1.3106,14.078,9.8294,10.1671,10.4657,9.7822,8.0906,3.9232,7.3359,8.3261,5.3987
12.3869,8.4071,8.0141,10.5859,6.1521,7.9373,6.7293,10.258,9.8582,9.9172,8.8511,9.427,7.5307,4.3836,7.2099,8.8072,5.6005,6.3096,8.8051,7.3995,8.6683,4.1897,7.8646,6.5959,6.8871,6.823,5.918,3.6715,5.3418,5.3207,6.3205,12.6794,5.4944,5.3601,8.9967,11.6371,4.2323,8.4765,6.4973,5.5279,10.3847,4.8286,7.8393,8.6816,5.9533,5.4546,5.061,9.0089,9.2465,6.6845,3.8594,4.2765,10.2946,9.4503,8.4964,4.8085,9.5593,11.2283,9.9148,8.9777,8.807,7.8593,5.6393,6.7296,8.8658,4.602
11.8751,7.9059,7.4239,10.8336,6.7024,9.3057,9.0115,9.8626,10.7469,9.337,8.7207,9.1844,8.6388,9.139,9.6153,11.0044,8.922,10.4015,6.6015,6.2852,7.1589,5.2906,11.5611,6.6642,8.5404,4.6873,7.6994,3.5516,7.6633,6.652,5.1047,3.9658,9.4868,5.1979,9.1719,8.8588,6.845,11.685,7.0822,10.2249,13.9413,7.4344,9.7352,9.4363,9.6857,6.9989,8.0259,12.0361,11.4765,6.5717,11.6959,5.9944,2.0104,11.2266,9.8628,2.0024,12.9092,11.1998,6.583,9.4543,8.6672,8.5442,3.4075,7.0544,8.3463,5.613
12.2129,7.6896,7.7091,10.4067,6.3709,9.4955,10.9745,10.3334,10.1407,9.7371,9.013,9.3983,8.5382,9.0423,9.9801,12.8694,9.7447,10.5456,5.1087,7.2345,8.5032,5.8079,12.3547,7.0785,8.0737,3.492,10.8024,8.5302,7.5268,8.025,7.8295,6.7768,9.9486,6.4985,8.2545,9.7671,4.6656,12.9798,7.5962,10.4605,14.3246,5.7922,10.995,9.1308,8.8387,4.7041,1.148,12.7646,12.789,7.1667,2.7105,6.473,3.1339,12.8086,9.9313,3.1897,12.6192,12.6796,9.8626,10.2078,10.2798,8.2375,7.6284,7.0283,7.3638,5.0498
11.5913,9.9503,7.1183,10.4632,5.9959,8.6413,7.8943,10.7116,10.3453,11.6925,8.2951,9.3087,11.1326,7.6812,9.2,7.4626,3.8208,7.8463,8.449,9.8286,11.7906,9.8762,7.3536,8.133,12.7186,10.923,6.0157,7.7396,6.0372,4.5292,4.722,11.4551,9.1448,6.799,6.3564,6.5151,8.8595,5.3255,6.9733,8.0759,11.2951,4.4122,7.5732,9.2521,9.2512,3.728,4.3394,8.1965,8.3656,4.982,2.225,6.0579,8.1741,8.6197,7.5391,2.6294,9.3389,10.9915,8.2205,9.58,7.531,6.6745,5.0957,6.7926,8.3478,4.4606
11.954,7.914,7.9862,11.2998,7.158,9.0645,6.2672,10.5117,10.0471,9.9994,9.2731,9.7611,7.8628,7.2241,7.9679,8.3527,4.5014,7.8104,8.6666,8.9305,9.089,9.0249,8.1917,9.1292,11.3061,3.9608,6.2202,3.5181,7.0657,5.6017,4.9413,11.7198,6.2461,6.4685,8.3016,10.4877,6.2286,5.2065,8.3682,5.7232,10.5017,6.2045,8.1753,8.7785,8.7206,7.0151,5.3989,8.736,8.2833,3.6433,3.7489,6.7495,9.1545,9.392,8.6541,7.1363,9.8204,9.1795,7.6418,9.9352,7.365,6.0936,6.9895,7.3004,8.6435,4.9384
12.1595,8.425,7.7688,11.4043,6.4659,8.967,8.023,10.251,10.4099,10.423,8.7815,9.6669,8.1734,8.2905,10.7425,11.1319,8.9709,11.3553,4.8619,7.672,9.3878,5.6049,13.2489,7.5407,8.4864,4.3268,8.3525,6.2089,6.8215,3.8411,3.8717,4.3257,10.2965,5.464,9.4975,8.7914,5.1268,12.223,7.3564,9.9662,13.7316,8.425,10.2669,9.0341,7.5447,8.2158,3.303,11.845,11.9448,7.0485,4.819,7.4973,3.266,12.0584,10.2116,3.9646,13.5449,10.388,8.144,8.9094,9.2939,6.8691,6.0242,6.6216,8.725,4.5228
11.9564,6.838,7.9928,10.8636,7.3389,8.9134,9.5753,10.3313,11.2247,9.6459,8.6359,8.9769,8.4781,8.2702,8.9516,9.0521,4.998,10.447,8.6547,7.4277,9.4349,9.9388,8.9833,6.6465,10.0765,3.5968,6.7416,9.1481,6.9307,7.4765,3.8283,7.3806,8.2527,8.0451,8.7781,10.0938,11.0029,12.8604,7.6507,8.1141,11.9141,6.2638,8.775,9.6161,10.1603,5.2385,7.8656,10.8705,9.4902,5.8151,3.7165,4.2555,8.1018,9.6844,9.6518,3.1214,11.8054,10.0403,8.3562,8.9764,8.8718,7.7762,6.8489,8.3804,8.214,4.4133
12.1499,7.8347,5.3019,10.931,6.662,9.0369,8.7269,9.7521,11.1198,9.0591,9.134,8.5396,8.307,9.9206,10.3496,11.2459,9.0212,11.3706,8.6997,6.814,6.801,4.7474,13.0124,5.8006,7.9465,8.3113,8.1825,2.8476,6.2648,8.8885,4.9033,6.3048,10.3819,7.9999,9.2935,10.3071,7.5715,13.3603,7.9856,12.5177,15.222,7.9149,10.4834,9.4143,9.946,6.544,1.7865,13.3811,11.7493,6.8301,3.7436,7.0718,1.3298,11.5182,10.365,4.4285,13.3219,11.4708,6.3201,9.8979,9.343,7.8667,4.2812,8.07,7.7333,5.2798
