"201555_at","201798_s_at","202683_s_at","203139_at","203928_x_at","203963_at","204681_s_at","204825_at","204914_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","206401_s_at","208670_s_at","208893_s_at","209560_s_at","209603_at","211864_s_at","212344_at","212583_at","214164_x_at","214612_x_at","215867_x_at","216092_s_at","218856_at","218862_at","220034_at","Class"
10.3432,9.503,8.7433,9.9159,8.9517,9.4839,9.4563,9.7121,5.7595,7.4094,3.5533,6.592,5.3857,3.9129,6.8328,8.556,9.4381,8.8787,12.8561,7.8156,8.3615,8.2528,7.0312,9.8416,10.8537,10.3519,8.7145,9.5355,7.3965,5.8051,"1"
9.2594,11.4511,8.9028,9.002,11.0962,12.2494,7.6536,6.9412,6.7358,7.3029,5.7332,8.7388,8.9099,5.972,7.2539,10.9204,9.7453,8.197,3.4192,10.9685,10.4404,11.7718,7.317,12.8993,4.1593,12.7764,9.5977,9.2513,9.1274,3.7446,"2"
10.0886,8.9992,8.8492,9.6763,8.9781,12.2392,7.854,9.0273,9.6879,8.4788,8.5087,6.0458,5.5181,2.0715,6.4384,8.7882,9.5318,7.9037,9.3407,9.8598,7.4227,6.3559,6.6258,13.035,3.2511,12.8726,9.4333,10.2537,9.5227,3.8676,"1"
9.511,9.5729,8.6878,8.671,7.8975,7.9268,8.2158,8.6341,9.8602,7.4671,6.5971,4.5463,5.9524,2.9461,7.4345,5.284,8.8694,9.9681,5.2384,9.2359,7.6631,6.5733,7.4799,9.8019,3.3755,9.4783,8.9443,8.9439,6.1638,6.9522,"2"
9.6903,11.7433,8.8657,8.6359,10.9642,12.3648,8.4913,8.9894,3.2581,7.6484,7.1967,9.0363,9.9554,5.0141,7.1931,11.05,9.0913,8.9467,5.9939,12.0863,10.9235,11.6967,4.904,12.908,5.3797,12.6528,9.035,9.4941,10.4642,5.8769,"2"
8.9343,10.3434,8.3007,8.4905,9.7345,12.3251,7.2111,7.6281,4.3636,6.1771,6.2747,8.5782,7.9708,4.0294,6.905,10.1206,11.0516,9.4976,7.2423,10.3972,8.8778,8.4326,7.4078,13.1264,6.1112,12.9668,9.4398,9.6656,10.1757,3.8185,"2"
10.1272,9.4206,8.5644,8.5892,9.4133,10.0077,6.7046,8.1514,2.1111,7.1651,3.1817,7.4814,5.2557,5.1443,6.8435,9.6513,10.0604,7.9166,3.4694,10.003,8.4289,6.5687,6.5385,10.2122,7.041,10.2404,8.0143,8.7111,9.716,4.0559,"2"
10.765,8.6297,9.2796,10.2898,7.1062,2.8155,9.0334,11.3208,8.694,8.7581,6.0291,1.9393,2.6831,5.7946,3.4294,7.0484,9.0789,3.713,5.0235,7.1924,7.1648,5.893,6.8254,7.0129,3.7613,6.0918,6.5367,9.4873,9.5627,3.956,"1"
9.8021,10.5307,8.7299,8.4007,4.7477,12.4701,7.9153,9.411,5.3259,8.2034,8.2939,8.6896,3.8754,1.232,3.2508,4.2954,10.0656,7.436,5.4779,11.7446,9.2794,6.0186,6.3655,12.9575,2.6531,12.7089,8.1647,8.2943,7.9256,5.5372,"1"
10.0018,11.5642,9.0705,7.0447,10.2869,12.6421,8.7311,8.9287,3.5896,7.0714,2.5817,6.4409,2.0557,3.8344,9.4843,10.3954,9.8773,9.9929,5.6931,11.5473,10.4262,13.5437,6.1932,13.1537,0.9393,12.9391,10.9748,9.2633,10.9037,2.1928,"2"
9.6159,10.4344,8.1238,7.4766,9.4383,13.1886,7.8803,9.8079,3.0492,6.8421,4.2068,9.4905,3.6865,2.7339,6.9361,8.1708,8.9253,7.778,6.551,11.8294,9.7524,6.7493,6.3366,14.0839,2.7853,13.8849,8.6992,9.5031,9.0701,5.881,"2"
9.6423,10.7397,8.4562,7.9537,9.0785,10.9067,8.7836,6.9932,4.6242,5.19,9.5155,9.1706,8.6612,5.2607,1.558,9.0735,10.0628,9.9769,6.8713,9.5336,10.1004,8.7364,6.1531,11.6268,3.9969,11.6762,9.2059,9.6164,9.4328,6.7341,"2"
10.2454,8.5882,8.3381,8.2153,7.6276,10.7021,7.8026,9.7872,9.782,9.212,9.8089,2.9591,8.0579,3.1371,6.6801,7.1284,8.7363,3.7414,14.2643,10.0765,7.8991,8.5495,5.5286,10.7241,3.8496,10.6393,7.8926,8.9303,8.0951,7.0494,"1"
9.9449,9.8368,7.7903,9.5739,6.5618,6.5338,6.7458,9.7566,7.3338,6.1097,9.1675,5.7429,7.5031,4.3936,5.2437,4.7041,9.6454,5.2429,2.9406,6.457,8.6519,10.3997,5.1483,8.2308,4.0276,8.3014,7.7143,9.3517,9.0663,4.0797,"2"
10.2328,9.8529,8.0851,9.2652,9.208,13.3377,8.2878,10.3223,8.4282,8.6901,7.7937,7.9254,5.7905,5.7773,6.1417,8.8404,10.6328,9.0279,2.9651,9.9781,9.0565,8.3071,5.1677,13.3777,7.8525,13.2189,10.4972,8.6886,9.0977,2.7276,"2"
10.5688,9.3098,8.8976,8.8491,6.5731,10.4313,8.2977,9.8364,2.2573,7.4871,2.2253,5.1006,4.9178,0.7961,2.0886,4.1098,9.1606,8.4281,6.3642,9.5281,7.1628,5.5685,7.1292,10.8956,2.9708,10.6105,8.535,8.1588,9.9633,4.8933,"1"
9.1603,10.9751,9.1237,8.8225,10.2937,13.8283,8.4913,7.1419,3.3059,7.241,2.885,9.8281,7.765,4.5822,10.11,10.4891,10.1212,8.1173,6.4948,12.4544,9.8223,7.6057,9.9483,13.9203,6.2007,13.8427,9.8774,6.5775,9.3176,5.4088,"2"
9.0114,11.5561,8.7824,7.6835,10.6992,13.074,7.8728,8.009,1.2698,7.8608,8.1848,9.2259,10.391,3.3581,7.1122,10.8682,9.926,9.5691,4.8928,11.9442,10.4791,12.1484,6.8715,13.4985,2.0565,13.2226,10.2776,9.1763,9.7824,5.5367,"2"
12.0051,10.3459,8.5106,9.3039,6.3683,4.6608,7.2429,10.7112,2.6374,10.6718,9.3738,7.3622,4.3679,3.735,1.3746,5.3303,8.7581,3.1129,5.2494,6.7758,9.1769,6.247,5.2367,6.5685,2.1518,7.2514,6.2595,12.0203,7.7215,4.9781,"1"
10.2218,10.0476,9.5648,9.9421,6.6704,7.828,7.3891,9.9527,2.8301,8.9949,8.5034,2.5269,4.9285,5.8808,6.4255,4.6899,9.006,4.3599,6.2776,4.6637,8.5377,8.3731,6.7247,8.8265,7.5895,9.0692,7.313,10.8533,8.8885,5.553,"1"
9.9845,9.6434,8.9343,9.8124,9.6189,10.7427,3.5145,8.7264,5.7344,7.7992,5.7675,7.9829,9.005,6.134,7.9829,6.1981,9.6406,4.2612,8.0603,10.8329,6.9216,8.8059,7.3648,10.9554,5.0585,10.9504,9.245,7.5884,9.1291,4.4379,"2"
9.3789,11.3194,8.4784,7.7109,11.0419,13.7544,7.6448,8.6923,4.1777,6.8795,7.2588,8.6918,7.4318,3.4925,6.7376,11.0701,8.9292,7.1126,5.231,12.2991,10.0313,8.7359,6.94,13.7563,4.2114,13.4699,9.7807,8.9932,10.5301,3.9438,"2"
10.0404,10.3317,8.6772,7.0933,10.043,11.8654,8.6163,8.5499,5.5358,8.1455,2.6771,8.3879,3.5201,6.6644,5.3883,10.0461,10.4052,9.3434,5.9462,10.476,8.9412,4.9767,7.8254,12.3503,2.6108,12.2351,9.2452,5.5358,10.0022,3.4826,"2"
9.5745,11.06,9.1693,8.6821,10.1163,10.797,7.8803,4.1824,3.4992,7.6858,8.7335,8.3158,7.8491,5.6085,6.8991,8.4046,9.6868,9.8726,6.9495,9.3952,9.7191,7.7229,5.2331,11.0469,3.6983,11.1743,9.7318,8.8351,9.1495,4.2575,"2"
10.3878,9.2849,8.4935,7.6558,7.2689,10.5987,7.7815,9.5473,0.8672,7.8275,2.0896,6.6542,2.6847,1.5311,6.4289,5.3877,9.6473,5.5336,5.2627,9.4884,7.8749,5.8692,6.6026,11.4131,8.4663,11.2031,7.8689,7.9824,9.2873,3.3798,"2"
9.8527,11.1625,8.5317,7.5969,9.7806,11.4559,7.2549,9.125,4.6518,8.2496,3.2457,10.0881,8.3625,2.0196,5.9945,9.3646,8.8036,4.1813,2.0671,11.1543,10.1679,8.4393,6.9898,11.6872,4.9968,11.7157,7.4704,7.723,11.325,5.9803,"2"
10.0625,10.8092,8.2866,9.7358,7.6977,7.6876,5.7149,10.2958,8.8637,8.5354,6.6112,5.7804,5.4673,6.5603,2.0489,5.5229,9.5149,8.0329,6.7579,7.668,9.318,8.0001,4.3594,9.1538,10.726,8.7807,7.1588,10.2519,9.5412,5.8964,"2"
9.5427,10.493,7.6009,7.6775,11.1642,12.7582,7.2971,9.7261,7.6374,7.4481,6.865,11.095,2.9714,5.6486,8.2319,10.6033,8.7415,4.6478,6.8274,10.2034,9.3225,9.7536,6.5777,13.0672,3.1164,12.7996,8.9926,7.8091,10.5122,4.8977,"2"
9.5946,12.3743,8.5372,7.8931,10.0491,11.7433,7.1154,8.1444,3.7284,7.3611,2.0795,6.1059,8.6038,5.5728,7.2243,10.268,10.5002,9.9481,5.692,12.0558,11.2046,14.131,7.1584,12.4113,2.9603,12.0084,9.7026,8.9114,11.3605,2.0929,"2"
9.7531,10.8096,8.7887,8.941,8.1971,8.4484,8.1777,8.81,5.0174,8.0663,6.9863,5.7752,8.0537,2.1782,1.2438,7.884,9.8015,9.6208,9.4542,8.2222,9.4577,10.4544,7.0912,9.3508,5.4353,9.2339,8.0276,10.4575,8.9595,5.8252,"1"
10.1059,12.0006,8.8322,5.8472,10.3818,12.2367,6.5974,9.6292,4.9068,6.009,3.1975,8.4779,2.6853,4.8719,7.4196,10.4049,10.2823,3.0909,1.0914,9.9061,11.4909,7.0471,7.1744,12.7731,0.6159,12.6107,9.0474,7.1811,9.1409,3.8187,"2"
10.3072,10.9208,9.1252,7.612,9.1039,11.8789,7.9589,8.8264,3.0618,6.051,5.384,5.7037,8.2076,6.3102,4.6472,8.9693,10.0279,7.9428,4.3058,10.3189,9.2784,8.0539,7.0395,13.0116,5.3583,12.6857,10.3864,9.1101,9.5488,2.3111,"2"
9.9256,10.6569,7.9795,7.9671,9.2547,13.5676,7.5062,8.9147,6.2484,6.8984,4.0518,8.8094,3.0284,5.4158,6.1767,9.3479,9.2697,5.9043,4.4687,10.5788,9.6648,12.6527,6.2607,13.9149,5.2725,13.8362,10.9053,10.1273,9.3775,7.1987,"2"
9.7574,11.5476,9.0493,8.0763,8.2254,11.7728,7.6834,8.6085,6.1472,6.5502,6.4522,9.8823,10.4589,4.5629,6.8949,7.4395,9.9437,8.5005,5.7994,10.5111,10.6833,11.6541,5.9553,12.0102,2.1582,12.0276,8.6074,9.3912,8.6868,5.2749,"2"
9.5985,10.6567,8.785,7.3839,9.0115,11.6557,6.9526,8.0961,5.7282,6.9006,4.1812,8.4982,7.9763,5.5352,4.8215,8.5209,8.7817,5.0411,7.7139,11.2168,9.3167,7.8489,6.2213,12.1311,6.2711,11.8135,10.2525,9.0832,9.7249,1.9426,"2"
10.2803,11.7004,8.3615,7.3341,10.7399,12.4714,8.0788,8.5877,7.9303,8.24,5.5203,7.7721,8.8773,4.4578,9.8189,11.0416,8.6713,8.4736,3.3667,11.4996,10.4441,8.4984,6.505,13.1068,3.2967,12.8927,10.3274,9.1273,10.0716,6.7147,"2"
9.4695,10.9464,8.4348,7.7376,10.3261,13.452,7.3239,9.115,3.9709,6.6257,6.7235,10.8574,5.6396,5.6615,8.1514,10.162,8.7415,9.0084,5.1406,11.5555,9.9836,9.2034,6.9349,14.0103,1.7539,13.788,10.0742,7.1105,11.8397,7.6742,"2"
9.8046,11.0972,8.5682,7.8807,9.0788,13.7906,7.9332,8.3835,4.1572,8.008,8.195,8.004,6.8398,5.9341,7.8221,8.4216,9.3036,5.6948,3.131,9.9595,10.1201,8.7529,6.8231,13.9384,3.8424,13.592,9.6954,7.8697,10.2334,5.3797,"2"
9.4734,9.4147,7.9508,8.9056,9.4073,12.1205,9.2297,9.072,2.9137,7.6103,3.4271,5.5269,7.8268,2.6444,7.6503,8.9272,9.1001,5.7558,6.8235,8.1615,8.5996,8.5545,7.6523,12.7241,7.1115,12.4857,8.7559,4.1981,8.374,7.8462,"2"
9.3382,10.7604,9.0723,8.5654,10.2642,11.8236,6.6103,8.2991,3.3408,6.722,9.1325,9.1891,7.8337,1.4321,8.4295,10.1112,9.511,3.5635,4.2539,11.4715,8.0006,7.4513,7.3955,12.2817,3.6634,12.2326,9.6344,6.516,11.1498,9.448,"2"
