"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","201508_at","201555_at","201798_s_at","201930_at","202683_s_at","203139_at","203625_x_at","203628_at","203928_x_at","203963_at","204508_s_at","204667_at","204681_s_at","204822_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206391_at","206401_s_at","206793_at","208670_s_at","208712_at","208893_s_at","209173_at","209560_s_at","209603_at","209604_s_at","209942_x_at","210735_s_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","214164_x_at","214612_x_at","215432_at","215609_at","215729_s_at","215867_x_at","216092_s_at","217257_at","218211_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","220034_at","220773_s_at","221704_s_at","222256_s_at"
12.2223,8.2085,6.9243,10.6213,6.4243,8.1863,10.259,10.6596,10.0451,10.3669,9.3781,8.3005,8.4865,10.0395,8.2385,12.0982,10.1436,11.4421,8.5111,8.9545,9.8995,8.1808,13.1663,7.3463,9.6022,2.9041,6.5267,6.5252,2.2611,7.4575,8.9114,7.6585,7.8234,8.1609,8.9428,10.449,9.9378,11.7927,6.9117,12.036,14.4551,5.0862,11.1614,8.9259,9.1737,7.4066,1.8627,13.0678,12.6511,5.1362,1.9721,5.3844,2.1948,12.4881,9.9047,7.0176,13.2044,10.0033,9.1809,9.8881,9.0344,7.9674,5.0134,7.6129,7.1486,3.4506
12.2161,8.3784,9.2722,10.2165,6.3052,8.6948,5.8614,11.1921,11.6723,10.3823,8.4318,8.1621,9.8599,9.4743,7.5649,7.3925,3.1318,7.6378,7.7967,9.1455,10.9992,9.4442,7.4166,5.3739,8.558,6.2121,6.2507,3.441,6.3584,5.577,3.127,12.1876,7.0607,7.0795,8.6123,9.5105,4.1973,3.553,4.8272,7.7591,11.528,7.2283,7.8961,10.7442,7.176,6.4754,2.7121,9.2101,7.8891,5.9747,2.4772,3.4045,10.8661,7.8491,8.3375,6.5936,9.7343,9.3224,8.6155,9.0254,5.3936,5.2278,3.3009,7.6729,6.4981,4.6868
11.3958,9.0461,7.7128,10.5946,5.9523,9.7664,5.2786,10.5659,10.0889,10.6641,8.8182,9.8878,9.4819,8.5987,7.2136,7.9611,4.7862,4.1183,8.2888,9.2651,11.3268,8.1417,8.6856,8.3009,7.4041,8.7101,3.6644,4.8939,6.5829,5.638,8.0416,12.3079,4.6072,5.4609,8.3668,10.8179,4.0311,8.3373,6.8715,5.3853,9.4435,5.2133,8.7508,8.5207,7.6509,5.0654,7.4478,8.8312,8.2866,4.7106,3.9892,7.3299,6.6686,8.7277,8.2948,6.0425,9.9236,9.6071,9.7438,9.5725,7.8476,5.3458,5.856,7.5578,8.5671,4.5239
11.9744,8.3758,7.0766,10.8679,6.8361,9.6753,10.027,10.2238,11.4763,9.3957,8.5136,8.976,8.801,9.4791,10.055,11.8307,9.3766,10.827,7.5869,6.3728,8.811,3.3113,12.0832,6.3023,8.5517,7.9625,9.0476,6.7067,3.2886,9.6608,4.991,5.1404,10.0213,8.3527,9.3115,11.0687,7.1212,14.1774,7.563,10.4631,14.7315,6.7612,11.1342,10.0269,8.7605,7.4383,0.8578,12.2257,12.2398,4.2709,6.1949,7.6008,2.6082,12.3237,9.6809,5.0593,13.9817,11.8582,5.0442,9.4968,9.3622,8.1757,7.4329,7.4055,8.6782,6.0786
11.7052,8.1315,8.3681,10.8449,3.8701,10.0139,8.1111,10.6924,9.6204,10.5423,8.6583,9.3423,10.5356,7.0101,8.3198,8.0296,3.5843,7.4444,8.2718,8.5281,9.5556,7.81,8.1952,8.3615,8.2874,5.0039,6.6152,8.0697,6.0104,6.9061,6.1373,8.3912,6.0234,5.5622,9.0937,10.443,5.2871,6.6653,6.5812,7.2157,11.3759,10.4885,8.11,8.7046,10.9249,6.4938,5.6534,8.6669,8.1543,9.708,4.6513,6.9815,6.1628,8.8596,8.3491,3.1917,9.0493,10.0948,10.22,8.675,5.3634,6.6298,3.9802,7.7009,7.5649,5.0436
12.7443,8.4647,7.8223,10.5702,5.4462,9.6306,7.4009,11.686,9.3804,10.7286,8.8859,9.2525,9.8492,4.1982,6.5081,11.5362,8.9374,10.8306,7.7982,9.3054,10.1972,3.0484,10.719,3.4731,7.3624,8.9875,6.3311,2.8617,2.8318,6.9259,3.1614,4.3661,5.0672,9.5161,8.3819,6.7677,6.5167,11.7801,7.7327,9.6384,14.1977,5.4242,10.285,8.4118,7.0731,6.2201,4.2659,10.5998,11.4492,6.4351,4.2506,6.1821,3.5924,11.3998,11.132,5.9439,13.0778,10.0707,9.0296,8.6492,8.7416,7.0091,6.281,6.8801,8.8802,5.6328
12.2154,8.3121,7.2899,10.1917,6.2535,8.3476,11.8225,10.4251,11.449,9.6522,8.3075,8.0614,8.2945,9.39,10.1413,12.0082,10.1122,11.3334,8.2759,6.716,9.282,4.0528,12.9374,5.7539,6.9085,2.804,1.9752,6.1982,4.4016,3.7065,4.5939,4.4145,10.1324,5.1212,9.653,12.3403,3.6254,14.2068,7.0086,12.2846,14.8685,6.4282,10.8788,10.3397,8.0798,7.0152,1.99,13.022,12.5708,5.028,4.4602,4.3545,1.6383,12.2942,10.6706,6.2204,13.0832,10.9744,7.7663,10.291,9.8858,10.2179,3.5788,6.5462,7.5287,7.236
13.312,7.8254,6.9466,10.4662,6.848,9.5929,11.42,9.3162,12.3482,8.9499,8.8435,8.752,8.2853,9.9992,10.7286,13.321,11.2929,10.5563,7.6141,5.5672,7.6357,4.1443,12.5191,6.7953,7.2406,7.1309,11.4275,3.761,6.4676,6.8416,3.643,5.9242,10.8409,7.6939,9.442,10.3076,5.2725,12.4865,7.6883,11.2264,14.8729,6.8815,12.4535,11.4915,7.9097,7.0636,3.6867,13.4395,13.7442,3.9293,5.7145,5.2041,2.9893,13.5062,10.1108,5.9488,13.9684,11.8726,7.609,10.8427,10.1553,8.8771,4.1771,6.115,8.1698,9.1584
12.2111,9.0572,8.5728,10.062,6.2139,9.6644,8.2516,11.4136,10.2126,10.1973,8.1166,9.434,8.48,9.0128,6.7929,8.8828,6.8452,9.6497,6.2864,7.414,8.1501,8.5338,3.6784,7.2671,8.9752,5.7896,6.4629,4.9964,6.6674,5.4935,3.2312,12.129,4.3572,9.6928,9.8019,8.8258,10.2591,11.402,4.7639,7.164,11.1143,9.4302,8.3163,9.7848,7.6573,6.7262,6.089,8.8364,9.882,8.262,5.4258,4.7747,1.7282,9.9496,8.4253,4.1612,12.2778,10.704,11.2093,9.2753,9.278,6.5186,7.4273,7.8379,9.8914,7.0179
11.175,7.5085,6.6375,9.8587,5.1536,7.6266,12.2679,9.52,11.8912,9.83,8.967,8.0303,9.1785,11.8109,10.3902,11.0726,9.1324,11.3381,7.3689,7.0731,8.1192,3.4692,12.0389,7.0346,7.352,4.2491,9.3333,7.0111,4.5499,8.7637,3.4672,3.3253,9.968,5.5571,10.7207,12.1723,6.828,13.3625,5.8951,11.0791,14.2505,5.6226,9.8943,10.5472,7.9792,7.7437,2.0151,13.5637,11.2563,3.1199,4.1988,5.0546,3.1802,11.2328,8.1619,2.6262,13.4315,11.9333,4.5827,10.5976,9.6481,9.7387,4.9292,6.7673,8.1757,7.3181
12.1514,8.1922,7.162,9.8131,5.6407,7.8944,8.4695,9.9158,10.5386,10.2066,8.4002,8.0292,7.5156,7.5772,7.1661,8.5622,7.0044,10.5443,7.9604,8.5167,9.082,9.1586,8.2599,6.3792,9.2222,8.1078,5.2885,7.0009,5.4407,7.6185,3.442,7.4246,6.9801,11.4107,10.0824,10.5113,10.3347,14.1808,7.6456,7.8118,11.6584,10.3865,7.7867,9.1299,8.9503,6.4894,2.6571,11.359,9.4506,9.6803,3.6905,3.7045,9.8613,9.7074,8.7965,4.7152,13.1583,9.0201,10.6269,7.9881,10.3363,7.0935,4.3139,7.0018,9.6591,7.88
11.4223,7.4375,7.9292,10.0836,5.4157,9.0406,10.1222,9.6217,11.591,9.6335,8.5629,8.1989,9.0724,10.4012,10.3217,11.5175,9.7578,11.2289,7.0612,5.7189,7.6574,3.1625,13.6226,5.87,6.5204,3.6617,10.5906,8.0277,5.2043,8.1699,4.4584,3.2259,10.0142,6.9542,9.215,10.2953,10.1861,13.2253,6.3235,10.6735,13.9018,5.0796,10.7831,10.0276,7.9975,6.5855,2.3067,12.5382,12.0394,4.5713,6.5367,5.1151,2.6362,11.5032,11.1699,2.0325,13.7995,12.339,5.5114,9.86,10.4495,8.2198,5.8753,7.8864,8.9596,5.333
12.0307,8.4269,7.7089,9.721,4.8613,8.5239,8.5398,10.61,9.2002,10.9789,8.4951,8.155,10.1792,7.119,6.5788,10.3906,8.353,10.5535,7.418,8.2105,10.2918,9.7616,10.8245,6.1757,9.3941,9.7834,5.9502,1.5564,5.6975,9.7015,2.0721,2.9789,6.3512,8.4637,8.9089,10.0825,6.0076,13.6606,12.9893,9.0168,12.9159,11.4612,8.5793,8.0407,7.7853,7.379,4.9981,11.1295,11.076,10.3551,4.5912,3.0678,3.3684,11.2002,10.3819,5.216,12.6952,10.734,9.2879,9.2165,8.0683,6.5335,3.0172,7.5048,8.5582,7.5979
12.7472,9.0996,7.3965,10.1024,5.4298,9.1688,7.8102,10.2746,10.1666,10.0726,8.7774,9.1708,8.5205,6.2579,8.0263,11.86,10.3654,9.5926,8.3282,6.4589,9.495,10.1648,7.4097,7.595,8.3357,8.5992,4.6478,5.6778,3.2196,5.1033,4.4717,8.9237,4.6829,13.3009,9.3043,9.6233,11.3229,13.5065,8.09,8.0759,12.7958,5.9198,11.0401,9.2956,7.7537,7.3659,5.6042,9.6608,12.7615,4.4934,4.321,4.2356,8.5637,12.6609,8.5291,4.8567,13.1662,9.3795,11.0744,8.4062,9.1489,5.5184,7.8791,6.3518,10.0154,6.3622
11.2817,8.9329,7.7798,9.6646,4.9849,7.6899,10.869,9.9329,10.7946,10.0863,9.7883,9.4519,8.6204,9.5526,11.2551,12.4411,10.7588,10.5084,7.1954,7.5607,9.2073,3.4271,13.5035,5.7393,5.8788,1.6566,11.7225,6.8589,5.0061,9.153,3.0111,2.2029,11.2591,4.653,9.4618,11.1538,8.0512,13.0059,5.7895,10.629,13.7334,13.3776,11.7114,9.7682,7.9702,7.0065,4.0973,12.2744,12.7348,13.0734,3.8462,3.2041,-0.4146,12.4754,9.3779,5.5763,13.4627,10.9875,8.8475,10.5581,10.6303,9.3234,2.9659,7.7588,8.2877,8.6515
13.2494,8.3434,8.0536,10.0269,6.5806,8.9744,10.3684,11.1504,9.8926,10.3548,9.1798,8.8264,7.9202,9.3018,9.4908,11.8202,10.1203,9.8701,7.2407,7.8229,9.0335,7.8617,12.0186,6.6562,8.738,8.0919,6.5669,7.6482,3.2306,1.8715,4.3876,8.1486,9.2235,7.9213,8.9624,9.7677,8.0197,12.3969,4.584,10.7869,14.2651,6.5005,10.8935,9.2415,9.1804,6.6906,4.9461,10.9664,12.2847,4.1718,4.091,4.1998,5.1159,12.3601,9.2028,5.2016,12.9053,11.083,9.6037,8.2541,9.9204,7.0585,6.8479,6.7802,9.0114,5.3734
13.9012,8.0363,8.07,10.1831,4.6155,8.8238,11.0765,10.4431,10.5845,9.4031,8.928,6.9247,7.1581,10.2279,11.3713,12.7794,10.8232,10.5021,7.584,6.8472,8.0562,2.598,13.483,8.0145,7.14,7.8051,9.0521,8.084,2.0972,6.6523,2.6399,6.0066,11.5201,5.8959,9.0772,10.4592,5.7283,14.4849,6.8711,11.1849,14.5038,5.0271,11.8609,10.3272,7.5007,6.2269,5.9995,12.3577,13.5292,5.4183,5.1418,5.6467,4.824,12.9799,10.7669,3.0664,13.1784,11.5952,9.8254,9.6453,10.2201,9.5872,5.2182,7.1791,10.1577,8.5334
12.8156,7.6095,7.8763,10.0088,5.1124,10.1426,11.3091,10.9864,10.3766,10.0973,8.295,8.7546,8.501,8.2331,7.1257,11.7608,10.2651,10.4103,6.7642,6.8311,9.2941,4.1335,12.1408,7.9523,8.3035,5.4193,8.36,5.9316,5.4513,3.022,2.5162,3.4827,5.7484,7.4833,9.3638,8.9891,8.6792,12.7312,5.316,10.725,14.5693,4.5316,10.9715,9.5043,7.1204,7.2096,2.0681,11.6939,12.8285,6.0623,4.2325,5.568,2.5159,12.1248,10.4152,1.7222,13.9574,11.4746,9.2776,10.3876,10.5481,5.3395,3.3951,7.1984,9.8092,8.3658
13.0941,8.2012,7.7559,10.3299,4.7353,10.2102,13.0364,10.7568,9.8823,10.3086,8.738,9.7092,8.1808,12.7105,10.5685,12.1047,10.1747,10.3308,6.5453,7.0863,9.0568,4.6709,12.2749,4.7044,7.0047,2.8216,9.8425,6.165,5.884,3.5645,3.929,7.5031,10.3504,4.3154,10.0161,10.9159,7.8143,15.0447,7.7328,10.7588,13.8295,7.2909,11.3171,9.2139,8.9683,6.5423,5.6805,12.2083,13.0173,5.3086,5.1826,4.0299,1.701,12.5534,9.6138,4.6711,13.3351,11.8745,8.7564,9.6282,10.2599,10.2637,2.2915,8.2076,8.983,6.6889
11.3834,9.0703,9.1601,10.0044,5.6649,8.1921,6.8109,10.746,10.6253,10.837,8.6235,8.0477,9.1258,6.2098,8.5084,9.659,7.6257,9.6233,7.172,8.9511,10.3325,8.2191,7.7153,6.0075,9.6089,6.064,5.8142,5.045,1.5661,7.0728,3.3462,11.5613,8.545,10.7267,8.7633,10.5455,9.6207,14.1475,5.9061,7.6964,11.0267,13.2526,8.6828,9.6011,6.8081,7.2807,2.8838,9.8368,9.9437,12.7349,4.1779,3.7299,2.6172,9.9286,9.6985,3.8076,11.6228,9.7894,10.5702,9.378,8.9304,7.9892,5.1767,7.072,8.6917,4.0469
12.129,7.4496,8.8902,10.7078,7.6729,10.1611,12.112,10.0589,9.9497,8.6047,8.2363,8.4711,7.7239,11.0676,9.2665,11.8247,10.746,10.6222,4.6442,3.7682,4.9519,5.9327,13.0559,8.7566,6.8058,9.3255,8.0342,7.4501,3.6865,4.5145,5.2675,4.8427,9.6946,9.0185,9.0083,9.0903,7.6192,12.1792,7.4206,10.9914,14.3148,8.3235,10.8518,9.4919,8.2639,8.2188,2.3011,12.9762,12.2478,7.4224,5.5032,4.0165,2.7682,12.313,10.0585,2.3916,13.8212,10.6268,8.9863,10.7206,9.2275,9.1693,7.7178,8.1105,7.9625,6.445
12.773,6.7233,7.9394,10.25,6.2095,10.0817,11.6391,9.817,9.7985,9.2894,8.6368,8.7714,8.3151,9.8635,7.1827,13.5149,11.6026,10.5748,6.8946,4.159,9.1308,6.7932,14.0098,6.4313,8.4896,3.5563,8.1563,3.3156,7.5077,6.7996,3.4539,4.53,8.4009,6.4975,9.6391,9.5062,4.0978,12.8061,6.377,9.569,13.8379,8.2091,12.8864,9.3871,7.9995,7.2265,2.7973,10.3379,14.0764,7.747,3.1769,4.2421,3.7095,13.9752,9.6836,2.4623,13.4899,11.8013,8.4596,9.978,10.5296,8.9099,5.0665,7.1704,9.4786,6.8078
11.8927,8.0734,7.7017,10.047,3.2102,9.781,11.119,10.33,11.0316,9.5318,8.5998,8.9072,8.6968,10.9983,10.7871,12.1587,10.7002,10.8471,6.8147,6.9337,8.1911,2.1151,14.0217,4.6737,7.8585,9.6145,11.1199,6.4491,5.6695,7.4605,5.1785,3.7135,10.4643,6.9521,9.2203,11.4918,8.0776,13.0796,5.0343,11.3047,14.4673,4.5669,11.1198,9.3051,8.3916,7.0214,4.6621,12.5246,12.7134,4.99,3.0618,4.3135,0.816,12.4954,10.4378,6.4104,13.41,11.5208,8.7941,10.221,8.0097,8.0016,5.0226,6.9089,8.016,7.0532
11.6298,9.2991,5.5157,10.3062,5.0891,7.5662,11.2299,9.811,7.8729,10.2786,8.5449,7.4552,8.3086,12.556,4.7516,9.5252,7.4145,11.0551,8.2488,7.6713,9.2677,3.1704,12.5402,5.3591,6.8312,2.0302,10.3665,5.7718,4.348,10.0269,1.8395,2.7222,4.8113,7.3787,9.5516,11.7033,3.4496,11.3817,14.065,11.802,14.3213,13.4378,8.7158,6.1981,6.9855,7.2555,5.1983,12.7891,9.4755,12.9399,3.8287,2.2687,3.267,9.8276,7.3782,4.0192,12.9261,12.397,4.7626,8.9352,10.9935,8.6603,2.2354,7.4983,8.1146,8.4778
12.3467,6.9379,8.1185,10.6482,6.9164,8.6094,12.0463,10.2067,10.557,9.9262,9.1222,8.8871,8.4699,10.2914,11.6852,11.466,9.0546,10.6895,7.9262,6.9067,9.3697,10.3621,10.9442,3.9013,7.9592,7.5025,8.4682,7.6386,2.3524,5.5177,4.4416,3.4285,11.4547,9.6759,8.8533,9.6665,4.955,10.4101,7.6382,11.272,14.8717,6.9451,9.5679,9.0731,10.1454,7.0273,6.3873,9.9531,11.4074,5.6997,6.316,5.6194,2.7492,11.7004,9.638,6.4387,13.966,12.8353,6.4944,10.5464,9.0188,8.8154,3.4827,7.7423,7.2918,4.1812
11.6358,8.4829,7.9534,10.0925,6.1355,8.8942,10.0462,10.5579,9.671,10.8898,9.276,10.2481,11.2025,4.347,7.4475,8.0705,6.5162,7.1606,7.1119,8.8277,12.2253,9.8643,7.2509,6.4804,11.4876,5.3749,5.9739,1.9308,4.474,6.1337,7.71,10.6254,7.8623,6.2054,8.5389,9.5423,6.9049,5.1813,4.5988,7.3315,10.5023,5.88,7.171,7.8601,3.8007,3.9341,12.8641,7.9427,8.871,3.3701,3.9634,5.8508,8.8624,9.7538,8.2662,6.3385,10.6124,10.7465,10.4162,9.5494,7.0229,7.0582,5.0417,6.8106,8.0732,4.3632
10.33,6.5923,8.3097,10.6239,5.4715,8.9825,11.4137,9.2315,10.7529,9.3125,8.1839,10.2936,7.6455,8.2314,8.0148,9.8024,8.0046,8.4166,7.8067,6.2237,7.237,2.8835,7.895,6.1431,7.6288,12.201,6.0413,7.2137,5.5426,4.8947,2.6534,11.0395,8.2559,7.4898,9.9116,11.4572,9.7653,11.0196,7.5637,8.0909,11.6816,4.9759,9.2265,9.7038,8.0536,7.3282,6.5365,11.4561,10.6555,4.2551,4.9015,5.7117,3.1297,10.6948,9.9697,5.9533,11.3579,9.4504,10.2274,9.2421,7.9759,6.146,6.26,7.0603,6.867,3.8183
12.1404,8.2031,8.8399,11.3086,7.7022,9.5427,9.8419,10.9098,9.9654,9.637,8.7856,9.3524,8.7157,9.4931,6.9268,8.3039,4.5782,7.0061,7.9046,7.2444,8.7246,7.7808,7.4147,7.8229,10.1479,5.2516,7.034,7.8198,4.4491,7.0648,3.9475,8.7784,5.7018,7.7732,9.8144,9.986,6.2948,4.8882,8.9033,7.3256,9.708,10.9177,9.0262,8.9279,10.847,8.0923,3.7046,9.2672,8.0169,10.2659,6.839,6.8291,11.5796,9.7164,8.433,5.2452,10.3293,8.0546,10.7216,8.8205,7.6497,7.9513,3.861,7.2841,7.4578,4.3683
13.0893,5.6899,7.4396,10.7778,5.6582,8.8424,9.4171,10.3201,10.8574,10.3169,8.8491,8.1271,8.4613,11.1697,5.6045,10.7601,7.6451,11.0141,7.8069,7.6501,9.6864,6.185,12.2433,7.1125,9.669,7.0723,7.2159,8.5666,3.2666,7.8534,5.1843,8.7812,7.9792,9.6993,9.4136,9.6865,7.7927,14.8508,7.6064,10.5622,14.9933,5.3976,8.7475,8.2781,7.179,7.4974,6.8723,12.6507,11.6343,4.0126,4.8449,2.3088,5.9483,11.6786,10.0201,7.1526,14.4447,10.9156,10.1084,9.679,10.8283,7.1962,3.6252,6.9195,8.0819,6.5716
12.2036,7.3499,8.0411,10.9716,7.1035,8.6703,9.7987,9.7802,10.2941,8.8962,8.6075,8.3285,7.9098,10.1469,10.075,11.9975,9.2572,11.1585,7.5876,4.2426,5.5625,6.3967,13.2485,7.8392,7.8318,5.9245,7.7447,4.4006,4.4718,7.8907,3.9618,6.7485,10.106,6.4638,9.6731,10.0244,8.9199,12.5355,7.7897,11.2837,14.936,7.4574,10.2123,10.1072,9.9666,8.1716,6.99,12.2621,12.161,6.9715,6.6957,6.1699,1.8744,11.7016,9.5759,6.0806,13.4437,11.7578,8.3039,10.595,9.3183,7.6007,5.0437,7.7527,7.7331,4.2411
12.0666,7.8288,8.7373,10.63,6.2158,10.4539,12.1292,9.816,11.0254,9.5263,8.4654,9.506,7.2893,9.4591,10.1494,11.0794,8.5738,9.9954,5.975,7.0773,6.6557,8.3245,10.2287,6.6106,8.5883,4.6851,6.8008,8.0786,5.9476,8.0673,5.963,7.5604,9.3415,8.3956,9.5907,9.7876,8.6894,12.9134,7.7395,10.0573,13.3445,5.1074,9.1473,8.9289,8.0563,7.9834,8.2659,11.265,11.8167,5.6317,7.3818,5.7781,6.9551,11.5719,9.683,7.2007,13.4977,11.4381,10.2197,10.1239,9.1755,8.122,4.3096,6.645,8.7607,6.2095
12.7526,9.3658,7.2033,10.4761,5.1883,8.7093,11.3416,11.1873,11.1419,10.5028,7.7173,8.4719,9.1928,7.6975,5.0253,8.9283,5.1272,8.6902,7.1708,7.9685,9.3256,3.7216,6.2819,6.7262,6.1013,2.951,5.6869,1.5296,5.5688,4.9308,8.4177,8.0585,4.1019,8.0829,9.5101,11.7007,6.2424,12.0552,6.0387,3.7156,8.305,4.3612,8.098,10.7234,10.2896,4.6754,3.6841,8.7523,9.1091,2.9896,5.7501,2.1143,0.7577,9.4105,9.1729,5.263,10.2236,10.2629,11.1099,9.45,7.5264,6.4544,2.4258,9.149,8.0632,7.3807
12.8956,7.9326,8.2136,10.1922,5.2942,9.3062,8.0811,9.6388,10.5705,9.6334,8.2919,9.7538,6.9201,7.6028,7.5082,10.8238,8.7904,9.4274,7.3748,7.5105,8.765,9.346,5.8987,6.439,9.6316,9.6584,5.4924,7.8113,6.2939,2.2406,4.3262,13.1935,7.7174,7.1546,8.6604,9.0404,9.1877,10.5774,7.3692,9.2016,12.8519,11.833,9.3413,9.1744,5.7351,7.0446,10.1079,10.4149,11.3181,11.2042,4.9007,5.0694,5.8246,11.2668,9.7048,6.7843,13.0549,10.2956,10.116,9.1974,10.7078,5.2152,6.2694,6.5743,8.1503,6.9937
12.4378,7.9344,7.3127,10.5937,6.1852,8.6848,7.4794,10.3642,10.0124,10.2235,8.5633,8.9305,8.6732,6.7144,8.4431,8.2676,4.5907,10.6204,8.8658,7.5774,10.3825,11.3919,7.3404,7.7032,9.1566,10.3047,6.9246,3.8454,5.5994,7.0578,2.9246,5.2799,8.1461,8.8066,7.5699,10.3835,9.7598,12.427,6.2425,5.1312,10.5326,12.6284,7.8362,7.8455,8.0575,6.5485,2.5558,8.948,7.8265,11.7917,5.5863,5.1187,4.9343,8.3812,6.924,6.1508,13.5528,10.9605,10.7086,8.9346,8.2696,4.898,3.9608,7.7416,9.6084,4.7038
11.9015,8.7145,6.5302,10.1871,5.2615,8.4655,10.2177,10.2285,10.0172,10.0582,8.6439,7.3983,7.8033,9.3901,11.1396,12.189,10.3686,10.5471,7.2999,7.3144,9.5374,7.568,11.8458,6.3105,8.0291,7.4989,6.5489,6.4839,6.5803,7.2947,3.2308,4.6822,11.0142,7.9183,9.3315,9.9386,3.7908,10.898,7.4459,10.78,14.1947,4.6799,11.6425,9.6596,9.1306,6.962,2.5474,12.7044,12.7039,3.161,3.5958,4.9248,3.4363,12.5347,9.4629,2.9129,13.4635,11.9112,9.8296,10.7166,10.6578,8.8102,2.2574,8.349,7.4282,6.5517
12.326,7.5579,8.2514,10.6992,6.5959,9.2367,7.7117,10.8789,9.9128,10.5299,8.806,10.8184,9.1055,7.6682,6.9962,7.8912,3.6682,5.9551,8.0636,7.9504,9.2367,7.491,7.8375,2.8185,7.5396,4.5853,5.073,8.4809,6.1573,5.7989,2.9,9.3851,5.7297,7.3021,9.401,11.1443,5.5649,7.4995,5.3848,6.9875,9.724,10.4275,6.9872,8.6651,8.8307,6.7101,5.658,7.7249,8.643,10.2126,3.6466,4.4768,9.9681,7.2726,8.8685,6.5194,10.9883,7.8809,8.4,10.1094,8.9016,7.7772,4.2801,8.2512,8.3642,5.9083
11.7169,8.1215,6.5229,10.4799,6.6469,9.2466,11.4194,10.6276,9.4474,10.2097,9.2801,8.092,6.9518,14.782,8.4841,14.8948,12.795,11.5752,6.9479,6.4726,7.801,2.6233,14.1295,5.6986,9.1267,4.1577,7.3047,7.1223,5.2914,8.4435,2.2619,3.4367,9.0803,6.2218,9.2177,9.5546,10.3221,15.2201,6.5565,11.9385,14.996,3.8829,14.388,8.3043,8.4093,3.7228,3.0018,13.929,14.8983,6.0534,4.3036,5.9636,1.4841,14.7284,11.0616,3.9609,13.5313,12.7913,7.6912,9.8052,9.8594,6.7868,4.2887,8.132,8.1583,4.6515
11.6612,8.8958,9.9619,10.7859,7.0617,8.4762,9.5079,11.0685,9.6993,9.7909,8.8977,11.0269,9.9431,8.7209,7.6086,8.0651,3.4802,7.4931,7.6103,8.3473,11.1335,8.6851,7.9667,4.4888,10.4564,4.7545,6.9371,5.4968,6.1338,5.5493,3.5307,10.9725,8.5133,8.4211,7.6196,7.5246,4.1918,5.2211,7.0727,4.6863,7.3236,7.1333,7.2154,7.6332,7.6949,3.678,5.2048,7.9109,7.6351,7.3395,3.5145,5.9937,13.2827,8.368,8.6025,6.0071,9.962,8.6093,9.9598,10.9711,5.5033,8.2582,4.3681,7.8751,9.7341,4.3511
13.1617,5.3555,5.3663,11.0304,7.4018,9.4998,9.1601,10.4298,10.3439,9.8862,8.7418,8.4891,9.193,9.5163,5.4388,11.073,8.475,10.5831,6.3526,7.3165,8.4018,4.6909,11.1843,4.4966,8.236,3.7116,4.0235,8.8632,7.1928,7.1977,5.774,5.0512,7.0578,9.2636,9.2631,10.5531,6.5365,12.2167,9.5248,10.4262,14.627,6.3371,9.1264,8.5344,8.4899,6.2267,6.1308,12.7331,11.6794,5.0225,3.3446,3.5345,2.2872,11.4289,9.7235,2.7279,14.4151,9.9873,6.4898,9.1909,9.3688,8.0361,2.654,7.8575,8.1857,5.6934
12.7796,8.356,5.2388,9.7685,6.5849,8.4502,8.6112,10.9094,10.5088,9.559,8.0082,8.0826,7.8959,7.5281,7.7315,12.2047,10.3336,9.9385,7.4021,6.2723,9.9298,7.6018,7.2503,6.1813,7.4525,6.8043,6.1919,10.8606,3.1448,2.356,2.6944,8.6182,5.7798,7.4461,8.4697,9.7622,8.1365,12.9578,5.3337,10.7034,13.8973,11.1271,11.3022,9.8524,8.8269,8.1797,0.5732,11.2042,12.4894,10.7462,4.0212,3.8277,6.1705,12.607,10.0368,5.281,13.4525,10.3818,9.5014,7.8205,9.6567,7.3652,5.3963,7.113,8.3757,6.3969
12.8244,8.0495,6.2341,10.6172,6.5377,8.9927,12.0006,10.714,11.1631,10.0493,8.6293,8.4615,8.4876,10.0812,11.6023,11.9398,8.8656,11.0497,6.4912,6.7278,8.0873,4.2122,12.9698,4.4782,6.9834,4.4069,8.8655,8.6953,5.7268,8.4588,2.9626,4.4707,11.1965,8.1349,9.1321,10.7556,6.485,14.0638,7.3663,11.411,14.4276,5.0714,10.1882,9.6625,9.229,7.4839,2.9778,12.2626,11.9407,2.8561,3.6096,3.4114,1.4321,11.9018,10.3452,6.3151,13.4291,12.4224,8.0587,10.1903,10.8656,10.2719,2.8336,8.0013,8.6193,7.5656
11.3217,7.9271,7.7589,10.5197,4.2561,9.1694,8.0047,10.4104,9.7103,10.3046,9.3621,7.7771,8.9048,8.7538,10.0368,11.6818,9.4682,10.5612,6.8623,8.3793,8.6014,6.036,11.7818,6.0085,7.4951,3.2286,9.2631,4.47,5.8052,6.6774,5.4329,5.1081,10.0359,7.2511,9.1687,9.8945,5.3173,11.462,7.3806,11.0567,14.5758,5.5354,10.4036,7.1339,8.2074,7.3763,1.9373,11.2163,12.1756,7.5677,4.9416,6.1723,2.9005,12.22,9.6254,1.199,10.9314,11.3707,9.6021,11.0799,10.3462,7.5499,6.6689,7.1363,7.857,7.7681
