"201555_at","201798_s_at","202683_s_at","203139_at","203928_x_at","203963_at","204681_s_at","204825_at","204914_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","206401_s_at","208670_s_at","208893_s_at","209560_s_at","209603_at","211864_s_at","212344_at","212583_at","214164_x_at","214612_x_at","215867_x_at","216092_s_at","218856_at","218862_at","220034_at","Class"
10.3559,9.909,9.802,9.0288,8.3555,12.3071,7.3904,8.7333,7.4686,8.2976,4.4523,8.0425,8.1414,7.244,8.1907,8.1389,8.469,5.4561,8.3726,10.4784,8.9702,8.7812,7.3122,13.1647,6.8155,13.1952,9.4801,7.0272,9.1134,4.1856,"2"
10.0374,10.7321,8.7298,9.6331,8.9575,10.87,7.583,7.4826,8.422,8.737,4.1979,8.225,9.7418,6.8328,6.7048,9.4539,9.0811,5.6585,8.2371,10.0836,9.7392,8.996,6.5264,12.0015,7.3622,12.0116,10.03,10.2543,10.053,5.8087,"2"
9.7018,12.5935,9.4444,8.8816,9.2339,12.7479,8.2964,7.7057,4.5911,7.6772,3.6928,7.2911,3.1697,7.113,7.1075,9.379,9.8545,5.5724,8.5654,11.1768,11.6053,7.7633,7.5522,13.7664,7.924,13.4781,10.0893,6.2372,10.6625,2.5951,"1"
10.1254,10.4893,8.8494,9.6342,9.565,10.8506,4.2309,8.1332,7.2441,8.6788,9.9305,6.8331,8.9822,6.9637,7.8338,9.5328,8.881,5.4658,8.7875,10.2244,8.2084,8.6415,8.1035,11.9236,7.7739,12.0543,10.2134,8.8432,9.4656,4.2885,"2"
9.9156,11.2751,8.8102,8.9495,8.5361,11.2694,7.4625,7.8245,10.201,9.0922,6.1705,7.5061,5.9249,7.5802,3.9759,9.0032,9.2812,5.5095,7.2141,9.932,10.2861,7.6665,6.9866,12.0267,7.1265,12.2357,10.7078,10.2633,10.2786,5.8074,"2"
10.1322,9.5114,9.5611,9.6354,5.2173,11.9604,5.0562,8.3821,5.3526,7.7489,4.2757,7.7234,3.2454,7.6008,7.8959,5.3993,9.5254,5.2545,8.6551,10.9843,9.3068,7.8339,7.6312,12.6125,7.3686,12.5264,9.4244,10.5432,9.8404,5.868,"2"
10.681,9.4559,9.3899,9.4285,9.6122,10.9718,7.6081,9.0323,8.8821,10.227,5.4537,9.292,3.4315,4.7707,5.1725,9.5047,8.6014,5.7013,7.9446,10.7429,6.6258,8.5055,6.3595,12.0551,5.3897,11.8742,8.6566,10.0068,10.436,4.0062,"2"
9.3947,10.8125,9.0499,9.9223,9.6623,9.1371,6.5433,7.7237,4.6912,7.5563,3.0219,7.3542,2.6787,3.346,6.8598,9.2736,9.5188,5.2605,7.2417,11.1496,9.2876,9.0751,6.1653,9.9491,9.4696,10.1786,9.8081,6.5332,9.7562,6.5554,"2"
9.2209,10.8651,9.1513,9.5413,9.0266,12.8005,4.3332,8.9736,5.598,8.7888,3.9852,8.6054,6.575,7.5919,7.1129,8.4442,9.0708,5.6077,8.4864,10.415,9.6368,8.4418,7.7757,13.6554,7.8183,13.6142,9.7423,6.5125,9.6354,5.9684,"2"
10.9649,9.1697,9.4754,9.4044,7.388,11.6986,7.659,9.0318,5.4324,8.5214,3.5437,8.2982,3.2547,7.3383,7.0847,5.0787,8.7589,4.9683,7.6601,9.9737,7.6139,8.5323,7.2969,12.6882,5.8004,12.507,8.8404,7.0207,9.5625,7.4299,"2"
